Tempo(s),Setpoint(RPM),Vel(RPM),erro(RPM),Controle,AcaoP,AcaoI
10.1,159,88,71.08,72.83,71.08,0.00
10.2,159,86,72.83,71.08,72.83,0.00
10.3,159,86,72.83,72.83,72.83,0.00
10.4,159,88,71.08,72.83,71.08,0.00
10.5,159,84,74.59,71.08,74.59,0.00
10.6,160,86,73.83,74.59,73.83,0.00
10.7,160,86,73.83,73.83,73.83,0.00
10.8,160,88,72.08,73.83,72.08,0.00
10.9,160,86,73.83,72.08,73.83,0.00
11.0,160,88,72.08,73.83,72.08,0.00
11.1,160,86,73.83,72.08,73.83,0.00
11.3,160,88,72.08,73.83,72.08,0.00
11.4,160,86,73.83,72.08,73.83,0.00
11.5,159,88,71.08,73.83,71.08,0.00
11.6,159,86,72.83,71.08,72.83,0.00
11.7,159,88,71.08,72.83,71.08,0.00
11.8,159,86,72.83,71.08,72.83,0.00
11.9,159,86,72.83,72.83,72.83,0.00
12.0,159,86,72.83,72.83,72.83,0.00
12.1,159,88,71.08,72.83,71.08,0.00
12.2,159,86,72.83,71.08,72.83,0.00
12.3,159,84,74.59,72.83,74.59,0.00
12.4,159,86,72.83,74.59,72.83,0.00
12.6,159,84,74.59,72.83,74.59,0.00
12.7,159,86,72.83,74.59,72.83,0.00
12.8,159,86,72.83,72.83,72.83,0.00
12.9,159,86,72.83,72.83,72.83,0.00
13.0,159,86,72.83,72.83,72.83,0.00
13.1,159,86,72.83,72.83,72.83,0.00
13.2,159,86,72.83,72.83,72.83,0.00
13.3,159,84,74.59,72.83,74.59,0.00
13.4,159,84,74.59,74.59,74.59,0.00
13.5,159,86,72.83,74.59,72.83,0.00
13.6,159,84,74.59,72.83,74.59,0.00
13.7,159,86,72.83,74.59,72.83,0.00
13.9,159,84,74.59,72.83,74.59,0.00
14.0,159,86,72.83,74.59,72.83,0.00
14.1,159,86,72.83,72.83,72.83,0.00
14.2,159,86,72.83,72.83,72.83,0.00
14.3,159,86,72.83,72.83,72.83,0.00
14.4,159,86,72.83,72.83,72.83,0.00
14.5,159,86,72.83,72.83,72.83,0.00
14.6,159,86,72.83,72.83,72.83,0.00
14.7,159,84,74.59,72.83,74.59,0.00
14.8,159,86,72.83,74.59,72.83,0.00
14.9,159,84,74.59,72.83,74.59,0.00
15.0,159,86,72.83,74.59,72.83,0.00
15.1,159,86,72.83,72.83,72.83,0.00
15.3,159,86,72.83,72.83,72.83,0.00
15.4,159,86,72.83,72.83,72.83,0.00
15.5,159,84,74.59,72.83,74.59,0.00
15.6,159,86,72.83,74.59,72.83,0.00
15.7,159,86,72.83,72.83,72.83,0.00
15.8,159,86,72.83,72.83,72.83,0.00
15.9,159,86,72.83,72.83,72.83,0.00
16.0,159,86,72.83,72.83,72.83,0.00
16.1,159,86,72.83,72.83,72.83,0.00
16.2,160,86,73.83,72.83,73.83,0.00
16.3,160,86,73.83,73.83,73.83,0.00
16.4,160,86,73.83,73.83,73.83,0.00
16.6,160,88,72.08,73.83,72.08,0.00
16.7,160,86,73.83,72.08,73.83,0.00
16.8,160,88,72.08,73.83,72.08,0.00
16.9,160,88,72.08,72.08,72.08,0.00
17.0,159,86,72.83,72.08,72.83,0.00
17.1,159,88,71.08,72.83,71.08,0.00
17.2,159,86,72.83,71.08,72.83,0.00
17.3,159,86,72.83,72.83,72.83,0.00
17.4,159,86,72.83,72.83,72.83,0.00
17.5,159,84,74.59,72.83,74.59,0.00
17.6,159,84,74.59,74.59,74.59,0.00
17.7,159,84,74.59,74.59,74.59,0.00
17.9,159,84,74.59,74.59,74.59,0.00
18.0,159,86,72.83,74.59,72.83,0.00
18.1,159,88,71.08,72.83,71.08,0.00
18.2,159,86,72.83,71.08,72.83,0.00
18.3,159,84,74.59,72.83,74.59,0.00
18.4,159,86,72.83,74.59,72.83,0.00
18.5,159,86,72.83,72.83,72.83,0.00
18.6,159,88,71.08,72.83,71.08,0.00
18.7,159,86,72.83,71.08,72.83,0.00
18.8,159,86,72.83,72.83,72.83,0.00
18.9,159,86,72.83,72.83,72.83,0.00
19.0,159,84,74.59,72.83,74.59,0.00
19.2,159,86,72.83,74.59,72.83,0.00
19.3,159,86,72.83,72.83,72.83,0.00
19.4,159,86,72.83,72.83,72.83,0.00
19.5,159,86,72.83,72.83,72.83,0.00
19.6,159,86,72.83,72.83,72.83,0.00
19.7,159,86,72.83,72.83,72.83,0.00
19.8,159,86,72.83,72.83,72.83,0.00
19.9,159,84,74.59,72.83,74.59,0.00
20.0,159,86,72.83,74.59,72.83,0.00
20.1,159,86,72.83,72.83,72.83,0.00
20.2,159,84,74.59,72.83,74.59,0.00
20.3,159,84,74.59,74.59,74.59,0.00
20.5,159,86,72.83,74.59,72.83,0.00
20.6,159,84,74.59,72.83,74.59,0.00
20.7,159,86,72.83,74.59,72.83,0.00
20.8,159,88,71.08,72.83,71.08,0.00
20.9,159,86,72.83,71.08,72.83,0.00
21.0,159,86,72.83,72.83,72.83,0.00
21.1,159,86,72.83,72.83,72.83,0.00
21.2,159,86,72.83,72.83,72.83,0.00
21.3,159,86,72.83,72.83,72.83,0.00
21.4,159,86,72.83,72.83,72.83,0.00
21.5,159,86,72.83,72.83,72.83,0.00
21.6,159,88,71.08,72.83,71.08,0.00
21.7,160,86,73.83,71.08,73.83,0.00
21.9,160,86,73.83,73.83,73.83,0.00
22.0,160,86,73.83,73.83,73.83,0.00
22.1,160,88,72.08,73.83,72.08,0.00
22.2,160,88,72.08,72.08,72.08,0.00
22.3,160,88,72.08,72.08,72.08,0.00
22.4,160,86,73.83,72.08,73.83,0.00
22.5,159,88,71.08,73.83,71.08,0.00
22.6,159,86,72.83,71.08,72.83,0.00
22.7,159,86,72.83,72.83,72.83,0.00
22.8,159,86,72.83,72.83,72.83,0.00
22.9,159,88,71.08,72.83,71.08,0.00
23.0,159,86,72.83,71.08,72.83,0.00
23.2,159,86,72.83,72.83,72.83,0.00
23.3,159,86,72.83,72.83,72.83,0.00
23.4,159,86,72.83,72.83,72.83,0.00
23.5,159,88,71.08,72.83,71.08,0.00
23.6,159,86,72.83,71.08,72.83,0.00
23.7,159,86,72.83,72.83,72.83,0.00
23.8,159,86,72.83,72.83,72.83,0.00
23.9,159,88,71.08,72.83,71.08,0.00
24.0,159,86,72.83,71.08,72.83,0.00
24.1,159,86,72.83,72.83,72.83,0.00
24.2,159,86,72.83,72.83,72.83,0.00
24.3,159,86,72.83,72.83,72.83,0.00
24.5,159,88,71.08,72.83,71.08,0.00
24.6,159,86,72.83,71.08,72.83,0.00
24.7,159,86,72.83,72.83,72.83,0.00
24.8,159,86,72.83,72.83,72.83,0.00
24.9,159,88,71.08,72.83,71.08,0.00
25.0,159,86,72.83,71.08,72.83,0.00
25.1,159,88,71.08,72.83,71.08,0.00
25.2,159,86,72.83,71.08,72.83,0.00
25.3,159,86,72.83,72.83,72.83,0.00
25.4,159,86,72.83,72.83,72.83,0.00
25.5,159,86,72.83,72.83,72.83,0.00
25.6,159,86,72.83,72.83,72.83,0.00
25.7,159,86,72.83,72.83,72.83,0.00
25.9,159,88,71.08,72.83,71.08,0.00
26.0,159,86,72.83,71.08,72.83,0.00
26.1,159,86,72.83,72.83,72.83,0.00
26.2,159,86,72.83,72.83,72.83,0.00
26.3,159,86,72.83,72.83,72.83,0.00
26.4,159,86,72.83,72.83,72.83,0.00
26.5,159,86,72.83,72.83,72.83,0.00
26.6,159,86,72.83,72.83,72.83,0.00
26.7,159,86,72.83,72.83,72.83,0.00
26.8,159,86,72.83,72.83,72.83,0.00
26.9,159,88,71.08,72.83,71.08,0.00
27.0,159,86,72.83,71.08,72.83,0.00
27.2,159,86,72.83,72.83,72.83,0.00
27.3,160,86,73.83,72.83,73.83,0.00
27.4,160,88,72.08,73.83,72.08,0.00
27.5,160,86,73.83,72.08,73.83,0.00
27.6,160,86,73.83,73.83,73.83,0.00
27.7,160,86,73.83,73.83,73.83,0.00
27.8,160,86,73.83,73.83,73.83,0.00
27.9,160,86,73.83,73.83,73.83,0.00
28.0,159,86,72.83,73.83,72.83,0.00
28.1,159,86,72.83,72.83,72.83,0.00
28.2,159,86,72.83,72.83,72.83,0.00
28.3,159,86,72.83,72.83,72.83,0.00
28.5,159,84,74.59,72.83,74.59,0.00
28.6,159,86,72.83,74.59,72.83,0.00
28.7,159,86,72.83,72.83,72.83,0.00
28.8,159,86,72.83,72.83,72.83,0.00
28.9,159,88,71.08,72.83,71.08,0.00
29.0,159,86,72.83,71.08,72.83,0.00
29.1,159,86,72.83,72.83,72.83,0.00
29.2,159,86,72.83,72.83,72.83,0.00
29.3,159,88,71.08,72.83,71.08,0.00
29.4,159,86,72.83,71.08,72.83,0.00
29.5,159,86,72.83,72.83,72.83,0.00
29.6,159,86,72.83,72.83,72.83,0.00
29.8,159,86,72.83,72.83,72.83,0.00
29.9,159,86,72.83,72.83,72.83,0.00
30.0,159,86,72.83,72.83,72.83,0.00
30.1,159,86,72.83,72.83,72.83,0.00
30.2,159,88,71.08,72.83,71.08,0.00
30.3,159,86,72.83,71.08,72.83,0.00
30.4,159,88,71.08,72.83,71.08,0.00
30.5,159,86,72.83,71.08,72.83,0.00
30.6,159,86,72.83,72.83,72.83,0.00
30.7,159,88,71.08,72.83,71.08,0.00
30.8,159,86,72.83,71.08,72.83,0.00
30.9,159,88,71.08,72.83,71.08,0.00
31.0,159,86,72.83,71.08,72.83,0.00
31.2,159,86,72.83,72.83,72.83,0.00
31.3,159,88,71.08,72.83,71.08,0.00
31.4,159,86,72.83,71.08,72.83,0.00
31.5,159,88,71.08,72.83,71.08,0.00
31.6,159,86,72.83,71.08,72.83,0.00
31.7,159,86,72.83,72.83,72.83,0.00
31.8,159,88,71.08,72.83,71.08,0.00
31.9,159,86,72.83,71.08,72.83,0.00
32.0,159,88,71.08,72.83,71.08,0.00
32.1,159,86,72.83,71.08,72.83,0.00
32.2,159,88,71.08,72.83,71.08,0.00
32.3,159,86,72.83,71.08,72.83,0.00
32.5,159,86,72.83,72.83,72.83,0.00
32.6,159,86,72.83,72.83,72.83,0.00
32.7,159,84,74.59,72.83,74.59,0.00
32.8,159,86,72.83,74.59,72.83,0.00
32.9,160,86,73.83,72.83,73.83,0.00
33.0,160,88,72.08,73.83,72.08,0.00
33.1,160,86,73.83,72.08,73.83,0.00
33.2,160,88,72.08,73.83,72.08,0.00
33.3,160,88,72.08,72.08,72.08,0.00
33.4,160,88,72.08,72.08,72.08,0.00
33.5,159,86,72.83,72.08,72.83,0.00
33.6,159,88,71.08,72.83,71.08,0.00
33.8,159,86,72.83,71.08,72.83,0.00
33.9,159,88,71.08,72.83,71.08,0.00
34.0,159,86,72.83,71.08,72.83,0.00
34.1,159,86,72.83,72.83,72.83,0.00
34.2,159,86,72.83,72.83,72.83,0.00
34.3,159,86,72.83,72.83,72.83,0.00
34.4,159,86,72.83,72.83,72.83,0.00
34.5,159,88,71.08,72.83,71.08,0.00
34.6,159,86,72.83,71.08,72.83,0.00
34.7,159,88,71.08,72.83,71.08,0.00
34.8,159,86,72.83,71.08,72.83,0.00
34.9,159,86,72.83,72.83,72.83,0.00
35.1,159,88,71.08,72.83,71.08,0.00
35.2,159,86,72.83,71.08,72.83,0.00
35.3,159,86,72.83,72.83,72.83,0.00
35.4,159,86,72.83,72.83,72.83,0.00
35.5,159,86,72.83,72.83,72.83,0.00
35.6,159,88,71.08,72.83,71.08,0.00
35.7,159,86,72.83,71.08,72.83,0.00
35.8,159,86,72.83,72.83,72.83,0.00
35.9,159,88,71.08,72.83,71.08,0.00
36.0,159,86,72.83,71.08,72.83,0.00
36.1,159,86,72.83,72.83,72.83,0.00
36.2,159,88,71.08,72.83,71.08,0.00
36.3,159,86,72.83,71.08,72.83,0.00
36.5,159,88,71.08,72.83,71.08,0.00
36.6,159,86,72.83,71.08,72.83,0.00
36.7,159,86,72.83,72.83,72.83,0.00
36.8,159,86,72.83,72.83,72.83,0.00
36.9,159,88,71.08,72.83,71.08,0.00
37.0,159,86,72.83,71.08,72.83,0.00
37.1,159,88,71.08,72.83,71.08,0.00
37.2,159,86,72.83,71.08,72.83,0.00
37.3,159,86,72.83,72.83,72.83,0.00
37.4,159,86,72.83,72.83,72.83,0.00
37.5,159,88,71.08,72.83,71.08,0.00
37.6,159,86,72.83,71.08,72.83,0.00
37.8,159,86,72.83,72.83,72.83,0.00
37.9,159,88,71.08,72.83,71.08,0.00
38.0,159,86,72.83,71.08,72.83,0.00
38.1,159,86,72.83,72.83,72.83,0.00
38.2,159,84,74.59,72.83,74.59,0.00
38.3,160,86,73.83,74.59,73.83,0.00
38.4,160,88,72.08,73.83,72.08,0.00
38.5,160,86,73.83,72.08,73.83,0.00
38.6,160,88,72.08,73.83,72.08,0.00
38.7,160,88,72.08,72.08,72.08,0.00
38.8,160,86,73.83,72.08,73.83,0.00
38.9,160,88,72.08,73.83,72.08,0.00
39.1,159,88,71.08,72.08,71.08,0.00
39.2,159,88,71.08,71.08,71.08,0.00
39.3,159,86,72.83,71.08,72.83,0.00
39.4,159,86,72.83,72.83,72.83,0.00
39.5,159,88,71.08,72.83,71.08,0.00
39.6,159,86,72.83,71.08,72.83,0.00
39.7,159,86,72.83,72.83,72.83,0.00
39.8,159,86,72.83,72.83,72.83,0.00
39.9,159,88,71.08,72.83,71.08,0.00
40.0,159,86,72.83,71.08,72.83,0.00
40.1,159,88,71.08,72.83,71.08,0.00
40.2,159,86,72.83,71.08,72.83,0.00
40.4,159,86,72.83,72.83,72.83,0.00
40.5,159,86,72.83,72.83,72.83,0.00
40.6,159,86,72.83,72.83,72.83,0.00
40.7,159,86,72.83,72.83,72.83,0.00
40.8,159,86,72.83,72.83,72.83,0.00
40.9,159,86,72.83,72.83,72.83,0.00
41.0,159,86,72.83,72.83,72.83,0.00
41.1,159,86,72.83,72.83,72.83,0.00
41.2,159,86,72.83,72.83,72.83,0.00
41.3,159,86,72.83,72.83,72.83,0.00
41.4,159,86,72.83,72.83,72.83,0.00
41.5,159,88,71.08,72.83,71.08,0.00
41.6,159,86,72.83,71.08,72.83,0.00
41.8,159,88,71.08,72.83,71.08,0.00
41.9,159,86,72.83,71.08,72.83,0.00
42.0,159,86,72.83,72.83,72.83,0.00
42.1,159,88,71.08,72.83,71.08,0.00
42.2,159,86,72.83,71.08,72.83,0.00
42.3,159,88,71.08,72.83,71.08,0.00
42.4,159,86,72.83,71.08,72.83,0.00
42.5,159,86,72.83,72.83,72.83,0.00
42.6,159,88,71.08,72.83,71.08,0.00
42.7,159,86,72.83,71.08,72.83,0.00
42.8,159,88,71.08,72.83,71.08,0.00
42.9,159,86,72.83,71.08,72.83,0.00
43.1,159,86,72.83,72.83,72.83,0.00
43.2,159,88,71.08,72.83,71.08,0.00
43.3,159,86,72.83,71.08,72.83,0.00
43.4,159,86,72.83,72.83,72.83,0.00
43.5,159,86,72.83,72.83,72.83,0.00
43.6,159,86,72.83,72.83,72.83,0.00
43.7,159,88,71.08,72.83,71.08,0.00
43.8,159,86,72.83,71.08,72.83,0.00
43.9,159,86,72.83,72.83,72.83,0.00
44.0,160,86,73.83,72.83,73.83,0.00
44.1,160,88,72.08,73.83,72.08,0.00
44.2,160,86,73.83,72.08,73.83,0.00
44.4,160,88,72.08,73.83,72.08,0.00
44.5,160,88,72.08,72.08,72.08,0.00
44.6,159,88,71.08,72.08,71.08,0.00
44.7,159,88,71.08,71.08,71.08,0.00
44.8,159,86,72.83,71.08,72.83,0.00
44.9,159,88,71.08,72.83,71.08,0.00
45.0,159,86,72.83,71.08,72.83,0.00
45.1,159,86,72.83,72.83,72.83,0.00
45.2,159,86,72.83,72.83,72.83,0.00
45.3,159,84,74.59,72.83,74.59,0.00
45.4,159,88,71.08,74.59,71.08,0.00
45.5,159,86,72.83,71.08,72.83,0.00
45.7,159,86,72.83,72.83,72.83,0.00
45.8,159,84,74.59,72.83,74.59,0.00
45.9,159,86,72.83,74.59,72.83,0.00
46.0,159,86,72.83,72.83,72.83,0.00
46.1,159,86,72.83,72.83,72.83,0.00
46.2,159,86,72.83,72.83,72.83,0.00
46.3,159,88,71.08,72.83,71.08,0.00
46.4,159,86,72.83,71.08,72.83,0.00
46.5,159,86,72.83,72.83,72.83,0.00
46.6,159,86,72.83,72.83,72.83,0.00
46.7,159,88,71.08,72.83,71.08,0.00
46.8,159,86,72.83,71.08,72.83,0.00
46.9,159,86,72.83,72.83,72.83,0.00
47.1,159,88,71.08,72.83,71.08,0.00
47.2,159,86,72.83,71.08,72.83,0.00
47.3,159,88,71.08,72.83,71.08,0.00
47.4,159,86,72.83,71.08,72.83,0.00
47.5,159,86,72.83,72.83,72.83,0.00
47.6,159,88,71.08,72.83,71.08,0.00
47.7,159,86,72.83,71.08,72.83,0.00
47.8,159,86,72.83,72.83,72.83,0.00
47.9,159,88,71.08,72.83,71.08,0.00
48.0,159,86,72.83,71.08,72.83,0.00
48.1,159,86,72.83,72.83,72.83,0.00
48.2,159,86,72.83,72.83,72.83,0.00
48.4,159,86,72.83,72.83,72.83,0.00
48.5,159,88,71.08,72.83,71.08,0.00
48.6,159,86,72.83,71.08,72.83,0.00
48.7,159,88,71.08,72.83,71.08,0.00
48.8,159,86,72.83,71.08,72.83,0.00
48.9,159,86,72.83,72.83,72.83,0.00
49.0,159,88,71.08,72.83,71.08,0.00
49.1,159,86,72.83,71.08,72.83,0.00
49.2,159,88,71.08,72.83,71.08,0.00
49.3,160,86,73.83,71.08,73.83,0.00
49.4,160,88,72.08,73.83,72.08,0.00
49.5,160,86,73.83,72.08,73.83,0.00
49.7,160,88,72.08,73.83,72.08,0.00
49.8,160,88,72.08,72.08,72.08,0.00
49.9,160,88,72.08,72.08,72.08,0.00
50.0,160,88,72.08,72.08,72.08,0.00
50.1,159,88,71.08,72.08,71.08,0.00
50.2,159,86,72.83,71.08,72.83,0.00
50.3,159,88,71.08,72.83,71.08,0.00
50.4,159,86,72.83,71.08,72.83,0.00
50.5,159,88,71.08,72.83,71.08,0.00
50.6,159,86,72.83,71.08,72.83,0.00
50.7,159,86,72.83,72.83,72.83,0.00
50.8,159,84,74.59,72.83,74.59,0.00
51.0,159,86,72.83,74.59,72.83,0.00
51.1,159,86,72.83,72.83,72.83,0.00
51.2,159,88,71.08,72.83,71.08,0.00
51.3,159,86,72.83,71.08,72.83,0.00
51.4,159,88,71.08,72.83,71.08,0.00
51.5,159,86,72.83,71.08,72.83,0.00
51.6,159,88,71.08,72.83,71.08,0.00
51.7,159,86,72.83,71.08,72.83,0.00
51.8,159,86,72.83,72.83,72.83,0.00
51.9,159,88,71.08,72.83,71.08,0.00
52.0,159,86,72.83,71.08,72.83,0.00
52.1,159,86,72.83,72.83,72.83,0.00
52.2,159,86,72.83,72.83,72.83,0.00
52.4,159,86,72.83,72.83,72.83,0.00
52.5,159,86,72.83,72.83,72.83,0.00
52.6,159,84,74.59,72.83,74.59,0.00
52.7,159,88,71.08,74.59,71.08,0.00
52.8,159,86,72.83,71.08,72.83,0.00
52.9,159,88,71.08,72.83,71.08,0.00
53.0,159,86,72.83,71.08,72.83,0.00
53.1,159,88,71.08,72.83,71.08,0.00
53.2,159,86,72.83,71.08,72.83,0.00
53.3,159,86,72.83,72.83,72.83,0.00
53.4,159,88,71.08,72.83,71.08,0.00
53.5,159,86,72.83,71.08,72.83,0.00
53.7,159,88,71.08,72.83,71.08,0.00
53.8,159,86,72.83,71.08,72.83,0.00
53.9,159,88,71.08,72.83,71.08,0.00
54.0,159,86,72.83,71.08,72.83,0.00
54.1,159,86,72.83,72.83,72.83,0.00
54.2,159,84,74.59,72.83,74.59,0.00
54.3,159,86,72.83,74.59,72.83,0.00
54.4,159,86,72.83,72.83,72.83,0.00
54.5,159,88,71.08,72.83,71.08,0.00
54.6,159,86,72.83,71.08,72.83,0.00
54.7,159,88,71.08,72.83,71.08,0.00
54.8,160,86,73.83,71.08,73.83,0.00
55.0,160,88,72.08,73.83,72.08,0.00
55.1,160,88,72.08,72.08,72.08,0.00
55.2,160,86,73.83,72.08,73.83,0.00
55.3,160,88,72.08,73.83,72.08,0.00
55.4,160,88,72.08,72.08,72.08,0.00
55.5,160,88,72.08,72.08,72.08,0.00
55.6,159,88,71.08,72.08,71.08,0.00
55.7,159,86,72.83,71.08,72.83,0.00
55.8,159,86,72.83,72.83,72.83,0.00
55.9,159,84,74.59,72.83,74.59,0.00
56.0,159,86,72.83,74.59,72.83,0.00
56.1,159,86,72.83,72.83,72.83,0.00
56.3,159,88,71.08,72.83,71.08,0.00
56.4,159,88,71.08,71.08,71.08,0.00
56.5,159,86,72.83,71.08,72.83,0.00
56.6,159,86,72.83,72.83,72.83,0.00
56.7,159,86,72.83,72.83,72.83,0.00
56.8,159,86,72.83,72.83,72.83,0.00
56.9,159,86,72.83,72.83,72.83,0.00
57.0,159,88,71.08,72.83,71.08,0.00
57.1,159,88,71.08,71.08,71.08,0.00
57.2,159,86,72.83,71.08,72.83,0.00
57.3,159,86,72.83,72.83,72.83,0.00
57.4,159,88,71.08,72.83,71.08,0.00
57.5,159,86,72.83,71.08,72.83,0.00
57.7,159,88,71.08,72.83,71.08,0.00
57.8,159,84,74.59,71.08,74.59,0.00
57.9,159,81,78.11,74.59,78.11,0.00
58.0,159,83,76.35,78.11,76.35,0.00
58.1,159,86,72.83,76.35,72.83,0.00
58.2,159,86,72.83,72.83,72.83,0.00
58.3,159,86,72.83,72.83,72.83,0.00
58.4,159,86,72.83,72.83,72.83,0.00
58.5,159,86,72.83,72.83,72.83,0.00
58.6,159,86,72.83,72.83,72.83,0.00
58.7,159,84,74.59,72.83,74.59,0.00
58.8,159,86,72.83,74.59,72.83,0.00
59.0,159,86,72.83,72.83,72.83,0.00
59.1,141,86,54.83,72.83,54.83,0.00
59.2,114,88,26.08,54.83,26.08,0.00
59.3,87,81,6.11,26.08,6.11,0.00
59.4,59,65,-6.06,6.11,-6.06,0.00
59.5,38,40,-2.45,-6.06,-2.45,0.00
59.6,19,16,3.17,-2.45,3.17,0.00
59.7,4,-2,5.76,3.17,5.76,0.00
59.8,-12,0,-12.00,5.76,-12.00,0.00
59.9,-33,0,-33.00,-12.00,-33.00,0.00
60.0,-51,0,-51.00,-33.00,-51.00,0.00
60.1,-68,0,-68.00,-51.00,-68.00,0.00
60.2,-77,0,-77.00,-68.00,-77.00,0.00
60.4,-85,0,-85.00,-77.00,-85.00,0.00
60.5,-92,-7,-84.97,-85.00,-84.97,0.00
60.6,-109,-5,-103.72,-84.97,-103.72,0.00
60.7,-121,-39,-82.31,-103.72,-82.31,0.00
60.8,-130,-65,-64.94,-82.31,-64.94,0.00
60.9,-139,-81,-58.11,-64.94,-58.11,0.00
61.0,-144,-76,-68.38,-58.11,-68.38,0.00
61.1,-150,-67,-83.18,-68.38,-83.18,0.00
61.3,-154,-65,-88.94,-83.18,-88.94,0.00
61.4,-154,-70,-83.66,-88.94,-83.66,0.00
61.5,-154,-81,-73.11,-83.66,-73.11,0.00
61.6,-154,-88,-66.08,-73.11,-66.08,0.00
61.7,-154,-86,-67.83,-66.08,-67.83,0.00
61.8,-157,-81,-76.11,-67.83,-76.11,0.00
61.9,-160,-76,-84.38,-76.11,-84.38,0.00
62.1,-160,-76,-84.38,-84.38,-84.38,0.00
62.2,-160,-83,-77.35,-84.38,-77.35,0.00
62.3,-160,-88,-72.08,-77.35,-72.08,0.00
62.4,-160,-90,-70.32,-72.08,-70.32,0.00
62.5,-160,-88,-72.08,-70.32,-72.08,0.00
62.6,-160,-83,-77.35,-72.08,-77.35,0.00
62.7,-160,-83,-77.35,-77.35,-77.35,0.00
62.8,-160,-84,-75.59,-77.35,-75.59,0.00
63.0,-160,-86,-73.83,-75.59,-73.83,0.00
63.1,-160,-88,-72.08,-73.83,-72.08,0.00
63.2,-160,-88,-72.08,-72.08,-72.08,0.00
63.3,-160,-84,-75.59,-72.08,-75.59,0.00
63.4,-160,-86,-73.83,-75.59,-73.83,0.00
63.5,-160,-84,-75.59,-73.83,-75.59,0.00
63.6,-160,-86,-73.83,-75.59,-73.83,0.00
63.8,-160,-86,-73.83,-73.83,-73.83,0.00
