Tempo(s),Setpoint(RPM),Vel(RPM),erro(RPM),Controle,AcaoP,AcaoI
38.1,159,114,44.70,92.91,89.40,0.00
38.2,159,114,44.70,89.40,89.40,0.00
38.3,158,113,45.46,89.40,90.91,0.00
38.4,159,113,46.46,90.91,92.91,0.00
38.5,158,111,47.21,92.91,94.43,0.00
38.7,159,114,44.70,94.43,89.40,0.00
38.8,158,114,43.70,89.40,87.40,0.00
38.9,159,114,44.70,87.40,89.40,0.00
39.0,158,114,43.70,89.40,87.40,0.00
39.1,159,113,46.46,87.40,92.91,0.00
39.2,158,113,45.46,92.91,90.91,0.00
39.3,159,113,46.46,90.91,92.91,0.00
39.4,159,114,44.70,92.91,89.40,0.00
39.5,159,114,44.70,89.40,89.40,0.00
39.6,158,114,43.70,89.40,87.40,0.00
39.7,158,114,43.70,87.40,87.40,0.00
39.9,159,114,44.70,87.40,89.40,0.00
40.0,159,111,48.21,89.40,96.43,0.00
40.1,158,113,45.46,96.43,90.91,0.00
40.2,158,114,43.70,90.91,87.40,0.00
40.3,158,116,41.94,87.40,83.88,0.00
40.4,158,114,43.70,83.88,87.40,0.00
40.5,159,113,46.46,87.40,92.91,0.00
40.6,158,111,47.21,92.91,94.43,0.00
40.7,159,113,46.46,94.43,92.91,0.00
40.8,158,114,43.70,92.91,87.40,0.00
40.9,159,116,42.94,87.40,85.88,0.00
41.1,158,114,43.70,85.88,87.40,0.00
41.2,159,111,48.21,87.40,96.43,0.00
41.3,158,111,47.21,96.43,94.43,0.00
41.4,159,111,48.21,94.43,96.43,0.00
41.5,158,113,45.46,96.43,90.91,0.00
41.6,160,114,45.70,90.91,91.40,0.00
41.7,158,116,41.94,91.40,83.88,0.00
41.8,159,114,44.70,83.88,89.40,0.00
41.9,159,114,44.70,89.40,89.40,0.00
42.0,158,111,47.21,89.40,94.43,0.00
42.1,158,111,47.21,94.43,94.43,0.00
42.3,158,114,43.70,94.43,87.40,0.00
42.4,159,114,44.70,87.40,89.40,0.00
42.5,158,116,41.94,89.40,83.88,0.00
42.6,159,114,44.70,83.88,89.40,0.00
42.7,158,111,47.21,89.40,94.43,0.00
42.8,159,113,46.46,94.43,92.91,0.00
42.9,158,113,45.46,92.91,90.91,0.00
43.0,159,114,44.70,90.91,89.40,0.00
43.1,158,116,41.94,89.40,83.88,0.00
43.2,159,114,44.70,83.88,89.40,0.00
43.3,159,111,48.21,89.40,96.43,0.00
43.5,158,113,45.46,96.43,90.91,0.00
43.6,158,113,45.46,90.91,90.91,0.00
43.7,159,116,42.94,90.91,85.88,0.00
43.8,159,114,44.70,85.88,89.40,0.00
43.9,158,113,45.46,89.40,90.91,0.00
44.0,158,113,45.46,90.91,90.91,0.00
44.1,158,113,45.46,90.91,90.91,0.00
44.2,159,114,44.70,90.91,89.40,0.00
44.3,159,114,44.70,89.40,89.40,0.00
44.4,159,113,46.46,89.40,92.91,0.00
44.5,158,114,43.70,92.91,87.40,0.00
44.7,159,114,44.70,87.40,89.40,0.00
44.8,158,113,45.46,89.40,90.91,0.00
44.9,159,114,44.70,90.91,89.40,0.00
45.0,158,113,45.46,89.40,90.91,0.00
45.1,159,113,46.46,90.91,92.91,0.00
45.2,159,113,46.46,92.91,92.91,0.00
45.3,160,111,49.21,92.91,98.43,0.00
45.4,158,109,48.97,98.43,97.95,0.00
45.5,159,113,46.46,97.95,92.91,0.00
45.6,158,114,43.70,92.91,87.40,0.00
45.8,158,116,41.94,87.40,83.88,0.00
45.9,159,114,44.70,83.88,89.40,0.00
46.0,158,111,47.21,89.40,94.43,0.00
46.1,159,109,49.97,94.43,99.95,0.00
46.2,158,111,47.21,99.95,94.43,0.00
46.3,159,116,42.94,94.43,85.88,0.00
46.4,158,114,43.70,85.88,87.40,0.00
46.5,159,114,44.70,87.40,89.40,0.00
46.6,158,113,45.46,89.40,90.91,0.00
46.7,159,111,48.21,90.91,96.43,0.00
46.8,158,113,45.46,96.43,90.91,0.00
47.0,159,114,44.70,90.91,89.40,0.00
47.1,158,114,43.70,89.40,87.40,0.00
47.2,158,114,43.70,87.40,87.40,0.00
47.3,159,114,44.70,87.40,89.40,0.00
47.4,159,113,46.46,89.40,92.91,0.00
47.5,158,111,47.21,92.91,94.43,0.00
47.6,158,114,43.70,94.43,87.40,0.00
47.7,159,114,44.70,87.40,89.40,0.00
47.8,158,114,43.70,89.40,87.40,0.00
47.9,159,114,44.70,87.40,89.40,0.00
48.0,158,113,45.46,89.40,90.91,0.00
48.2,159,113,46.46,90.91,92.91,0.00
48.3,158,113,45.46,92.91,90.91,0.00
48.4,159,114,44.70,90.91,89.40,0.00
48.5,158,114,43.70,89.40,87.40,0.00
48.6,160,114,45.70,87.40,91.40,0.00
48.7,159,113,46.46,91.40,92.91,0.00
48.8,159,113,46.46,92.91,92.91,0.00
48.9,158,113,45.46,92.91,90.91,0.00
49.0,160,114,45.70,90.91,91.40,0.00
49.1,159,114,44.70,91.40,89.40,0.00
49.2,158,114,43.70,89.40,87.40,0.00
49.4,159,114,44.70,87.40,89.40,0.00
49.5,158,114,43.70,89.40,87.40,0.00
49.6,159,113,46.46,87.40,92.91,0.00
49.7,158,111,47.21,92.91,94.43,0.00
49.8,159,113,46.46,94.43,92.91,0.00
49.9,158,114,43.70,92.91,87.40,0.00
50.0,159,116,42.94,87.40,85.88,0.00
50.1,158,113,45.46,85.88,90.91,0.00
50.2,159,113,46.46,90.91,92.91,0.00
50.3,158,111,47.21,92.91,94.43,0.00
50.4,159,113,46.46,94.43,92.91,0.00
50.6,158,113,45.46,92.91,90.91,0.00
50.7,159,116,42.94,90.91,85.88,0.00
50.8,158,114,43.70,85.88,87.40,0.00
50.9,158,113,45.46,87.40,90.91,0.00
51.0,158,113,45.46,90.91,90.91,0.00
51.1,159,113,46.46,90.91,92.91,0.00
51.2,159,113,46.46,92.91,92.91,0.00
51.3,158,113,45.46,92.91,90.91,0.00
51.4,158,116,41.94,90.91,83.88,0.00
51.5,158,116,41.94,83.88,83.88,0.00
51.6,159,113,46.46,83.88,92.91,0.00
51.8,159,113,46.46,92.91,92.91,0.00
51.9,159,111,48.21,92.91,96.43,0.00
52.0,158,113,45.46,96.43,90.91,0.00
52.1,159,114,44.70,90.91,89.40,0.00
52.2,158,114,43.70,89.40,87.40,0.00
52.3,159,114,44.70,87.40,89.40,0.00
52.4,159,114,44.70,89.40,89.40,0.00
52.5,159,113,46.46,89.40,92.91,0.00
52.6,158,113,45.46,92.91,90.91,0.00
52.7,160,114,45.70,90.91,91.40,0.00
52.8,159,114,44.70,91.40,89.40,0.00
53.0,158,116,41.94,89.40,83.88,0.00
53.1,159,116,42.94,83.88,85.88,0.00
53.2,158,113,45.46,85.88,90.91,0.00
53.3,159,111,48.21,90.91,96.43,0.00
53.4,158,109,48.97,96.43,97.95,0.00
53.5,159,111,48.21,97.95,96.43,0.00
53.6,158,114,43.70,96.43,87.40,0.00
53.7,159,116,42.94,87.40,85.88,0.00
53.8,158,114,43.70,85.88,87.40,0.00
53.9,159,113,46.46,87.40,92.91,0.00
54.0,159,111,48.21,92.91,96.43,0.00
54.2,159,109,49.97,96.43,99.95,0.00
54.3,158,114,43.70,99.95,87.40,0.00
54.4,159,116,42.94,87.40,85.88,0.00
54.5,158,116,41.94,85.88,83.88,0.00
54.6,159,113,46.46,83.88,92.91,0.00
54.7,159,111,48.21,92.91,96.43,0.00
54.8,159,111,48.21,96.43,96.43,0.00
54.9,158,113,45.46,96.43,90.91,0.00
55.0,158,118,40.18,90.91,80.36,0.00
55.1,159,116,42.94,80.36,85.88,0.00
55.3,158,113,45.46,85.88,90.91,0.00
55.4,159,111,48.21,90.91,96.43,0.00
55.5,158,111,47.21,96.43,94.43,0.00
55.6,159,113,46.46,94.43,92.91,0.00
55.7,158,116,41.94,92.91,83.88,0.00
55.8,159,116,42.94,83.88,85.88,0.00
55.9,158,114,43.70,85.88,87.40,0.00
56.0,159,113,46.46,87.40,92.91,0.00
56.1,158,111,47.21,92.91,94.43,0.00
56.2,159,113,46.46,94.43,92.91,0.00
56.3,159,114,44.70,92.91,89.40,0.00
56.5,160,113,47.46,89.40,94.91,0.00
56.6,158,111,47.21,94.91,94.43,0.00
56.7,158,111,47.21,94.43,94.43,0.00
56.8,159,113,46.46,94.43,92.91,0.00
56.9,158,113,45.46,92.91,90.91,0.00
57.0,159,114,44.70,90.91,89.40,0.00
57.1,158,113,45.46,89.40,90.91,0.00
57.2,159,113,46.46,90.91,92.91,0.00
57.3,158,113,45.46,92.91,90.91,0.00
57.4,159,113,46.46,90.91,92.91,0.00
57.5,158,114,43.70,92.91,87.40,0.00
57.7,159,114,44.70,87.40,89.40,0.00
57.8,158,113,45.46,89.40,90.91,0.00
57.9,159,113,46.46,90.91,92.91,0.00
58.0,158,113,45.46,92.91,90.91,0.00
58.1,159,114,44.70,90.91,89.40,0.00
58.2,159,114,44.70,89.40,89.40,0.00
58.3,158,113,45.46,89.40,90.91,0.00
58.4,158,113,45.46,90.91,90.91,0.00
58.5,158,113,45.46,90.91,90.91,0.00
58.6,159,113,46.46,90.91,92.91,0.00
58.7,158,114,43.70,92.91,87.40,0.00
58.9,158,114,43.70,87.40,87.40,0.00
59.0,158,114,43.70,87.40,87.40,0.00
59.1,159,113,46.46,87.40,92.91,0.00
59.2,158,111,47.21,92.91,94.43,0.00
59.3,159,113,46.46,94.43,92.91,0.00
59.4,158,114,43.70,92.91,87.40,0.00
59.5,159,116,42.94,87.40,85.88,0.00
59.6,158,113,45.46,85.88,90.91,0.00
59.7,159,113,46.46,90.91,92.91,0.00
59.8,158,111,47.21,92.91,94.43,0.00
59.9,159,113,46.46,94.43,92.91,0.00
60.1,145,114,30.70,92.91,61.40,0.00
60.2,124,116,7.94,61.40,15.88,0.00
60.3,92,107,-15.27,15.88,-30.54,0.00
60.4,61,88,-26.92,-30.54,-53.85,0.00
60.5,25,47,-22.48,-53.85,-44.96,0.00
60.6,-6,2,-7.76,-44.96,-15.52,0.00
60.7,-32,0,-32.00,-15.52,-64.00,0.00
60.8,-58,0,-58.00,-64.00,-116.00,0.00
60.9,-75,0,-75.00,-116.00,-150.00,0.00
61.0,-89,-2,-87.24,-150.00,-174.48,0.00
61.2,-104,-58,-45.97,-174.48,-91.94,0.00
61.3,-123,-118,-5.18,-91.94,-10.36,0.00
61.4,-138,-128,-9.63,-10.36,-19.26,0.00
61.5,-147,-100,-46.77,-19.26,-93.53,0.00
61.6,-147,-65,-81.94,-93.53,-163.87,0.00
61.7,-147,-62,-85.45,-163.87,-170.91,0.00
61.8,-147,-109,-37.97,-170.91,-75.95,0.00
62.0,-148,-144,-3.80,-75.95,-7.61,0.00
62.1,-149,-135,-13.60,-7.61,-27.19,0.00
62.2,-149,-106,-43.49,-27.19,-86.98,0.00
62.3,-150,-70,-79.66,-86.98,-159.32,0.00
62.4,-160,-67,-93.18,-159.32,-186.35,0.00
62.5,-160,-109,-50.97,-186.35,-101.95,0.00
62.6,-160,-148,-12.29,-101.95,-24.57,0.00
62.8,-160,-149,-10.53,-24.57,-21.06,0.00
62.9,-160,-121,-38.66,-21.06,-77.33,0.00
63.0,-160,-84,-75.59,-77.33,-151.18,0.00
63.1,-160,-72,-87.90,-151.18,-175.80,0.00
63.2,-160,-107,-52.73,-175.80,-105.46,0.00
63.3,-160,-146,-14.04,-105.46,-28.09,0.00
63.5,-160,-149,-10.53,-28.09,-21.06,0.00
63.6,-160,-123,-36.91,-21.06,-73.81,0.00
63.7,-160,-86,-73.83,-73.81,-147.67,0.00
63.8,-160,-74,-86.14,-147.67,-172.29,0.00
63.9,-160,-107,-52.73,-172.29,-105.46,0.00
64.0,-160,-144,-15.80,-105.46,-31.61,0.00
64.1,-160,-149,-10.53,-31.61,-21.06,0.00
64.3,-160,-125,-35.15,-21.06,-70.29,0.00
64.4,-160,-90,-70.32,-70.29,-140.63,0.00
