Tempo(s),Setpoint(RPM),Vel(RPM),erro(RPM),Controle,AcaoP,AcaoI,AcaoD
6.6,-160,-158,-1.74,-103.34,-1.39,-104.21,-0.02
6.8,-160,-157,-3.49,-105.61,-2.79,-105.96,-0.02
6.9,-160,-158,-1.74,-108.77,-1.39,-106.82,0.02
7.0,-160,-158,-1.74,-108.19,-1.39,-107.69,0.00
7.1,-160,-160,0.02,-109.08,0.02,-107.68,0.02
7.3,-160,-160,0.02,-107.64,0.02,-107.67,0.00
7.4,-160,-160,0.02,-107.65,0.02,-107.66,0.00
7.5,-160,-158,-1.74,-107.64,-1.39,-108.52,-0.02
7.6,-160,-162,1.78,-109.93,1.43,-107.63,0.03
7.8,-160,-160,0.02,-106.17,0.02,-107.62,-0.02
7.9,-160,-160,0.02,-107.62,0.02,-107.61,0.00
8.0,-160,-158,-1.74,-107.59,-1.39,-108.48,-0.02
8.2,-160,-164,3.54,-109.88,2.83,-106.71,0.05
8.3,-160,-162,1.78,-103.82,1.43,-105.81,-0.02
8.4,-160,-162,1.78,-104.41,1.43,-104.92,0.00
8.5,-160,-160,0.02,-103.50,0.02,-104.91,-0.02
8.7,-160,-162,1.78,-104.91,1.43,-104.02,0.02
8.8,-160,-158,-1.74,-102.58,-1.39,-104.89,-0.03
8.9,-160,-162,1.78,-106.31,1.43,-104.00,0.03
9.1,-160,-157,-3.49,-102.54,-2.79,-105.74,-0.05
9.2,-160,-162,1.78,-108.59,1.43,-104.85,0.05
9.3,-160,-158,-1.74,-103.38,-1.39,-105.72,-0.03
9.4,-160,-164,3.54,-107.14,2.83,-103.95,0.05
9.6,-160,-158,-1.74,-101.07,-1.39,-104.82,-0.05
9.7,-160,-160,0.02,-106.26,0.02,-104.81,0.02
9.8,-160,-157,-3.49,-104.77,-2.79,-106.55,-0.03
10.0,-160,-160,0.02,-109.38,0.02,-106.54,0.03
10.1,-160,-158,-1.74,-106.49,-1.39,-107.41,-0.02
10.2,-160,-164,3.54,-108.81,2.83,-105.64,0.05
10.3,-160,-160,0.02,-102.76,0.02,-105.63,-0.03
10.5,-160,-160,0.02,-105.64,0.02,-105.62,0.00
10.6,-160,-158,-1.74,-105.60,-1.39,-106.48,-0.02
10.7,-160,-164,3.54,-107.89,2.83,-104.71,0.05
10.9,-160,-158,-1.74,-101.83,-1.39,-105.58,-0.05
11.0,-160,-162,1.78,-107.02,1.43,-104.69,0.03
11.1,-160,-157,-3.49,-103.23,-2.79,-106.44,-0.05
11.2,-160,-162,1.78,-109.28,1.43,-105.55,0.05
11.4,-160,-158,-1.74,-104.07,-1.39,-106.41,-0.03
11.5,-160,-165,5.30,-107.84,4.24,-103.76,0.07
11.6,-160,-160,0.02,-99.46,0.02,-103.75,-0.05
11.8,-160,-158,-1.74,-103.78,-1.39,-104.62,-0.02
11.9,-160,-162,1.78,-106.02,1.43,-103.73,0.03
12.0,-160,-157,-3.49,-102.27,-2.79,-105.48,-0.05
12.2,-160,-162,1.78,-108.32,1.43,-104.58,0.05
12.3,-160,-160,0.02,-103.11,0.02,-104.57,-0.02
12.4,-160,-162,1.78,-104.57,1.43,-103.68,0.02
12.5,-160,-160,0.02,-102.24,0.02,-103.67,-0.02
12.7,-160,-158,-1.74,-103.67,-1.39,-104.54,-0.02
12.8,-160,-160,0.02,-105.94,0.02,-104.53,0.02
12.9,-160,-158,-1.74,-104.49,-1.39,-105.39,-0.02
13.1,-160,-160,0.02,-106.80,0.02,-105.38,0.02
13.2,-160,-158,-1.74,-105.35,-1.39,-106.25,-0.02
13.3,-160,-162,1.78,-107.65,1.43,-105.36,0.03
13.4,-160,-158,-1.74,-103.90,-1.39,-106.23,-0.03
13.6,-160,-162,1.78,-107.65,1.43,-105.33,0.03
13.7,-160,-158,-1.74,-103.87,-1.39,-106.20,-0.03
13.8,-160,-162,1.78,-107.62,1.43,-105.31,0.03
14.0,-160,-158,-1.74,-103.85,-1.39,-106.18,-0.03
14.1,-160,-162,1.78,-107.60,1.43,-105.29,0.03
14.2,-160,-160,0.02,-103.83,0.02,-105.28,-0.02
14.3,-160,-162,1.78,-105.27,1.43,-104.38,0.02
14.5,-160,-158,-1.74,-102.94,-1.39,-105.25,-0.03
14.6,-160,-164,3.54,-106.67,2.83,-103.48,0.05
14.7,-160,-160,0.02,-100.60,0.02,-103.47,-0.03
14.9,-160,-162,1.78,-103.49,1.43,-102.58,0.02
15.0,-160,-158,-1.74,-101.14,-1.39,-103.45,-0.03
15.1,-160,-164,3.54,-104.87,2.83,-101.68,0.05
15.3,-160,-158,-1.74,-98.79,-1.39,-102.54,-0.05
15.4,-160,-160,0.02,-103.98,0.02,-102.53,0.02
15.5,-160,-157,-3.49,-102.50,-2.79,-104.28,-0.03
15.6,-160,-162,1.78,-107.11,1.43,-103.39,0.05
15.8,-160,-160,0.02,-101.91,0.02,-103.38,-0.02
15.9,-160,-162,1.78,-103.38,1.43,-102.49,0.02
16.0,-160,-162,1.78,-101.04,1.43,-101.59,0.00
16.2,-160,-160,0.02,-100.17,0.02,-101.58,-0.02
16.3,-160,-160,0.02,-101.58,0.02,-101.57,0.00
16.4,-160,-160,0.02,-101.55,0.02,-101.56,0.00
16.5,-160,-158,-1.74,-101.54,-1.39,-102.43,-0.02
16.7,-160,-160,0.02,-103.83,0.02,-102.42,0.02
16.8,-160,-158,-1.74,-102.38,-1.39,-103.28,-0.02
16.9,-160,-162,1.78,-104.69,1.43,-102.39,0.03
17.1,-160,-160,0.02,-100.93,0.02,-102.38,-0.02
17.2,-160,-162,1.78,-102.38,1.43,-101.49,0.02
17.3,-160,-157,-3.49,-100.05,-2.79,-103.24,-0.05
17.4,-160,-162,1.78,-106.08,1.43,-102.35,0.05
17.6,-160,-157,-3.49,-100.87,-2.79,-104.09,-0.05
17.7,-160,-162,1.78,-106.94,1.43,-103.20,0.05
17.8,-160,-157,-3.49,-101.72,-2.79,-104.95,-0.05
18.0,-160,-162,1.78,-107.79,1.43,-104.06,0.05
18.1,-160,-160,0.02,-102.58,0.02,-104.04,-0.02
18.2,-160,-162,1.78,-104.04,1.43,-103.15,0.02
18.3,-160,-162,1.78,-101.71,1.43,-102.26,0.00
18.5,-160,-162,1.78,-100.84,1.43,-101.37,0.00
18.6,-160,-160,0.02,-99.95,0.02,-101.36,-0.02
18.7,-160,-160,0.02,-101.36,0.02,-101.35,0.00
18.9,-160,-158,-1.74,-101.33,-1.39,-102.22,-0.02
19.0,-160,-164,3.54,-103.62,2.83,-100.45,0.05
19.1,-160,-158,-1.74,-97.56,-1.39,-101.31,-0.05
19.2,-160,-158,-1.74,-102.75,-1.39,-102.18,0.00
19.4,-160,-158,-1.74,-103.57,-1.39,-103.05,0.00
19.5,-160,-158,-1.74,-104.44,-1.39,-103.92,0.00
19.6,-160,-162,1.78,-105.30,1.43,-103.03,0.03
19.8,-160,-158,-1.74,-101.57,-1.39,-103.89,-0.03
19.9,-160,-165,5.30,-105.32,4.24,-101.24,0.07
20.0,-160,-160,0.02,-96.94,0.02,-101.23,-0.05
20.2,-160,-160,0.02,-101.26,0.02,-101.22,0.00
20.3,-160,-158,-1.74,-101.20,-1.39,-102.09,-0.02
20.4,-160,-162,1.78,-103.49,1.43,-101.20,0.03
20.5,-160,-158,-1.74,-99.74,-1.39,-102.06,-0.03
20.7,-160,-162,1.78,-103.49,1.43,-101.17,0.03
20.8,-160,-160,0.02,-99.71,0.02,-101.16,-0.02
20.9,-160,-158,-1.74,-101.16,-1.39,-102.03,-0.02
21.1,-160,-164,3.54,-103.43,2.83,-100.26,0.05
21.2,-160,-160,0.02,-97.37,0.02,-100.25,-0.03
21.3,-160,-160,0.02,-100.26,0.02,-100.24,0.00
21.4,-160,-158,-1.74,-100.22,-1.39,-101.10,-0.02
21.6,-160,-162,1.78,-102.51,1.43,-100.21,0.03
21.7,-160,-158,-1.74,-98.75,-1.39,-101.08,-0.03
21.8,-160,-158,-1.74,-102.50,-1.39,-101.95,0.00
22.0,-160,-160,0.02,-103.33,0.02,-101.93,0.02
22.1,-160,-157,-3.49,-101.90,-2.79,-103.68,-0.03
22.2,-160,-162,1.78,-106.51,1.43,-102.79,0.05
22.3,-160,-160,0.02,-101.31,0.02,-102.78,-0.02
22.5,-160,-162,1.78,-102.78,1.43,-101.89,0.02
22.6,-160,-160,0.02,-100.45,0.02,-101.88,-0.02
22.7,-160,-160,0.02,-101.87,0.02,-101.86,0.00
22.9,-160,-160,0.02,-101.85,0.02,-101.85,0.00
23.0,-160,-160,0.02,-101.83,0.02,-101.84,0.00
23.1,-160,-160,0.02,-101.82,0.02,-101.83,0.00
23.2,-160,-162,1.78,-101.81,1.43,-100.94,0.02
23.4,-160,-160,0.02,-99.50,0.02,-100.93,-0.02
23.5,-160,-158,-1.74,-100.93,-1.39,-101.79,-0.02
23.6,-160,-162,1.78,-103.20,1.43,-100.90,0.03
23.8,-160,-158,-1.74,-99.44,-1.39,-101.77,-0.03
23.9,-160,-158,-1.74,-103.19,-1.39,-102.64,0.00
24.0,-160,-158,-1.74,-104.03,-1.39,-103.51,0.00
24.1,-160,-158,-1.74,-104.89,-1.39,-104.37,0.00
24.3,-160,-158,-1.74,-105.76,-1.39,-105.24,0.00
24.4,-160,-158,-1.74,-106.63,-1.39,-106.11,0.00
24.5,-160,-162,1.78,-107.50,1.43,-105.22,0.03
24.7,-160,-158,-1.74,-103.76,-1.39,-106.09,-0.03
24.8,-160,-164,3.54,-107.51,2.83,-104.31,0.05
24.9,-160,-160,0.02,-101.43,0.02,-104.30,-0.03
25.1,-160,-158,-1.74,-104.32,-1.39,-105.17,-0.02
25.2,-160,-162,1.78,-106.58,1.43,-104.28,0.03
25.3,-160,-158,-1.74,-102.82,-1.39,-105.15,-0.03
25.4,-160,-164,3.54,-106.57,2.83,-103.38,0.05
25.6,-160,-160,0.02,-100.49,0.02,-103.37,-0.03
25.7,-160,-160,0.02,-103.38,0.02,-103.35,0.00
25.8,-160,-160,0.02,-103.33,0.02,-103.34,0.00
26.0,-160,-160,0.02,-103.32,0.02,-103.33,0.00
26.1,-160,-158,-1.74,-103.31,-1.39,-104.20,-0.02
26.2,-160,-162,1.78,-105.60,1.43,-103.31,0.03
26.3,-160,-157,-3.49,-101.85,-2.79,-105.05,-0.05
26.5,-160,-162,1.78,-107.90,1.43,-104.16,0.05
26.6,-160,-157,-3.49,-102.69,-2.79,-105.91,-0.05
26.7,-160,-162,1.78,-108.76,1.43,-105.02,0.05
26.9,-160,-160,0.02,-103.54,0.02,-105.01,-0.02
27.0,-160,-162,1.78,-105.01,1.43,-104.12,0.02
27.1,-160,-160,0.02,-102.67,0.02,-104.10,-0.02
27.2,-160,-162,1.78,-104.10,1.43,-103.21,0.02
27.4,-160,-160,0.02,-101.77,0.02,-103.20,-0.02
27.5,-160,-162,1.78,-103.20,1.43,-102.31,0.02
27.6,-160,-158,-1.74,-100.87,-1.39,-103.18,-0.03
27.8,-160,-162,1.78,-104.60,1.43,-102.29,0.03
27.9,-160,-157,-3.49,-100.83,-2.79,-104.03,-0.05
28.0,-160,-162,1.78,-106.88,1.43,-103.14,0.05
28.1,-160,-157,-3.49,-101.67,-2.79,-104.89,-0.05
28.3,-160,-162,1.78,-107.74,1.43,-104.00,0.05
28.4,-160,-158,-1.74,-102.52,-1.39,-104.87,-0.03
28.5,-160,-162,1.78,-106.29,1.43,-103.97,0.03
28.7,-160,-160,0.02,-102.51,0.02,-103.96,-0.02
28.8,-160,-162,1.78,-103.96,1.43,-103.07,0.02
28.9,-160,-158,-1.74,-101.63,-1.39,-103.94,-0.03
29.1,-160,-164,3.54,-105.36,2.83,-102.17,0.05
29.2,-160,-160,0.02,-99.29,0.02,-102.16,-0.03
29.3,-160,-158,-1.74,-102.17,-1.39,-103.03,-0.02
29.4,-160,-164,3.54,-104.43,2.83,-101.26,0.05
29.6,-160,-158,-1.74,-98.37,-1.39,-102.12,-0.05
29.7,-160,-162,1.78,-103.56,1.43,-101.23,0.03
29.8,-160,-160,0.02,-99.77,0.02,-101.22,-0.02
30.0,-160,-158,-1.74,-101.22,-1.39,-102.09,-0.02
30.1,-160,-160,0.02,-103.49,0.02,-102.08,0.02
30.2,-160,-158,-1.74,-102.04,-1.39,-102.94,-0.02
30.3,-160,-160,0.02,-104.35,0.02,-102.93,0.02
30.5,-160,-157,-3.49,-102.90,-2.79,-104.68,-0.03
30.6,-160,-160,0.02,-107.51,0.02,-104.67,0.03
30.7,-160,-157,-3.49,-104.61,-2.79,-106.41,-0.03
30.9,-160,-164,3.54,-109.24,2.83,-104.64,0.07
31.0,-160,-160,0.02,-101.74,0.02,-104.63,-0.03
31.1,-160,-162,1.78,-104.65,1.43,-103.74,0.02
31.2,-160,-162,1.78,-102.30,1.43,-102.85,0.00
31.4,-160,-160,0.02,-101.42,0.02,-102.84,-0.02
31.5,-160,-162,1.78,-102.84,1.43,-101.95,0.02
31.6,-160,-162,1.78,-100.50,1.43,-101.06,0.00
31.8,-160,-158,-1.74,-99.63,-1.39,-101.92,-0.03
31.9,-160,-158,-1.74,-103.35,-1.39,-102.79,0.00
32.0,-160,-157,-3.49,-104.18,-2.79,-104.54,-0.02
32.2,-160,-160,0.02,-107.35,0.02,-104.53,0.03
32.3,-147,-158,11.26,-104.47,09.01,-98.89,0.11
32.4,-136,-160,24.02,-89.77,19.22,-86.88,0.13
32.5,-127,-157,29.51,-67.54,23.61,-72.13,0.05
32.7,-117,-142,25.44,-48.47,20.35,-59.41,-0.04
32.8,-109,-121,12.34,-39.10,9.87,-53.24,-0.13
32.9,-102,-98,-3.52,-43.50,-2.82,-55.00,-0.16
33.0,-100,-79,-20.87,-57.98,-16.69,-65.44,-0.17
33.2,-100,-76,-24.38,-82.30,-19.51,-77.63,-0.03
33.3,-101,-90,-11.32,-97.17,-9.05,-83.29,0.13
33.4,-100,-114,14.30,-92.21,11.44,-76.14,0.25
33.6,-100,-130,30.13,-64.44,24.10,-61.07,0.16
33.7,-100,-128,28.37,-36.81,22.70,-46.89,-0.02
33.8,-100,-109,09.03,-24.21,7.22,-42.37,-0.19
33.9,-100,-77,-22.63,-35.34,-18.10,-53.69,-0.31
34.1,-100,-56,-43.73,-72.10,-34.98,-75.55,-0.21
34.2,-100,-63,-36.69,-110.74,-29.36,-93.90,0.07
34.3,-100,-104,3.75,-123.18,3.00,-92.02,0.40
34.5,-100,-139,38.92,-88.62,31.14,-72.56,0.34
34.6,-100,-151,51.23,-41.08,40.98,-46.95,0.12
34.7,-100,-132,31.89,-5.84,25.51,-31.00,-0.19
34.8,-100,-95,-5.04,-5.68,-4.03,-33.52,-0.36
35.0,-100,-55,-45.49,-37.92,-36.39,-56.27,-0.40
35.1,-100,-33,-66.59,-93.05,-53.27,-89.56,-0.21
35.2,-100,-62,-38.45,-143.04,-30.76,-108.79,0.28
35.4,-100,-128,28.37,-139.27,22.70,-94.60,0.65
35.5,-100,-165,65.30,-71.25,52.24,-61.95,0.36
35.6,-100,-158,58.26,-9.35,46.61,-32.82,-0.07
35.8,-100,-125,24.85,13.72,19.88,-20.39,-0.33
35.9,-100,-77,-22.63,-0.84,-18.10,-31.70,-0.47
36.0,-100,-33,-66.59,-50.27,-53.27,-65.00,-0.43
36.1,-100,-25,-75.38,-118.70,-60.30,-102.69,-0.09
36.3,-100,-81,-19.11,-163.08,-15.29,-112.24,0.55
36.4,-100,-148,47.71,-126.98,38.17,-88.39,0.65
36.5,-100,-171,70.57,-49.56,56.46,-53.10,0.22
36.7,-100,-151,51.23,3.58,40.98,-27.48,-0.19
36.8,-100,-111,10.79,13.31,8.63,-22.09,-0.40
36.9,-100,-63,-36.69,-13.86,-29.36,-40.44,-0.47
37.0,-100,-25,-75.38,-70.26,-60.30,-78.13,-0.38
37.2,-100,-33,-66.59,-138.81,-53.27,-111.42,0.09
37.3,-101,-102,0.99,-164.61,0.79,-110.93,0.66
37.4,-100,-157,56.51,-109.47,45.21,-82.67,0.54
37.6,-100,-172,72.33,-36.92,57.87,-46.51,0.16
37.7,-100,-148,47.71,11.51,38.17,-22.65,-0.24
37.8,-100,-100,0.23,15.28,0.19,-22.53,-0.47
37.9,-100,-51,-49.00,-22.81,-39.20,-47.03,-0.48
38.1,-100,-18,-82.42,-86.72,-65.93,-88.24,-0.33
38.2,-100,-44,-56.04,-154.50,-44.83,-116.26,0.26
38.3,-100,-121,21.34,-160.83,17.07,-105.59,0.76
38.5,-100,-171,70.57,-87.77,56.46,-70.31,0.48
38.6,-100,-171,70.57,-13.36,56.46,-35.02,0.00
38.7,-100,-135,35.40,21.44,28.32,-17.32,-0.34
38.8,-100,-81,-19.11,10.66,-15.29,-26.87,-0.53
39.0,-100,-30,-70.11,-42.69,-56.08,-61.92,-0.50
39.1,-100,-11,-89.45,-118.51,-71.56,-106.65,-0.19
39.2,-100,-69,-31.42,-178.40,-25.13,-122.36,0.57
39.4,-100,-149,49.47,-146.92,39.58,-97.62,0.79
39.5,-100,-178,77.61,-57.25,62.09,-58.82,0.28
39.6,-100,-162,61.78,3.55,49.43,-27.93,-0.16
39.8,-100,-120,19.58,21.34,15.66,-18.14,-0.41
39.9,-100,-67,-33.18,-2.89,-26.54,-34.73,-0.52
40.0,-100,-18,-82.42,-61.78,-65.93,-75.93,-0.48
40.1,-100,0,-100.00,-142.35,-80.00,-125.93,-0.17
40.3,-100,-69,-31.42,-206.11,-25.13,-141.64,0.67
40.4,-100,-162,61.78,-166.10,49.43,-110.75,0.91
40.5,-100,-190,89.92,-60.41,71.93,-65.79,0.28
40.7,-100,-171,70.57,6.42,56.46,-30.51,-0.19
40.8,-100,-125,24.85,25.76,19.88,-18.08,-0.45
40.9,-100,-69,-31.42,1.36,-25.13,-33.79,-0.55
41.0,-100,-14,-85.93,-59.47,-68.75,-76.75,-0.53
41.2,-100,0,-100.00,-146.03,-80.00,-126.75,-0.14
41.3,-100,-70,-29.66,-206.89,-23.73,-141.58,0.69
41.4,-100,-162,61.78,-164.62,49.43,-110.69,0.90
41.6,-100,-188,88.16,-60.37,70.53,-66.61,0.26
41.7,-100,-169,68.82,4.17,55.05,-32.20,-0.19
41.8,-100,-125,24.85,22.66,19.88,-19.78,-0.43
41.9,-100,-70,-29.66,-0.33,-23.73,-34.61,-0.53
42.1,-100,-21,-78.90,-58.87,-63.12,-74.06,-0.48
42.2,-100,0,-100.00,-137.66,-80.00,-124.06,-0.21
42.3,-100,-67,-33.18,-204.26,-26.54,-140.65,0.65
42.5,-100,-160,60.02,-166.53,48.02,-110.63,0.91
42.6,-100,-192,91.68,-61.70,73.34,-64.80,0.31
42.7,-100,-172,72.33,8.86,57.87,-28.63,-0.19
42.9,-100,-127,26.61,29.05,21.29,-15.32,-0.45
43.0,-100,-65,-34.94,5.52,-27.95,-32.79,-0.60
43.1,-100,-9,-91.21,-61.34,-72.97,-78.39,-0.55
43.2,-100,-5,-94.72,-151.91,-75.78,-125.76,-0.03
43.4,-100,-74,-26.14,-201.57,-20.91,-138.83,0.67
43.5,-100,-167,67.06,-159.07,53.65,-105.30,0.91
43.6,-100,-190,89.92,-50.74,71.93,-60.34,0.22
43.8,-100,-167,67.06,11.82,53.65,-26.81,-0.22
43.9,-100,-118,17.82,26.61,14.26,-17.90,-0.48
44.0,-100,-58,-41.97,-4.13,-33.58,-38.89,-0.59
44.1,-100,-5,-94.72,-73.05,-75.78,-86.25,-0.52
44.3,-100,-25,-75.38,-162.55,-60.30,-123.94,0.19
44.4,-100,-107,7.27,-184.06,5.81,-120.31,0.81
44.5,-100,-169,68.82,-113.68,55.05,-85.90,0.60
44.7,-100,-179,79.37,-30.24,63.49,-46.21,0.10
44.8,-100,-153,52.99,17.38,42.39,-19.72,-0.26
44.9,-100,-98,-1.52,22.41,-1.22,-20.48,-0.53
45.0,-100,-42,-57.80,-22.24,-46.24,-49.38,-0.55
45.2,-100,-5,-94.72,-96.17,-75.78,-96.74,-0.36
45.3,-100,-39,-61.31,-172.88,-49.05,-127.40,0.33
45.4,-100,-128,28.37,-176.12,22.70,-113.21,0.88
45.6,-100,-179,79.37,-89.64,63.49,-73.53,0.50
45.7,-100,-176,75.85,-9.54,60.68,-35.60,-0.03
45.8,-100,-141,40.68,25.04,32.54,-15.26,-0.34
45.9,-100,-81,-19.11,16.93,-15.29,-24.82,-0.59
46.1,-100,-23,-77.14,-40.69,-61.71,-63.39,-0.57
46.2,-100,2,-101.76,-125.67,-81.41,-114.27,-0.24
46.3,-100,-62,-38.45,-195.92,-30.76,-133.49,0.62
46.5,-100,-153,52.99,-163.64,42.39,-107.00,0.90
46.6,-100,-188,88.16,-63.71,70.53,-62.92,0.34
46.7,-100,-172,72.33,7.95,57.87,-26.75,-0.16
46.9,-100,-127,26.61,30.96,21.29,-13.45,-0.45
47.0,-100,-65,-34.94,7.39,-27.95,-30.92,-0.60
47.1,-100,-11,-89.45,-59.47,-71.56,-75.64,-0.53
47.2,-100,-2,-98.24,-147.73,-78.59,-124.76,-0.09
47.4,-100,-70,-29.66,-203.44,-23.73,-139.59,0.67
47.5,-100,-165,65.30,-162.65,52.24,-106.94,0.93
47.6,-100,-192,91.68,-53.77,73.34,-61.10,0.26
47.8,-100,-171,70.57,12.50,56.46,-25.82,-0.21
47.9,-100,-121,21.34,30.44,17.07,-15.15,-0.48
48.0,-100,-56,-43.73,1.44,-34.98,-37.01,-0.64
48.1,-100,-7,-92.97,-72.63,-74.37,-83.49,-0.48
48.3,-101,-21,-79.90,-158.35,-63.92,-123.44,0.13
48.4,-100,-106,5.51,-187.23,4.41,-120.69,0.84
48.5,-100,-169,68.82,-115.44,55.05,-86.28,0.62
48.7,-100,-183,82.88,-30.61,66.31,-44.84,0.14
48.8,-100,-155,54.75,21.61,43.80,-17.46,-0.28
48.9,-100,-98,-1.52,26.06,-1.22,-18.23,-0.55
49.0,-100,-35,-64.83,-20.00,-51.86,-50.64,-0.62
49.2,-100,-2,-98.24,-103.13,-78.59,-99.76,-0.33
49.3,-100,-44,-56.04,-178.68,-44.83,-127.78,0.41
49.4,-100,-135,35.40,-172.20,28.32,-110.08,0.90
49.6,-100,-183,82.88,-80.86,66.31,-68.64,0.47
49.7,-100,-174,74.09,-1.86,59.27,-31.59,-0.09
49.8,-100,-139,38.92,27.60,31.14,-12.13,-0.34
49.9,-100,-79,-20.87,18.66,-16.69,-22.56,-0.59
50.1,-100,-19,-80.66,-39.84,-64.53,-62.89,-0.59
50.2,-100,0,-100.00,-128.00,-80.00,-112.89,-0.19
50.3,-100,-62,-38.45,-193.08,-30.76,-132.12,0.60
50.5,-100,-155,54.75,-162.28,43.80,-104.74,0.91
50.6,-100,-188,88.16,-60.03,70.53,-60.67,0.33
50.7,-100,-171,70.57,10.19,56.46,-25.38,-0.17
50.9,-100,-125,24.85,30.91,19.88,-12.95,-0.45
51.0,-100,-62,-38.45,6.48,-30.76,-32.18,-0.62
51.1,-100,-7,-92.97,-63.56,-74.37,-78.66,-0.53
51.2,-100,-18,-82.42,-153.57,-65.93,-119.87,0.10
51.4,-100,-98,-1.52,-185.70,-1.22,-120.63,0.79
51.5,-100,-167,67.06,-121.06,53.65,-87.10,0.67
51.6,-100,-181,81.13,-32.78,64.90,-46.54,0.14
51.8,-100,-157,56.51,18.50,45.21,-18.29,-0.24
51.9,-100,-102,1.99,26.68,1.59,-17.29,-0.53
52.0,-100,-40,-59.55,-16.23,-47.64,-47.07,-0.60
52.1,-100,-2,-98.24,-95.31,-78.59,-96.19,-0.38
52.3,-100,-40,-59.55,-175.16,-47.64,-125.96,0.38
52.4,-100,-130,30.13,-173.23,24.10,-110.90,0.88
52.5,-100,-181,81.13,-85.92,64.90,-70.34,0.50
52.7,-100,-172,72.33,-4.94,57.87,-34.17,-0.09
52.8,-100,-139,38.92,23.61,31.14,-14.71,-0.33
52.9,-100,-79,-20.87,16.10,-16.69,-25.14,-0.59
53.0,-100,-26,-73.62,-42.42,-58.90,-61.95,-0.52
53.2,-100,0,-100.00,-121.37,-80.00,-111.95,-0.26
53.3,-99,-58,-40.97,-192.21,-32.78,-132.44,0.58
53.4,-95,-149,54.47,-164.64,43.58,-105.20,0.94
53.6,-84,-186,102.40,-60.69,81.92,-54.00,0.47
53.7,-69,-169,99.82,28.39,79.85,-4.09,-0.03
53.8,-48,-109,61.03,75.73,48.82,26.42,-0.38
53.9,-21,-11,-10.45,74.86,-8.36,21.19,-0.70
54.1,-4,40,-44.45,12.13,-35.56,-1.03,-0.33
54.2,1,35,-34.17,-36.92,-27.34,-18.11,0.10
54.3,0,2,-1.76,-45.35,-1.41,-18.99,0.32
54.4,0,0,0.00,-20.08,0.00,-18.99,0.02
54.6,0,0,0.00,-18.98,0.00,-18.99,0.00
54.7,0,0,0.00,-18.99,0.00,-18.99,0.00
54.8,1,0,1.00,-18.99,0.80,-18.49,0.01
54.9,3,0,3.00,-17.68,2.40,-16.99,0.02
55.0,18,0,18.00,-14.57,14.40,-7.99,0.15
55.2,48,0,48.00,6.55,38.40,16.01,0.29
55.3,85,0,85.00,54.70,68.00,58.51,0.36
55.4,114,12,101.69,126.87,81.35,109.35,0.16
55.5,134,65,68.94,190.87,55.15,143.82,-0.32
55.6,146,137,8.84,198.65,07.07,148.24,-0.59
55.8,146,167,-21.06,154.72,-16.85,137.71,-0.29
55.9,150,181,-31.13,120.57,-24.90,122.15,-0.10
56.0,158,174,-16.09,97.15,-12.87,114.10,0.15
