Tempo(s),Setpoint(RPM),Vel(RPM),erro(RPM),Controle,AcaoP,AcaoI,AcaoD
9.8,151,155,-3.75,128.79,-2.25,127.96,-0.04
9.9,154,155,-0.75,125.68,-0.45,127.89,0.02
10.1,151,153,-1.99,127.46,-1.19,127.69,-0.01
10.2,151,157,-5.51,126.48,-3.30,127.14,-0.03
10.3,151,157,-5.51,123.80,-3.30,126.59,0.00
10.4,151,155,-3.75,123.28,-2.25,126.21,0.01
10.6,154,153,01.01,123.98,0.61,126.31,0.04
10.7,152,151,0.77,126.96,0.46,126.39,-0.00
10.8,153,151,1.77,126.85,01.06,126.57,0.01
10.9,151,151,-0.23,127.64,-0.14,126.54,-0.02
11.1,152,157,-4.51,126.39,-2.70,126.09,-0.03
11.2,154,157,-2.51,123.35,-1.50,125.84,0.02
11.3,151,153,-1.99,124.35,-1.19,125.64,0.00
11.4,151,155,-3.75,124.45,-2.25,125.27,-0.01
11.6,151,153,-1.99,123.00,-1.19,125.07,0.01
11.7,152,153,-0.99,123.89,-0.59,124.97,0.01
11.8,154,153,01.01,124.38,0.61,125.07,0.02
11.9,151,151,-0.23,125.69,-0.14,125.05,-0.01
12.1,152,155,-2.75,124.90,-1.65,124.77,-0.02
12.2,154,155,-0.75,123.10,-0.45,124.70,0.02
12.3,151,155,-3.75,124.27,-2.25,124.32,-0.02
12.4,152,153,-0.99,122.05,-0.59,124.22,0.02
12.6,151,153,-1.99,123.65,-1.19,124.03,-0.01
12.7,151,155,-3.75,122.82,-2.25,123.65,-0.01
12.8,153,153,0.01,121.39,0.01,123.65,0.03
13.0,151,151,-0.23,123.69,-0.14,123.63,-0.00
13.1,152,153,-0.99,123.49,-0.59,123.53,-0.01
13.2,153,155,-1.75,122.93,-1.05,123.35,-0.01
13.3,154,155,-0.75,122.30,-0.45,123.28,0.01
13.5,153,155,-1.75,122.84,-1.05,123.11,-0.01
13.6,153,155,-1.75,122.05,-1.05,122.93,0.00
13.7,151,153,-1.99,121.88,-1.19,122.73,-0.00
13.8,153,153,0.01,121.54,0.01,122.73,0.02
14.0,151,149,1.53,122.75,0.92,122.89,0.01
14.1,151,151,-0.23,123.81,-0.14,122.86,-0.01
14.2,151,155,-3.75,122.71,-2.25,122.49,-0.03
14.3,151,155,-3.75,120.21,-2.25,122.11,0.00
14.5,151,153,-1.99,119.86,-1.19,121.91,0.01
14.6,154,153,01.01,120.73,0.61,122.01,0.02
14.7,151,149,1.53,122.65,0.92,122.17,0.00
14.8,151,151,-0.23,123.09,-0.14,122.14,-0.01
15.0,151,153,-1.99,121.99,-1.19,121.95,-0.01
15.1,152,155,-2.75,120.74,-1.65,121.67,-0.01
15.2,154,153,01.01,120.02,0.61,121.77,0.03
15.3,151,149,1.53,122.41,0.92,121.92,0.00
15.5,151,151,-0.23,122.85,-0.14,121.90,-0.01
15.6,151,155,-3.75,121.75,-2.25,121.53,-0.03
15.7,151,155,-3.75,119.25,-2.25,121.15,0.00
15.8,151,153,-1.99,118.90,-1.19,120.95,0.01
16.0,154,153,01.01,119.77,0.61,121.05,0.02
16.1,151,149,1.53,121.68,0.92,121.21,0.00
16.2,151,151,-0.23,122.13,-0.14,121.18,-0.01
16.3,151,155,-3.75,121.03,-2.25,120.81,-0.03
16.5,152,153,-0.99,118.53,-0.59,120.71,0.02
16.6,151,151,-0.23,120.14,-0.14,120.69,0.01
16.7,154,149,4.53,120.55,2.72,121.14,0.04
16.8,152,148,4.29,123.89,2.57,121.57,-0.00
17.0,154,151,2.77,124.14,1.66,121.85,-0.01
17.1,154,149,4.53,123.49,2.72,122.30,0.01
17.2,153,149,3.53,125.03,2.12,122.65,-0.01
17.3,154,153,01.01,124.76,0.61,122.75,-0.02
17.5,152,153,-0.99,123.34,-0.59,122.65,-0.02
17.6,151,157,-5.51,122.04,-3.30,122.10,-0.04
17.7,151,155,-3.75,118.76,-2.25,121.73,0.01
17.9,151,155,-3.75,119.49,-2.25,121.35,0.00
18.0,154,151,2.77,119.10,1.66,121.63,0.05
18.1,151,148,3.29,123.34,1.97,121.96,0.00
18.2,151,149,1.53,123.93,0.92,122.11,-0.01
18.3,151,151,-0.23,123.01,-0.14,122.09,-0.01
18.5,151,155,-3.75,121.94,-2.25,121.71,-0.03
18.6,153,155,-1.75,119.44,-1.05,121.54,0.02
18.7,151,153,-1.99,120.51,-1.19,121.34,-0.00
18.9,151,155,-3.75,120.14,-2.25,120.96,-0.01
19.0,153,155,-1.75,118.70,-1.05,120.79,0.02
19.1,151,151,-0.23,119.76,-0.14,120.77,0.01
19.2,151,151,-0.23,120.64,-0.14,120.74,0.00
19.4,154,153,01.01,120.60,0.61,120.84,0.01
19.5,151,151,-0.23,121.46,-0.14,120.82,-0.01
19.6,153,155,-1.75,120.67,-1.05,120.65,-0.01
19.7,154,155,-0.75,119.59,-0.45,120.57,0.01
19.9,151,155,-3.75,120.13,-2.25,120.20,-0.02
20.0,153,155,-1.75,117.92,-1.05,120.02,0.02
20.1,151,153,-1.99,118.99,-1.19,119.82,-0.00
20.2,152,153,-0.99,118.63,-0.59,119.72,0.01
20.4,151,153,-1.99,119.14,-1.19,119.53,-0.01
20.5,151,153,-1.99,118.32,-1.19,119.33,0.00
20.6,151,151,-0.23,118.13,-0.14,119.30,0.01
20.7,154,153,01.01,119.18,0.61,119.40,0.01
20.9,151,149,1.53,120.02,0.92,119.56,0.00
21.0,150,149,0.53,120.48,0.32,119.61,-0.01
21.1,151,153,-1.99,119.92,-1.19,119.41,-0.02
21.2,152,153,-0.99,118.20,-0.59,119.31,0.01
21.4,151,151,-0.23,118.73,-0.14,119.29,0.01
21.5,154,151,2.77,119.16,1.66,119.57,0.02
21.6,152,149,2.53,121.25,1.52,119.82,-0.00
21.7,154,149,4.53,121.33,2.72,120.27,0.02
21.9,151,151,-0.23,123.00,-0.14,120.25,-0.04
22.0,152,153,-0.99,120.07,-0.59,120.15,-0.01
22.1,153,155,-1.75,119.55,-1.05,119.97,-0.01
22.3,151,155,-3.75,118.92,-2.25,119.60,-0.02
22.4,150,153,-2.99,117.33,-1.79,119.30,0.01
22.5,155,153,02.01,117.51,1.21,119.50,0.04
22.6,152,146,06.04,120.75,3.63,120.11,0.03
22.8,150,148,2.29,123.77,1.37,120.33,-0.03
22.9,151,149,1.53,121.68,0.92,120.49,-0.01
23.0,152,151,0.77,121.40,0.46,120.56,-0.01
23.1,153,151,1.77,121.02,01.06,120.74,0.01
23.2,151,149,1.53,121.81,0.92,120.89,-0.00
23.4,152,153,-0.99,121.81,-0.59,120.80,-0.02
23.5,153,155,-1.75,120.18,-1.05,120.62,-0.01
23.6,151,155,-3.75,119.57,-2.25,120.25,-0.02
23.8,151,155,-3.75,117.98,-2.25,119.87,0.00
23.9,154,151,2.77,117.62,1.66,120.15,0.05
24.0,152,149,2.53,121.86,1.52,120.40,-0.00
24.1,154,149,4.53,121.92,2.72,120.85,0.02
24.3,150,149,0.53,123.59,0.32,120.91,-0.03
24.4,152,151,0.77,121.19,0.46,120.98,0.00
24.5,150,149,0.53,121.45,0.32,121.04,-0.00
24.6,151,153,-1.99,121.35,-1.19,120.84,-0.02
24.8,152,153,-0.99,119.62,-0.59,120.74,0.01
24.9,150,153,-2.99,120.15,-1.79,120.44,-0.02
25.0,151,155,-3.75,118.63,-2.25,120.06,-0.01
25.1,153,153,0.01,117.81,0.01,120.07,0.03
25.3,151,149,1.53,120.10,0.92,120.22,0.01
25.4,151,149,1.53,121.15,0.92,120.37,0.00
25.5,153,149,3.53,121.29,2.12,120.72,0.02
25.6,150,151,-1.23,122.86,-0.74,120.60,-0.04
25.8,151,155,-3.75,119.82,-2.25,120.23,-0.02
25.9,153,155,-1.75,117.96,-1.05,120.05,0.02
26.0,151,153,-1.99,119.02,-1.19,119.85,-0.00
26.1,153,151,1.77,118.66,01.06,120.03,0.03
26.3,150,149,0.53,121.12,0.32,120.08,-0.01
26.4,151,151,-0.23,120.39,-0.14,120.06,-0.01
26.5,153,153,0.01,119.91,0.01,120.06,0.00
26.6,150,151,-1.23,120.07,-0.74,119.94,-0.01
26.8,151,153,-1.99,119.19,-1.19,119.74,-0.01
26.9,153,155,-1.75,118.54,-1.05,119.56,0.00
27.0,151,151,-0.23,118.52,-0.14,119.54,0.01
27.1,151,151,-0.23,119.41,-0.14,119.52,0.00
27.3,153,153,0.01,119.38,0.01,119.52,0.00
27.4,151,149,1.53,119.53,0.92,119.67,0.01
27.5,151,149,1.53,120.60,0.92,119.82,0.00
27.6,153,149,3.53,120.74,2.12,120.18,0.02
27.8,151,149,1.53,122.31,0.92,120.33,-0.02
27.9,152,151,0.77,121.23,0.46,120.41,-0.01
28.0,153,151,1.77,120.86,01.06,120.58,0.01
28.1,150,151,-1.23,121.65,-0.74,120.46,-0.02
28.3,153,155,-1.75,119.70,-1.05,120.28,-0.00
28.4,154,155,-0.75,119.23,-0.45,120.21,0.01
28.5,151,151,-0.23,119.77,-0.14,120.19,0.00
28.6,150,153,-2.99,120.05,-1.79,119.89,-0.02
28.8,150,155,-4.75,118.07,-2.85,119.41,-0.01
28.9,152,153,-0.99,116.55,-0.59,119.31,0.03
29.0,151,153,-1.99,118.75,-1.19,119.11,-0.01
29.1,152,153,-0.99,117.91,-0.59,119.02,0.01
29.3,150,151,-1.23,118.43,-0.74,118.89,-0.00
29.4,150,153,-2.99,118.15,-1.79,118.59,-0.01
29.5,152,153,-0.99,116.79,-0.59,118.49,0.02
29.7,150,151,-1.23,117.92,-0.74,118.37,-0.00
29.8,151,153,-1.99,117.63,-1.19,118.17,-0.01
29.9,153,151,1.77,116.97,01.06,118.35,0.03
30.0,150,148,2.29,119.44,1.37,118.58,0.00
30.2,150,149,0.53,119.95,0.32,118.63,-0.01
30.3,144,151,-7.23,118.93,-4.34,117.91,-0.06
30.4,134,153,-18.99,113.51,-11.39,116.01,-0.09
30.5,126,157,-30.51,104.52,-18.30,112.96,-0.09
30.7,111,151,-40.23,94.56,-24.14,108.94,-0.08
30.8,92,142,-50.44,84.72,-30.26,103.89,-0.08
30.9,82,134,-51.65,73.55,-30.99,98.73,-0.01
31.0,73,123,-50.09,67.73,-30.06,93.72,0.01
31.2,70,109,-39.03,63.67,-23.42,89.81,0.09
31.3,69,98,-29.48,66.49,-17.69,86.87,0.08
31.4,67,91,-24.44,69.26,-14.67,84.42,0.04
31.5,67,91,-24.44,69.80,-14.67,81.98,0.00
31.7,69,90,-20.68,67.31,-12.41,79.91,0.03
31.8,67,90,-22.68,67.53,-13.61,77.64,-0.02
31.9,68,90,-21.68,64.02,-13.01,75.47,0.01
32.0,67,86,-19.17,62.47,-11.50,73.56,0.02
32.2,68,84,-16.41,62.08,-9.84,71.92,0.02
32.3,67,81,-13.89,62.09,-8.33,70.53,0.02
32.4,67,79,-12.13,62.21,-7.28,69.31,0.01
32.5,67,77,-10.37,62.05,-6.22,68.28,0.01
32.7,67,77,-10.37,62.07,-6.22,67.24,0.00
32.8,69,77,-8.37,61.01,-5.02,66.40,0.02
32.9,67,76,-8.62,61.39,-5.17,65.54,-0.00
33.0,67,76,-8.62,60.37,-5.17,64.68,0.00
33.1,67,74,-6.86,59.51,-4.11,63.99,0.01
33.3,70,72,-2.10,59.89,-1.26,63.78,0.04
33.4,68,72,-4.10,62.56,-2.46,63.37,-0.02
33.5,68,72,-4.10,60.90,-2.46,62.96,0.00
33.6,67,72,-5.10,60.50,-3.06,62.45,-0.01
33.8,67,74,-6.86,59.39,-4.11,61.77,-0.01
33.9,68,72,-4.10,57.64,-2.46,61.36,0.02
34.0,67,69,-1.58,58.92,-0.95,61.20,0.02
34.1,68,69,-0.58,60.27,-0.35,61.14,0.01
34.2,67,69,-1.58,60.80,-0.95,60.98,-0.01
34.4,68,70,-2.34,60.03,-1.40,60.75,-0.01
34.5,69,70,-1.34,59.34,-0.80,60.62,0.01
34.6,67,70,-3.34,59.82,-2.00,60.28,-0.02
34.7,68,70,-2.34,58.26,-1.40,60.05,0.01
34.8,67,69,-1.58,58.65,-0.95,59.89,0.01
35.0,68,69,-0.58,58.95,-0.35,59.83,0.01
35.1,68,69,-0.58,59.49,-0.35,59.77,0.00
35.2,67,67,0.18,59.42,0.11,59.79,0.01
35.3,68,69,-0.58,59.90,-0.35,59.73,-0.01
35.5,68,69,-0.58,59.38,-0.35,59.67,0.00
35.6,68,67,1.18,59.33,0.71,59.79,0.01
35.7,67,69,-1.58,60.51,-0.95,59.63,-0.02
35.8,67,69,-1.58,58.66,-0.95,59.48,0.00
35.9,67,69,-1.58,58.53,-0.95,59.32,0.00
36.1,69,69,0.42,58.37,0.25,59.36,0.02
36.2,67,65,1.94,59.63,1.16,59.55,0.01
36.3,68,67,1.18,60.73,0.71,59.67,-0.01
36.4,67,67,0.18,60.37,0.11,59.69,-0.01
36.5,67,69,-1.58,59.79,-0.95,59.53,-0.01
36.7,67,70,-3.34,58.57,-2.00,59.20,-0.01
36.8,68,69,-0.58,57.18,-0.35,59.14,0.02
36.9,68,69,-0.58,58.81,-0.35,59.08,0.00
37.0,68,65,2.94,58.73,1.76,59.37,0.03
37.2,68,65,2.94,61.16,1.76,59.67,0.00
37.3,67,67,0.18,61.43,0.11,59.68,-0.02
37.4,67,69,-1.58,59.77,-0.95,59.53,-0.01
37.5,68,69,-0.58,58.56,-0.35,59.47,0.01
37.6,67,67,0.18,59.13,0.11,59.49,0.01
37.8,69,67,2.18,59.60,1.31,59.70,0.02
37.9,67,65,1.94,61.03,1.16,59.90,-0.00
38.0,67,67,0.18,61.06,0.11,59.92,-0.01
38.1,67,69,-1.58,60.01,-0.95,59.76,-0.01
38.2,70,70,-0.34,58.79,-0.20,59.72,0.01
38.4,68,69,-0.58,59.53,-0.35,59.67,-0.00
38.5,68,69,-0.58,59.31,-0.35,59.61,0.00
38.6,67,69,-1.58,59.26,-0.95,59.45,-0.01
38.7,67,69,-1.58,58.49,-0.95,59.29,0.00
38.9,68,67,1.18,58.34,0.71,59.41,0.02
39.0,68,63,4.69,60.14,2.82,59.88,0.03
39.1,67,65,1.94,62.72,1.16,60.07,-0.02
39.2,67,69,-1.58,61.21,-0.95,59.91,-0.03
39.3,68,70,-2.34,58.94,-1.40,59.68,-0.01
39.5,69,69,0.42,58.27,0.25,59.72,0.02
39.6,67,67,0.18,59.99,0.11,59.74,-0.00
39.7,68,67,1.18,59.84,0.71,59.86,0.01
39.8,67,65,1.94,60.57,1.16,60.05,0.01
39.9,69,67,2.18,61.22,1.31,60.27,0.00
40.1,67,67,0.18,61.58,0.11,60.29,-0.02
40.2,67,70,-3.34,60.38,-2.00,59.95,-0.03
40.3,68,70,-2.34,57.92,-1.40,59.72,0.01
40.4,68,69,-0.58,58.32,-0.35,59.66,0.01
40.5,68,65,2.94,59.32,1.76,59.95,0.03
40.7,68,67,1.18,61.74,0.71,60.07,-0.01
40.8,69,67,2.18,60.76,1.31,60.29,0.01
40.9,67,67,0.18,61.60,0.11,60.31,-0.02
41.0,67,69,-1.58,60.40,-0.95,60.15,-0.01
41.1,68,70,-2.34,59.18,-1.40,59.91,-0.01
41.3,71,69,2.42,58.50,1.45,60.16,0.04
41.4,67,67,0.18,61.64,0.11,60.17,-0.02
41.5,67,67,0.18,60.26,0.11,60.19,0.00
41.6,68,69,-0.58,60.30,-0.35,60.13,-0.01
41.8,67,69,-1.58,59.78,-0.95,59.97,-0.01
41.9,67,69,-1.58,59.02,-0.95,59.82,0.00
42.0,67,69,-1.58,58.87,-0.95,59.66,0.00
42.1,70,67,3.18,58.71,1.91,59.98,0.04
42.2,68,65,2.94,61.92,1.76,60.27,-0.00
42.4,67,65,1.94,62.03,1.16,60.46,-0.01
42.5,69,69,0.42,61.62,0.25,60.51,-0.01
42.6,71,69,2.42,60.74,1.45,60.75,0.02
42.7,67,69,-1.58,62.21,-0.95,60.59,-0.03
42.8,68,70,-2.34,59.61,-1.40,60.35,-0.01
43.0,70,70,-0.34,58.94,-0.20,60.32,0.02
43.1,67,67,0.18,60.13,0.11,60.34,0.00
43.2,68,67,1.18,60.45,0.71,60.46,0.01
43.3,68,65,2.94,61.17,1.76,60.75,0.01
43.4,67,67,0.18,62.53,0.11,60.77,-0.02
43.6,68,69,-0.58,60.85,-0.35,60.71,-0.01
43.7,68,69,-0.58,60.35,-0.35,60.65,0.00
43.8,67,69,-1.58,60.30,-0.95,60.49,-0.01
43.9,68,69,-0.58,59.54,-0.35,60.43,0.01
44.1,68,69,-0.58,60.09,-0.35,60.38,0.00
44.2,69,67,2.18,60.03,1.31,60.59,0.02
44.3,67,65,1.94,61.92,1.16,60.79,-0.00
44.4,67,67,0.18,61.95,0.11,60.81,-0.01
44.5,68,69,-0.58,60.90,-0.35,60.75,-0.01
44.7,70,69,1.42,60.39,0.85,60.89,0.02
44.8,68,67,1.18,61.76,0.71,61.01,-0.00
44.9,68,67,1.18,61.71,0.71,61.12,0.00
45.0,67,69,-1.58,61.83,-0.95,60.97,-0.02
45.1,67,70,-3.34,60.00,-2.00,60.63,-0.01
45.3,67,69,-1.58,58.61,-0.95,60.47,0.01
45.4,67,67,0.18,59.54,0.11,60.49,0.01
45.5,69,65,3.94,60.61,2.36,60.89,0.03
45.6,67,65,1.94,63.28,1.16,61.08,-0.02
45.7,67,69,-1.58,62.22,-0.95,60.92,-0.03
45.9,68,70,-2.34,59.94,-1.40,60.69,-0.01
46.0,70,70,-0.34,59.28,-0.20,60.65,0.02
46.1,67,69,-1.58,60.47,-0.95,60.49,-0.01
46.2,67,67,0.18,59.54,0.11,60.51,0.01
46.4,67,65,1.94,60.63,1.16,60.71,0.01
46.5,68,65,2.94,61.88,1.76,61.00,0.01
46.6,67,67,0.18,62.77,0.11,61.02,-0.02
46.7,67,67,0.18,61.10,0.11,61.04,0.00
46.8,67,69,-1.58,61.14,-0.95,60.88,-0.01
47.0,67,69,-1.58,59.91,-0.95,60.72,0.00
47.1,67,69,-1.58,59.77,-0.95,60.56,0.00
47.2,69,67,2.18,59.61,1.31,60.78,0.03
47.3,67,65,1.94,62.11,1.16,60.97,-0.00
47.4,67,67,0.18,62.13,0.11,60.99,-0.01
47.6,67,69,-1.58,61.08,-0.95,60.83,-0.01
47.7,70,70,-0.34,59.87,-0.20,60.80,0.01
47.8,67,69,-1.58,60.60,-0.95,60.64,-0.01
47.9,67,69,-1.58,59.68,-0.95,60.48,0.00
48.1,67,67,0.18,59.53,0.11,60.50,0.01
48.2,68,65,2.94,60.62,1.76,60.79,0.02
48.3,67,65,1.94,62.58,1.16,60.99,-0.01
48.4,67,69,-1.58,62.14,-0.95,60.83,-0.03
48.5,69,69,0.42,59.85,0.25,60.87,0.02
48.7,67,69,-1.58,61.14,-0.95,60.71,-0.02
48.8,67,69,-1.58,59.75,-0.95,60.55,0.00
48.9,67,69,-1.58,59.60,-0.95,60.40,0.00
49.0,68,67,1.18,59.45,0.71,60.51,0.02
49.1,67,67,0.18,61.24,0.11,60.53,-0.01
49.3,67,65,1.94,60.63,1.16,60.72,0.01
49.4,67,67,0.18,61.90,0.11,60.74,-0.01
49.5,67,69,-1.58,60.83,-0.95,60.58,-0.01
49.6,67,69,-1.58,59.62,-0.95,60.43,0.00
49.7,67,67,0.18,59.48,0.11,60.44,0.01
49.9,70,65,4.94,60.56,2.96,60.94,0.04
50.0,67,67,0.18,63.94,0.11,60.95,-0.04
50.1,67,67,0.18,61.02,0.11,60.97,0.00
50.2,67,69,-1.58,61.08,-0.95,60.81,-0.01
50.3,67,70,-3.34,59.85,-2.00,60.48,-0.01
50.5,67,69,-1.58,58.46,-0.95,60.32,0.01
50.6,67,69,-1.58,59.39,-0.95,60.16,0.00
50.7,70,65,4.94,59.22,2.96,60.66,0.05
50.8,67,65,1.94,63.67,1.16,60.85,-0.02
51.0,67,67,0.18,61.99,0.11,60.87,-0.01
51.1,68,69,-0.58,60.96,-0.35,60.81,-0.01
51.2,68,70,-2.34,60.46,-1.40,60.58,-0.01
51.3,67,69,-1.58,59.16,-0.95,60.42,0.01
51.4,68,69,-0.58,59.48,-0.35,60.36,0.01
51.6,67,67,0.18,60.02,0.11,60.38,0.01
51.7,67,67,0.18,60.49,0.11,60.40,0.00
51.8,67,65,1.94,60.50,1.16,60.59,0.01
51.9,67,67,0.18,61.76,0.11,60.61,-0.01
52.0,67,67,0.18,60.70,0.11,60.62,0.00
52.2,67,67,0.18,60.73,0.11,60.64,0.00
52.3,67,67,0.18,60.75,0.11,60.66,0.00
52.4,67,67,0.18,60.77,0.11,60.68,0.00
52.5,68,67,1.18,60.78,0.71,60.80,0.01
52.6,67,67,0.18,61.51,0.11,60.81,-0.01
52.8,67,67,0.18,60.91,0.11,60.83,0.00
52.9,67,69,-1.58,60.94,-0.95,60.67,-0.01
53.0,67,69,-1.58,59.71,-0.95,60.51,0.00
53.1,67,67,0.18,59.57,0.11,60.53,0.01
53.2,68,65,2.94,60.65,1.76,60.83,0.02
53.4,67,67,0.18,62.61,0.11,60.84,-0.02
53.5,67,67,0.18,60.93,0.11,60.86,0.00
53.6,67,67,0.18,60.97,0.11,60.88,0.00
53.7,68,67,1.18,60.99,0.71,61.00,0.01
53.8,67,67,0.18,61.71,0.11,61.01,-0.01
54.0,67,67,0.18,61.11,0.11,61.03,0.00
54.1,67,69,-1.58,61.14,-0.95,60.87,-0.01
54.2,67,69,-1.58,59.91,-0.95,60.72,0.00
54.3,68,69,-0.58,59.77,-0.35,60.66,0.01
54.4,67,67,0.18,60.32,0.11,60.68,0.01
54.6,67,65,1.94,60.79,1.16,60.87,0.01
54.7,70,65,4.94,62.04,2.96,61.36,0.02
54.8,67,67,0.18,64.35,0.11,61.38,-0.04
54.9,67,70,-3.34,61.45,-2.00,61.05,-0.03
55.1,68,70,-2.34,59.01,-1.40,60.81,0.01
55.2,67,70,-3.34,59.42,-2.00,60.48,-0.01
55.3,67,69,-1.58,58.47,-0.95,60.32,0.01
55.4,67,67,0.18,59.39,0.11,60.34,0.01
55.5,70,63,6.69,60.46,04.02,61.01,0.05
55.7,67,65,1.94,65.08,1.16,61.20,-0.04
55.8,67,69,-1.58,62.32,-0.95,61.04,-0.03
55.9,69,70,-1.34,60.07,-0.80,60.91,0.00
56.0,67,69,-1.58,60.11,-0.95,60.75,-0.00
56.1,67,70,-3.34,59.80,-2.00,60.42,-0.01
56.3,68,67,1.18,58.40,0.71,60.53,0.04
56.4,67,65,1.94,61.28,1.16,60.73,0.01
56.5,67,65,1.94,61.90,1.16,60.92,0.00
56.6,67,67,0.18,62.08,0.11,60.94,-0.01
56.7,68,67,1.18,61.03,0.71,61.06,0.01
56.9,67,69,-1.58,61.77,-0.95,60.90,-0.02
57.0,67,69,-1.58,59.93,-0.95,60.74,0.00
57.1,67,69,-1.58,59.79,-0.95,60.58,0.00
57.2,70,67,3.18,59.63,1.91,60.90,0.04
57.4,67,65,1.94,62.84,1.16,61.09,-0.01
57.5,67,65,1.94,62.24,1.16,61.29,0.00
57.6,67,69,-1.58,62.45,-0.95,61.13,-0.03
57.7,67,70,-3.34,60.15,-2.00,60.79,-0.01
57.8,67,70,-3.34,58.78,-2.00,60.46,0.00
58.0,67,67,0.18,58.46,0.11,60.48,0.03
58.1,69,67,2.18,60.61,1.31,60.70,0.02
58.2,67,65,1.94,62.02,1.16,60.89,-0.00
58.3,67,67,0.18,62.05,0.11,60.91,-0.01
58.4,68,69,-0.58,61.00,-0.35,60.85,-0.01
58.6,70,70,-0.34,60.49,-0.20,60.82,0.00
58.7,67,70,-3.34,60.61,-2.00,60.48,-0.02
58.8,67,69,-1.58,58.45,-0.95,60.32,0.01
58.9,67,69,-1.58,59.39,-0.95,60.17,0.00
59.0,67,67,0.18,59.22,0.11,60.18,0.01
59.2,66,65,0.94,60.30,0.56,60.28,0.01
59.3,65,65,-0.06,60.84,-0.04,60.27,-0.01
59.4,64,67,-2.82,60.22,-1.69,59.99,-0.02
59.5,60,67,-6.82,58.27,-4.09,59.31,-0.03
59.7,57,67,-9.82,55.18,-5.89,58.32,-0.02
59.8,55,63,-8.31,52.41,-4.98,57.49,0.01
59.9,48,60,-11.79,52.52,-7.07,56.31,-0.03
