Tempo(s),Setpoint(RPM),Vel(RPM),erro(RPM),Controle,AcaoP,AcaoI,AcaoD
23.0,154,157,-2.51,105.54,-1.50,107.63,0.02
23.1,151,153,-1.99,106.15,-1.19,106.64,0.00
23.3,151,151,-0.23,105.45,-0.14,106.52,0.01
23.4,155,151,3.77,106.40,2.26,108.41,0.03
23.5,151,148,3.29,110.70,1.97,110.05,-0.00
23.6,153,149,3.53,112.02,2.12,111.81,0.00
23.8,151,149,1.53,113.93,0.92,112.58,-0.02
23.9,151,155,-3.75,113.48,-2.25,110.70,-0.04
24.0,153,157,-3.51,108.41,-2.10,108.95,0.00
24.1,151,157,-5.51,106.85,-3.30,106.20,-0.02
24.3,151,153,-1.99,102.88,-1.19,105.20,0.03
24.4,151,151,-0.23,104.04,-0.14,105.09,0.01
24.5,155,149,5.53,104.96,3.32,107.85,0.05
24.6,152,148,4.29,111.21,2.57,109.99,-0.01
24.8,154,149,4.53,112.56,2.72,112.26,0.00
24.9,151,149,1.53,114.98,0.92,113.02,-0.02
25.0,152,153,-0.99,113.91,-0.59,112.53,-0.02
25.1,154,157,-2.51,111.91,-1.50,111.27,-0.01
25.3,152,157,-4.51,109.76,-2.70,109.02,-0.02
25.4,151,157,-5.51,106.30,-3.30,106.27,-0.01
25.5,151,155,-3.75,102.96,-2.25,104.39,0.01
25.6,151,151,-0.23,102.16,-0.14,104.28,0.03
25.8,155,148,7.29,104.17,4.37,107.92,0.06
25.9,151,148,3.29,112.35,1.97,109.56,-0.03
26.0,153,149,3.53,111.50,2.12,111.33,0.00
26.1,151,149,1.53,113.45,0.92,112.09,-0.02
26.3,151,155,-3.75,112.99,-2.25,110.22,-0.04
26.4,153,157,-3.51,107.93,-2.10,108.46,0.00
26.5,151,155,-3.75,106.36,-2.25,106.59,-0.00
26.7,151,155,-3.75,104.34,-2.25,104.72,0.00
26.8,151,153,-1.99,102.47,-1.19,103.72,0.01
26.9,155,149,5.53,102.54,3.32,106.49,0.06
27.0,151,148,3.29,109.86,1.97,108.13,-0.02
27.2,154,149,4.53,110.08,2.72,110.39,0.01
27.3,151,149,1.53,113.12,0.92,111.16,-0.02
27.4,152,155,-2.75,112.05,-1.65,109.78,-0.03
27.5,155,157,-1.51,108.10,-0.90,109.03,0.01
27.7,151,157,-5.51,108.13,-3.30,106.28,-0.03
27.8,154,157,-2.51,102.94,-1.50,105.02,0.02
27.9,151,153,-1.99,103.54,-1.19,104.03,0.00
28.0,152,151,0.77,102.84,0.46,104.41,0.02
28.2,153,146,07.04,104.90,4.23,107.93,0.05
28.3,151,146,05.04,112.21,03.03,110.46,-0.02
28.4,151,148,3.29,113.47,1.97,112.10,-0.01
28.5,154,153,01.01,114.06,0.61,112.60,-0.02
28.7,155,155,0.25,113.19,0.15,112.73,-0.01
28.8,151,155,-3.75,112.88,-2.25,110.86,-0.03
28.9,151,158,-7.26,108.58,-4.36,107.22,-0.03
29.0,151,157,-5.51,102.84,-3.30,104.47,0.01
29.2,140,153,-12.99,101.18,-7.79,97.98,-0.06
29.3,131,151,-20.23,90.12,-12.14,87.86,-0.06
29.4,125,148,-22.71,75.66,-13.63,76.50,-0.02
29.5,123,139,-15.92,62.86,-9.55,68.54,0.05
29.7,119,121,-2.34,59.04,-1.40,67.38,0.11
29.8,115,107,7.73,66.08,4.64,71.24,0.08
29.9,110,98,11.52,75.96,6.91,77.00,0.03
30.0,112,98,13.52,83.95,8.11,83.76,0.02
30.2,106,106,0.49,91.90,0.29,84.01,-0.10
30.3,107,114,-7.30,84.20,-4.38,80.36,-0.06
30.4,109,123,-14.09,75.91,-8.46,73.31,-0.05
30.5,106,120,-13.58,64.80,-8.15,66.52,0.00
30.6,108,113,-4.54,58.38,-2.73,64.25,0.07
30.8,106,102,04.01,61.60,2.40,66.25,0.07
30.9,106,91,14.56,68.73,8.73,73.53,0.08
31.0,108,91,16.56,82.35,9.93,81.81,0.02
31.1,105,98,6.52,91.76,3.91,85.07,-0.08
31.3,107,109,-2.03,88.91,-1.22,84.06,-0.07
31.4,106,121,-15.34,82.78,-9.20,76.39,-0.11
31.5,109,125,-15.85,67.08,-9.51,68.47,-0.00
31.6,106,120,-13.58,58.95,-8.15,61.68,0.02
31.8,108,107,0.73,53.55,0.44,62.04,0.11
31.9,106,93,12.80,62.60,7.68,68.44,0.10
32.0,107,86,20.83,76.22,12.50,78.86,0.06
32.1,106,93,12.80,91.42,7.68,85.26,-0.06
32.2,105,106,-0.51,92.87,-0.31,85.00,-0.11
32.4,105,120,-14.58,84.59,-8.75,77.71,-0.11
32.5,106,125,-18.85,68.86,-11.31,68.29,-0.03
32.6,106,121,-15.34,56.94,-9.20,60.62,0.03
32.8,106,106,0.49,51.45,0.29,60.86,0.13
32.9,106,91,14.56,61.29,8.73,68.14,0.11
33.0,110,83,27.35,76.99,16.41,81.82,0.10
33.1,107,90,17.32,98.33,10.39,90.48,-0.08
33.2,107,107,-0.27,100.79,-0.16,90.34,-0.14
33.4,105,127,-21.61,90.04,-12.97,79.54,-0.17
33.5,106,134,-27.65,66.40,-16.59,65.71,-0.05
33.6,108,127,-18.61,49.08,-11.17,56.41,0.07
33.7,106,109,-3.03,45.31,-1.82,54.89,0.12
33.9,107,90,17.32,53.20,10.39,63.55,0.16
34.0,106,76,30.38,74.11,18.23,78.75,0.10
34.1,106,81,25.11,97.08,15.07,91.30,-0.04
34.2,106,102,04.01,106.32,2.40,93.30,-0.17
34.4,108,123,-15.09,95.54,-9.06,85.76,-0.15
34.5,105,134,-28.65,76.55,-17.19,71.43,-0.11
34.6,107,132,-24.89,54.14,-14.93,58.99,0.03
34.7,106,114,-8.30,44.09,-4.98,54.84,0.13
34.9,107,91,15.56,49.99,9.33,62.62,0.19
35.0,107,77,29.63,72.14,17.78,77.43,0.11
35.1,109,77,31.63,95.32,18.98,93.24,0.02
35.2,107,97,10.28,112.23,6.17,98.38,-0.17
35.4,106,121,-15.34,104.38,-9.20,90.72,-0.20
35.5,108,139,-30.92,81.31,-18.55,75.26,-0.12
35.6,106,139,-32.92,56.58,-19.75,58.79,-0.02
35.7,106,123,-17.09,39.03,-10.26,50.25,0.13
35.9,107,100,6.77,40.12,04.06,53.63,0.19
36.0,107,76,31.38,57.88,18.83,69.32,0.20
36.1,107,69,38.42,88.35,23.05,88.53,0.06
36.2,109,84,24.59,111.64,14.76,100.83,-0.11
36.4,105,116,-11.06,115.47,-6.64,95.30,-0.29
36.5,108,137,-29.16,88.37,-17.50,80.72,-0.14
36.6,109,142,-33.44,63.07,-20.06,64.00,-0.03
36.7,106,132,-25.89,43.90,-15.53,51.05,0.06
36.9,109,107,1.73,35.58,01.04,51.92,0.22
37.0,107,81,26.11,53.18,15.67,64.97,0.20
37.1,106,69,37.42,80.83,22.45,83.68,0.09
37.2,109,77,31.63,106.22,18.98,99.49,-0.05
37.4,109,106,3.49,118.42,02.09,101.24,-0.23
37.5,105,132,-26.89,103.11,-16.13,87.80,-0.24
37.6,109,146,-36.96,71.42,-22.17,69.32,-0.08
37.7,106,139,-32.92,47.06,-19.75,52.86,0.03
37.9,108,116,-8.06,33.14,-4.84,48.83,0.20
38.0,107,90,17.32,44.19,10.39,57.49,0.20
38.1,107,70,36.66,68.08,22.00,75.82,0.15
38.2,108,69,39.42,97.97,23.65,95.52,0.02
38.4,109,93,15.80,119.20,9.48,103.42,-0.19
38.5,107,123,-16.09,112.72,-9.66,95.38,-0.26
38.6,105,146,-40.96,85.46,-24.57,74.90,-0.20
38.7,106,142,-36.44,50.13,-21.86,56.68,0.04
38.9,107,127,-19.61,34.85,-11.77,46.87,0.13
39.0,109,98,10.52,35.24,6.31,52.14,0.24
39.1,107,70,36.66,58.69,22.00,70.47,0.21
39.2,106,63,42.69,92.67,25.62,91.81,0.05
39.4,108,83,25.35,117.48,15.21,104.49,-0.14
39.5,105,118,-12.82,119.56,-7.69,98.08,-0.31
39.6,107,142,-35.44,90.08,-21.26,80.36,-0.18
39.7,109,146,-36.96,58.92,-22.17,61.88,-0.01
39.9,107,132,-24.89,39.70,-14.93,49.44,0.10
40.0,107,106,1.49,34.60,0.89,50.18,0.21
40.1,107,79,27.87,51.29,16.72,64.12,0.21
40.2,106,65,40.94,81.05,24.56,84.58,0.10
40.3,107,77,29.63,109.25,17.78,99.40,-0.09
40.5,109,107,1.73,117.08,01.04,100.26,-0.22
40.6,106,132,-25.89,101.08,-15.53,87.32,-0.22
40.7,108,146,-37.96,71.57,-22.77,68.34,-0.10
40.9,108,135,-27.40,45.47,-16.44,54.64,0.08
41.0,107,114,-7.30,38.28,-4.38,50.99,0.16
41.1,107,90,17.32,46.77,10.39,59.65,0.20
41.2,107,70,36.66,70.23,22.00,77.98,0.15
41.3,106,74,32.14,100.13,19.29,94.05,-0.04
41.5,108,97,11.28,113.30,6.77,99.69,-0.17
41.6,105,125,-19.85,106.29,-11.91,89.76,-0.25
41.7,105,142,-37.44,77.60,-22.46,71.04,-0.14
41.9,106,139,-32.92,48.44,-19.75,54.58,0.04
42.0,107,121,-14.34,34.87,-8.60,47.41,0.15
42.1,107,93,13.80,38.96,8.28,54.31,0.23
42.2,108,69,39.42,62.82,23.65,74.02,0.20
42.3,107,67,40.18,97.88,24.11,94.11,0.01
42.5,105,86,18.83,118.22,11.30,103.53,-0.17
42.6,108,123,-15.09,114.66,-9.06,95.98,-0.27
42.7,106,144,-38.20,86.65,-22.92,76.88,-0.18
42.8,106,144,-38.20,53.78,-22.92,57.78,0.00
43.0,107,125,-17.85,34.87,-10.71,48.86,0.16
43.1,107,100,6.77,38.31,04.06,52.24,0.20
43.2,107,74,33.14,56.50,19.89,68.81,0.21
43.3,106,63,42.69,88.91,25.62,90.16,0.08
43.5,105,81,24.11,115.85,14.47,102.21,-0.15
43.6,105,114,-9.30,116.53,-5.58,97.56,-0.27
43.7,109,139,-29.92,91.71,-17.95,82.60,-0.16
43.8,105,142,-37.44,64.48,-22.46,63.88,-0.06
44.0,106,132,-25.89,41.36,-15.53,50.94,0.09
44.1,107,109,-2.03,35.50,-1.22,49.93,0.19
44.2,107,84,22.59,48.90,13.56,61.22,0.20
44.3,110,67,43.18,74.97,25.91,82.81,0.16
44.5,107,74,33.14,108.88,19.89,99.38,-0.08
44.6,105,102,03.01,119.19,1.80,100.88,-0.24
44.7,105,132,-26.89,102.45,-16.13,87.44,-0.24
44.8,106,148,-41.71,71.07,-25.03,66.58,-0.12
45.0,106,139,-32.92,41.44,-19.75,50.12,0.07
45.1,107,116,-9.06,30.44,-5.44,45.59,0.19
45.2,107,88,19.08,40.35,11.45,55.13,0.23
45.3,109,65,43.94,66.80,26.36,77.10,0.20
45.5,107,65,41.94,103.66,25.16,98.07,-0.02
45.6,105,91,13.56,123.21,8.13,104.84,-0.23
45.7,105,125,-19.85,112.75,-11.91,94.92,-0.27
45.8,107,146,-38.96,82.74,-23.37,75.44,-0.15
46.0,106,144,-38.20,51.91,-22.92,56.34,0.01
46.1,108,125,-16.85,33.43,-10.11,47.92,0.17
46.2,107,97,10.28,37.97,6.17,53.06,0.22
46.3,106,72,33.90,59.44,20.34,70.01,0.19
46.5,106,67,39.18,90.54,23.51,89.60,0.04
46.6,105,83,22.35,113.14,13.41,100.77,-0.13
46.7,105,118,-12.82,114.05,-7.69,94.36,-0.28
46.8,105,141,-35.68,86.39,-21.41,76.52,-0.18
47.0,106,142,-36.44,54.93,-21.86,58.30,-0.01
47.1,109,127,-17.61,36.43,-10.57,49.50,0.15
47.2,107,102,05.01,39.08,3.00,52.00,0.18
47.3,107,77,29.63,55.18,17.78,66.81,0.20
47.5,106,69,37.42,84.79,22.45,85.52,0.06
47.6,105,81,24.11,108.04,14.47,97.58,-0.11
47.7,107,111,-3.79,111.94,-2.27,95.68,-0.22
47.8,105,134,-28.65,93.19,-17.19,81.36,-0.20
48.0,106,142,-36.44,63.97,-21.86,63.14,-0.06
48.1,107,134,-26.65,41.22,-15.99,49.82,0.08
48.2,107,111,-3.79,33.91,-2.27,47.93,0.18
48.3,107,83,24.35,45.84,14.61,60.10,0.23
48.5,106,67,39.18,74.94,23.51,79.69,0.12
48.6,105,72,32.90,103.31,19.74,96.14,-0.05
48.7,105,100,4.77,115.83,2.86,98.52,-0.23
48.8,105,128,-23.37,101.16,-14.02,86.84,-0.23
49.0,108,142,-34.44,72.59,-20.66,69.62,-0.09
49.1,106,139,-32.92,48.87,-19.75,53.16,0.01
49.2,109,116,-7.06,33.42,-4.24,49.63,0.21
49.3,107,93,13.80,45.60,8.28,56.53,0.17
49.5,106,70,35.66,64.97,21.40,74.36,0.17
49.6,106,72,33.90,95.93,20.34,91.31,-0.01
49.7,110,91,18.56,111.63,11.13,100.59,-0.12
49.8,106,123,-17.09,111.60,-10.26,92.04,-0.29
50.0,105,142,-37.44,81.50,-22.46,73.32,-0.16
50.1,106,142,-36.44,50.69,-21.86,55.10,0.01
50.2,106,125,-18.85,33.25,-11.31,45.67,0.14
50.3,108,100,7.77,34.50,4.66,49.56,0.21
50.5,107,70,36.66,54.43,22.00,67.89,0.23
50.6,107,63,43.69,90.11,26.22,89.73,0.06
50.7,110,79,30.87,116.01,18.52,105.17,-0.10
50.8,105,116,-11.06,123.59,-6.64,99.64,-0.34
51.0,108,144,-36.20,92.67,-21.72,81.54,-0.20
51.1,110,148,-37.71,59.62,-22.63,62.68,-0.01
51.2,106,134,-27.65,40.04,-16.59,48.86,0.08
51.3,109,109,-0.03,32.35,-0.02,48.85,0.22
51.5,107,83,24.35,49.05,14.61,61.02,0.20
51.6,106,65,40.94,75.83,24.56,81.49,0.13
51.7,110,74,36.14,106.18,21.69,99.56,-0.04
51.8,107,104,3.25,121.21,1.95,101.18,-0.26
52.0,105,132,-26.89,102.87,-16.13,87.74,-0.24
52.1,109,148,-38.71,71.37,-23.23,68.38,-0.09
52.2,106,141,-34.68,45.06,-20.81,51.04,0.03
52.3,108,118,-9.82,30.27,-5.89,46.13,0.20
52.5,107,91,15.56,40.44,9.33,53.91,0.20
52.6,107,69,38.42,63.45,23.05,73.12,0.18
52.7,106,67,39.18,96.36,23.51,92.71,0.01
52.8,105,88,17.08,116.22,10.25,101.25,-0.18
53.0,105,123,-18.09,111.32,-10.86,92.20,-0.28
53.1,102,142,-40.44,81.06,-24.26,71.98,-0.18
53.2,95,144,-49.20,47.54,-29.52,47.38,-0.07
53.3,87,123,-36.09,17.79,-21.66,29.34,0.10
53.5,76,91,-15.44,7.78,-9.27,21.61,0.17
53.6,68,55,13.49,12.51,08.09,28.36,0.23
53.7,59,25,34.38,36.68,20.63,45.55,0.17
53.8,50,4,46.48,66.34,27.89,68.79,0.10
54.0,40,0,40.00,96.78,24.00,88.79,-0.05
54.1,32,11,21.45,112.74,12.87,99.51,-0.15
54.2,21,76,-54.62,112.24,-32.77,72.21,-0.61
54.3,9,114,-105.30,38.83,-63.18,19.56,-0.41
54.4,2,113,-110.54,-44.03,-66.33,-35.72,-0.04
54.6,-5,51,-56.00,-102.08,-33.60,-63.71,0.44
54.7,-15,-39,23.69,-96.88,14.21,-51.87,0.64
54.8,-31,-77,46.37,-37.02,27.82,-28.68,0.18
55.0,-48,-74,25.86,-0.68,15.51,-15.76,-0.16
55.1,-59,-39,-20.31,-0.41,-12.19,-25.91,-0.37
55.2,-61,-5,-55.72,-38.47,-33.43,-53.77,-0.28
55.3,-61,0,-61.00,-87.49,-36.60,-84.27,-0.04
55.5,-62,-26,-35.62,-120.92,-21.37,-102.09,0.20
55.6,-70,-84,14.41,-123.26,8.64,-94.88,0.40
55.7,-75,-118,42.82,-85.84,25.69,-73.47,0.23
55.8,-75,-125,49.85,-47.55,29.91,-48.55,0.06
56.0,-76,-106,29.51,-18.58,17.71,-33.79,-0.16
56.1,-81,-70,-10.66,-16.25,-6.40,-39.12,-0.32
56.2,-84,-33,-50.59,-45.84,-30.35,-64.41,-0.32
56.4,-86,-16,-70.17,-95.09,-42.10,-99.50,-0.16
56.5,-90,-51,-39.00,-141.76,-23.40,-119.00,0.25
56.6,-92,-107,15.27,-142.16,9.16,-111.37,0.43
56.7,-94,-142,48.44,-101.77,29.06,-87.15,0.27
56.9,-96,-146,49.96,-57.82,29.97,-62.17,0.01
57.0,-97,-125,27.85,-32.19,16.71,-48.25,-0.18
57.1,-98,-95,-3.04,-31.71,-1.82,-49.77,-0.25
57.3,-99,-62,-37.45,-51.84,-22.47,-68.49,-0.28
57.4,-100,-47,-52.52,-91.24,-31.51,-94.75,-0.12
57.5,-101,-67,-34.18,-126.39,-20.51,-111.84,0.15
57.6,-101,-111,9.79,-132.20,5.87,-106.95,0.35
57.8,-102,-137,35.16,-100.73,21.10,-89.37,0.20
57.9,-102,-144,42.20,-68.07,25.32,-68.27,0.06
58.0,-102,-128,26.37,-42.89,15.82,-55.08,-0.13
58.2,-102,-104,1.75,-39.39,01.05,-54.21,-0.20
58.3,-101,-74,-27.14,-53.35,-16.29,-67.78,-0.23
58.4,-102,-62,-40.45,-84.30,-24.27,-88.00,-0.11
58.5,-102,-72,-29.90,-112.38,-17.94,-102.96,0.08
58.7,-102,-106,3.51,-120.81,2.11,-101.20,0.27
58.8,-102,-130,28.13,-98.83,16.88,-87.14,0.20
58.9,-101,-137,36.16,-70.06,21.70,-69.05,0.06
59.1,-102,-128,26.37,-47.29,15.82,-55.87,-0.08
59.2,-101,-106,4.51,-40.13,2.71,-53.61,-0.17
59.3,-101,-79,-21.87,-51.08,-13.12,-64.55,-0.21
59.4,-101,-63,-37.69,-77.88,-22.62,-83.40,-0.13
59.6,-102,-72,-29.90,-106.14,-17.94,-98.35,0.06
59.7,-102,-100,-1.77,-116.22,-1.06,-99.23,0.23
59.8,-102,-127,24.61,-100.06,14.77,-86.92,0.21
60.0,-102,-139,36.92,-71.94,22.15,-68.46,0.10
60.1,-102,-127,24.61,-46.21,14.77,-56.16,-0.10
