Tempo(s),Setpoint(RPM),Vel(RPM),erro(RPM),Controle,AcaoP,AcaoI,AcaoD
18.9,158,158,-0.26,121.45,-0.16,120.44,-0.02
19.0,158,160,-2.02,120.26,-1.21,119.42,-0.02
19.1,158,162,-3.78,118.19,-2.27,117.53,-0.02
19.3,159,162,-2.78,115.25,-1.67,116.14,0.01
19.4,158,158,-0.26,114.48,-0.16,116.01,0.02
19.5,158,158,-0.26,115.88,-0.16,115.88,0.00
19.6,159,157,2.49,115.72,1.50,117.12,0.03
19.8,158,155,3.25,118.65,1.95,118.75,0.01
19.9,158,155,3.25,120.71,1.95,120.38,0.00
20.0,159,157,2.49,122.33,1.50,121.62,-0.01
20.1,158,158,-0.26,123.11,-0.16,121.49,-0.03
20.3,158,164,-5.54,121.30,-3.32,118.72,-0.05
20.4,158,162,-3.78,115.34,-2.27,116.83,0.02
20.5,158,160,-2.02,114.58,-1.21,115.82,0.02
20.6,159,158,0.74,114.62,0.44,116.19,0.03
20.8,158,155,3.25,116.65,1.95,117.81,0.02
20.9,158,155,3.25,119.79,1.95,119.44,0.00
21.0,159,155,4.25,121.39,2.55,121.56,0.01
21.1,158,158,-0.26,124.12,-0.16,121.43,-0.04
21.3,159,162,-2.78,121.23,-1.67,120.04,-0.02
21.4,159,162,-2.78,118.35,-1.67,118.65,0.00
21.5,158,160,-2.02,116.98,-1.21,117.64,0.01
21.6,158,158,-0.26,116.43,-0.16,117.50,0.02
21.8,159,158,0.74,117.36,0.44,117.87,0.01
21.9,158,157,1.49,118.32,0.90,118.62,0.01
22.0,158,157,1.49,119.52,0.90,119.37,0.00
22.1,159,158,0.74,120.26,0.44,119.73,-0.01
22.3,158,158,-0.26,120.17,-0.16,119.60,-0.01
22.4,158,164,-5.54,119.43,-3.32,116.83,-0.05
22.5,158,162,-3.78,113.45,-2.27,114.94,0.02
22.6,158,160,-2.02,112.69,-1.21,113.93,0.02
22.8,159,157,2.49,112.73,1.50,115.17,0.04
22.9,158,153,05.01,116.71,03.01,117.68,0.02
23.0,158,153,05.01,120.71,03.01,120.19,0.00
23.1,159,155,4.25,123.19,2.55,122.31,-0.01
23.3,158,158,-0.26,124.85,-0.16,122.18,-0.04
23.4,158,164,-5.54,121.98,-3.32,119.41,-0.05
23.5,158,164,-5.54,116.03,-3.32,116.64,0.00
23.6,158,160,-2.02,113.31,-1.21,115.63,0.03
23.8,159,158,0.74,114.45,0.44,115.99,0.03
23.9,158,155,3.25,116.46,1.95,117.62,0.02
24.0,158,157,1.49,119.60,0.90,118.37,-0.02
24.1,158,158,-0.26,119.25,-0.16,118.23,-0.02
24.3,158,162,-3.78,118.06,-2.27,116.34,-0.03
24.4,159,160,-1.02,114.04,-0.61,115.83,0.03
24.5,158,160,-2.02,115.24,-1.21,114.82,-0.01
24.6,158,160,-2.02,113.60,-1.21,113.81,0.00
24.8,158,158,-0.26,112.59,-0.16,113.68,0.02
24.9,159,157,2.49,113.53,1.50,114.92,0.03
25.0,158,155,3.25,116.45,1.95,116.55,0.01
25.1,158,153,05.01,118.51,03.01,119.05,0.02
25.3,159,153,06.01,122.08,3.61,122.06,0.01
25.4,159,157,2.49,125.68,1.50,123.31,-0.03
25.5,159,158,0.74,124.77,0.44,123.67,-0.02
25.6,159,162,-2.78,124.10,-1.67,122.28,-0.03
25.8,158,164,-5.54,120.58,-3.32,119.51,-0.03
25.9,158,164,-5.54,116.16,-3.32,116.74,0.00
26.0,158,160,-2.02,113.42,-1.21,115.73,0.03
26.1,159,160,-1.02,114.55,-0.61,115.22,0.01
26.3,158,157,1.49,114.61,0.90,115.97,0.02
26.4,158,153,05.01,116.89,03.01,118.47,0.03
26.5,159,155,4.25,121.51,2.55,120.60,-0.01
26.6,159,157,2.49,123.14,1.50,121.84,-0.02
26.8,158,160,-2.02,123.32,-1.21,120.83,-0.04
26.9,158,162,-3.78,119.57,-2.27,118.94,-0.02
27.0,158,164,-5.54,116.65,-3.32,116.17,-0.02
27.1,159,160,-1.02,112.83,-0.61,115.66,0.04
27.3,158,157,1.49,115.09,0.90,116.41,0.02
27.4,158,153,05.01,117.33,03.01,118.91,0.03
27.5,159,153,06.01,121.95,3.61,121.92,0.01
27.6,158,153,05.01,125.53,03.01,124.42,-0.01
27.8,158,158,-0.26,127.42,-0.16,124.29,-0.05
27.9,159,164,-4.54,124.08,-2.72,122.02,-0.04
28.0,159,165,-6.30,119.25,-3.78,118.87,-0.02
28.1,158,164,-5.54,115.07,-3.32,116.10,0.01
28.3,159,160,-1.02,112.78,-0.61,115.59,0.04
28.4,158,157,1.49,115.02,0.90,116.33,0.02
28.5,158,155,3.25,117.25,1.95,117.96,0.02
28.6,159,153,06.01,119.93,3.61,120.97,0.03
28.8,158,155,3.25,124.60,1.95,122.59,-0.03
28.9,159,157,2.49,124.52,1.50,123.84,-0.01
29.0,159,160,-1.02,125.33,-0.61,123.33,-0.03
29.1,158,162,-3.78,122.68,-2.27,121.44,-0.03
29.3,158,164,-5.54,119.14,-3.32,118.67,-0.02
29.4,158,164,-5.54,115.32,-3.32,115.90,0.00
29.5,158,160,-2.02,112.57,-1.21,114.88,0.03
29.7,159,157,2.49,113.70,1.50,116.13,0.04
29.8,158,155,3.25,117.67,1.95,117.76,0.01
29.9,158,155,3.25,119.71,1.95,119.38,0.00
30.0,159,155,4.25,121.33,2.55,121.51,0.01
30.1,158,157,1.49,124.07,0.90,122.26,-0.03
30.3,158,160,-2.02,123.12,-1.21,121.24,-0.03
30.4,159,164,-4.54,119.99,-2.72,118.97,-0.02
30.5,158,164,-5.54,116.22,-3.32,116.20,-0.01
30.7,158,162,-3.78,112.87,-2.27,114.31,0.02
30.8,159,158,0.74,112.06,0.44,114.68,0.04
30.9,158,155,3.25,115.16,1.95,116.31,0.02
31.0,157,155,2.25,118.28,1.35,117.43,-0.01
31.2,149,157,-7.51,118.77,-4.50,113.68,-0.10
31.3,143,158,-15.26,109.08,-9.16,106.05,-0.08
31.4,137,160,-23.02,96.81,-13.81,94.53,-0.08
31.5,132,153,-20.99,80.64,-12.59,84.04,0.02
31.7,129,142,-13.44,71.47,-8.06,77.32,0.07
31.8,127,130,-3.13,69.33,-1.88,75.76,0.10
31.9,124,118,6.18,73.98,3.71,78.85,0.09
32.0,125,109,15.97,82.65,9.58,86.83,0.10
32.2,126,113,13.46,96.51,08.07,93.56,-0.02
32.3,124,121,2.66,101.61,1.60,94.89,-0.11
32.4,124,130,-6.13,96.38,-3.68,91.83,-0.09
32.5,124,137,-13.16,88.06,-7.90,85.25,-0.07
32.7,124,137,-13.16,77.28,-7.90,78.66,0.00
32.8,124,130,-6.13,70.77,-3.68,75.60,0.07
32.9,125,123,1.91,71.99,1.14,76.55,0.08
33.0,124,113,11.46,77.77,6.87,82.28,0.09
33.1,125,113,12.46,89.25,7.47,88.51,0.01
33.3,126,116,9.94,95.99,5.96,93.48,-0.02
33.4,124,125,-0.85,99.42,-0.51,93.05,-0.11
33.5,124,134,-9.65,92.43,-5.79,88.23,-0.09
33.6,124,135,-11.40,82.35,-6.84,82.53,-0.02
33.8,124,134,-9.65,75.67,-5.79,77.70,0.02
33.9,125,125,0.15,71.93,0.09,77.78,0.10
34.0,124,116,7.94,77.96,4.76,81.75,0.08
34.1,124,113,11.46,86.59,6.87,87.47,0.03
34.3,124,116,7.94,94.38,4.76,91.44,-0.03
34.4,124,123,0.91,96.17,0.54,91.90,-0.07
34.5,124,128,-4.37,92.37,-2.62,89.71,-0.05
34.6,125,132,-6.89,87.04,-4.13,86.27,-0.02
34.7,125,132,-6.89,82.11,-4.13,82.82,0.00
34.9,124,128,-4.37,78.69,-2.62,80.64,0.02
35.0,124,125,-0.85,78.04,-0.51,80.21,0.03
35.1,126,121,4.66,79.73,2.80,82.54,0.05
35.2,124,116,7.94,85.40,4.76,86.51,0.03
35.4,124,120,4.42,91.31,2.65,88.72,-0.03
35.5,124,123,0.91,91.34,0.54,89.18,-0.03
35.6,124,125,-0.85,89.69,-0.51,88.75,-0.02
35.7,125,130,-5.13,88.22,-3.08,86.19,-0.04
35.9,125,130,-5.13,83.07,-3.08,83.62,0.00
36.0,124,128,-4.37,80.54,-2.62,81.44,0.01
36.1,124,125,-0.85,78.82,-0.51,81.01,0.03
36.2,125,121,3.66,80.53,2.20,82.84,0.04
36.4,124,118,6.18,85.08,3.71,85.93,0.02
36.5,124,118,6.18,89.66,3.71,89.02,0.00
36.6,125,123,1.91,92.73,1.14,89.97,-0.04
36.7,126,127,-0.61,91.07,-0.37,89.67,-0.02
36.8,124,132,-7.89,89.28,-4.73,85.72,-0.07
37.0,124,132,-7.89,80.92,-4.73,81.78,0.00
37.1,125,127,-1.61,77.05,-0.97,80.97,0.06
37.2,124,123,0.91,80.07,0.54,81.43,0.02
37.3,124,118,6.18,81.99,3.71,84.52,0.05
37.5,125,118,7.18,88.28,4.31,88.11,0.01
37.6,124,120,4.42,92.43,2.65,90.32,-0.03
37.7,125,125,0.15,92.94,0.09,90.39,-0.04
37.8,125,128,-3.37,90.44,-2.02,88.71,-0.03
38.0,124,134,-9.65,86.65,-5.79,83.88,-0.06
38.1,124,130,-6.13,78.03,-3.68,80.82,0.03
38.2,126,127,-0.61,77.18,-0.37,80.51,0.05
38.3,125,121,3.66,80.20,2.20,82.34,0.04
38.4,124,118,6.18,84.58,3.71,85.44,0.02
38.6,125,120,5.42,89.17,3.25,88.15,-0.01
38.7,124,123,0.91,91.39,0.54,88.60,-0.04
38.8,124,127,-2.61,89.10,-1.57,87.29,-0.03
38.9,124,130,-6.13,85.69,-3.68,84.23,-0.03
39.1,124,130,-6.13,80.52,-3.68,81.16,0.00
39.2,124,125,-0.85,77.49,-0.51,80.74,0.05
39.3,125,121,3.66,80.28,2.20,82.57,0.04
39.4,124,116,7.94,84.81,4.76,86.54,0.04
39.6,124,118,6.18,91.34,3.71,89.63,-0.02
39.7,124,123,0.91,93.32,0.54,90.08,-0.05
39.8,124,128,-4.37,90.57,-2.62,87.90,-0.05
39.9,125,134,-8.65,85.22,-5.19,83.57,-0.04
40.0,125,130,-5.13,78.34,-3.08,81.01,0.03
40.2,124,127,-2.61,77.97,-1.57,79.70,0.02
40.3,124,123,0.91,78.16,0.54,80.16,0.03
40.4,125,118,7.18,80.73,4.31,83.75,0.06
40.5,124,116,7.94,88.12,4.76,87.71,0.01
40.7,124,120,4.42,92.49,2.65,89.93,-0.03
40.8,124,125,-0.85,92.54,-0.51,89.50,-0.05
40.9,124,132,-7.89,88.94,-4.73,85.56,-0.07
41.0,124,130,-6.13,80.75,-3.68,82.49,0.02
41.2,124,128,-4.37,78.83,-2.62,80.31,0.02
41.3,125,123,1.91,77.70,1.14,81.26,0.06
41.4,124,118,6.18,82.46,3.71,84.35,0.04
41.5,124,118,6.18,88.10,3.71,87.44,0.00
41.6,125,120,5.42,91.15,3.25,90.15,-0.01
41.8,124,127,-2.61,93.40,-1.57,88.84,-0.08
41.9,124,132,-7.89,87.20,-4.73,84.90,-0.05
42.0,124,132,-7.89,80.12,-4.73,80.96,0.00
42.1,124,128,-4.37,76.22,-2.62,78.77,0.03
42.3,125,123,1.91,76.18,1.14,79.72,0.06
42.4,124,116,7.94,80.93,4.76,83.69,0.06
42.5,125,118,7.18,88.52,4.31,87.28,-0.01
42.6,124,120,4.42,91.58,2.65,89.49,-0.03
42.8,124,125,-0.85,92.12,-0.51,89.07,-0.05
42.9,124,130,-6.13,88.50,-3.68,86.00,-0.05
43.0,125,132,-6.89,82.27,-4.13,82.56,-0.01
43.1,125,128,-3.37,78.42,-2.02,80.87,0.03
43.2,124,123,0.91,78.89,0.54,81.33,0.04
43.4,124,120,4.42,81.91,2.65,83.54,0.03
43.5,125,118,7.18,86.23,4.31,87.13,0.03
43.6,124,120,4.42,91.46,2.65,89.34,-0.03
43.7,125,125,0.15,91.97,0.09,89.41,-0.04
43.9,125,128,-3.37,89.46,-2.02,87.73,-0.03
44.0,125,132,-6.89,85.67,-4.13,84.28,-0.03
44.1,124,132,-7.89,80.12,-4.73,80.34,-0.01
44.2,124,127,-2.61,75.60,-1.57,79.03,0.05
44.4,124,123,0.91,77.52,0.54,79.49,0.03
44.5,125,116,8.94,80.06,5.36,83.96,0.08
44.6,124,118,6.18,89.40,3.71,87.05,-0.03
44.7,124,120,4.42,90.73,2.65,89.26,-0.02
44.8,124,125,-0.85,91.89,-0.51,88.83,-0.05
45.0,125,130,-5.13,88.27,-3.08,86.27,-0.04
45.1,126,130,-4.13,83.15,-2.48,84.20,0.01
45.2,124,130,-6.13,81.73,-3.68,81.14,-0.02
45.3,125,128,-3.37,77.44,-2.02,79.45,0.03
45.5,124,123,0.91,77.46,0.54,79.90,0.04
45.6,124,118,6.18,80.49,3.71,82.99,0.05
45.7,125,118,7.18,86.75,4.31,86.58,0.01
45.8,124,120,4.42,90.90,2.65,88.80,-0.03
46.0,124,123,0.91,91.42,0.54,89.25,-0.03
46.1,125,128,-3.37,89.76,-2.02,87.56,-0.04
46.2,125,132,-6.89,85.50,-4.13,84.12,-0.03
46.3,124,132,-7.89,79.95,-4.73,80.18,-0.01
46.5,124,127,-2.61,75.43,-1.57,78.87,0.05
46.6,126,123,2.91,77.35,1.74,80.32,0.05
46.7,124,116,7.94,82.12,4.76,84.29,0.05
46.8,124,118,6.18,89.10,3.71,87.38,-0.02
46.9,124,121,2.66,91.07,1.60,88.71,-0.03
47.1,124,125,-0.85,90.28,-0.51,88.29,-0.03
47.2,125,130,-5.13,87.74,-3.08,85.72,-0.04
47.3,126,132,-5.89,82.60,-3.53,82.78,-0.01
47.4,124,132,-7.89,79.24,-4.73,78.84,-0.02
47.6,124,127,-2.61,74.08,-1.57,77.53,0.05
47.7,126,121,4.66,76.01,2.80,79.86,0.07
47.8,124,114,9.70,82.73,5.82,84.71,0.05
47.9,124,116,7.94,90.58,4.76,88.68,-0.02
48.1,124,121,2.66,93.43,1.60,90.01,-0.05
48.2,124,127,-2.61,91.56,-1.57,88.70,-0.05
48.3,125,134,-8.65,87.09,-5.19,84.38,-0.06
48.4,125,132,-6.89,79.14,-4.13,80.94,0.02
48.6,124,128,-4.37,76.82,-2.62,78.75,0.02
48.7,124,123,0.91,76.16,0.54,79.21,0.05
48.8,125,116,8.94,79.80,5.36,83.68,0.08
48.9,124,114,9.70,89.12,5.82,88.52,0.01
49.0,124,120,4.42,94.35,2.65,90.73,-0.05
49.2,124,125,-0.85,93.34,-0.51,90.31,-0.05
49.3,124,132,-7.89,89.74,-4.73,86.36,-0.07
49.4,124,132,-7.89,81.56,-4.73,82.42,0.00
49.5,124,130,-6.13,77.69,-3.68,79.36,0.02
49.7,125,123,1.91,75.70,1.14,80.31,0.08
49.8,124,118,6.18,81.53,3.71,83.40,0.04
49.9,124,118,6.18,87.15,3.71,86.49,0.00
50.0,126,120,6.42,90.20,3.85,89.70,0.00
50.1,124,123,0.91,93.56,0.54,90.15,-0.05
50.3,125,127,-1.61,90.64,-0.97,89.35,-0.02
50.4,126,130,-4.13,88.36,-2.48,87.28,-0.02
50.5,124,132,-7.89,84.78,-4.73,83.34,-0.04
50.6,124,130,-6.13,78.57,-3.68,80.27,0.02
50.8,126,127,-0.61,76.61,-0.37,79.97,0.05
50.9,124,121,2.66,79.66,1.60,81.30,0.03
51.0,124,116,7.94,82.93,4.76,85.27,0.05
51.1,125,118,7.18,90.08,4.31,88.86,-0.01
51.3,124,121,2.66,93.16,1.60,90.19,-0.04
51.4,124,128,-4.37,91.75,-2.62,88.01,-0.07
51.5,124,132,-7.89,85.32,-4.73,84.06,-0.03
51.6,124,132,-7.89,79.30,-4.73,80.12,0.00
51.8,124,127,-2.61,75.39,-1.57,78.81,0.05
51.9,126,121,4.66,77.30,2.80,81.14,0.07
52.0,124,116,7.94,84.01,4.76,85.11,0.03
52.1,124,118,6.18,89.91,3.71,88.20,-0.02
52.2,124,123,0.91,91.90,0.54,88.66,-0.05
52.4,124,127,-2.61,89.15,-1.57,87.35,-0.03
52.5,125,132,-6.89,85.75,-4.13,83.91,-0.04
52.6,125,132,-6.89,79.73,-4.13,80.46,0.00
52.7,124,127,-2.61,76.33,-1.57,79.16,0.04
52.9,124,121,2.66,77.63,1.60,80.49,0.05
53.0,125,118,7.18,82.14,4.31,84.08,0.04
53.1,124,118,6.18,88.43,3.71,87.17,-0.01
53.2,124,121,2.66,90.87,1.60,88.50,-0.03
53.4,125,125,0.15,90.07,0.09,88.57,-0.02
53.5,125,127,-1.61,88.64,-0.97,87.77,-0.02
53.6,124,130,-6.13,86.78,-3.68,84.70,-0.04
53.7,124,130,-6.13,80.98,-3.68,81.64,0.00
53.8,125,127,-1.61,77.96,-0.97,80.83,0.04
54.0,124,123,0.91,79.91,0.54,81.29,0.02
54.1,124,118,6.18,81.85,3.71,84.38,0.05
54.2,126,118,8.18,88.14,4.91,88.47,0.02
54.3,124,121,2.66,93.40,1.60,89.80,-0.05
54.5,125,128,-3.37,91.34,-2.02,88.11,-0.06
54.6,123,132,-8.89,86.03,-5.33,83.67,-0.05
54.7,113,132,-18.89,78.28,-11.33,74.23,-0.10
54.8,95,128,-33.37,62.80,-20.02,57.54,-0.14
55.0,77,118,-40.82,37.38,-24.49,37.13,-0.07
55.1,62,100,-38.23,12.57,-22.94,18.01,0.03
55.2,47,69,-21.58,-4.90,-12.95,7.22,0.16
55.3,33,33,-0.41,-5.56,-0.25,07.02,0.21
55.5,18,5,12.72,6.98,7.63,13.38,0.13
55.6,3,0,3.00,21.14,1.80,14.88,-0.10
55.7,-10,0,-10.00,16.58,-6.00,9.88,-0.13
55.8,-21,0,-21.00,3.75,-12.60,-0.62,-0.11
55.9,-31,0,-31.00,-13.33,-18.60,-16.12,-0.10
56.1,-39,0,-39.00,-34.82,-23.40,-35.62,-0.08
56.2,-46,0,-46.00,-59.10,-27.60,-58.62,-0.07
56.3,-54,-2,-52.24,-86.29,-31.34,-84.74,-0.06
56.5,-59,0,-59.00,-116.15,-35.40,-114.24,-0.07
56.6,-64,-2,-62.24,-149.71,-37.34,-145.36,-0.03
56.7,-70,-76,5.62,-182.74,3.37,-142.55,0.66
56.8,-74,-135,61.40,-138.52,36.84,-111.85,0.55
57.0,-78,-157,78.51,-74.46,47.10,-72.60,0.17
57.1,-82,-142,60.44,-25.33,36.26,-42.38,-0.18
57.2,-85,-111,25.79,-6.29,15.47,-29.49,-0.34
57.3,-87,-65,-21.94,-14.35,-13.16,-40.45,-0.47
57.5,-91,-26,-64.62,-54.08,-38.77,-72.77,-0.42
57.6,-94,-19,-74.66,-111.96,-44.79,-110.09,-0.10
57.7,-95,-67,-28.18,-154.99,-16.91,-124.18,0.46
57.9,-97,-128,31.37,-140.63,18.82,-108.50,0.58
58.0,-99,-155,55.75,-89.09,33.45,-80.62,0.24
58.1,-99,-148,48.71,-46.94,29.23,-56.27,-0.07
58.2,-99,-125,25.85,-27.11,15.51,-43.34,-0.22
58.4,-99,-90,-9.32,-28.05,-5.59,-48.00,-0.34
58.5,-104,-56,-47.73,-53.93,-28.64,-71.86,-0.38
58.6,-114,-44,-70.04,-100.87,-42.02,-106.88,-0.22
58.8,-115,-77,-37.63,-149.12,-22.58,-125.69,0.32
58.9,-115,-130,15.13,-147.95,09.08,-118.13,0.52
59.0,-116,-160,44.02,-108.53,26.41,-96.12,0.28
59.2,-116,-160,44.02,-69.42,26.41,-74.11,0.00
59.3,-116,-144,28.20,-47.69,16.92,-60.01,-0.16
59.4,-116,-116,0.06,-43.24,0.04,-59.98,-0.28
59.5,-116,-90,-26.32,-60.22,-15.79,-73.13,-0.26
59.7,-116,-77,-38.63,-89.18,-23.18,-92.45,-0.12
59.8,-115,-91,-23.56,-115.74,-14.13,-104.23,0.15
59.9,-116,-121,5.34,-118.21,3.20,-101.56,0.28
60.1,-115,-141,25.68,-98.07,15.41,-88.72,0.20
