Tempo(s),Setpoint(RPM),Vel(RPM),erro(RPM),Controle,AcaoP,AcaoI,AcaoD
17.5,158,155,3.25,113.89,2.60,111.60,0.00
17.7,158,157,1.49,114.20,1.19,111.75,-0.02
17.8,158,160,-2.02,112.93,-1.62,111.55,-0.03
17.9,159,164,-4.54,109.89,-3.63,111.09,-0.02
18.0,160,162,-1.78,107.44,-1.43,110.92,0.03
18.2,158,158,-0.26,109.52,-0.21,110.89,0.01
18.3,158,158,-0.26,110.69,-0.21,110.86,0.00
18.4,158,160,-2.02,110.65,-1.62,110.66,-0.02
18.6,158,160,-2.02,109.02,-1.62,110.46,0.00
18.7,158,158,-0.26,108.84,-0.21,110.43,0.02
18.8,158,160,-2.02,110.24,-1.62,110.23,-0.02
18.9,159,160,-1.02,108.59,-0.82,110.13,0.01
19.1,158,160,-2.02,109.32,-1.62,109.92,-0.01
19.2,158,160,-2.02,108.30,-1.62,109.72,0.00
19.3,158,158,-0.26,108.10,-0.21,109.70,0.02
19.4,158,158,-0.26,109.50,-0.21,109.67,0.00
19.6,159,158,0.74,109.46,0.59,109.74,0.01
19.7,158,157,1.49,110.34,1.19,109.89,0.01
19.8,158,157,1.49,111.09,1.19,110.04,0.00
19.9,159,155,4.25,111.24,3.40,110.47,0.03
20.1,158,155,3.25,113.90,2.60,110.79,-0.01
20.2,158,158,-0.26,113.38,-0.21,110.77,-0.03
20.3,159,160,-1.02,110.52,-0.82,110.66,-0.01
20.4,158,160,-2.02,109.84,-1.62,110.46,-0.01
20.6,158,158,-0.26,108.83,-0.21,110.43,0.02
20.7,160,157,3.49,110.24,2.79,110.78,0.04
20.8,158,155,3.25,113.62,2.60,111.11,-0.00
20.9,158,158,-0.26,113.71,-0.21,111.08,-0.03
21.1,159,160,-1.02,110.84,-0.82,110.98,-0.01
21.2,158,160,-2.02,110.15,-1.62,110.78,-0.01
21.3,158,160,-2.02,109.15,-1.62,110.58,0.00
21.4,159,160,-1.02,108.96,-0.82,110.47,0.01
21.6,158,158,-0.26,109.66,-0.21,110.45,0.01
21.7,158,158,-0.26,110.24,-0.21,110.42,0.00
21.8,158,158,-0.26,110.21,-0.21,110.39,0.00
21.9,159,158,0.74,110.18,0.59,110.47,0.01
22.1,158,157,1.49,111.06,1.19,110.62,0.01
22.2,158,157,1.49,111.82,1.19,110.77,0.00
22.3,159,158,0.74,111.96,0.59,110.84,-0.01
22.4,159,158,0.74,111.42,0.59,110.91,0.00
22.6,158,158,-0.26,111.50,-0.21,110.89,-0.01
22.7,158,162,-3.78,110.66,-3.03,110.51,-0.03
22.8,159,162,-2.78,107.45,-2.23,110.23,0.01
22.9,158,160,-2.02,108.01,-1.62,110.03,0.01
23.1,158,160,-2.02,108.42,-1.62,109.83,0.00
23.2,158,158,-0.26,108.21,-0.21,109.80,0.02
23.3,158,157,1.49,109.60,1.19,109.95,0.02
23.4,158,157,1.49,111.16,1.19,110.10,0.00
23.6,158,157,1.49,111.29,1.19,110.25,0.00
23.7,158,157,1.49,111.44,1.19,110.40,0.00
23.8,158,157,1.49,111.59,1.19,110.55,0.00
23.9,158,155,3.25,111.74,2.60,110.87,0.02
24.1,158,157,1.49,113.49,1.19,111.02,-0.02
24.2,159,158,0.74,112.20,0.59,111.09,-0.01
24.3,158,158,-0.26,111.67,-0.21,111.07,-0.01
24.4,158,162,-3.78,110.85,-3.03,110.69,-0.03
24.6,158,162,-3.78,107.63,-3.03,110.31,0.00
24.7,158,160,-2.02,107.28,-1.62,110.11,0.02
24.8,159,158,0.74,108.51,0.59,110.18,0.03
24.9,158,155,3.25,110.80,2.60,110.51,0.02
25.1,158,157,1.49,113.13,1.19,110.66,-0.02
25.2,158,158,-0.26,111.83,-0.21,110.63,-0.02
25.3,158,162,-3.78,110.40,-3.03,110.25,-0.03
25.4,158,162,-3.78,107.19,-3.03,109.87,0.00
25.6,158,160,-2.02,106.85,-1.62,109.67,0.02
25.7,158,158,-0.26,108.07,-0.21,109.64,0.02
25.8,159,157,2.49,109.45,1.99,109.89,0.03
25.9,158,157,1.49,111.92,1.19,110.04,-0.01
26.1,158,158,-0.26,111.23,-0.21,110.02,-0.02
26.2,159,160,-1.02,109.79,-0.82,109.91,-0.01
26.3,158,160,-2.02,109.09,-1.62,109.71,-0.01
26.5,158,160,-2.02,108.08,-1.62,109.51,0.00
26.6,159,160,-1.02,107.89,-0.82,109.41,0.01
26.7,158,158,-0.26,108.60,-0.21,109.38,0.01
26.8,158,158,-0.26,109.18,-0.21,109.35,0.00
27.0,159,157,2.49,109.14,1.99,109.60,0.03
27.1,158,157,1.49,111.63,1.19,109.75,-0.01
27.2,159,158,0.74,110.94,0.59,109.83,-0.01
27.3,158,157,1.49,110.41,1.19,109.98,0.01
27.5,158,157,1.49,111.18,1.19,110.13,0.00
27.6,158,155,3.25,111.32,2.60,110.45,0.02
27.7,158,155,3.25,113.07,2.60,110.78,0.00
27.8,158,157,1.49,113.38,1.19,110.93,-0.02
28.0,159,158,0.74,112.10,0.59,111.00,-0.01
28.1,159,158,0.74,111.58,0.59,111.07,0.00
28.2,158,157,1.49,111.66,1.19,111.22,0.01
28.3,158,157,1.49,112.42,1.19,111.37,0.00
28.4,160,157,3.49,112.57,2.79,111.72,0.02
28.6,158,157,1.49,114.53,1.19,111.87,-0.02
28.7,159,158,0.74,113.04,0.59,111.94,-0.01
28.8,160,160,-0.02,112.52,-0.02,111.94,-0.01
28.9,157,162,-4.78,111.91,-3.83,111.46,-0.05
29.1,149,164,-14.54,107.59,-11.63,110.01,-0.10
29.2,141,164,-22.54,98.28,-18.03,107.75,-0.08
29.3,133,157,-23.51,89.64,-18.81,105.40,-0.01
29.5,124,153,-28.99,86.59,-23.19,102.50,-0.05
29.6,116,146,-29.96,79.26,-23.96,99.51,-0.01
29.7,114,141,-26.68,75.54,-21.34,96.84,0.03
29.8,113,132,-18.89,75.53,-15.11,94.95,0.08
30.0,113,128,-15.37,79.92,-12.30,93.42,0.03
30.1,113,127,-13.61,81.15,-10.89,92.05,0.02
30.2,113,127,-13.61,81.18,-10.89,90.69,0.00
30.3,113,127,-13.61,79.80,-10.89,89.33,0.00
30.5,113,128,-15.37,78.44,-12.30,87.79,-0.02
30.6,113,127,-13.61,75.48,-10.89,86.43,0.02
30.7,114,125,-10.85,75.56,-8.68,85.35,0.03
30.8,113,121,-8.34,76.69,-6.67,84.51,0.02
31.0,112,120,-7.58,77.87,-6.06,83.76,0.01
31.1,109,120,-10.58,77.70,-8.46,82.70,-0.03
31.2,102,121,-19.34,74.21,-15.47,80.77,-0.09
31.3,92,121,-29.34,65.21,-23.47,77.83,-0.10
31.5,82,116,-34.06,54.26,-27.25,74.43,-0.05
31.6,78,107,-29.27,47.13,-23.41,71.50,0.05
31.7,78,93,-15.20,48.13,-12.16,69.98,0.14
31.8,78,81,-2.89,57.96,-2.31,69.69,0.12
32.0,77,74,3.14,67.50,2.51,70.00,0.06
32.1,78,79,-1.13,72.58,-0.91,69.89,-0.04
32.2,78,90,-11.68,68.94,-9.35,68.72,-0.10
32.3,78,97,-18.72,59.27,-14.97,66.85,-0.07
32.5,78,97,-18.72,51.81,-14.97,64.98,0.00
32.6,78,88,-9.92,50.00,-7.94,63.99,0.09
32.7,78,81,-2.89,56.13,-2.31,63.70,0.07
32.8,78,76,2.38,61.45,1.91,63.94,0.05
32.9,78,76,2.38,65.90,1.91,64.17,0.00
33.1,78,83,-4.65,66.08,-3.72,63.71,-0.07
33.2,77,88,-10.92,59.92,-8.74,62.62,-0.06
33.3,78,90,-11.68,53.82,-9.35,61.45,-0.01
33.4,78,86,-8.17,52.09,-6.53,60.63,0.03
33.6,78,79,-1.13,54.13,-0.91,60.52,0.07
33.7,77,74,3.14,59.68,2.51,60.83,0.04
33.8,72,76,-3.62,63.39,-2.89,60.47,-0.07
33.9,69,79,-10.13,57.51,-8.11,59.46,-0.06
34.0,66,83,-16.65,51.29,-13.32,57.79,-0.06
34.2,65,79,-14.13,44.41,-11.31,56.38,0.02
34.3,63,70,-7.34,45.10,-5.87,55.65,0.07
34.4,63,62,1.45,49.84,1.16,55.79,0.09
34.5,63,56,6.73,57.04,5.38,56.46,0.05
34.7,61,60,1.21,61.90,0.97,56.58,-0.05
34.8,59,67,-7.82,57.50,-6.26,55.80,-0.09
34.9,58,74,-15.86,49.46,-12.69,54.22,-0.08
35.0,56,72,-16.10,41.45,-12.88,52.61,-0.00
35.1,55,63,-8.31,39.73,-6.64,51.78,0.08
35.3,54,53,1.25,45.21,1.00,51.90,0.09
35.4,53,46,7.28,52.99,5.82,52.63,0.06
35.5,53,47,5.52,58.51,4.42,53.18,-0.02
35.6,53,55,-1.51,57.58,-1.21,53.03,-0.07
35.7,53,63,-10.31,51.75,-8.24,52.00,-0.09
35.9,53,67,-13.82,43.67,-11.06,50.62,-0.03
36.0,53,62,-8.55,39.52,-6.84,49.76,0.05
36.1,53,53,0.25,42.98,0.20,49.79,0.09
36.2,53,44,09.04,50.07,7.23,50.69,0.09
36.4,53,44,09.04,58.01,7.23,51.59,0.00
36.5,53,53,0.25,58.82,0.20,51.62,-0.09
36.6,53,60,-6.79,51.73,-5.43,50.94,-0.07
36.7,53,65,-12.06,45.44,-9.65,49.73,-0.05
36.8,53,62,-8.55,40.03,-6.84,48.88,0.03
37.0,53,53,0.25,42.07,0.20,48.90,0.09
37.1,53,46,7.28,49.19,5.82,49.63,0.07
37.2,53,44,09.04,55.52,7.23,50.53,0.02
37.3,53,51,2.00,57.78,1.60,50.73,-0.07
37.4,54,58,-4.03,52.27,-3.22,50.33,-0.06
37.6,53,62,-8.55,47.05,-6.84,49.48,-0.04
37.7,53,62,-8.55,42.59,-6.84,48.62,0.00
37.8,53,55,-1.51,41.78,-1.21,48.47,0.07
37.9,53,47,5.52,47.33,4.42,49.02,0.07
38.1,53,44,09.04,53.51,7.23,49.93,0.03
38.2,53,47,5.52,57.19,4.42,50.48,-0.03
38.3,53,55,-1.51,54.86,-1.21,50.33,-0.07
38.4,53,62,-8.55,49.05,-6.84,49.47,-0.07
38.5,53,62,-8.55,42.57,-6.84,48.62,0.00
38.7,53,55,-1.51,41.78,-1.21,48.47,0.07
38.8,53,49,3.76,47.32,03.01,48.84,0.05
38.9,53,44,09.04,51.90,7.23,49.75,0.05
39.0,53,47,5.52,57.03,4.42,50.30,-0.03
39.1,53,55,-1.51,54.68,-1.21,50.15,-0.07
39.3,53,62,-8.55,48.87,-6.84,49.29,-0.07
39.4,53,60,-6.79,42.39,-5.43,48.61,0.02
39.5,53,56,-3.27,43.20,-2.62,48.29,0.03
39.6,53,47,5.52,45.70,4.42,48.84,0.09
39.8,53,46,7.28,53.34,5.82,49.57,0.02
39.9,53,47,5.52,55.41,4.42,50.12,-0.02
40.0,53,55,-1.51,54.52,-1.21,49.97,-0.07
40.1,53,60,-6.79,48.69,-5.43,49.29,-0.05
40.2,53,60,-6.79,43.81,-5.43,48.61,0.00
40.4,53,55,-1.51,43.18,-1.21,48.46,0.05
40.5,53,49,3.76,47.30,03.01,48.83,0.05
40.6,53,47,5.52,51.90,4.42,49.39,0.02
40.7,53,47,5.52,53.82,4.42,49.94,0.00
40.8,53,53,0.25,54.35,0.20,49.96,-0.05
41.0,53,58,-5.03,50.11,-4.02,49.46,-0.05
41.1,53,60,-6.79,45.38,-5.43,48.78,-0.02
41.2,53,56,-3.27,43.33,-2.62,48.45,0.03
41.3,53,53,0.25,45.87,0.20,48.48,0.03
41.4,53,46,7.28,48.71,5.82,49.21,0.07
41.6,53,47,5.52,55.10,4.42,49.76,-0.02
41.7,53,51,2.00,54.16,1.60,49.96,-0.03
41.8,53,56,-3.27,51.53,-2.62,49.63,-0.05
41.9,53,60,-6.79,46.96,-5.43,48.95,-0.03
42.1,52,56,-4.27,43.49,-3.42,48.53,0.02
42.2,53,51,2.00,45.13,1.60,48.73,0.06
42.3,53,46,7.28,50.39,5.82,49.45,0.05
42.4,52,47,4.52,55.33,3.62,49.91,-0.03
42.5,52,53,-0.75,53.49,-0.60,49.83,-0.05
42.7,52,58,-6.03,49.17,-4.82,49.23,-0.05
42.8,53,60,-6.79,44.35,-5.43,48.55,-0.01
42.9,53,55,-1.51,43.11,-1.21,48.40,0.05
43.0,53,49,3.76,47.24,03.01,48.77,0.05
43.1,53,47,5.52,51.83,4.42,49.32,0.02
43.3,53,49,3.76,53.76,03.01,49.70,-0.02
43.4,53,53,0.25,52.69,0.20,49.73,-0.03
43.5,53,56,-3.27,49.89,-2.62,49.40,-0.03
43.6,53,58,-5.03,46.75,-4.02,48.90,-0.02
43.8,52,55,-2.51,44.85,-2.01,48.64,0.02
43.9,53,51,2.00,46.66,1.60,48.84,0.04
44.0,53,47,5.52,50.49,4.42,49.40,0.03
44.1,53,47,5.52,53.85,4.42,49.95,0.00
44.2,53,53,0.25,54.36,0.20,49.97,-0.05
44.4,53,56,-3.27,50.12,-2.62,49.65,-0.03
44.5,52,60,-7.79,46.99,-6.23,48.87,-0.04
44.6,53,56,-3.27,42.59,-2.62,48.54,0.04
44.7,53,49,3.76,45.97,03.01,48.92,0.07
44.8,53,46,7.28,51.99,5.82,49.64,0.03
45.0,52,46,6.28,55.50,05.02,50.27,-0.01
45.1,52,53,-0.75,55.29,-0.60,50.20,-0.07
45.2,52,58,-6.03,49.52,-4.82,49.59,-0.05
45.3,52,60,-7.79,44.72,-6.23,48.81,-0.02
45.4,53,56,-3.27,42.57,-2.62,48.49,0.04
45.6,53,49,3.76,45.91,03.01,48.86,0.07
45.7,52,44,08.04,51.94,6.43,49.67,0.04
45.8,53,47,5.52,56.14,4.42,50.22,-0.02
45.9,53,53,0.25,54.61,0.20,50.24,-0.05
46.1,53,58,-5.03,50.39,-4.02,49.74,-0.05
46.2,52,60,-7.79,45.66,-6.23,48.96,-0.03
46.3,53,56,-3.27,42.70,-2.62,48.63,0.04
46.4,53,51,2.00,46.06,1.60,48.83,0.05
46.5,53,46,7.28,50.49,5.82,49.56,0.05
46.7,52,47,4.52,55.44,3.62,50.01,-0.03
46.8,52,53,-0.75,53.60,-0.60,49.94,-0.05
46.9,53,58,-5.03,49.28,-4.02,49.44,-0.04
47.0,53,60,-6.79,45.37,-5.43,48.76,-0.02
47.1,53,55,-1.51,43.31,-1.21,48.61,0.05
47.3,53,51,2.00,47.45,1.60,48.81,0.03
47.4,53,46,7.28,50.44,5.82,49.53,0.05
47.5,53,49,3.76,55.41,03.01,49.91,-0.03
47.6,53,53,0.25,52.89,0.20,49.93,-0.03
47.7,53,58,-5.03,50.10,-4.02,49.43,-0.05
47.9,53,60,-6.79,45.36,-5.43,48.75,-0.02
48.0,53,55,-1.51,43.30,-1.21,48.60,0.05
48.1,53,51,2.00,47.44,1.60,48.80,0.03
48.2,53,46,7.28,50.44,5.82,49.53,0.05
48.4,49,47,1.52,55.40,1.22,49.68,-0.06
48.5,28,53,-24.75,50.84,-19.80,47.21,-0.26
48.6,2,58,-56.03,27.14,-44.82,41.60,-0.31
48.7,-14,47,-61.48,-3.53,-49.18,35.46,-0.05
48.8,-31,19,-50.34,-13.78,-40.27,30.42,0.11
49.0,-42,-2,-40.24,-9.74,-32.19,26.40,0.10
49.1,-57,0,-57.00,-5.70,-45.60,20.70,-0.16
49.2,-71,0,-71.00,-25.07,-56.80,13.60,-0.14
49.3,-87,0,-87.00,-43.34,-69.60,4.90,-0.16
49.5,-100,0,-100.00,-64.86,-80.00,-5.10,-0.13
49.6,-110,0,-110.00,-85.23,-88.00,-16.10,-0.10
49.7,-119,0,-119.00,-104.20,-95.20,-28.00,-0.09
49.9,-119,0,-119.00,-123.29,-95.20,-39.90,0.00
50.0,-119,-37,-82.07,-135.10,-65.66,-48.11,0.36
50.1,-119,-106,-13.49,-113.41,-10.79,-49.46,0.67
50.3,-120,-134,13.65,-59.58,10.92,-48.09,0.27
50.4,-130,-123,-6.91,-36.91,-5.52,-48.79,-0.20
50.5,-160,-95,-65.04,-54.51,-52.03,-55.29,-0.57
50.6,-160,-74,-86.14,-107.89,-68.91,-63.90,-0.21
50.8,-160,-93,-66.80,-133.02,-53.44,-70.58,0.19
50.9,-160,-130,-29.87,-123.83,-23.90,-73.57,0.36
51.0,-160,-151,-8.77,-97.11,-7.02,-74.45,0.21
51.2,-160,-146,-14.04,-81.26,-11.24,-75.85,-0.05
51.3,-160,-141,-19.32,-87.14,-15.46,-77.78,-0.05
51.4,-160,-132,-28.11,-93.29,-22.49,-80.60,-0.09
51.6,-160,-132,-28.11,-103.17,-22.49,-83.41,0.00
51.7,-160,-137,-22.84,-105.90,-18.27,-85.69,0.05
51.8,-160,-142,-17.56,-103.91,-14.05,-87.45,0.05
51.9,-160,-148,-12.29,-101.44,-9.83,-88.67,0.05
52.1,-160,-144,-15.80,-98.45,-12.64,-90.26,-0.03
52.2,-160,-146,-14.04,-102.93,-11.24,-91.66,0.02
52.3,-160,-146,-14.04,-102.88,-11.24,-93.06,0.00
52.5,-160,-149,-10.53,-104.30,-8.42,-94.12,0.03
52.6,-160,-148,-12.29,-102.50,-9.83,-95.35,-0.02
52.7,-160,-149,-10.53,-105.19,-8.42,-96.40,0.02
52.9,-160,-151,-8.77,-104.80,-7.02,-97.28,0.02
53.0,-160,-149,-10.53,-104.27,-8.42,-98.33,-0.02
53.1,-160,-153,-7.01,-106.77,-5.61,-99.03,0.03
53.2,-160,-151,-8.77,-104.60,-7.02,-99.91,-0.02
53.4,-160,-151,-8.77,-106.94,-7.02,-100.78,0.00
53.5,-160,-153,-7.01,-107.80,-5.61,-101.48,0.02
53.6,-160,-155,-5.25,-107.08,-4.20,-102.01,0.02
53.8,-160,-157,-3.49,-106.19,-2.79,-102.36,0.02
53.9,-160,-153,-7.01,-105.14,-5.61,-103.06,-0.03
54.0,-160,-155,-5.25,-108.70,-4.20,-103.58,0.02
54.2,-160,-157,-3.49,-107.77,-2.79,-103.93,0.02
54.3,-160,-155,-5.25,-106.71,-4.20,-104.46,-0.02
54.4,-160,-157,-3.49,-108.68,-2.79,-104.81,0.02
54.5,-160,-157,-3.49,-107.59,-2.79,-105.16,0.00
54.7,-160,-157,-3.49,-107.95,-2.79,-105.51,0.00
54.8,-160,-157,-3.49,-108.30,-2.79,-105.86,0.00
54.9,-160,-158,-1.74,-108.65,-1.39,-106.03,0.02
55.1,-160,-158,-1.74,-107.40,-1.39,-106.20,0.00
55.2,-160,-158,-1.74,-107.59,-1.39,-106.38,0.00
55.3,-160,-158,-1.74,-107.77,-1.39,-106.55,0.00
55.5,-160,-158,-1.74,-107.94,-1.39,-106.72,0.00
55.6,-160,-157,-3.49,-108.11,-2.79,-107.07,-0.02
55.7,-160,-160,0.02,-109.89,0.02,-107.07,0.03
55.8,-160,-155,-5.25,-107.02,-4.20,-107.60,-0.05
56.0,-160,-160,0.02,-111.85,0.02,-107.59,0.05
56.1,-160,-158,-1.74,-107.52,-1.39,-107.77,-0.02
56.2,-160,-162,1.78,-109.17,1.43,-107.59,0.03
56.4,-160,-157,-3.49,-106.13,-2.79,-107.94,-0.05
56.5,-160,-160,0.02,-110.79,0.02,-107.94,0.03
56.6,-160,-158,-1.74,-107.88,-1.39,-108.11,-0.02
56.8,-160,-160,0.02,-109.52,0.02,-108.11,0.02
56.9,-160,-157,-3.49,-108.07,-2.79,-108.46,-0.03
57.0,-160,-162,1.78,-111.29,1.43,-108.28,0.05
57.1,-160,-158,-1.74,-106.80,-1.39,-108.45,-0.03
57.3,-160,-162,1.78,-109.87,1.43,-108.27,0.03
57.4,-160,-158,-1.74,-106.81,-1.39,-108.45,-0.03
57.5,-160,-160,0.02,-109.87,0.02,-108.45,0.02
57.7,-160,-158,-1.74,-108.41,-1.39,-108.62,-0.02
57.8,-160,-162,1.78,-110.02,1.43,-108.44,0.03
57.9,-160,-158,-1.74,-106.98,-1.39,-108.61,-0.03
58.1,-160,-162,1.78,-110.04,1.43,-108.44,0.03
58.2,-160,-158,-1.74,-106.98,-1.39,-108.61,-0.03
58.3,-160,-162,1.78,-110.03,1.43,-108.43,0.03
58.4,-160,-158,-1.74,-106.97,-1.39,-108.60,-0.03
58.6,-160,-162,1.78,-110.03,1.43,-108.43,0.03
58.7,-160,-158,-1.74,-106.97,-1.39,-108.60,-0.03
58.8,-160,-162,1.78,-110.02,1.43,-108.42,0.03
59.0,-160,-157,-3.49,-106.96,-2.79,-108.77,-0.05
59.1,-160,-162,1.78,-111.62,1.43,-108.59,0.05
59.2,-160,-160,0.02,-107.12,0.02,-108.59,-0.02
