Tempo(s),Setpoint(RPM),Vel(RPM),erro(RPM),Controle,AcaoP,AcaoI,AcaoD
59.3,-160,-160,0.02,-108.59,0.02,-108.59,0.00
59.5,-160,-157,-3.49,-108.57,-2.79,-108.94,-0.03
59.6,-160,-162,1.78,-111.77,1.43,-108.76,0.05
59.7,-160,-160,0.02,-107.28,0.02,-108.76,-0.02
59.9,-160,-160,0.02,-108.76,0.02,-108.75,0.00
60.0,-160,-158,-1.74,-108.74,-1.39,-108.93,-0.02
60.1,-160,-162,1.78,-110.33,1.43,-108.75,0.03
60.2,-160,-160,0.02,-107.29,0.02,-108.75,-0.02
60.4,-160,-160,0.02,-108.75,0.02,-108.75,0.00
60.5,-160,-158,-1.74,-108.73,-1.39,-108.92,-0.02
60.6,-160,-164,3.54,-110.32,2.83,-108.56,0.05
60.8,-160,-160,0.02,-105.68,0.02,-108.56,-0.03
60.9,-160,-160,0.02,-108.58,0.02,-108.56,0.00
61.0,-160,-158,-1.74,-108.54,-1.39,-108.73,-0.02
61.2,-160,-162,1.78,-110.14,1.43,-108.56,0.03
61.3,-160,-160,0.02,-107.10,0.02,-108.55,-0.02
61.4,-160,-162,1.78,-108.55,1.43,-108.38,0.02
61.5,-160,-160,0.02,-106.93,0.02,-108.37,-0.02
61.7,-160,-160,0.02,-108.37,0.02,-108.37,0.00
61.8,-160,-158,-1.74,-108.35,-1.39,-108.54,-0.02
61.9,-160,-164,3.54,-109.95,2.83,-108.19,0.05
62.1,-160,-160,0.02,-105.31,0.02,-108.19,-0.03
62.2,-160,-160,0.02,-108.20,0.02,-108.19,0.00
62.3,-160,-160,0.02,-108.17,0.02,-108.18,0.00
62.4,-160,-160,0.02,-108.16,0.02,-108.18,0.00
62.6,-160,-160,0.02,-108.16,0.02,-108.18,0.00
62.7,-160,-162,1.78,-108.16,1.43,-108.00,0.02
62.8,-160,-160,0.02,-106.56,0.02,-108.00,-0.02
62.9,-160,-160,0.02,-108.00,0.02,-108.00,0.00
63.1,-160,-160,0.02,-107.98,0.02,-107.99,0.00
63.2,-160,-160,0.02,-107.97,0.02,-107.99,0.00
63.3,-160,-160,0.02,-107.97,0.02,-107.99,0.00
63.5,-160,-160,0.02,-107.97,0.02,-107.99,0.00
63.6,-160,-160,0.02,-107.97,0.02,-107.98,0.00
63.7,-160,-160,0.02,-107.96,0.02,-107.98,0.00
63.8,-160,-160,0.02,-107.96,0.02,-107.98,0.00
64.0,-160,-160,0.02,-107.96,0.02,-107.98,0.00
64.1,-160,-162,1.78,-107.96,1.43,-107.80,0.02
64.2,-160,-160,0.02,-106.36,0.02,-107.80,-0.02
64.4,-160,-164,3.54,-107.79,2.83,-107.44,0.03
64.5,-160,-162,1.78,-104.58,1.43,-107.26,-0.02
64.6,-160,-162,1.78,-105.86,1.43,-107.09,0.00
64.7,-160,-158,-1.74,-105.66,-1.39,-107.26,-0.03
64.9,-160,-162,1.78,-108.68,1.43,-107.08,0.03
65.0,-160,-160,0.02,-105.62,0.02,-107.08,-0.02
65.1,-160,-160,0.02,-107.08,0.02,-107.08,0.00
65.3,-160,-160,0.02,-107.06,0.02,-107.07,0.00
65.4,-160,-162,1.78,-107.06,1.43,-106.90,0.02
65.5,-160,-160,0.02,-105.45,0.02,-106.89,-0.02
65.6,-160,-162,1.78,-106.89,1.43,-106.72,0.02
65.8,-160,-158,-1.74,-105.27,-1.39,-106.89,-0.03
65.9,-160,-164,3.54,-108.31,2.83,-106.53,0.05
66.0,-160,-160,0.02,-103.65,0.02,-106.53,-0.03
66.2,-160,-162,1.78,-106.55,1.43,-106.35,0.02
66.3,-160,-158,-1.74,-104.91,-1.39,-106.53,-0.03
66.4,-160,-164,3.54,-107.95,2.83,-106.17,0.05
66.5,-160,-157,-3.49,-103.29,-2.79,-106.52,-0.07
66.7,-160,-162,1.78,-109.39,1.43,-106.34,0.05
66.8,-160,-158,-1.74,-104.87,-1.39,-106.52,-0.03
66.9,-160,-162,1.78,-107.94,1.43,-106.34,0.03
67.1,-160,-158,-1.74,-104.88,-1.39,-106.51,-0.03
67.2,-160,-164,3.54,-107.94,2.83,-106.16,0.05
67.3,-160,-160,0.02,-103.28,0.02,-106.16,-0.03
67.5,-160,-162,1.78,-106.17,1.43,-105.98,0.02
67.6,-160,-158,-1.74,-104.54,-1.39,-106.15,-0.03
67.7,-160,-165,5.30,-107.57,4.24,-105.62,0.07
67.8,-160,-160,0.02,-101.31,0.02,-105.62,-0.05
68.0,-160,-162,1.78,-105.65,1.43,-105.44,0.02
68.1,-160,-158,-1.74,-104.00,-1.39,-105.62,-0.03
68.2,-160,-165,5.30,-107.04,4.24,-105.09,0.07
68.4,-160,-160,0.02,-100.78,0.02,-105.08,-0.05
68.5,-160,-162,1.78,-105.12,1.43,-104.91,0.02
68.6,-160,-160,0.02,-103.46,0.02,-104.90,-0.02
68.7,-160,-160,0.02,-104.90,0.02,-104.90,0.00
68.9,-160,-160,0.02,-104.88,0.02,-104.90,0.00
69.0,-160,-160,0.02,-104.88,0.02,-104.90,0.00
69.1,-160,-160,0.02,-104.88,0.02,-104.89,0.00
69.3,-160,-160,0.02,-104.87,0.02,-104.89,0.00
69.4,-160,-162,1.78,-104.87,1.43,-104.71,0.02
69.5,-160,-160,0.02,-103.27,0.02,-104.71,-0.02
69.6,-160,-162,1.78,-104.71,1.43,-104.53,0.02
69.8,-160,-162,1.78,-103.09,1.43,-104.35,0.00
69.9,-160,-160,0.02,-102.93,0.02,-104.35,-0.02
70.0,-160,-162,1.78,-104.35,1.43,-104.17,0.02
70.2,-160,-160,0.02,-102.73,0.02,-104.17,-0.02
70.3,-160,-160,0.02,-104.17,0.02,-104.17,0.00
70.4,-160,-160,0.02,-104.15,0.02,-104.17,0.00
70.5,-160,-160,0.02,-104.15,0.02,-104.16,0.00
70.7,-160,-160,0.02,-104.15,0.02,-104.16,0.00
70.8,-160,-158,-1.74,-104.14,-1.39,-104.34,-0.02
70.9,-160,-164,3.54,-105.74,2.83,-103.98,0.05
71.0,-160,-160,0.02,-101.10,0.02,-103.98,-0.03
71.2,-160,-160,0.02,-103.99,0.02,-103.98,0.00
71.3,-160,-158,-1.74,-103.96,-1.39,-104.15,-0.02
71.4,-160,-164,3.54,-105.56,2.83,-103.80,0.05
71.6,-160,-158,-1.74,-100.91,-1.39,-103.97,-0.05
71.7,-160,-164,3.54,-105.41,2.83,-103.62,0.05
71.8,-160,-157,-3.49,-100.73,-2.79,-103.96,-0.07
72.0,-160,-162,1.78,-106.83,1.43,-103.79,0.05
72.1,-160,-157,-3.49,-102.31,-2.79,-104.14,-0.05
72.2,-160,-162,1.78,-106.98,1.43,-103.96,0.05
72.3,-160,-158,-1.74,-102.48,-1.39,-104.13,-0.03
72.5,-160,-162,1.78,-105.55,1.43,-103.95,0.03
72.6,-160,-158,-1.74,-102.49,-1.39,-104.13,-0.03
72.7,-160,-160,0.02,-105.55,0.02,-104.12,0.02
72.9,-160,-157,-3.49,-104.09,-2.79,-104.47,-0.03
73.0,-160,-162,1.78,-107.30,1.43,-104.30,0.05
73.1,-160,-158,-1.74,-102.82,-1.39,-104.47,-0.03
73.2,-160,-164,3.54,-105.89,2.83,-104.11,0.05
73.4,-160,-158,-1.74,-101.23,-1.39,-104.29,-0.05
73.5,-160,-162,1.78,-105.73,1.43,-104.11,0.03
73.6,-160,-158,-1.74,-102.65,-1.39,-104.28,-0.03
73.8,-160,-162,1.78,-105.71,1.43,-104.11,0.03
73.9,-160,-158,-1.74,-102.65,-1.39,-104.28,-0.03
74.0,-160,-164,3.54,-105.70,2.83,-103.93,0.05
74.2,-160,-158,-1.74,-101.04,-1.39,-104.10,-0.05
74.3,-160,-162,1.78,-105.54,1.43,-103.92,0.03
74.4,-160,-157,-3.49,-102.46,-2.79,-104.27,-0.05
74.5,-160,-162,1.78,-107.12,1.43,-104.09,0.05
74.7,-160,-158,-1.74,-102.61,-1.39,-104.27,-0.03
74.8,-160,-162,1.78,-105.69,1.43,-104.09,0.03
74.9,-160,-157,-3.49,-102.63,-2.79,-104.44,-0.05
75.1,-160,-164,3.54,-107.28,2.83,-104.08,0.07
75.2,-160,-158,-1.74,-101.18,-1.39,-104.26,-0.05
75.3,-160,-164,3.54,-105.70,2.83,-103.90,0.05
75.4,-160,-158,-1.74,-101.02,-1.39,-104.08,-0.05
75.6,-160,-162,1.78,-105.51,1.43,-103.90,0.03
75.7,-160,-158,-1.74,-102.44,-1.39,-104.07,-0.03
75.8,-160,-164,3.54,-105.49,2.83,-103.72,0.05
76.0,-160,-158,-1.74,-100.83,-1.39,-103.89,-0.05
76.1,-160,-160,0.02,-105.33,0.02,-103.89,0.02
76.2,-160,-158,-1.74,-103.85,-1.39,-104.06,-0.02
76.4,-160,-164,3.54,-105.47,2.83,-103.71,0.05
76.5,-160,-160,0.02,-100.82,0.02,-103.70,-0.03
76.6,-160,-160,0.02,-103.72,0.02,-103.70,0.00
76.7,-160,-158,-1.74,-103.68,-1.39,-103.88,-0.02
76.9,-160,-162,1.78,-105.28,1.43,-103.70,0.03
77.0,-160,-160,0.02,-102.24,0.02,-103.70,-0.02
77.1,-160,-160,0.02,-103.69,0.02,-103.69,0.00
77.3,-160,-158,-1.74,-103.67,-1.39,-103.87,-0.02
77.4,-160,-162,1.78,-105.27,1.43,-103.69,0.03
77.5,-160,-160,0.02,-102.23,0.02,-103.69,-0.02
77.6,-160,-158,-1.74,-103.68,-1.39,-103.86,-0.02
77.8,-160,-162,1.78,-105.26,1.43,-103.68,0.03
77.9,-160,-157,-3.49,-102.22,-2.79,-104.03,-0.05
78.0,-160,-160,0.02,-106.88,0.02,-104.03,0.03
78.2,-160,-157,-3.49,-103.98,-2.79,-104.38,-0.03
78.3,-160,-158,-1.74,-107.21,-1.39,-104.55,0.02
78.4,-160,-160,0.02,-105.92,0.02,-104.55,0.02
78.6,-160,-157,-3.49,-104.51,-2.79,-104.90,-0.03
78.7,-160,-162,1.78,-107.73,1.43,-104.72,0.05
78.8,-160,-158,-1.74,-103.24,-1.39,-104.89,-0.03
78.9,-160,-162,1.78,-106.32,1.43,-104.72,0.03
79.1,-160,-158,-1.74,-103.26,-1.39,-104.89,-0.03
79.2,-160,-162,1.78,-106.31,1.43,-104.71,0.03
79.3,-160,-158,-1.74,-103.25,-1.39,-104.88,-0.03
79.5,-160,-162,1.78,-106.31,1.43,-104.71,0.03
79.6,-160,-158,-1.74,-103.25,-1.39,-104.88,-0.03
79.7,-160,-162,1.78,-106.30,1.43,-104.70,0.03
79.8,-160,-158,-1.74,-103.24,-1.39,-104.87,-0.03
80.0,-160,-162,1.78,-106.30,1.43,-104.70,0.03
80.1,-160,-158,-1.74,-103.24,-1.39,-104.87,-0.03
80.2,-160,-162,1.78,-106.29,1.43,-104.69,0.03
80.4,-160,-158,-1.74,-103.23,-1.39,-104.87,-0.03
80.5,-160,-164,3.54,-106.29,2.83,-104.51,0.05
80.6,-160,-158,-1.74,-101.63,-1.39,-104.68,-0.05
80.8,-160,-160,0.02,-106.12,0.02,-104.68,0.02
80.9,-160,-158,-1.74,-104.65,-1.39,-104.86,-0.02
81.0,-160,-162,1.78,-106.26,1.43,-104.68,0.03
81.1,-160,-157,-3.49,-103.22,-2.79,-105.03,-0.05
81.3,-160,-162,1.78,-107.87,1.43,-104.85,0.05
81.4,-160,-158,-1.74,-103.37,-1.39,-105.02,-0.03
81.5,-160,-164,3.54,-106.45,2.83,-104.67,0.05
81.7,-160,-158,-1.74,-101.78,-1.39,-104.84,-0.05
81.8,-160,-162,1.78,-106.28,1.43,-104.66,0.03
81.9,-160,-158,-1.74,-103.20,-1.39,-104.84,-0.03
82.1,-160,-164,3.54,-106.26,2.83,-104.48,0.05
82.2,-160,-160,0.02,-101.60,0.02,-104.48,-0.03
82.3,-160,-160,0.02,-104.50,0.02,-104.48,0.00
82.4,-160,-158,-1.74,-104.46,-1.39,-104.65,-0.02
82.6,-160,-164,3.54,-106.06,2.83,-104.30,0.05
82.7,-160,-158,-1.74,-101.41,-1.39,-104.47,-0.05
82.8,-160,-164,3.54,-105.91,2.83,-104.12,0.05
83.0,-160,-158,-1.74,-101.23,-1.39,-104.29,-0.05
83.1,-160,-162,1.78,-105.73,1.43,-104.11,0.03
83.2,-160,-158,-1.74,-102.65,-1.39,-104.29,-0.03
83.3,-160,-162,1.78,-105.71,1.43,-104.11,0.03
83.5,-160,-157,-3.49,-102.65,-2.79,-104.46,-0.05
83.6,-160,-160,0.02,-107.30,0.02,-104.46,0.03
83.7,-160,-158,-1.74,-104.40,-1.39,-104.63,-0.02
83.9,-160,-164,3.54,-106.03,2.83,-104.27,0.05
84.0,-160,-160,0.02,-101.39,0.02,-104.27,-0.03
84.1,-160,-158,-1.74,-104.29,-1.39,-104.45,-0.02
84.2,-160,-162,1.78,-105.85,1.43,-104.27,0.03
84.4,-160,-157,-3.49,-102.81,-2.79,-104.62,-0.05
84.5,-160,-164,3.54,-107.46,2.83,-104.26,0.07
84.6,-160,-158,-1.74,-101.36,-1.39,-104.44,-0.05
84.8,-160,-164,3.54,-105.88,2.83,-104.08,0.05
84.9,-160,-158,-1.74,-101.20,-1.39,-104.26,-0.05
85.0,-160,-164,3.54,-105.70,2.83,-103.90,0.05
85.2,-160,-158,-1.74,-101.02,-1.39,-104.08,-0.05
85.3,-160,-162,1.78,-105.52,1.43,-103.90,0.03
85.4,-160,-158,-1.74,-102.44,-1.39,-104.07,-0.03
85.5,-160,-162,1.78,-105.49,1.43,-103.89,0.03
85.7,-160,-160,0.02,-102.43,0.02,-103.89,-0.02
85.8,-160,-160,0.02,-103.89,0.02,-103.89,0.00
85.9,-160,-157,-3.49,-103.87,-2.79,-104.24,-0.03
86.1,-160,-160,0.02,-107.07,0.02,-104.23,0.03
86.2,-160,-158,-1.74,-104.18,-1.39,-104.41,-0.02
86.3,-160,-164,3.54,-105.81,2.83,-104.05,0.05
86.4,-160,-160,0.02,-101.17,0.02,-104.05,-0.03
86.6,-160,-160,0.02,-104.07,0.02,-104.05,0.00
86.7,-160,-158,-1.74,-104.03,-1.39,-104.22,-0.02
86.8,-160,-164,3.54,-105.63,2.83,-103.87,0.05
87.0,-160,-160,0.02,-100.99,0.02,-103.87,-0.03
87.1,-160,-160,0.02,-103.88,0.02,-103.86,0.00
87.2,-160,-158,-1.74,-103.85,-1.39,-104.04,-0.02
87.4,-160,-164,3.54,-105.44,2.83,-103.68,0.05
87.5,-160,-158,-1.74,-100.80,-1.39,-103.86,-0.05
87.6,-160,-164,3.54,-105.30,2.83,-103.50,0.05
87.7,-160,-158,-1.74,-100.62,-1.39,-103.68,-0.05
87.9,-160,-162,1.78,-105.12,1.43,-103.50,0.03
88.0,-160,-158,-1.74,-102.04,-1.39,-103.67,-0.03
88.1,-157,-162,4.78,-105.09,3.83,-103.19,0.06
88.3,-151,-158,7.26,-99.30,5.81,-102.47,0.02
88.4,-146,-158,12.26,-96.63,9.81,-101.24,0.05
88.5,-142,-155,12.75,-91.38,10.20,-99.97,0.00
88.6,-137,-153,15.99,-89.76,12.79,-98.37,0.03
88.8,-131,-149,18.47,-85.54,14.78,-96.52,0.02
88.9,-127,-146,18.96,-81.72,15.16,-94.62,0.00
89.0,-124,-139,14.92,-79.46,11.94,-93.13,-0.04
89.2,-121,-137,16.16,-81.23,12.93,-91.52,0.01
89.3,-119,-132,12.89,-78.57,10.31,-90.23,-0.03
89.4,-115,-132,16.89,-79.95,13.51,-88.54,0.04
89.5,-113,-128,15.37,-74.99,12.30,-87.00,-0.01
89.7,-111,-127,15.61,-74.72,12.49,-85.44,0.00
89.8,-110,-123,13.09,-72.95,10.48,-84.13,-0.02
89.9,-110,-121,11.34,-73.68,09.07,-83.00,-0.02
90.0,-110,-120,9.58,-73.95,7.66,-82.04,-0.02
90.2,-110,-116,06.06,-74.39,4.85,-81.43,-0.03
90.3,-110,-116,06.06,-76.62,4.85,-80.83,0.00
90.4,-110,-118,7.82,-75.98,6.26,-80.05,0.02
90.6,-109,-118,8.82,-73.77,07.06,-79.16,0.01
90.7,-109,-118,8.82,-72.10,07.06,-78.28,0.00
90.8,-109,-116,07.06,-71.23,5.65,-77.58,-0.02
90.9,-107,-114,7.30,-71.94,5.84,-76.84,0.00
91.1,-105,-113,7.54,-71.00,06.04,-76.09,0.00
91.2,-103,-113,9.54,-70.05,7.64,-75.14,0.02
91.3,-102,-111,8.79,-67.48,07.03,-74.26,-0.01
91.4,-100,-111,10.79,-67.24,8.63,-73.18,0.02
91.6,-98,-107,9.27,-64.53,7.41,-72.25,-0.01
91.7,-96,-104,7.75,-64.85,6.20,-71.48,-0.01
91.8,-94,-100,6.23,-65.29,4.99,-70.85,-0.01
91.9,-94,-100,6.23,-65.88,4.99,-70.23,0.00
92.1,-94,-98,4.48,-65.24,3.58,-69.78,-0.02
92.2,-94,-98,4.48,-66.22,3.58,-69.33,0.00
92.3,-94,-98,4.48,-65.75,3.58,-68.89,0.00
92.4,-94,-97,2.72,-65.31,2.17,-68.62,-0.02
92.6,-94,-98,4.48,-66.46,3.58,-68.17,0.02
92.7,-94,-98,4.48,-64.57,3.58,-67.72,0.00
92.8,-94,-97,2.72,-64.14,2.17,-67.45,-0.02
92.9,-94,-98,4.48,-65.29,3.58,-67.00,0.02
93.1,-94,-97,2.72,-63.40,2.17,-66.73,-0.02
93.2,-94,-97,2.72,-64.57,2.17,-66.46,0.00
93.3,-94,-95,0.96,-64.28,0.77,-66.36,-0.02
93.4,-94,-95,0.96,-65.61,0.77,-66.27,0.00
93.6,-94,-93,-0.80,-65.50,-0.64,-66.35,-0.02
93.7,-94,-97,2.72,-67.00,2.17,-66.07,0.03
93.8,-94,-97,2.72,-63.87,2.17,-65.80,0.00
93.9,-94,-97,2.72,-63.63,2.17,-65.53,0.00
94.1,-94,-93,-0.80,-63.36,-0.64,-65.61,-0.03
94.2,-94,-97,2.72,-66.28,2.17,-65.34,0.03
94.3,-94,-95,0.96,-63.13,0.77,-65.24,-0.02
94.4,-94,-95,0.96,-64.49,0.77,-65.15,0.00
94.6,-94,-93,-0.80,-64.38,-0.64,-65.23,-0.02
94.7,-94,-97,2.72,-65.88,2.17,-64.96,0.03
94.8,-94,-95,0.96,-62.75,0.77,-64.86,-0.02
94.9,-94,-95,0.96,-64.11,0.77,-64.76,0.00
95.1,-95,-93,-1.80,-64.00,-1.44,-64.94,-0.03
95.2,-94,-95,0.96,-66.41,0.77,-64.85,0.03
95.3,-94,-93,-0.80,-64.05,-0.64,-64.93,-0.02
95.4,-94,-97,2.72,-65.58,2.17,-64.66,0.03
95.6,-94,-93,-0.80,-62.45,-0.64,-64.74,-0.03
95.7,-94,-97,2.72,-65.41,2.17,-64.46,0.03
95.8,-94,-93,-0.80,-62.26,-0.64,-64.54,-0.03
95.9,-94,-95,0.96,-65.22,0.77,-64.45,0.02
96.1,-94,-93,-0.80,-63.66,-0.64,-64.53,-0.02
96.2,-94,-97,2.72,-65.18,2.17,-64.26,0.03
96.3,-94,-93,-0.80,-62.05,-0.64,-64.34,-0.03
96.4,-94,-95,0.96,-65.01,0.77,-64.24,0.02
96.6,-94,-93,-0.80,-63.46,-0.64,-64.32,-0.02
96.7,-94,-97,2.72,-64.98,2.17,-64.05,0.03
96.8,-94,-93,-0.80,-61.84,-0.64,-64.13,-0.03
96.9,-94,-95,0.96,-64.80,0.77,-64.03,0.02
97.1,-94,-91,-2.56,-63.25,-2.05,-64.29,-0.03
97.2,-94,-95,0.96,-66.37,0.77,-64.19,0.03
97.3,-94,-93,-0.80,-63.39,-0.64,-64.27,-0.02
97.4,-94,-95,0.96,-64.93,0.77,-64.18,0.02
97.6,-94,-95,0.96,-63.39,0.77,-64.08,0.00
97.7,-94,-93,-0.80,-63.31,-0.64,-64.16,-0.02
97.8,-94,-93,-0.80,-64.82,-0.64,-64.24,0.00
97.9,-94,-95,0.96,-64.88,0.77,-64.14,0.02
98.1,-94,-91,-2.56,-63.36,-2.05,-64.40,-0.03
98.2,-94,-95,0.96,-66.48,0.77,-64.30,0.03
98.3,-94,-93,-0.80,-63.50,-0.64,-64.38,-0.02
98.4,-94,-95,0.96,-65.04,0.77,-64.29,0.02
98.6,-94,-95,0.96,-63.50,0.77,-64.19,0.00
98.7,-94,-93,-0.80,-63.43,-0.64,-64.27,-0.02
98.8,-94,-97,2.72,-64.93,2.17,-64.00,0.03
98.9,-94,-93,-0.80,-61.79,-0.64,-64.08,-0.03
99.1,-94,-93,-0.80,-64.75,-0.64,-64.16,0.00
99.2,-94,-93,-0.80,-64.80,-0.64,-64.24,0.00
99.3,-94,-95,0.96,-64.88,0.77,-64.14,0.02
99.4,-94,-91,-2.56,-63.36,-2.05,-64.40,-0.03
99.6,-94,-97,2.72,-66.48,2.17,-64.13,0.05
99.7,-94,-93,-0.80,-61.90,-0.64,-64.21,-0.03
99.8,-94,-95,0.96,-64.88,0.77,-64.11,0.02
99.9,-94,-91,-2.56,-63.33,-2.05,-64.37,-0.03
100.1,-94,-95,0.96,-66.45,0.77,-64.27,0.03
100.2,-94,-93,-0.80,-63.47,-0.64,-64.35,-0.02
100.3,-94,-98,4.48,-65.01,3.58,-63.91,0.05
100.4,-94,-95,0.96,-60.27,0.77,-63.81,-0.03
100.6,-94,-93,-0.80,-63.08,-0.64,-63.89,-0.02
100.7,-94,-95,0.96,-64.55,0.77,-63.79,0.02
100.8,-94,-91,-2.56,-63.01,-2.05,-64.05,-0.03
101.0,-94,-95,0.96,-66.13,0.77,-63.95,0.03
101.1,-94,-95,0.96,-63.15,0.77,-63.86,0.00
101.2,-94,-93,-0.80,-63.09,-0.64,-63.94,-0.02
101.3,-94,-97,2.72,-64.59,2.17,-63.67,0.03
101.5,-94,-93,-0.80,-61.46,-0.64,-63.75,-0.03
101.6,-94,-95,0.96,-64.42,0.77,-63.65,0.02
101.7,-94,-91,-2.56,-62.87,-2.05,-63.91,-0.03
101.8,-94,-95,0.96,-65.99,0.77,-63.81,0.03
102.0,-94,-91,-2.56,-63.01,-2.05,-64.07,-0.03
102.1,-94,-95,0.96,-66.15,0.77,-63.97,0.03
102.2,-94,-95,0.96,-63.17,0.77,-63.87,0.00
102.3,-94,-95,0.96,-63.11,0.77,-63.78,0.00
102.5,-94,-93,-0.80,-63.01,-0.64,-63.86,-0.02
102.6,-94,-97,2.72,-64.51,2.17,-63.59,0.03
102.7,-94,-93,-0.80,-61.38,-0.64,-63.67,-0.03
102.8,-94,-95,0.96,-64.34,0.77,-63.57,0.02
103.0,-94,-93,-0.80,-62.79,-0.64,-63.65,-0.02
103.1,-94,-93,-0.80,-64.31,-0.64,-63.73,0.00
103.2,-94,-93,-0.80,-64.37,-0.64,-63.81,0.00
103.3,-94,-93,-0.80,-64.45,-0.64,-63.89,0.00
103.5,-94,-95,0.96,-64.53,0.77,-63.79,0.02
103.6,-94,-93,-0.80,-63.01,-0.64,-63.87,-0.02
103.7,-94,-97,2.72,-64.53,2.17,-63.60,0.03
103.9,-94,-93,-0.80,-61.39,-0.64,-63.68,-0.03
104.0,-94,-95,0.96,-64.36,0.77,-63.59,0.02
104.1,-94,-91,-2.56,-62.80,-2.05,-63.84,-0.03
104.2,-94,-93,-0.80,-65.92,-0.64,-63.92,0.02
104.4,-94,-93,-0.80,-64.54,-0.64,-64.00,0.00
104.5,-94,-93,-0.80,-64.64,-0.64,-64.08,0.00
104.6,-94,-95,0.96,-64.72,0.77,-63.99,0.02
104.7,-94,-91,-2.56,-63.20,-2.05,-64.24,-0.03
104.9,-94,-95,0.96,-66.32,0.77,-64.15,0.03
105.0,-94,-93,-0.80,-63.34,-0.64,-64.23,-0.02
105.1,-94,-93,-0.80,-64.88,-0.64,-64.31,0.00
105.2,-94,-93,-0.80,-64.95,-0.64,-64.39,0.00
105.4,-94,-93,-0.80,-65.03,-0.64,-64.47,0.00
105.5,-94,-93,-0.80,-65.11,-0.64,-64.55,0.00
105.6,-94,-95,0.96,-65.19,0.77,-64.45,0.02
105.8,-94,-93,-0.80,-63.67,-0.64,-64.53,-0.02
105.9,-94,-95,0.96,-65.19,0.77,-64.43,0.02
106.0,-94,-93,-0.80,-63.65,-0.64,-64.51,-0.02
106.1,-94,-95,0.96,-65.17,0.77,-64.42,0.02
106.3,-94,-93,-0.80,-63.63,-0.64,-64.50,-0.02
106.4,-94,-95,0.96,-65.15,0.77,-64.40,0.02
106.5,-94,-95,0.96,-63.62,0.77,-64.31,0.00
106.6,-94,-91,-2.56,-63.54,-2.05,-64.56,-0.03
106.8,-94,-95,0.96,-66.64,0.77,-64.47,0.03
106.9,-94,-93,-0.80,-63.66,-0.64,-64.55,-0.02
107.0,-94,-95,0.96,-65.20,0.77,-64.45,0.02
107.1,-94,-91,-2.56,-63.67,-2.05,-64.71,-0.03
107.3,-94,-95,0.96,-66.79,0.77,-64.61,0.03
107.4,-94,-93,-0.80,-63.81,-0.64,-64.69,-0.02
107.5,-94,-95,0.96,-65.35,0.77,-64.59,0.02
107.6,-94,-91,-2.56,-63.81,-2.05,-64.85,-0.03
107.8,-94,-95,0.96,-66.93,0.77,-64.75,0.03
107.9,-94,-93,-0.80,-63.95,-0.64,-64.83,-0.02
108.0,-94,-97,2.72,-65.49,2.17,-64.56,0.03
108.2,-94,-93,-0.80,-62.35,-0.64,-64.64,-0.03
108.3,-94,-95,0.96,-65.32,0.77,-64.55,0.02
108.4,-94,-91,-2.56,-63.76,-2.05,-64.80,-0.03
108.5,-94,-95,0.96,-66.88,0.77,-64.71,0.03
108.7,-94,-91,-2.56,-63.90,-2.05,-64.96,-0.03
108.8,-96,-97,0.72,-67.04,0.57,-64.89,0.03
108.9,-112,-93,-18.80,-64.28,-15.04,-66.77,-0.19
109.0,-141,-100,-40.77,-82.00,-32.61,-70.85,-0.22
109.2,-160,-107,-52.73,-103.67,-42.19,-76.12,-0.12
109.3,-160,-130,-29.87,-118.42,-23.90,-79.11,0.22
109.4,-160,-148,-12.29,-102.78,-9.83,-80.34,0.17
109.6,-160,-155,-5.25,-89.99,-4.20,-80.86,0.07
109.7,-160,-146,-14.04,-84.99,-11.24,-82.27,-0.09
109.8,-160,-144,-15.80,-93.59,-12.64,-83.85,-0.02
110.0,-160,-142,-17.56,-96.51,-14.05,-85.60,-0.02
110.1,-160,-144,-15.80,-99.67,-12.64,-87.18,0.02
110.2,-160,-148,-12.29,-99.81,-9.83,-88.41,0.03
110.4,-160,-149,-10.53,-98.20,-8.42,-89.46,0.02
110.5,-160,-148,-12.29,-97.87,-9.83,-90.69,-0.02
110.6,-160,-151,-8.77,-100.54,-7.02,-91.57,0.03
110.7,-160,-149,-10.53,-98.55,-8.42,-92.62,-0.02
110.9,-160,-151,-8.77,-101.06,-7.02,-93.50,0.02
111.0,-160,-153,-7.01,-100.50,-5.61,-94.20,0.02
111.1,-160,-151,-8.77,-99.79,-7.02,-95.08,-0.02
111.3,-160,-153,-7.01,-102.11,-5.61,-95.78,0.02
111.4,-160,-155,-5.25,-101.37,-4.20,-96.30,0.02
111.5,-160,-155,-5.25,-100.49,-4.20,-96.83,0.00
111.7,-160,-155,-5.25,-101.03,-4.20,-97.35,0.00
111.8,-160,-153,-7.01,-101.55,-5.61,-98.05,-0.02
111.9,-160,-155,-5.25,-103.68,-4.20,-98.58,0.02
112.0,-160,-155,-5.25,-102.76,-4.20,-99.10,0.00
112.2,-160,-157,-3.49,-103.31,-2.79,-99.45,0.02
112.3,-160,-155,-5.25,-102.23,-4.20,-99.98,-0.02
112.4,-160,-158,-1.74,-104.20,-1.39,-100.15,0.03
112.6,-160,-158,-1.74,-101.51,-1.39,-100.33,0.00
112.7,-160,-158,-1.74,-101.71,-1.39,-100.50,0.00
112.8,-160,-157,-3.49,-101.89,-2.79,-100.85,-0.02
