Tempo: 2.2s	Setpoint: 158 RPM		Vel.: 0 RPM	erro: 158.00 RPM		Controle: 0.00	AcaoP: 126.40	AcaoI: 15.80	 AcaoD: 1.55
Tempo: 2.3s	Setpoint: 157 RPM		Vel.: 11 RPM	erro: 146.45 RPM		Controle: 143.75	AcaoP: 117.16	AcaoI: 30.44	 AcaoD: -0.11
Tempo: 2.4s	Setpoint: 160 RPM		Vel.: 74 RPM	erro: 86.14 RPM		Controle: 147.49	AcaoP: 68.91	AcaoI: 39.06	 AcaoD: -0.59
Tempo: 2.5s	Setpoint: 157 RPM		Vel.: 116 RPM	erro: 40.94 RPM		Controle: 107.38	AcaoP: 32.75	AcaoI: 43.15	 AcaoD: -0.44
Tempo: 2.6s	Setpoint: 158 RPM		Vel.: 151 RPM	erro: 6.77 RPM		Controle: 75.46	AcaoP: 5.42	AcaoI: 43.83	 AcaoD: -0.33
Tempo: 2.7s	Setpoint: 158 RPM		Vel.: 141 RPM	erro: 17.32 RPM		Controle: 48.91	AcaoP: 13.86	AcaoI: 45.56	 AcaoD: 0.10
Tempo: 2.9s	Setpoint: 158 RPM		Vel.: 125 RPM	erro: 33.15 RPM		Controle: 59.52	AcaoP: 26.52	AcaoI: 48.88	 AcaoD: 0.16
Tempo: 3.0s	Setpoint: 158 RPM		Vel.: 107 RPM	erro: 50.73 RPM		Controle: 75.55	AcaoP: 40.59	AcaoI: 53.95	 AcaoD: 0.17
Tempo: 3.1s	Setpoint: 159 RPM		Vel.: 106 RPM	erro: 53.49 RPM		Controle: 94.71	AcaoP: 42.79	AcaoI: 59.30	 AcaoD: 0.03
Tempo: 3.2s	Setpoint: 159 RPM		Vel.: 116 RPM	erro: 42.94 RPM		Controle: 102.12	AcaoP: 34.35	AcaoI: 63.59	 AcaoD: -0.10
Tempo: 3.4s	Setpoint: 158 RPM		Vel.: 132 RPM	erro: 26.11 RPM		Controle: 97.84	AcaoP: 20.89	AcaoI: 66.20	 AcaoD: -0.16
Tempo: 3.5s	Setpoint: 159 RPM		Vel.: 137 RPM	erro: 21.84 RPM		Controle: 86.93	AcaoP: 17.47	AcaoI: 68.39	 AcaoD: -0.04
Tempo: 3.6s	Setpoint: 158 RPM		Vel.: 139 RPM	erro: 19.08 RPM		Controle: 85.82	AcaoP: 15.26	AcaoI: 70.30	 AcaoD: -0.03
Tempo: 3.7s	Setpoint: 158 RPM		Vel.: 135 RPM	erro: 22.60 RPM		Controle: 85.53	AcaoP: 18.08	AcaoI: 72.56	 AcaoD: 0.03
Tempo: 3.9s	Setpoint: 158 RPM		Vel.: 132 RPM	erro: 26.11 RPM		Controle: 90.67	AcaoP: 20.89	AcaoI: 75.17	 AcaoD: 0.03
Tempo: 4.0s	Setpoint: 158 RPM		Vel.: 132 RPM	erro: 26.11 RPM		Controle: 96.09	AcaoP: 20.89	AcaoI: 77.78	 AcaoD: 0.00
Tempo: 4.1s	Setpoint: 158 RPM		Vel.: 135 RPM	erro: 22.60 RPM		Controle: 98.67	AcaoP: 18.08	AcaoI: 80.04	 AcaoD: -0.03
Tempo: 4.2s	Setpoint: 158 RPM		Vel.: 141 RPM	erro: 17.32 RPM		Controle: 98.08	AcaoP: 13.86	AcaoI: 81.77	 AcaoD: -0.05
Tempo: 4.4s	Setpoint: 159 RPM		Vel.: 144 RPM	erro: 14.80 RPM		Controle: 95.57	AcaoP: 11.84	AcaoI: 83.25	 AcaoD: -0.02
Tempo: 4.5s	Setpoint: 158 RPM		Vel.: 142 RPM	erro: 15.56 RPM		Controle: 95.07	AcaoP: 12.45	AcaoI: 84.81	 AcaoD: 0.01
Tempo: 4.6s	Setpoint: 158 RPM		Vel.: 142 RPM	erro: 15.56 RPM		Controle: 97.26	AcaoP: 12.45	AcaoI: 86.36	 AcaoD: 0.00
Tempo: 4.7s	Setpoint: 159 RPM		Vel.: 142 RPM	erro: 16.56 RPM		Controle: 98.81	AcaoP: 13.25	AcaoI: 88.02	 AcaoD: 0.01
