Tempo(s),Setpoint(RPM),Vel(RPM),erro(RPM),Controle,AcaoP,AcaoI,AcaoD
16.3,150,155,-4.75,105.93,-3.80,105.56,-0.02
16.5,152,155,-2.75,101.74,-2.20,104.19,0.02
16.6,150,153,-2.99,102.00,-2.39,102.69,-0.00
16.7,150,149,0.53,100.30,0.42,102.96,0.03
16.9,151,148,3.29,103.41,2.63,104.60,0.02
17.0,154,146,08.04,107.25,6.44,108.62,0.04
17.1,150,149,0.53,115.09,0.42,108.88,-0.06
17.2,152,151,0.77,109.25,0.62,109.27,0.00
17.3,150,153,-2.99,109.89,-2.39,107.77,-0.03
17.5,150,157,-6.51,105.35,-5.21,104.52,-0.03
17.6,154,153,01.01,99.29,0.81,105.03,0.06
17.7,155,148,7.29,105.90,5.83,108.67,0.05
17.8,151,146,05.04,114.55,04.04,111.19,-0.02
18.0,153,149,3.53,115.21,2.82,112.96,-0.01
18.1,154,155,-0.75,115.77,-0.60,112.58,-0.03
18.2,151,157,-5.51,111.95,-4.41,109.83,-0.04
18.4,150,157,-6.51,105.39,-5.21,106.58,-0.01
18.5,150,155,-4.75,101.36,-3.80,104.20,0.01
18.6,151,151,-0.23,100.42,-0.18,104.09,0.04
18.7,154,148,6.29,103.94,05.03,107.23,0.05
18.9,150,142,7.56,112.31,06.05,111.01,0.01
19.0,150,146,04.04,117.07,3.24,113.03,-0.03
19.1,150,151,-1.23,116.24,-0.98,112.42,-0.04
19.2,151,155,-3.75,111.39,-3.00,110.54,-0.02
19.4,154,157,-2.51,107.52,-2.01,109.29,0.01
19.5,150,153,-2.99,107.29,-2.39,107.79,-0.00
19.6,152,153,-0.99,105.40,-0.79,107.30,0.02
19.7,150,149,0.53,106.52,0.42,107.56,0.01
19.9,152,148,4.29,108.00,3.43,109.71,0.03
20.0,153,146,07.04,113.17,5.64,113.23,0.02
20.1,150,148,2.29,118.89,1.83,114.37,-0.04
20.2,150,151,-1.23,116.16,-0.98,113.76,-0.03
20.4,153,157,-3.51,112.74,-2.81,112.00,-0.02
20.5,154,158,-4.26,109.18,-3.41,109.87,-0.01
20.6,151,155,-3.75,106.45,-3.00,108.00,0.00
20.7,154,153,01.01,105.00,0.81,108.50,0.04
20.9,150,148,2.29,109.35,1.83,109.65,0.01
21.0,151,148,3.29,111.48,2.63,111.29,0.01
21.1,154,149,4.53,113.93,3.62,113.55,0.01
21.2,150,149,0.53,117.18,0.42,113.82,-0.03
21.4,152,155,-2.75,114.21,-2.20,112.44,-0.03
21.5,154,158,-4.26,110.22,-3.41,110.31,-0.01
21.6,152,157,-4.51,106.89,-3.61,108.06,-0.00
21.7,150,155,-4.75,104.45,-3.80,105.68,-0.00
21.9,150,153,-2.99,101.88,-2.39,104.19,0.01
22.0,151,149,1.53,101.81,1.22,104.95,0.04
22.1,154,146,08.04,106.21,6.44,108.97,0.05
22.2,150,146,04.04,115.46,3.24,111.00,-0.03
22.4,152,149,2.53,114.20,02.02,112.26,-0.01
22.5,154,151,2.77,114.27,2.22,113.64,0.00
22.6,150,153,-2.99,115.86,-2.39,112.15,-0.05
22.7,152,157,-4.51,109.71,-3.61,109.90,-0.01
22.9,155,157,-1.51,106.28,-1.21,109.14,0.02
23.0,151,153,-1.99,107.96,-1.59,108.15,-0.00
23.1,153,151,1.77,106.55,1.42,109.03,0.03
23.2,150,148,2.29,110.48,1.83,110.18,0.00
23.4,151,149,1.53,112.01,1.22,110.94,-0.01
23.5,150,151,-1.23,112.16,-0.98,110.32,-0.02
23.6,150,153,-2.99,109.32,-2.39,108.83,-0.01
23.7,152,155,-2.75,106.42,-2.20,107.46,0.00
23.9,150,151,-1.23,105.26,-0.98,106.84,0.01
24.0,153,149,3.53,105.87,2.82,108.60,0.04
24.1,154,148,6.29,111.46,05.03,111.75,0.02
24.2,150,148,2.29,116.80,1.83,112.89,-0.03
24.4,150,151,-1.23,114.69,-0.98,112.27,-0.03
24.5,153,157,-3.51,111.26,-2.81,110.52,-0.02
24.6,154,155,-0.75,107.70,-0.60,110.15,0.02
24.7,151,153,-1.99,109.57,-1.59,109.15,-0.01
24.9,154,153,01.01,107.55,0.81,109.66,0.02
25.0,150,148,2.29,110.49,1.83,110.80,0.01
25.1,151,149,1.53,112.64,1.22,111.56,-0.01
25.2,150,151,-1.23,112.78,-0.98,110.95,-0.02
25.4,150,155,-4.75,109.94,-3.80,108.58,-0.03
25.5,153,153,0.01,104.75,0.01,108.58,0.04
25.6,150,148,2.29,108.63,1.83,109.72,0.02
25.7,152,146,06.04,111.57,4.84,112.75,0.03
25.9,153,148,5.29,117.61,4.23,115.39,-0.01
26.0,154,151,2.77,119.61,2.22,116.77,-0.02
26.1,151,153,-1.99,118.97,-1.59,115.78,-0.04
26.2,150,158,-8.26,114.15,-6.61,111.65,-0.05
26.4,150,158,-8.26,104.98,-6.61,107.51,0.00
26.5,151,155,-3.75,100.90,-3.00,105.64,0.04
26.6,154,149,4.53,102.68,3.62,107.90,0.07
26.8,151,146,05.04,111.59,04.04,110.43,0.00
26.9,150,146,04.04,114.47,3.24,112.45,-0.01
27.0,150,149,0.53,115.68,0.42,112.71,-0.03
27.1,150,153,-2.99,113.11,-2.39,111.22,-0.03
27.3,153,155,-1.75,108.80,-1.40,110.34,0.01
27.4,150,153,-2.99,108.95,-2.39,108.85,-0.01
27.5,151,153,-1.99,106.45,-1.59,107.85,0.01
27.6,150,151,-1.23,106.27,-0.98,107.24,0.01
27.8,155,149,5.53,106.26,4.42,110.00,0.05
27.9,152,146,06.04,114.48,4.84,113.02,0.00
28.0,150,148,2.29,117.86,1.83,114.17,-0.03
28.1,150,153,-2.99,115.97,-2.39,112.67,-0.04
28.3,153,157,-3.51,110.24,-2.81,110.92,-0.00
28.4,154,155,-0.75,108.11,-0.60,110.55,0.02
28.5,150,153,-2.99,109.97,-2.39,109.05,-0.02
28.6,153,153,0.01,106.64,0.01,109.06,0.02
28.8,150,148,2.29,109.09,1.83,110.20,0.02
28.9,151,148,3.29,112.05,2.63,111.84,0.01
29.0,153,148,5.29,114.48,4.23,114.48,0.02
29.1,150,151,-1.23,118.73,-0.98,113.87,-0.05
29.3,151,157,-5.51,112.83,-4.41,111.12,-0.03
29.4,154,157,-2.51,106.68,-2.01,109.86,0.02
29.5,151,153,-1.99,107.88,-1.59,108.87,0.00
29.6,150,151,-1.23,107.28,-0.98,108.25,0.01
29.8,154,149,4.53,107.27,3.62,110.52,0.05
29.9,150,148,2.29,114.18,1.83,111.66,-0.02
30.0,153,149,3.53,113.47,2.82,113.42,0.01
30.1,150,148,2.29,116.26,1.83,114.57,-0.01
30.3,151,151,-0.23,116.39,-0.18,114.45,-0.02
30.4,154,155,-0.75,114.25,-0.60,114.08,-0.00
30.5,156,153,03.01,113.47,2.41,115.58,0.03
30.6,151,151,-0.23,118.02,-0.18,115.47,-0.03
30.8,154,155,-0.75,115.26,-0.60,115.09,-0.00
30.9,152,157,-4.51,114.49,-3.61,112.84,-0.03
31.0,150,155,-4.75,109.20,-3.80,110.47,-0.00
31.1,150,155,-4.75,106.67,-3.80,108.09,0.00
31.3,151,151,-0.23,104.29,-0.18,107.98,0.04
31.4,153,149,3.53,107.83,2.82,109.74,0.03
31.5,150,146,04.04,112.59,3.24,111.76,0.00
31.6,151,148,3.29,115.00,2.63,113.41,-0.01
31.8,150,153,-2.99,116.03,-2.39,111.91,-0.05
31.9,150,155,-4.75,109.47,-3.80,109.54,-0.01
32.0,152,157,-4.51,105.72,-3.61,107.28,0.00
32.1,150,151,-1.23,103.68,-0.98,106.67,0.03
32.3,152,148,4.29,105.71,3.43,108.81,0.04
32.4,152,146,06.04,112.28,4.84,111.83,0.01
32.5,150,146,04.04,116.68,3.24,113.86,-0.02
32.6,150,148,2.29,117.08,1.83,115.00,-0.01
32.8,154,149,4.53,116.81,3.62,117.26,0.02
32.9,150,149,0.53,120.90,0.42,117.53,-0.03
33.0,151,153,-1.99,117.92,-1.59,116.53,-0.02
33.1,153,155,-1.75,114.92,-1.40,115.66,0.00
33.3,150,155,-4.75,114.26,-3.80,113.28,-0.02
33.4,152,157,-4.51,109.46,-3.61,111.03,0.00
33.5,150,153,-2.99,107.43,-2.39,109.54,0.01
33.6,152,149,2.53,107.16,02.02,110.80,0.04
33.8,153,148,5.29,112.87,4.23,113.44,0.02
33.9,150,148,2.29,117.69,1.83,114.59,-0.02
34.0,150,153,-2.99,116.39,-2.39,113.09,-0.04
34.1,153,157,-3.51,110.66,-2.81,111.34,-0.00
34.3,155,157,-1.51,108.53,-1.21,110.58,0.02
34.4,151,153,-1.99,109.39,-1.59,109.59,-0.00
34.5,155,153,02.01,107.99,1.61,110.59,0.03
34.7,150,148,2.29,112.24,1.83,111.74,0.00
34.8,151,149,1.53,113.57,1.22,112.50,-0.01
34.9,150,151,-1.23,113.72,-0.98,111.89,-0.02
35.0,150,153,-2.99,110.88,-2.39,110.39,-0.01
35.2,153,155,-1.75,107.99,-1.40,109.52,0.01
35.3,150,153,-2.99,108.13,-2.39,108.02,-0.01
35.4,151,153,-1.99,105.62,-1.59,107.03,0.01
35.5,150,151,-1.23,105.44,-0.98,106.41,0.01
35.7,155,149,5.53,105.43,4.42,109.18,0.05
35.8,152,146,06.04,113.65,4.84,112.20,0.00
35.9,150,148,2.29,117.04,1.83,113.34,-0.03
36.0,150,151,-1.23,115.14,-0.98,112.73,-0.03
36.2,151,155,-3.75,111.71,-3.00,110.85,-0.02
36.3,155,155,0.25,107.83,0.20,110.98,0.03
36.4,150,149,0.53,111.21,0.42,111.24,0.00
36.5,150,151,-1.23,111.67,-0.98,110.63,-0.01
36.7,150,153,-2.99,109.63,-2.39,109.13,-0.01
36.8,151,155,-3.75,106.73,-3.00,107.26,-0.01
36.9,154,151,2.77,104.25,2.22,108.64,0.05
37.0,150,148,2.29,110.91,1.83,109.79,-0.00
37.2,152,149,2.53,111.61,02.02,111.05,0.00
37.3,150,148,2.29,113.07,1.83,112.19,-0.00
37.4,150,151,-1.23,114.02,-0.98,111.58,-0.03
37.5,152,155,-2.75,110.56,-2.20,110.20,-0.01
37.7,155,155,0.25,107.99,0.20,110.33,0.02
37.8,150,151,-1.23,110.55,-0.98,109.71,-0.01
37.9,154,153,01.01,108.72,0.81,110.22,0.02
38.0,150,149,0.53,111.04,0.42,110.48,-0.00
38.2,151,151,-0.23,110.90,-0.18,110.37,-0.01
38.3,153,153,0.01,110.18,0.01,110.37,0.00
38.4,150,148,2.29,110.38,1.83,111.52,0.02
38.5,151,149,1.53,113.36,1.22,112.28,-0.01
38.7,150,153,-2.99,113.49,-2.39,110.78,-0.04
38.8,150,155,-4.75,108.36,-3.80,108.41,-0.01
38.9,152,155,-2.75,104.60,-2.20,107.04,0.02
39.0,150,151,-1.23,104.85,-0.98,106.42,0.01
39.2,152,151,0.77,105.45,0.62,106.81,0.02
39.3,153,146,07.04,107.44,5.64,110.33,0.05
39.4,150,148,2.29,116.01,1.83,111.47,-0.04
39.5,150,151,-1.23,113.26,-0.98,110.86,-0.03
39.7,153,157,-3.51,109.84,-2.81,109.10,-0.02
39.8,155,157,-1.51,106.28,-1.21,108.35,0.02
39.9,152,153,-0.99,107.16,-0.79,107.85,0.00
40.0,150,151,-1.23,107.07,-0.98,107.24,-0.00
40.2,150,153,-2.99,106.25,-2.39,105.74,-0.01
40.3,153,153,0.01,103.34,0.01,105.75,0.02
40.4,150,148,2.29,105.78,1.83,106.89,0.02
40.5,152,146,06.04,108.74,4.84,109.91,0.03
40.7,153,146,07.04,114.78,5.64,113.44,0.01
40.8,150,148,2.29,119.08,1.83,114.58,-0.04
40.9,150,155,-4.75,116.37,-3.80,112.21,-0.06
41.0,153,157,-3.51,108.35,-2.81,110.45,0.01
41.2,150,157,-6.51,107.66,-5.21,107.20,-0.02
41.3,151,153,-1.99,101.97,-1.59,106.20,0.04
41.4,150,151,-1.23,104.65,-0.98,105.59,0.01
41.5,153,148,5.29,104.61,4.23,108.23,0.05
41.7,152,146,06.04,112.51,4.84,111.25,0.01
41.8,150,148,2.29,116.10,1.83,112.40,-0.03
41.9,150,153,-2.99,114.20,-2.39,110.90,-0.04
42.0,153,157,-3.51,108.47,-2.81,109.15,-0.00
42.2,155,155,0.25,106.34,0.20,109.28,0.03
42.3,151,151,-0.23,109.51,-0.18,109.16,-0.00
42.4,154,153,01.01,108.97,0.81,109.67,0.01
42.6,150,149,0.53,110.48,0.42,109.93,-0.00
42.7,151,149,1.53,110.35,1.22,110.69,0.01
42.8,150,151,-1.23,111.92,-0.98,110.08,-0.02
42.9,150,155,-4.75,109.07,-3.80,107.70,-0.03
43.1,152,155,-2.75,103.88,-2.20,106.33,0.02
43.2,150,151,-1.23,104.15,-0.98,105.71,0.01
43.3,152,151,0.77,104.74,0.62,106.10,0.02
43.4,153,146,07.04,106.73,5.64,109.62,0.05
43.6,150,148,2.29,115.31,1.83,110.76,-0.04
43.7,150,151,-1.23,112.55,-0.98,110.15,-0.03
43.8,154,155,-0.75,109.14,-0.60,109.77,0.00
43.9,150,155,-4.75,109.18,-3.80,107.40,-0.03
44.1,151,155,-3.75,103.57,-3.00,105.53,0.01
44.2,150,151,-1.23,102.54,-0.98,104.91,0.02
44.3,152,151,0.77,103.95,0.62,105.30,0.02
44.4,153,146,07.04,105.93,5.64,108.82,0.05
44.6,150,148,2.29,114.50,1.83,109.96,-0.04
44.7,150,149,0.53,111.75,0.42,110.22,-0.01
44.8,153,153,0.01,110.63,0.01,110.23,-0.00
44.9,154,155,-0.75,110.23,-0.60,109.86,-0.01
45.1,151,155,-3.75,109.25,-3.00,107.98,-0.02
45.2,150,157,-6.51,104.96,-5.21,104.73,-0.02
45.3,150,155,-4.75,99.50,-3.80,102.35,0.01
45.4,151,149,1.53,98.57,1.22,103.12,0.05
45.6,154,144,9.80,104.39,7.84,108.02,0.07
45.7,150,146,04.04,115.93,3.24,110.04,-0.05
45.8,152,151,0.77,113.23,0.62,110.43,-0.03
45.9,154,153,01.01,111.02,0.81,110.93,0.00
46.1,150,153,-2.99,111.74,-2.39,109.44,-0.03
46.2,152,157,-4.51,107.01,-3.61,107.18,-0.01
46.3,154,157,-2.51,103.57,-2.01,105.93,0.02
46.4,150,153,-2.99,103.94,-2.39,104.44,-0.00
46.6,153,153,0.01,102.04,0.01,104.44,0.02
46.7,150,148,2.29,104.47,1.83,105.58,0.02
46.8,152,148,4.29,107.43,3.43,107.73,0.02
46.9,154,149,4.53,111.17,3.62,109.99,0.00
47.1,150,149,0.53,113.62,0.42,110.25,-0.03
47.2,151,155,-3.75,110.65,-3.00,108.38,-0.03
47.3,154,157,-2.51,105.35,-2.01,107.13,0.01
47.4,150,151,-1.23,105.13,-0.98,106.51,0.01
47.6,151,153,-1.99,105.54,-1.59,105.52,-0.01
47.7,150,151,-1.23,103.92,-0.98,104.90,0.01
47.8,151,151,-0.23,103.92,-0.18,104.79,0.01
47.9,154,151,2.77,104.61,2.22,106.17,0.02
48.1,150,148,2.29,108.41,1.83,107.31,-0.00
48.2,151,149,1.53,109.14,1.22,108.08,-0.01
48.3,154,151,2.77,109.29,2.22,109.46,0.01
48.4,150,149,0.53,111.69,0.42,109.73,-0.02
48.6,151,153,-1.99,110.13,-1.59,108.73,-0.02
48.7,154,155,-0.75,107.12,-0.60,108.36,0.01
48.8,150,153,-2.99,107.77,-2.39,106.86,-0.02
48.9,152,153,-0.99,104.45,-0.79,106.37,0.02
49.1,150,151,-1.23,105.59,-0.98,105.75,-0.00
49.2,140,151,-11.23,104.77,-8.98,100.14,-0.08
49.3,124,153,-28.99,91.07,-23.19,85.64,-0.14
49.4,110,148,-37.71,62.31,-30.17,66.79,-0.07
49.6,101,134,-32.65,36.54,-26.12,50.46,0.04
49.7,94,111,-16.79,24.39,-13.43,42.07,0.13
49.8,90,81,9.11,28.77,7.29,46.62,0.21
49.9,89,53,36.25,54.12,29.00,64.75,0.22
50.1,92,47,44.52,93.96,35.62,87.01,0.07
50.2,88,72,15.90,122.69,12.72,94.96,-0.23
50.3,88,111,-22.79,107.45,-18.23,83.57,-0.31
50.4,88,139,-50.92,65.03,-40.74,58.10,-0.23
50.6,89,132,-42.89,17.14,-34.31,36.66,0.06
50.7,89,106,-16.51,2.41,-13.21,28.41,0.21
50.8,90,67,23.18,15.41,18.54,39.99,0.32
50.9,89,35,53.83,58.85,43.06,66.91,0.25
51.1,88,30,58.11,110.22,46.48,95.96,0.03
51.2,87,72,14.90,142.48,11.92,103.41,-0.35
51.3,87,125,-37.85,114.99,-30.28,84.49,-0.42
51.4,89,148,-58.71,53.78,-46.97,55.13,-0.17
51.6,89,137,-48.16,7.99,-38.53,31.05,0.08
51.7,90,102,-11.99,-7.40,-9.59,25.05,0.29
51.8,90,62,28.45,15.75,22.76,39.28,0.32
51.9,89,28,60.86,62.36,48.69,69.71,0.26
52.0,90,26,63.62,118.66,50.90,101.52,0.02
52.2,93,76,17.38,152.44,13.91,110.21,-0.37
52.3,101,128,-27.37,123.75,-21.90,96.53,-0.36
52.4,104,157,-52.51,74.27,-42.01,70.27,-0.20
52.6,111,146,-34.96,28.07,-27.96,52.80,0.14
52.7,113,120,-6.58,24.97,-5.26,49.51,0.23
52.8,114,86,27.83,44.47,22.27,63.42,0.28
52.9,114,63,50.69,85.97,40.56,88.77,0.18
53.0,112,74,38.14,129.51,30.51,107.84,-0.10
53.2,114,113,1.46,138.26,1.16,108.57,-0.29
53.3,112,144,-32.20,109.44,-25.76,92.47,-0.27
53.4,116,155,-38.75,66.45,-31.00,73.10,-0.05
53.6,113,141,-27.68,42.05,-22.14,59.26,0.09
53.7,116,118,-1.82,37.20,-1.46,58.35,0.21
53.8,114,91,22.56,57.10,18.05,69.63,0.20
53.9,113,77,35.63,87.87,28.50,87.44,0.10
54.0,116,88,28.08,116.05,22.46,101.48,-0.06
54.2,111,118,-6.82,123.88,-5.46,98.07,-0.28
54.3,112,139,-26.92,92.33,-21.54,84.61,-0.16
54.4,112,146,-33.96,62.91,-27.16,67.63,-0.06
54.6,113,132,-18.89,40.41,-15.11,58.19,0.12
54.7,114,111,3.21,43.20,2.57,59.79,0.18
54.8,115,84,30.59,62.54,24.47,75.09,0.22
54.9,114,77,36.63,99.78,29.30,93.40,0.05
55.0,112,95,17.04,122.75,13.63,101.92,-0.16
55.2,116,127,-10.61,115.40,-8.49,96.62,-0.22
55.3,113,146,-32.96,87.91,-26.36,80.14,-0.18
55.4,113,146,-32.96,53.60,-26.36,63.66,0.00
55.5,114,128,-14.37,37.30,-11.50,56.48,0.15
55.7,114,104,10.25,45.13,8.20,61.60,0.20
55.8,117,81,36.11,70.00,28.89,79.66,0.21
55.9,114,79,34.87,108.75,27.89,97.09,-0.01
56.0,112,104,8.25,124.97,6.60,101.21,-0.21
56.2,112,132,-19.89,107.60,-15.91,91.27,-0.23
56.3,114,148,-33.71,75.13,-26.97,74.41,-0.11
56.4,113,139,-25.92,47.33,-20.74,61.45,0.06
56.6,114,121,-7.34,40.78,-5.87,57.78,0.15
56.7,114,97,17.28,52.06,13.83,66.43,0.20
56.8,115,81,34.11,80.45,27.29,83.48,0.13
56.9,119,84,34.59,110.90,27.67,100.78,0.00
57.0,113,113,0.46,128.45,0.36,101.00,-0.27
57.2,112,137,-25.16,101.10,-20.13,88.42,-0.20
57.3,116,149,-33.47,68.09,-26.78,71.69,-0.07
57.4,113,139,-25.92,44.84,-20.74,58.73,0.06
57.6,118,116,1.94,38.05,1.55,59.69,0.22
57.7,114,91,22.56,61.47,18.05,70.97,0.16
57.8,113,81,32.11,89.19,25.69,87.03,0.08
57.9,116,91,24.56,112.79,19.65,99.31,-0.06
58.0,117,118,-0.82,118.89,-0.66,98.90,-0.20
58.2,114,139,-24.92,98.04,-19.94,86.44,-0.19
58.3,116,146,-29.96,66.31,-23.96,71.46,-0.04
58.4,113,135,-22.40,47.45,-17.92,60.26,0.06
58.5,115,116,-1.06,42.39,-0.85,59.73,0.17
58.7,114,93,20.80,59.05,16.64,70.13,0.17
58.8,113,83,30.35,86.94,24.28,85.30,0.08
58.9,115,91,23.56,109.66,18.85,97.08,-0.05
59.0,118,116,1.94,115.87,1.55,98.05,-0.17
59.2,113,135,-22.40,99.43,-17.92,86.85,-0.19
59.3,115,144,-29.20,68.73,-23.36,72.25,-0.05
59.4,114,135,-21.40,48.84,-17.12,61.55,0.06
59.5,114,116,-2.06,44.49,-1.65,60.52,0.15
59.7,114,93,20.80,59.02,16.64,70.92,0.18
59.8,113,83,30.35,87.74,24.28,86.09,0.08
59.9,113,93,19.80,110.45,15.84,95.99,-0.08
60.0,115,118,-2.82,111.75,-2.26,94.58,-0.18
60.2,112,135,-23.40,92.15,-18.72,82.88,-0.16
60.3,114,144,-30.20,63.99,-24.16,67.78,-0.05
60.4,117,132,-14.89,43.57,-11.91,60.34,0.12
60.5,114,111,3.21,48.55,2.57,61.94,0.14
60.7,113,90,23.32,64.66,18.65,73.60,0.16
60.8,113,84,28.59,92.42,22.87,87.90,0.04
