Tempo(s),Setpoint(RPM),Vel(RPM),erro(RPM),Controle,AcaoP,AcaoI
9.1,-160,-158,-1.74,-137.48,-1.04,-139.23
9.2,-160,-162,1.78,-140.27,01.07,-137.44
9.3,-160,-160,0.02,-136.38,0.01,-137.42
9.4,-160,-158,-1.74,-137.41,-1.04,-139.16
9.6,-160,-162,1.78,-140.20,01.07,-137.37
9.7,-160,-160,0.02,-136.31,0.01,-137.35
9.8,-160,-157,-3.49,-137.34,-2.10,-140.84
9.9,-160,-160,0.02,-142.94,0.01,-140.82
10.0,-160,-158,-1.74,-140.81,-1.04,-142.56
10.1,-160,-164,3.54,-143.60,2.12,-139.02
10.2,-160,-160,0.02,-136.89,0.01,-138.99
10.4,-160,-162,1.78,-138.98,01.07,-137.21
10.5,-160,-160,0.02,-136.14,0.01,-137.19
10.6,-160,-160,0.02,-137.17,0.01,-137.16
10.7,-160,-158,-1.74,-137.15,-1.04,-138.90
10.8,-160,-162,1.78,-139.94,01.07,-137.12
10.9,-160,-160,0.02,-136.05,0.01,-137.09
11.0,-160,-162,1.78,-137.08,01.07,-135.31
11.2,-160,-160,0.02,-134.24,0.01,-135.29
11.3,-160,-158,-1.74,-135.27,-1.04,-137.02
11.4,-160,-162,1.78,-138.06,01.07,-135.24
11.5,-160,-160,0.02,-134.17,0.01,-135.22
11.6,-160,-160,0.02,-135.20,0.01,-135.19
11.7,-160,-158,-1.74,-135.18,-1.04,-136.93
11.9,-160,-162,1.78,-137.97,01.07,-135.15
12.0,-160,-158,-1.74,-134.08,-1.04,-136.88
12.1,-160,-162,1.78,-137.92,01.07,-135.10
12.2,-160,-160,0.02,-134.03,0.01,-135.08
12.3,-160,-158,-1.74,-135.06,-1.04,-136.81
12.4,-160,-162,1.78,-137.85,01.07,-135.03
12.5,-160,-160,0.02,-133.96,0.01,-135.01
12.7,-160,-160,0.02,-134.99,0.01,-134.98
12.8,-160,-158,-1.74,-134.97,-1.04,-136.72
12.9,-160,-162,1.78,-137.76,01.07,-134.94
13.0,-156,-160,04.02,-133.87,2.41,-130.91
13.1,-151,-160,09.02,-128.50,5.41,-121.89
13.2,-145,-158,13.26,-116.48,7.96,-108.62
13.3,-135,-155,19.75,-100.67,11.85,-88.88
13.5,-122,-149,27.47,-77.03,16.48,-61.40
13.6,-111,-137,26.16,-44.92,15.70,-35.24
13.7,-104,-118,13.82,-19.54,8.29,-21.42
13.8,-97,-88,-9.08,-13.13,-5.45,-30.50
13.9,-96,-62,-34.45,-35.94,-20.67,-64.95
14.0,-97,-40,-56.55,-85.62,-33.93,-121.50
14.1,-96,-55,-41.49,-155.44,-24.89,-162.99
14.3,-96,-107,11.27,-187.88,6.76,-151.72
14.4,-96,-149,53.47,-144.96,32.08,-98.25
14.5,-96,-162,65.78,-66.17,39.47,-32.47
14.6,-97,-148,50.71,7.00,30.43,18.25
14.7,-96,-114,18.30,48.67,10.98,36.55
14.8,-96,-55,-41.49,47.53,-24.89,-4.94
14.9,-96,-2,-94.24,-29.83,-56.54,-99.18
15.1,-96,0,-96.00,-155.72,-57.60,-195.18
15.2,-96,-62,-34.45,-252.78,-20.67,-229.63
15.3,-96,-153,56.99,-250.30,34.19,-172.64
15.4,-96,-183,86.88,-138.45,52.13,-85.76
15.5,-98,-179,81.37,-33.63,48.82,-4.39
15.6,-97,-149,52.47,44.43,31.48,48.08
15.7,-96,-88,-8.08,79.56,-4.85,40.01
15.8,-96,-7,-88.97,35.16,-53.38,-48.96
16.0,-96,16,-111.83,-102.34,-67.10,-160.79
16.1,-97,-26,-70.62,-227.88,-42.37,-231.41
16.2,-97,-118,20.82,-273.78,12.49,-210.59
16.3,-96,-174,78.09,-198.10,46.85,-132.50
16.4,-96,-185,88.64,-85.64,53.19,-43.86
16.5,-96,-165,69.30,9.33,41.58,25.44
16.6,-97,-125,27.85,67.02,16.71,53.30
16.8,-96,-47,-48.52,70.01,-29.11,4.78
16.9,-96,21,-117.10,-24.34,-70.26,-112.33
17.0,-97,11,-107.55,-182.59,-64.53,-219.88
17.1,-96,-72,-23.90,-284.41,-14.34,-243.78
17.2,-97,-160,63.02,-258.12,37.81,-180.75
17.3,-97,-186,89.40,-142.94,53.64,-91.35
17.4,-96,-179,83.37,-37.71,50.02,-7.99
17.6,-96,-151,55.23,42.03,33.14,47.24
17.7,-98,-90,-8.32,80.38,-4.99,38.93
17.8,-98,-5,-92.72,33.94,-55.63,-53.80
17.9,-97,19,-116.34,-109.43,-69.81,-170.14
18.0,-97,-32,-65.35,-239.95,-39.21,-235.49
18.1,-97,-127,29.61,-274.70,17.77,-205.88
18.2,-97,-178,80.61,-188.11,48.37,-125.27
18.4,-96,-181,85.13,-76.90,51.08,-40.14
18.5,-97,-162,64.78,10.93,38.87,24.64
18.6,-97,-125,27.85,63.51,16.71,52.49
18.7,-97,-51,-46.00,69.21,-27.60,6.49
18.8,-96,23,-118.86,-21.11,-71.32,-112.37
18.9,-96,12,-108.31,-183.69,-64.99,-220.68
19.0,-96,-76,-20.38,-285.67,-12.23,-241.06
19.2,-95,-162,66.78,-253.30,40.07,-174.28
19.3,-92,-186,94.40,-134.21,56.64,-79.88
19.4,-83,-178,94.61,-23.24,56.77,14.73
19.5,-71,-148,76.71,71.49,46.03,91.44
19.6,-59,-63,4.31,137.47,2.58,95.75
19.7,-46,42,-88.20,98.33,-52.92,7.54
19.8,-36,90,-125.68,-45.38,-75.41,-118.14
19.9,-32,56,-88.27,-193.55,-52.96,-206.41
20.1,-32,-67,34.82,-259.38,20.89,-171.59
20.2,-33,-158,125.26,-150.70,75.16,-46.32
20.3,-32,-174,142.09,28.83,85.25,95.77
20.4,-33,-128,95.37,181.02,57.22,191.14
20.5,-33,32,-64.65,248.36,-38.79,126.48
20.6,-33,141,-173.68,87.69,-104.21,-47.20
20.7,-33,155,-187.75,-151.40,-112.65,-234.94
20.9,-33,7,-40.03,-347.59,-24.02,-274.98
21.0,-32,-139,106.92,-299.00,64.15,-168.06
21.1,-33,-188,155.16,-103.90,93.10,-12.90
21.2,-32,-174,142.09,80.20,85.25,129.19
21.3,-32,-74,41.86,214.45,25.11,171.05
21.4,-32,83,-114.65,196.17,-68.79,56.40
21.5,-32,149,-181.47,-12.39,-108.88,-125.07
21.7,-33,137,-170.16,-233.95,-102.10,-295.23
21.8,-33,-58,25.03,-397.33,15.02,-270.20
21.9,-32,-164,131.54,-255.18,78.92,-138.66
22.0,-32,-192,159.68,-59.74,95.81,21.01
22.1,-32,-169,136.82,116.82,82.09,157.83
22.2,-32,-42,10.20,239.92,6.12,168.03
22.3,-33,106,-138.51,174.16,-83.11,29.52
22.5,-32,160,-192.02,-53.58,-115.21,-162.50
22.6,-32,102,-133.99,-277.71,-80.40,-296.49
22.7,-32,-100,68.23,-376.89,40.94,-228.26
22.8,-31,-181,150.13,-187.32,90.08,-78.13
22.9,-27,-185,157.64,11.94,94.59,79.51
23.0,-23,-144,121.20,174.10,72.72,200.71
23.2,-18,16,-33.83,273.43,-20.30,166.88
23.3,-13,148,-160.71,146.58,-96.43,6.17
23.4,-8,171,-178.57,-90.26,-107.14,-172.41
23.5,-3,67,-69.82,-279.55,-41.89,-242.23
23.6,1,-114,115.30,-284.12,69.18,-126.93
23.7,7,-181,188.13,-57.75,112.88,61.20
23.8,12,-167,179.06,174.07,107.43,240.25
24.0,20,2,18.24,347.69,10.94,258.50
24.1,27,141,-113.68,269.44,-68.21,144.82
24.2,34,183,-148.88,76.61,-89.33,-4.07
24.3,43,167,-124.06,-93.40,-74.43,-128.13
24.4,54,62,-7.55,-202.56,-4.53,-135.67
24.5,65,-83,147.65,-140.20,88.59,11.98
24.6,75,-137,212.16,100.57,127.30,224.14
24.7,83,-44,126.96,351.44,76.18,351.10
24.9,93,121,-28.34,427.28,-17.00,322.77
25.0,103,179,-76.37,305.76,-45.82,246.40
25.1,115,192,-76.68,200.58,-46.01,169.72
25.2,126,186,-60.40,123.72,-36.24,109.32
25.3,140,176,-35.85,73.08,-21.51,73.47
25.4,154,153,01.01,51.96,0.61,74.48
25.5,160,125,35.15,75.09,21.09,109.63
25.6,160,116,43.94,130.72,26.36,153.57
25.8,160,127,33.39,179.93,20.03,186.96
25.9,160,149,10.53,206.99,6.32,197.48
26.0,160,167,-7.06,203.80,-4.23,190.43
26.1,160,176,-15.85,186.19,-9.51,174.58
26.2,160,178,-17.61,165.07,-10.57,156.97
26.3,159,176,-16.85,146.40,-10.11,140.12
26.4,159,169,-9.82,130.01,-5.89,130.30
26.5,160,160,-0.02,124.41,-0.01,130.28
26.7,160,157,3.49,130.26,2.10,133.77
26.8,160,151,8.77,135.87,5.26,142.54
26.9,160,151,8.77,147.80,5.26,151.31
27.0,160,155,5.25,156.57,3.15,156.56
27.1,160,158,1.74,159.71,01.04,158.30
27.2,160,160,-0.02,159.34,-0.01,158.27
27.3,160,167,-7.06,158.26,-4.23,151.22
27.4,160,165,-5.30,146.98,-3.18,145.92
27.5,160,165,-5.30,142.74,-3.18,140.62
27.7,160,162,-1.78,137.44,-1.07,138.84
27.8,160,162,-1.78,137.77,-1.07,137.05
27.9,160,158,1.74,135.99,01.04,138.79
28.0,160,157,3.49,139.83,2.10,142.28
28.1,160,153,07.01,144.38,4.21,149.29
28.2,160,155,5.25,153.50,3.15,154.55
28.3,160,158,1.74,157.70,01.04,156.28
28.4,160,160,-0.02,157.32,-0.01,156.26
28.6,160,164,-3.54,156.24,-2.12,152.72
28.7,159,165,-6.30,150.59,-3.78,146.42
28.8,159,164,-4.54,142.64,-2.72,141.88
28.9,160,162,-1.78,139.15,-1.07,140.10
29.0,160,160,-0.02,139.03,-0.01,140.07
29.1,160,158,1.74,140.06,01.04,141.81
29.2,160,157,3.49,142.85,2.10,145.30
29.3,160,157,3.49,147.40,2.10,148.79
29.4,160,157,3.49,150.89,2.10,152.29
29.6,160,157,3.49,154.38,2.10,155.78
29.7,160,160,-0.02,157.88,-0.01,155.76
29.8,160,165,-5.30,155.74,-3.18,150.46
29.9,160,164,-3.54,147.28,-2.12,146.92
30.0,160,165,-5.30,144.79,-3.18,141.62
30.1,160,162,-1.78,138.44,-1.07,139.84
30.2,160,162,-1.78,138.77,-1.07,138.06
30.3,160,158,1.74,136.99,01.04,139.79
30.4,160,155,5.25,140.83,3.15,145.04
30.6,159,157,2.49,148.19,1.50,147.54
30.7,160,157,3.49,149.03,2.10,151.03
30.8,160,158,1.74,153.13,01.04,152.76
30.9,159,160,-1.02,153.81,-0.61,151.74
31.0,159,165,-6.30,151.13,-3.78,145.44
31.1,160,164,-3.54,141.66,-2.12,141.90
31.2,160,162,-1.78,139.78,-1.07,140.12
31.3,160,160,-0.02,139.05,-0.01,140.10
31.5,160,160,-0.02,140.08,-0.01,140.07
31.6,160,160,-0.02,140.06,-0.01,140.05
31.7,160,160,-0.02,140.04,-0.01,140.03
31.8,160,158,1.74,140.01,01.04,141.76
31.9,160,157,3.49,142.80,2.10,145.25
32.0,160,157,3.49,147.35,2.10,148.75
32.1,160,158,1.74,150.84,01.04,150.48
32.2,160,158,1.74,151.52,01.04,152.22
32.3,160,160,-0.02,153.26,-0.01,152.20
32.5,160,165,-5.30,152.18,-3.18,146.90
32.6,160,164,-3.54,143.72,-2.12,143.36
32.7,160,164,-3.54,141.23,-2.12,139.82
32.8,160,162,-1.78,137.69,-1.07,138.03
32.9,160,160,-0.02,136.96,-0.01,138.01
33.0,160,158,1.74,138.00,01.04,139.74
33.1,159,157,2.49,140.79,1.50,142.24
33.2,159,157,2.49,143.73,1.50,144.73
33.3,160,157,3.49,146.23,2.10,148.23
33.5,160,158,1.74,150.32,01.04,149.96
33.6,160,160,-0.02,151.00,-0.01,149.94
33.7,160,164,-3.54,149.92,-2.12,146.40
33.8,158,164,-5.54,144.27,-3.32,140.86
33.9,153,162,-8.78,137.53,-5.27,132.07
34.0,149,162,-12.78,126.81,-7.67,119.29
34.1,144,158,-14.26,111.62,-8.56,105.03
34.2,139,155,-15.75,96.47,-9.45,89.28
34.4,135,142,-7.44,79.83,-4.46,81.84
34.5,130,134,-3.65,77.38,-2.19,78.20
34.6,126,123,2.91,76.01,1.74,81.10
34.7,123,114,8.70,82.84,5.22,89.80
34.8,121,113,8.46,95.02,05.07,98.25
34.9,120,114,5.70,103.33,3.42,103.95
35.0,120,123,-3.09,107.37,-1.86,100.86
35.1,120,130,-10.13,99.00,-6.08,90.73
35.2,120,132,-11.89,84.65,-7.13,78.84
35.3,120,130,-10.13,71.71,-6.08,68.71
35.5,120,120,0.42,62.63,0.25,69.13
35.6,119,109,9.97,69.39,5.98,79.11
35.7,119,100,18.77,85.09,11.26,97.87
35.8,116,104,12.25,109.13,7.35,110.12
35.9,114,118,-3.82,117.47,-2.29,106.30
36.0,114,130,-16.13,104.01,-9.68,90.17
36.1,114,135,-21.40,80.49,-12.84,68.77
36.2,114,132,-17.89,55.92,-10.73,50.88
36.3,115,120,-4.58,40.15,-2.75,46.30
36.4,115,98,16.52,43.56,9.91,62.83
36.6,114,79,34.87,72.74,20.92,97.69
36.7,114,79,34.87,118.61,20.92,132.56
36.8,114,102,12.01,153.48,7.20,144.57
36.9,115,132,-16.89,151.77,-10.13,127.68
37.0,115,155,-39.75,117.55,-23.85,87.93
37.1,114,153,-38.99,64.08,-23.39,48.94
37.2,114,141,-26.68,25.55,-16.01,22.26
37.3,115,114,0.70,6.26,0.42,22.96
37.4,115,81,34.11,23.38,20.47,57.07
37.6,115,58,56.97,77.54,34.18,114.04
37.7,115,60,55.21,148.22,33.13,169.25
37.8,114,102,12.01,202.38,7.20,181.26
37.9,115,148,-32.71,188.46,-19.63,148.54
38.0,115,171,-55.57,128.92,-33.34,92.97
38.1,114,165,-51.30,59.62,-30.78,41.67
38.2,114,146,-31.96,10.89,-19.17,9.71
38.3,115,118,-2.82,-9.46,-1.69,6.90
38.5,114,79,34.87,5.20,20.92,41.76
38.6,115,51,64.00,62.68,38.40,105.77
38.7,115,46,69.28,144.17,41.57,175.05
38.8,114,90,24.32,216.61,14.59,199.36
38.9,115,144,-29.20,213.95,-17.52,170.16
39.0,115,174,-59.09,152.65,-35.45,111.07
39.1,114,172,-58.33,75.62,-35.00,52.74
39.2,114,157,-42.51,17.74,-25.50,10.23
39.3,115,127,-11.61,-15.27,-6.97,-1.38
39.5,115,88,27.08,-8.35,16.25,25.70
39.6,115,53,62.25,41.94,37.35,87.94
39.7,114,35,78.83,125.29,47.30,166.77
39.8,115,70,44.66,214.07,26.80,211.43
39.9,114,134,-19.65,238.23,-11.79,191.79
40.0,114,174,-60.09,180.00,-36.05,131.69
40.1,114,179,-65.37,95.64,-39.22,66.33
40.2,114,162,-47.78,27.11,-28.67,18.55
40.4,115,137,-22.16,-10.12,-13.30,-3.62
40.5,115,102,13.01,-16.91,7.80,9.39
40.6,114,60,54.21,17.19,32.53,63.60
40.7,115,32,83.35,96.13,50.01,146.95
40.8,114,49,64.76,196.96,38.86,211.71
40.9,115,116,-1.06,250.57,-0.64,210.65
41.0,114,165,-51.30,210.01,-30.78,159.35
41.1,115,179,-64.37,128.57,-38.62,94.98
41.2,115,171,-55.57,56.36,-33.34,39.41
41.4,114,149,-35.47,06.06,-21.28,3.94
41.5,115,118,-2.82,-17.35,-1.69,1.12
41.6,114,79,34.87,-0.57,20.92,35.98
41.7,115,46,69.28,56.91,41.57,105.26
41.8,115,37,78.07,146.83,46.84,183.34
41.9,115,86,28.83,230.18,17.30,212.17
42.0,117,144,-27.20,229.47,-16.32,184.97
42.1,123,178,-54.61,168.65,-32.77,130.36
42.2,133,178,-44.61,97.60,-26.77,85.75
42.4,145,162,-16.78,58.99,-10.07,68.97
42.5,157,141,16.32,58.90,9.79,85.29
42.6,160,118,42.18,95.08,25.31,127.47
42.7,160,114,45.70,152.78,27.42,173.17
42.8,160,135,24.60,200.59,14.76,197.77
42.9,160,158,1.74,212.52,01.04,199.50
43.0,160,169,-8.82,200.54,-5.29,190.69
43.1,160,172,-12.33,185.40,-7.40,178.35
43.3,159,174,-15.09,170.95,-9.05,163.26
43.4,160,171,-10.57,154.21,-6.34,152.69
43.5,160,169,-8.82,146.34,-5.29,143.87
43.6,160,164,-3.54,138.58,-2.12,140.33
43.7,160,160,-0.02,138.21,-0.01,140.31
43.8,160,160,-0.02,140.29,-0.01,140.28
43.9,160,157,3.49,140.27,2.10,143.78
44.0,160,157,3.49,145.87,2.10,147.27
44.2,160,155,5.25,149.37,3.15,152.52
44.3,160,158,1.74,155.67,01.04,154.26
44.4,160,158,1.74,155.30,01.04,155.99
44.5,160,160,-0.02,157.03,-0.01,155.97
44.6,160,164,-3.54,155.96,-2.12,152.43
44.7,159,165,-6.30,150.30,-3.78,146.13
44.8,160,162,-1.78,142.35,-1.07,144.35
44.9,160,162,-1.78,143.28,-1.07,142.57
45.0,160,160,-0.02,141.50,-0.01,142.54
45.2,160,160,-0.02,142.53,-0.01,142.52
45.3,159,160,-1.02,142.51,-0.61,141.50
45.4,160,158,1.74,140.88,01.04,143.23
45.5,160,157,3.49,144.27,2.10,146.72
45.6,160,157,3.49,148.82,2.10,150.22
45.7,160,157,3.49,152.31,2.10,153.71
45.8,160,160,-0.02,155.81,-0.01,153.69
45.9,160,164,-3.54,153.67,-2.12,150.15
46.0,160,164,-3.54,148.02,-2.12,146.61
46.2,160,164,-3.54,144.48,-2.12,143.07
46.3,160,162,-1.78,140.94,-1.07,141.28
46.4,160,160,-0.02,140.22,-0.01,141.26
46.5,160,158,1.74,141.25,01.04,143.00
46.6,160,157,3.49,144.04,2.10,146.49
46.7,160,157,3.49,148.59,2.10,149.98
46.8,160,157,3.49,152.08,2.10,153.48
46.9,160,158,1.74,155.57,01.04,155.21
47.0,160,162,-1.78,156.25,-1.07,153.43
47.2,160,164,-3.54,152.36,-2.12,149.89
47.3,159,165,-6.30,147.77,-3.78,143.59
47.4,159,164,-4.54,139.81,-2.72,139.05
47.5,160,162,-1.78,136.33,-1.07,137.27
47.6,159,158,0.74,136.20,0.44,138.00
47.7,160,157,3.49,138.44,2.10,141.50
47.8,160,155,5.25,143.59,3.15,146.75
47.9,160,155,5.25,149.90,3.15,152.00
48.0,160,157,3.49,155.15,2.10,155.49
48.2,160,160,-0.02,157.59,-0.01,155.47
48.3,160,164,-3.54,155.46,-2.12,151.93
48.4,160,162,-1.78,149.81,-1.07,150.15
48.5,160,164,-3.54,149.08,-2.12,146.61
48.6,160,162,-1.78,144.48,-1.07,144.83
48.7,160,162,-1.78,143.76,-1.07,143.04
48.8,160,162,-1.78,141.98,-1.07,141.26
48.9,160,160,-0.02,140.19,-0.01,141.24
49.1,160,160,-0.02,141.23,-0.01,141.22
49.2,160,158,1.74,141.20,01.04,142.95
49.3,160,157,3.49,143.99,2.10,146.44
49.4,160,157,3.49,148.54,2.10,149.94
49.5,160,158,1.74,152.03,01.04,151.67
49.6,159,158,0.74,152.71,0.44,152.41
49.7,159,160,-1.02,152.85,-0.61,151.38
49.8,159,162,-2.78,150.77,-1.67,148.60
49.9,160,162,-1.78,146.93,-1.07,146.82
50.1,160,160,-0.02,145.75,-0.01,146.80
50.2,160,160,-0.02,146.78,-0.01,146.77
50.3,160,160,-0.02,146.76,-0.01,146.75
50.4,160,162,-1.78,146.74,-1.07,144.97
50.5,160,160,-0.02,143.90,-0.01,144.95
50.6,160,158,1.74,144.93,01.04,146.68
50.7,160,157,3.49,147.72,2.10,150.17
50.8,160,158,1.74,152.27,01.04,151.91
51.0,160,158,1.74,152.95,01.04,153.64
51.1,160,160,-0.02,154.68,-0.01,153.62
51.2,160,164,-3.54,153.61,-2.12,150.08
51.3,160,164,-3.54,147.96,-2.12,146.54
51.4,160,162,-1.78,144.42,-1.07,144.76
51.5,160,158,1.74,143.69,01.04,146.49
51.6,160,157,3.49,147.53,2.10,149.99
51.7,159,157,2.49,152.08,1.50,152.48
51.8,159,158,0.74,153.98,0.44,153.21
52.0,160,158,1.74,153.66,01.04,154.95
52.1,159,160,-1.02,155.99,-0.61,153.93
52.2,160,164,-3.54,153.31,-2.12,150.39
52.3,160,164,-3.54,148.26,-2.12,146.85
52.4,160,162,-1.78,144.72,-1.07,145.06
52.5,160,162,-1.78,143.99,-1.07,143.28
52.6,160,160,-0.02,142.21,-0.01,143.26
52.7,160,158,1.74,143.24,01.04,144.99
52.8,160,157,3.49,146.03,2.10,148.49
53.0,160,157,3.49,150.58,2.10,151.98
53.1,160,158,1.74,154.08,01.04,153.72
53.2,160,158,1.74,154.76,01.04,155.45
53.3,160,158,1.74,156.49,01.04,157.19
53.4,160,160,-0.02,158.23,-0.01,157.16
53.5,160,165,-5.30,157.15,-3.18,151.86
53.6,160,164,-3.54,148.68,-2.12,148.32
53.7,160,162,-1.78,146.20,-1.07,146.54
53.8,160,162,-1.78,145.47,-1.07,144.76
54.0,160,160,-0.02,143.69,-0.01,144.74
54.1,159,160,-1.02,144.72,-0.61,143.71
54.2,160,158,1.74,143.10,01.04,145.45
54.3,160,157,3.49,146.49,2.10,148.94
54.4,160,157,3.49,151.04,2.10,152.43
54.5,160,157,3.49,154.53,2.10,155.93
54.6,160,158,1.74,158.02,01.04,157.66
54.7,160,160,-0.02,158.70,-0.01,157.64
54.8,160,165,-5.30,157.63,-3.18,152.34
55.0,160,164,-3.54,149.16,-2.12,148.80
55.1,160,164,-3.54,146.68,-2.12,145.26
55.2,160,162,-1.78,143.14,-1.07,143.48
55.3,160,162,-1.78,142.41,-1.07,141.70
55.4,160,158,1.74,140.63,01.04,143.43
55.5,160,155,5.25,144.47,3.15,148.68
55.6,160,157,3.49,151.83,2.10,152.18
55.7,160,157,3.49,154.27,2.10,155.67
55.8,160,158,1.74,157.77,01.04,157.40
56.0,160,160,-0.02,158.45,-0.01,157.38
56.1,160,164,-3.54,157.37,-2.12,153.84
56.2,160,165,-5.30,151.72,-3.18,148.54
56.3,159,164,-4.54,145.36,-2.72,144.00
56.4,159,160,-1.02,141.28,-0.61,142.98
56.5,160,160,-0.02,142.36,-0.01,142.95
56.6,160,158,1.74,142.94,01.04,144.69
56.7,160,155,5.25,145.73,3.15,149.94
56.9,160,157,3.49,153.09,2.10,153.44
57.0,160,157,3.49,155.53,2.10,156.93
57.1,160,158,1.74,159.03,01.04,158.66
57.2,160,162,-1.78,159.71,-1.07,156.88
57.3,160,164,-3.54,155.81,-2.12,153.34
57.4,160,164,-3.54,151.22,-2.12,149.80
57.5,160,164,-3.54,147.68,-2.12,146.26
57.6,160,162,-1.78,144.14,-1.07,144.48
57.7,160,160,-0.02,143.41,-0.01,144.46
57.9,160,160,-0.02,144.44,-0.01,144.43
58.0,160,160,-0.02,144.42,-0.01,144.41
58.1,160,160,-0.02,144.39,-0.01,144.39
58.2,160,160,-0.02,144.37,-0.01,144.36
58.3,160,160,-0.02,144.35,-0.01,144.34
58.4,159,160,-1.02,144.32,-0.61,143.31
58.5,160,160,-0.02,142.70,-0.01,143.29
58.6,159,158,0.74,143.28,0.44,144.03
58.8,160,157,3.49,144.47,2.10,147.52
58.9,160,155,5.25,149.62,3.15,152.77
59.0,160,157,3.49,155.92,2.10,156.27
59.1,160,157,3.49,158.36,2.10,159.76
59.2,160,158,1.74,161.86,01.04,161.49
59.3,160,160,-0.02,162.54,-0.01,161.47
59.4,160,165,-5.30,161.46,-3.18,156.17
59.5,160,165,-5.30,152.99,-3.18,150.87
59.6,160,164,-3.54,147.69,-2.12,147.33
59.8,160,162,-1.78,145.21,-1.07,145.55
59.9,160,160,-0.02,144.48,-0.01,145.53
60.0,160,160,-0.02,145.51,-0.01,145.50
60.1,160,158,1.74,145.49,01.04,147.24
60.2,160,155,5.25,148.28,3.15,152.49
60.3,160,157,3.49,155.64,2.10,155.98
60.4,160,158,1.74,158.08,01.04,157.72
60.5,160,160,-0.02,158.76,-0.01,157.70
60.6,159,165,-6.30,157.68,-3.78,151.40
60.8,159,164,-4.54,147.62,-2.72,146.86
60.9,159,164,-4.54,144.13,-2.72,142.32
61.0,160,162,-1.78,139.59,-1.07,140.53
61.1,160,160,-0.02,139.46,-0.01,140.51
61.2,160,158,1.74,140.50,01.04,142.25
61.3,160,153,07.01,143.29,4.21,149.26
61.4,160,155,5.25,153.46,3.15,154.51
