Tempo(s),Setpoint(RPM),Vel(RPM),erro(RPM),Controle,AcaoP,AcaoI
8.7,-160,-158,-1.74,-139.66,-1.04,-137.73
8.9,-160,-158,-1.74,-138.77,-1.04,-137.91
9.0,-160,-158,-1.74,-138.95,-1.04,-138.08
9.1,-160,-160,0.02,-139.12,0.01,-138.08
9.2,-160,-157,-3.49,-138.06,-2.10,-138.43
9.3,-160,-158,-1.74,-140.52,-1.04,-138.60
9.4,-160,-160,0.02,-139.64,0.01,-138.60
9.5,-160,-157,-3.49,-138.58,-2.10,-138.95
9.7,-160,-160,0.02,-141.04,0.01,-138.95
9.8,-160,-157,-3.49,-138.93,-2.10,-139.29
9.9,-160,-160,0.02,-141.39,0.01,-139.29
10.0,-160,-158,-1.74,-139.28,-1.04,-139.47
10.1,-160,-162,1.78,-140.51,01.07,-139.29
10.2,-160,-158,-1.74,-138.22,-1.04,-139.46
10.3,-160,-160,0.02,-140.50,0.01,-139.46
10.5,-160,-158,-1.74,-139.44,-1.04,-139.63
10.6,-160,-160,0.02,-140.67,0.01,-139.63
10.7,-160,-158,-1.74,-139.62,-1.04,-139.80
10.8,-160,-160,0.02,-140.84,0.01,-139.80
10.9,-160,-158,-1.74,-139.79,-1.04,-139.97
11.0,-160,-160,0.02,-141.02,0.01,-139.97
11.2,-160,-158,-1.74,-139.96,-1.04,-140.15
11.3,-160,-164,3.54,-141.19,2.12,-139.79
11.4,-160,-158,-1.74,-137.67,-1.04,-139.97
11.5,-160,-162,1.78,-141.01,01.07,-139.79
11.6,-160,-160,0.02,-138.72,0.01,-139.78
11.7,-160,-158,-1.74,-139.77,-1.04,-139.96
11.8,-160,-162,1.78,-141.00,01.07,-139.78
12.0,-160,-160,0.02,-138.71,0.01,-139.78
12.1,-160,-160,0.02,-139.76,0.01,-139.78
12.2,-160,-160,0.02,-139.76,0.01,-139.77
12.3,-160,-158,-1.74,-139.76,-1.04,-139.95
12.4,-160,-164,3.54,-140.99,2.12,-139.59
12.5,-160,-158,-1.74,-137.47,-1.04,-139.77
12.7,-160,-164,3.54,-140.81,2.12,-139.41
12.8,-160,-158,-1.74,-137.29,-1.04,-139.59
12.9,-160,-162,1.78,-140.63,01.07,-139.41
13.0,-160,-158,-1.74,-138.34,-1.04,-139.58
13.1,-160,-162,1.78,-140.62,01.07,-139.40
13.2,-160,-160,0.02,-138.33,0.01,-139.40
13.3,-160,-160,0.02,-139.39,0.01,-139.40
13.5,-160,-162,1.78,-139.38,01.07,-139.22
13.6,-160,-160,0.02,-138.15,0.01,-139.22
13.7,-160,-160,0.02,-139.20,0.01,-139.22
13.8,-160,-160,0.02,-139.20,0.01,-139.21
13.9,-160,-160,0.02,-139.20,0.01,-139.21
14.0,-160,-160,0.02,-139.20,0.01,-139.21
14.1,-160,-160,0.02,-139.19,0.01,-139.21
14.3,-160,-162,1.78,-139.19,01.07,-139.03
14.4,-160,-160,0.02,-137.96,0.01,-139.03
14.5,-160,-158,-1.74,-139.01,-1.04,-139.20
14.6,-160,-162,1.78,-140.24,01.07,-139.02
14.7,-160,-158,-1.74,-137.95,-1.04,-139.19
14.8,-160,-160,0.02,-140.24,0.01,-139.19
15.0,-160,-158,-1.74,-139.18,-1.04,-139.37
15.1,-160,-162,1.78,-140.41,01.07,-139.19
15.2,-160,-160,0.02,-138.12,0.01,-139.18
15.3,-160,-158,-1.74,-139.17,-1.04,-139.36
15.4,-160,-164,3.54,-140.40,2.12,-139.00
15.5,-160,-160,0.02,-136.88,0.01,-139.00
15.6,-160,-160,0.02,-138.99,0.01,-139.00
15.8,-160,-160,0.02,-138.99,0.01,-139.00
15.9,-160,-158,-1.74,-138.98,-1.04,-139.17
16.0,-160,-164,3.54,-140.21,2.12,-138.82
16.1,-160,-160,0.02,-136.69,0.01,-138.81
16.2,-160,-162,1.78,-138.80,01.07,-138.64
16.3,-160,-160,0.02,-137.57,0.01,-138.63
16.4,-160,-160,0.02,-138.62,0.01,-138.63
16.6,-160,-160,0.02,-138.62,0.01,-138.63
16.7,-160,-160,0.02,-138.61,0.01,-138.63
16.8,-160,-160,0.02,-138.61,0.01,-138.62
16.9,-160,-160,0.02,-138.61,0.01,-138.62
17.0,-160,-160,0.02,-138.61,0.01,-138.62
17.1,-160,-158,-1.74,-138.61,-1.04,-138.79
17.2,-160,-164,3.54,-139.83,2.12,-138.44
17.4,-160,-160,0.02,-136.31,0.01,-138.44
17.5,-160,-160,0.02,-138.42,0.01,-138.43
17.6,-160,-160,0.02,-138.42,0.01,-138.43
17.7,-160,-160,0.02,-138.42,0.01,-138.43
17.8,-160,-160,0.02,-138.42,0.01,-138.43
17.9,-160,-160,0.02,-138.41,0.01,-138.42
18.0,-160,-162,1.78,-138.41,01.07,-138.25
18.2,-160,-160,0.02,-137.18,0.01,-138.24
18.3,-160,-160,0.02,-138.23,0.01,-138.24
18.4,-160,-160,0.02,-138.23,0.01,-138.24
18.5,-160,-160,0.02,-138.23,0.01,-138.24
18.6,-160,-160,0.02,-138.22,0.01,-138.23
18.7,-160,-160,0.02,-138.22,0.01,-138.23
18.8,-160,-160,0.02,-138.22,0.01,-138.23
19.0,-160,-160,0.02,-138.22,0.01,-138.23
19.1,-160,-160,0.02,-138.21,0.01,-138.23
19.2,-160,-160,0.02,-138.21,0.01,-138.22
19.3,-160,-162,1.78,-138.21,01.07,-138.05
19.4,-160,-160,0.02,-136.98,0.01,-138.04
19.5,-160,-160,0.02,-138.03,0.01,-138.04
19.6,-160,-160,0.02,-138.03,0.01,-138.04
19.8,-160,-158,-1.74,-138.02,-1.04,-138.21
19.9,-160,-164,3.54,-139.25,2.12,-137.86
20.0,-160,-160,0.02,-135.73,0.01,-137.86
20.1,-158,-160,02.02,-137.84,1.21,-137.65
20.2,-154,-158,4.26,-136.44,2.56,-137.23
20.3,-150,-160,10.02,-134.67,06.01,-136.22
20.5,-147,-160,13.02,-130.21,7.81,-134.92
20.6,-144,-160,16.02,-127.11,9.61,-133.32
20.7,-140,-158,18.26,-123.71,10.96,-131.49
20.8,-137,-158,21.26,-120.53,12.76,-129.37
20.9,-135,-155,19.75,-116.61,11.85,-127.39
21.0,-133,-155,21.75,-115.54,13.05,-125.22
21.1,-131,-151,20.23,-112.17,12.14,-123.19
21.3,-131,-151,20.23,-111.05,12.14,-121.17
21.4,-130,-148,17.71,-109.03,10.63,-119.40
21.5,-130,-146,15.96,-108.77,9.57,-117.80
21.6,-128,-144,16.20,-108.23,9.72,-116.18
21.7,-127,-144,17.20,-106.47,10.32,-114.46
21.8,-127,-142,15.44,-104.15,9.26,-112.92
22.0,-126,-142,16.44,-103.66,9.86,-111.28
22.1,-125,-139,13.92,-101.41,8.35,-109.88
22.2,-125,-139,13.92,-101.53,8.35,-108.49
22.3,-123,-139,15.92,-100.14,9.55,-106.90
22.4,-123,-135,12.40,-97.35,7.44,-105.66
22.5,-121,-135,14.40,-98.22,8.64,-104.22
22.7,-121,-134,12.65,-95.58,7.59,-102.95
22.8,-119,-132,12.89,-95.37,7.73,-101.67
22.9,-118,-132,13.89,-93.93,8.33,-100.28
23.0,-118,-130,12.13,-91.94,7.28,-99.06
23.1,-117,-127,9.61,-91.79,5.77,-98.10
23.2,-117,-125,7.85,-92.34,4.71,-97.32
23.3,-117,-125,7.85,-92.61,4.71,-96.53
23.4,-116,-123,07.09,-91.82,4.26,-95.82
23.6,-114,-123,09.09,-91.57,5.46,-94.91
23.7,-111,-125,13.85,-89.46,8.31,-93.53
23.8,-109,-123,14.09,-85.22,8.46,-92.12
23.9,-107,-121,14.34,-83.66,8.60,-90.68
24.0,-105,-118,12.82,-82.08,7.69,-89.40
24.1,-105,-118,12.82,-81.71,7.69,-88.12
24.2,-103,-114,11.30,-80.43,6.78,-86.99
24.3,-102,-111,8.79,-80.21,5.27,-86.11
24.5,-102,-111,8.79,-80.84,5.27,-85.23
24.6,-100,-109,09.03,-79.96,5.42,-84.33
24.7,-99,-109,10.03,-78.91,06.02,-83.33
24.8,-98,-107,9.27,-77.31,5.56,-82.40
24.9,-97,-106,8.51,-76.84,5.11,-81.55
25.0,-96,-106,9.51,-76.44,5.71,-80.60
25.1,-96,-102,5.99,-74.89,3.60,-80.00
25.2,-95,-104,8.75,-76.40,5.25,-79.12
25.4,-94,-102,7.99,-73.87,4.80,-78.33
25.5,-94,-100,6.23,-73.53,3.74,-77.70
25.6,-94,-100,6.23,-73.96,3.74,-77.08
25.7,-93,-98,5.48,-73.34,3.29,-76.53
25.8,-92,-98,6.48,-73.25,3.89,-75.88
25.9,-91,-97,5.72,-72.00,3.43,-75.31
26.0,-91,-97,5.72,-71.88,3.43,-74.74
26.1,-90,-95,4.96,-71.31,2.98,-74.24
26.2,-89,-93,4.20,-71.27,2.52,-73.82
26.4,-89,-95,5.96,-71.30,3.58,-73.23
26.5,-89,-93,4.20,-69.65,2.52,-72.81
26.6,-89,-91,2.44,-70.29,1.47,-72.56
26.7,-89,-91,2.44,-71.10,1.47,-72.32
26.8,-88,-91,3.44,-70.85,02.07,-71.98
26.9,-90,-91,1.44,-69.91,0.87,-71.83
27.0,-88,-91,3.44,-70.97,02.07,-71.49
27.1,-87,-91,4.44,-69.42,2.67,-71.04
27.2,-87,-90,2.68,-68.38,1.61,-70.77
27.3,-87,-91,4.44,-69.16,2.67,-70.33
27.5,-86,-90,3.68,-67.67,2.21,-69.96
27.6,-86,-88,1.92,-67.75,1.15,-69.77
27.7,-86,-88,1.92,-68.61,1.15,-69.58
27.8,-86,-88,1.92,-68.42,1.15,-69.38
27.9,-86,-88,1.92,-68.23,1.15,-69.19
28.0,-86,-86,0.17,-68.04,0.10,-69.18
28.1,-86,-88,1.92,-69.08,1.15,-68.98
28.2,-86,-86,0.17,-67.83,0.10,-68.97
28.3,-86,-88,1.92,-68.87,1.15,-68.77
28.4,-86,-86,0.17,-67.62,0.10,-68.76
28.6,-86,-88,1.92,-68.66,1.15,-68.56
28.7,-85,-86,1.17,-67.41,0.70,-68.45
28.8,-85,-88,2.92,-67.75,1.75,-68.16
28.9,-83,-86,3.17,-66.40,1.90,-67.84
29.0,-82,-88,5.92,-65.94,3.55,-67.25
29.1,-81,-84,3.41,-63.69,02.04,-66.91
29.2,-79,-84,5.41,-64.86,3.24,-66.36
29.3,-78,-83,4.65,-63.12,2.79,-65.90
29.4,-75,-81,5.89,-63.11,3.53,-65.31
29.5,-73,-81,7.89,-61.78,4.73,-64.52
29.7,-73,-79,6.13,-59.79,3.68,-63.91
29.8,-68,-77,9.37,-60.23,5.62,-62.97
29.9,-63,-74,10.86,-57.35,6.51,-61.89
30.0,-59,-74,14.86,-55.37,8.91,-60.40
30.1,-54,-70,16.34,-51.49,9.80,-58.77
30.2,-51,-67,15.82,-48.96,9.49,-57.18
30.3,-51,-62,10.55,-47.69,6.33,-56.13
30.4,-51,-55,3.51,-49.80,2.11,-55.78
30.5,-51,-51,-0.00,-53.67,-0.00,-55.78
30.7,-51,-53,1.75,-55.78,01.05,-55.60
30.8,-51,-55,3.51,-54.55,2.11,-55.25
30.9,-53,-56,3.27,-53.14,1.96,-54.92
31.0,-51,-56,5.27,-52.96,3.16,-54.40
31.1,-51,-56,5.27,-51.23,3.16,-53.87
31.2,-51,-55,3.51,-50.71,2.11,-53.52
31.3,-51,-55,3.51,-51.41,2.11,-53.17
31.4,-51,-53,1.75,-51.06,01.05,-52.99
31.5,-52,-51,-1.00,-51.94,-0.60,-53.09
31.7,-51,-51,-0.00,-53.69,-0.00,-53.09
31.8,-51,-53,1.75,-53.09,01.05,-52.92
31.9,-51,-53,1.75,-51.86,01.05,-52.74
32.0,-51,-53,1.75,-51.69,01.05,-52.57
32.1,-51,-53,1.75,-51.51,01.05,-52.39
32.2,-50,-53,2.75,-51.34,1.65,-52.11
32.3,-51,-51,-0.00,-50.46,-0.00,-52.11
32.4,-51,-53,1.75,-52.12,01.05,-51.94
32.5,-51,-51,-0.00,-50.89,-0.00,-51.94
32.7,-51,-53,1.75,-51.94,01.05,-51.76
32.8,-51,-51,-0.00,-50.71,-0.00,-51.76
32.9,-51,-51,-0.00,-51.77,-0.00,-51.76
33.0,-51,-51,-0.00,-51.77,-0.00,-51.76
33.1,-51,-51,-0.00,-51.77,-0.00,-51.77
33.2,-53,-51,-2.00,-51.77,-1.20,-51.97
33.3,-51,-51,-0.00,-53.17,-0.00,-51.97
33.4,-51,-53,1.75,-51.97,01.05,-51.79
33.5,-51,-53,1.75,-50.74,01.05,-51.61
33.7,-52,-53,0.75,-50.56,0.45,-51.54
33.8,-51,-51,-0.00,-51.09,-0.00,-51.54
33.9,-51,-51,-0.00,-51.54,-0.00,-51.54
34.0,-51,-53,1.75,-51.54,01.05,-51.36
34.1,-51,-51,-0.00,-50.31,-0.00,-51.36
34.2,-51,-53,1.75,-51.37,01.05,-51.19
34.3,-51,-51,-0.00,-50.14,-0.00,-51.19
34.4,-52,-51,-1.00,-51.19,-0.60,-51.29
34.5,-51,-53,1.75,-51.89,01.05,-51.11
34.7,-51,-51,-0.00,-50.06,-0.00,-51.11
34.8,-51,-51,-0.00,-51.12,-0.00,-51.12
34.9,-51,-51,-0.00,-51.12,-0.00,-51.12
35.0,-51,-53,1.75,-51.12,01.05,-50.94
35.1,-51,-51,-0.00,-49.89,-0.00,-50.94
35.2,-51,-51,-0.00,-50.94,-0.00,-50.94
35.3,-52,-51,-1.00,-50.94,-0.60,-51.04
35.4,-51,-51,-0.00,-51.64,-0.00,-51.04
35.6,-51,-53,1.75,-51.04,01.05,-50.87
35.7,-51,-49,-1.76,-49.81,-1.06,-51.04
35.8,-51,-53,1.75,-52.10,01.05,-50.87
35.9,-51,-49,-1.76,-49.81,-1.06,-51.04
36.0,-50,-51,1.00,-52.10,0.60,-50.94
36.1,-43,-51,8.00,-50.35,4.80,-50.14
36.2,-23,-51,28.00,-45.35,16.80,-47.34
36.3,10,-49,59.24,-30.55,35.54,-41.42
36.4,34,-40,74.45,-5.88,44.67,-33.98
36.6,48,-19,67.34,10.69,40.41,-27.24
36.7,61,4,57.48,13.16,34.49,-21.49
36.8,75,0,75.00,13.00,45.00,-13.99
36.9,86,0,86.00,31.01,51.60,-5.39
37.0,96,0,96.00,46.21,57.60,4.21
37.1,103,7,95.97,61.81,57.58,13.80
37.2,109,0,109.00,71.38,65.40,24.70
37.3,112,0,112.00,90.10,67.20,35.90
37.4,111,0,111.00,103.10,66.60,47.00
37.5,110,0,110.00,113.60,66.00,58.00
37.6,111,5,105.72,124.00,63.43,68.58
37.8,111,60,51.21,132.01,30.73,73.70
37.9,111,98,12.52,104.42,7.51,74.95
38.0,111,113,-1.54,82.46,-0.93,74.80
38.1,111,107,3.73,73.87,2.24,75.17
38.2,111,100,10.77,77.41,6.46,76.24
38.3,111,95,16.04,82.70,9.62,77.85
38.4,111,95,16.04,87.47,9.62,79.45
38.5,112,97,15.28,89.08,9.17,80.98
38.6,111,100,10.77,90.15,6.46,82.06
38.7,111,104,7.25,88.52,4.35,82.78
38.8,111,106,5.49,87.13,3.29,83.33
38.9,111,106,5.49,86.63,3.29,83.88
39.1,111,106,5.49,87.17,3.29,84.43
39.2,111,106,5.49,87.72,3.29,84.98
39.3,111,107,3.73,88.27,2.24,85.35
39.4,111,106,5.49,87.59,3.29,85.90
39.5,111,107,3.73,89.19,2.24,86.27
39.6,111,109,1.97,88.51,1.18,86.47
39.7,111,107,3.73,87.66,2.24,86.84
39.8,111,111,0.21,89.08,0.13,86.87
39.9,111,109,1.97,86.99,1.18,87.06
40.0,111,111,0.21,88.25,0.13,87.08
40.1,111,109,1.97,87.21,1.18,87.28
40.2,111,111,0.21,88.47,0.13,87.30
40.4,111,111,0.21,87.43,0.13,87.32
40.5,111,111,0.21,87.45,0.13,87.35
40.6,111,111,0.21,87.48,0.13,87.37
40.7,111,111,0.21,87.50,0.13,87.39
40.8,111,111,0.21,87.52,0.13,87.41
40.9,112,111,1.21,87.54,0.73,87.53
41.0,112,111,1.21,88.26,0.73,87.65
41.1,111,111,0.21,88.38,0.13,87.68
41.2,112,111,1.21,87.80,0.73,87.80
41.3,111,111,0.21,88.53,0.13,87.82
41.4,112,111,1.21,87.95,0.73,87.94
41.5,114,113,1.46,88.67,0.87,88.09
41.7,113,111,2.21,88.96,1.33,88.31
41.8,112,113,-0.54,89.64,-0.33,88.25
41.9,112,114,-2.30,87.93,-1.38,88.02
42.0,112,114,-2.30,86.64,-1.38,87.79
42.1,114,114,-0.30,86.41,-0.18,87.76
42.2,117,113,4.46,87.58,2.67,88.21
42.3,124,113,11.46,90.88,6.87,89.35
42.4,135,113,22.46,96.23,13.47,91.60
42.5,148,118,30.18,105.07,18.11,94.62
42.6,160,123,36.91,112.72,22.14,98.31
42.8,160,128,31.63,120.45,18.98,101.47
42.9,160,135,24.60,120.45,14.76,103.93
43.0,160,141,19.32,118.69,11.59,105.86
43.1,160,141,19.32,117.45,11.59,107.79
43.2,160,142,17.56,119.39,10.54,109.55
43.3,160,144,15.80,120.09,9.48,111.13
43.4,160,142,17.56,120.61,10.54,112.89
43.5,160,144,15.80,123.42,9.48,114.47
43.6,160,142,17.56,123.95,10.54,116.22
43.8,160,146,14.04,126.76,8.43,117.63
43.9,160,144,15.80,126.05,9.48,119.21
44.0,160,144,15.80,128.69,9.48,120.79
44.1,160,146,14.04,130.27,8.43,122.19
44.2,159,148,11.29,130.62,6.77,123.32
44.3,160,148,12.29,130.09,7.37,124.55
44.4,160,149,10.53,131.92,6.32,125.60
44.5,160,148,12.29,131.92,7.37,126.83
44.7,160,149,10.53,134.20,6.32,127.88
44.8,160,149,10.53,134.20,6.32,128.94
44.9,160,151,8.77,135.25,5.26,129.81
45.0,160,149,10.53,135.07,6.32,130.87
45.1,159,153,06.01,137.18,3.61,131.47
45.2,160,149,10.53,135.07,6.32,132.52
45.3,160,153,07.01,138.84,4.21,133.22
45.4,160,151,8.77,137.43,5.26,134.10
45.5,160,151,8.77,139.36,5.26,134.97
45.6,160,153,07.01,140.24,4.21,135.68
45.8,160,153,07.01,139.88,4.21,136.38
45.9,160,151,8.77,140.58,5.26,137.25
46.0,160,151,8.77,142.51,5.26,138.13
46.1,160,151,8.77,143.39,5.26,139.01
46.2,160,151,8.77,144.27,5.26,139.88
46.3,160,155,5.25,145.15,3.15,140.41
46.4,160,153,07.01,143.56,4.21,141.11
46.5,160,153,07.01,145.32,4.21,141.81
46.6,160,155,5.25,146.02,3.15,142.34
46.7,159,153,06.01,145.49,3.61,142.94
46.9,159,155,4.25,146.54,2.55,143.36
47.0,159,153,06.01,145.91,3.61,143.96
47.1,160,153,07.01,147.57,4.21,144.66
47.2,160,155,5.25,148.87,3.15,145.19
47.3,160,153,07.01,148.34,4.21,145.89
47.4,160,155,5.25,150.10,3.15,146.42
47.5,160,153,07.01,149.57,4.21,147.12
47.6,160,155,5.25,151.32,3.15,147.64
47.7,160,157,3.49,150.79,2.10,147.99
47.9,160,155,5.25,150.09,3.15,148.52
48.0,160,157,3.49,151.67,2.10,148.87
48.1,160,157,3.49,150.96,2.10,149.22
48.2,160,157,3.49,151.31,2.10,149.57
48.3,160,158,1.74,151.66,01.04,149.74
48.4,160,157,3.49,150.78,2.10,150.09
48.5,160,157,3.49,152.18,2.10,150.44
48.6,160,157,3.49,152.53,2.10,150.79
48.7,160,158,1.74,152.88,01.04,150.96
48.8,160,157,3.49,152.00,2.10,151.31
49.0,160,158,1.74,153.41,01.04,151.48
49.1,159,158,0.74,152.52,0.44,151.56
49.2,159,157,2.49,152.00,1.50,151.81
49.3,160,158,1.74,153.30,01.04,151.98
49.4,160,157,3.49,153.02,2.10,152.33
49.5,159,158,0.74,154.42,0.44,152.40
49.6,159,158,0.74,152.84,0.44,152.48
49.7,159,158,0.74,152.92,0.44,152.55
49.8,159,157,2.49,152.99,1.50,152.80
49.9,160,158,1.74,154.29,01.04,152.97
50.1,160,158,1.74,154.01,01.04,153.15
50.2,160,158,1.74,154.19,01.04,153.32
50.3,160,158,1.74,154.36,01.04,153.49
50.4,160,158,1.74,154.53,01.04,153.67
50.5,160,160,-0.02,154.71,-0.01,153.66
50.6,160,162,-1.78,153.65,-1.07,153.49
50.7,160,162,-1.78,152.42,-1.07,153.31
50.8,160,162,-1.78,152.24,-1.07,153.13
50.9,160,160,-0.02,152.06,-0.01,153.13
51.1,160,162,-1.78,153.11,-1.07,152.95
51.2,160,162,-1.78,151.88,-1.07,152.77
51.3,160,160,-0.02,151.70,-0.01,152.77
51.4,160,162,-1.78,152.75,-1.07,152.59
51.5,160,158,1.74,151.52,01.04,152.76
51.6,159,157,2.49,153.80,1.50,153.01
51.7,160,158,1.74,154.51,01.04,153.19
51.8,159,157,2.49,154.23,1.50,153.44
51.9,159,158,0.74,154.93,0.44,153.51
52.1,159,158,0.74,153.95,0.44,153.58
52.2,150,158,-8.26,154.02,-4.96,152.76
52.3,138,162,-23.78,147.80,-14.27,150.38
52.4,127,165,-38.30,136.11,-22.98,146.55
52.5,117,160,-43.02,123.57,-25.81,142.25
52.6,108,158,-50.26,116.43,-30.16,137.22
52.7,99,151,-52.23,107.06,-31.34,132.00
52.9,90,146,-55.96,100.66,-33.57,126.40
53.0,81,141,-59.68,92.83,-35.81,120.43
53.1,72,134,-61.65,84.62,-36.99,114.27
53.2,63,128,-65.37,77.28,-39.22,107.73
53.3,58,121,-63.34,68.51,-38.00,101.40
53.4,53,113,-59.54,63.40,-35.73,95.44
53.5,50,102,-51.99,59.72,-31.20,90.24
53.6,47,95,-47.96,59.05,-28.78,85.45
53.7,47,88,-40.92,56.67,-24.55,81.36
53.9,47,83,-35.65,56.80,-21.39,77.79
54.0,47,77,-30.37,56.40,-18.22,74.75
54.1,47,72,-25.10,56.53,-15.06,72.24
54.2,47,72,-25.10,57.18,-15.06,69.73
54.3,47,70,-23.34,54.67,-14.00,67.40
54.4,46,67,-20.82,53.40,-12.49,65.32
54.5,47,67,-19.82,52.82,-11.89,63.33
54.6,47,63,-16.31,51.44,-9.78,61.70
54.7,47,62,-14.55,51.92,-8.73,60.25
54.8,47,58,-11.03,51.52,-6.62,59.15
55.0,47,58,-11.03,52.53,-6.62,58.04
55.1,47,56,-9.27,51.43,-5.56,57.12
55.2,47,56,-9.27,51.55,-5.56,56.19
55.3,47,56,-9.27,50.63,-5.56,55.26
55.4,47,55,-7.51,49.70,-4.51,54.51
55.5,47,53,-5.75,50.00,-3.45,53.93
55.6,47,53,-5.75,50.48,-3.45,53.36
55.7,47,53,-5.75,49.91,-3.45,52.78
55.8,46,51,-5.00,49.33,-3.00,52.28
55.9,47,51,-4.00,49.29,-2.40,51.88
56.0,47,51,-4.00,49.49,-2.40,51.48
56.1,47,49,-2.24,49.09,-1.34,51.26
56.3,47,49,-2.24,49.92,-1.34,51.04
56.4,47,49,-2.24,49.69,-1.34,50.81
56.5,47,51,-4.00,49.47,-2.40,50.41
56.6,47,47,-0.48,48.02,-0.29,50.37
56.7,47,49,-2.24,50.08,-1.34,50.14
56.8,47,49,-2.24,48.80,-1.34,49.92
56.9,47,49,-2.24,48.58,-1.34,49.69
57.0,47,47,-0.48,48.35,-0.29,49.65
57.1,47,47,-0.48,49.36,-0.29,49.60
57.2,47,47,-0.48,49.31,-0.29,49.55
57.3,46,47,-1.48,49.26,-0.89,49.40
57.4,47,49,-2.24,48.52,-1.34,49.18
57.6,47,47,-0.48,47.84,-0.29,49.13
57.7,47,47,-0.48,48.84,-0.29,49.08
57.8,47,46,1.28,48.80,0.77,49.21
57.9,47,46,1.28,49.98,0.77,49.34
58.0,47,46,1.28,50.11,0.77,49.47
58.1,47,47,-0.48,50.23,-0.29,49.42
58.2,47,49,-2.24,49.13,-1.34,49.20
58.3,47,49,-2.24,47.85,-1.34,48.97
58.4,47,47,-0.48,47.63,-0.29,48.92
58.5,47,47,-0.48,48.64,-0.29,48.88
58.6,47,46,1.28,48.59,0.77,49.00
58.7,47,46,1.28,49.77,0.77,49.13
58.8,47,46,1.28,49.90,0.77,49.26
58.9,47,47,-0.48,50.03,-0.29,49.21
59.1,47,47,-0.48,48.92,-0.29,49.16
59.2,47,49,-2.24,48.88,-1.34,48.94
59.3,47,47,-0.48,47.60,-0.29,48.89
59.4,46,47,-1.48,48.60,-0.89,48.74
59.5,47,46,1.28,47.86,0.77,48.87
