Tempo(s),Setpoint(RPM),Vel(RPM),erro(RPM),Controle,AcaoP,AcaoI
112.1,-160,-160,0.02,-130.79,0.02,-130.80
112.2,-160,-162,1.78,-130.78,1.60,-129.91
112.3,-160,-160,0.02,-128.30,0.02,-129.89
112.4,-160,-160,0.02,-129.87,0.02,-129.88
112.5,-160,-158,-1.74,-129.86,-1.56,-130.75
112.7,-160,-162,1.78,-132.31,1.60,-129.86
112.8,-160,-160,0.02,-128.26,0.02,-129.85
112.9,-160,-158,-1.74,-129.83,-1.56,-130.72
113.0,-160,-164,3.54,-132.28,3.19,-128.95
113.1,-160,-160,0.02,-125.76,0.02,-128.93
113.2,-160,-160,0.02,-128.91,0.02,-128.92
113.4,-160,-158,-1.74,-128.90,-1.56,-129.79
113.5,-160,-164,3.54,-131.35,3.19,-128.02
113.6,-160,-160,0.02,-124.83,0.02,-128.01
113.7,-160,-160,0.02,-127.99,0.02,-128.00
113.8,-160,-158,-1.74,-127.97,-1.56,-128.86
113.9,-160,-162,1.78,-130.42,1.60,-127.97
114.1,-160,-158,-1.74,-126.37,-1.56,-128.84
114.2,-160,-162,1.78,-130.40,1.60,-127.95
114.3,-160,-160,0.02,-126.34,0.02,-127.94
114.4,-160,-158,-1.74,-127.92,-1.56,-128.80
114.5,-160,-164,3.54,-130.37,3.19,-127.03
114.6,-160,-158,-1.74,-123.85,-1.56,-127.90
114.8,-160,-162,1.78,-129.46,1.60,-127.01
114.9,-160,-158,-1.74,-125.41,-1.56,-127.88
115.0,-160,-160,0.02,-129.44,0.02,-127.87
115.1,-160,-158,-1.74,-127.85,-1.56,-128.73
115.2,-160,-162,1.78,-130.30,1.60,-127.84
115.3,-160,-158,-1.74,-126.24,-1.56,-128.71
115.5,-160,-162,1.78,-130.27,1.60,-127.82
115.6,-160,-160,0.02,-126.22,0.02,-127.81
115.7,-160,-160,0.02,-127.79,0.02,-127.80
115.8,-160,-160,0.02,-127.78,0.02,-127.78
115.9,-160,-158,-1.74,-127.76,-1.56,-128.65
116.0,-160,-160,0.02,-130.21,0.02,-128.64
116.2,-160,-158,-1.74,-128.62,-1.56,-129.51
116.3,-160,-162,1.78,-131.07,1.60,-128.62
116.4,-160,-160,0.02,-127.01,0.02,-128.61
116.5,-160,-160,0.02,-128.58,0.02,-128.59
116.6,-160,-158,-1.74,-128.57,-1.56,-129.46
116.7,-160,-162,1.78,-131.02,1.60,-128.57
116.8,-160,-160,0.02,-126.97,0.02,-128.56
117.0,-160,-160,0.02,-128.54,0.02,-128.55
117.1,-160,-158,-1.74,-128.53,-1.56,-129.41
117.2,-160,-164,3.54,-130.98,3.19,-127.64
117.3,-160,-160,0.02,-124.46,0.02,-127.63
117.4,-160,-160,0.02,-127.61,0.02,-127.62
117.5,-160,-158,-1.74,-127.60,-1.56,-128.49
117.7,-160,-162,1.78,-130.05,1.60,-127.60
117.8,-160,-160,0.02,-125.99,0.02,-127.59
117.9,-160,-160,0.02,-127.56,0.02,-127.57
118.0,-160,-158,-1.74,-127.55,-1.56,-128.44
118.1,-160,-162,1.78,-130.00,1.60,-127.55
118.2,-160,-160,0.02,-125.95,0.02,-127.54
118.4,-160,-157,-3.49,-127.52,-3.14,-129.29
118.5,-160,-162,1.78,-132.43,1.60,-128.39
118.6,-160,-158,-1.74,-126.79,-1.56,-129.26
118.7,-160,-164,3.54,-130.82,3.19,-127.49
118.8,-160,-158,-1.74,-124.31,-1.56,-128.36
118.9,-160,-162,1.78,-129.92,1.60,-127.47
119.1,-160,-158,-1.74,-125.86,-1.56,-128.34
119.2,-160,-160,0.02,-129.90,0.02,-128.32
119.3,-160,-158,-1.74,-128.30,-1.56,-129.19
119.4,-160,-162,1.78,-130.75,1.60,-128.30
119.5,-160,-160,0.02,-126.70,0.02,-128.29
119.6,-160,-160,0.02,-128.27,0.02,-128.28
119.8,-160,-158,-1.74,-128.26,-1.56,-129.14
119.9,-160,-164,3.54,-130.71,3.19,-127.37
120.0,-160,-160,0.02,-124.19,0.02,-127.36
2.2,160,0,160.00,0.00,144.00,80.00
2.3,160,28,131.86,224.00,118.68,145.93
2.4,160,114,45.70,264.61,41.13,168.78
2.5,160,148,12.29,209.91,11.06,174.92
2.6,160,151,8.77,185.98,7.89,179.31
2.7,160,148,12.29,187.20,11.06,185.45
2.8,160,146,14.04,196.51,12.64,192.47
2.9,160,158,1.74,205.11,1.56,193.34
3.0,160,162,-1.78,194.90,-1.60,192.45
3.1,160,165,-5.30,190.85,-4.77,189.80
3.2,160,164,-3.54,185.03,-3.19,188.03
3.3,160,165,-5.30,184.84,-4.77,185.38
3.5,160,162,-1.78,180.61,-1.60,184.49
3.6,159,164,-4.54,182.89,-4.09,182.22
3.7,160,162,-1.78,178.13,-1.60,181.33
3.8,160,164,-3.54,179.73,-3.19,179.56
3.9,160,162,-1.78,176.37,-1.60,178.67
4.0,160,162,-1.78,177.06,-1.60,177.78
4.1,160,162,-1.78,176.17,-1.60,176.89
4.2,160,164,-3.54,175.28,-3.19,175.12
4.4,160,162,-1.78,171.93,-1.60,174.22
4.5,160,162,-1.78,172.62,-1.60,173.33
4.6,159,162,-2.78,171.73,-2.50,171.94
4.7,160,160,-0.02,169.44,-0.02,171.93
4.8,160,162,-1.78,171.91,-1.60,171.04
4.9,160,160,-0.02,169.44,-0.02,171.03
5.0,160,160,-0.02,171.01,-0.02,171.02
5.1,160,160,-0.02,171.00,-0.02,171.00
5.2,160,162,-1.78,170.98,-1.60,170.11
5.4,160,160,-0.02,168.51,-0.02,170.10
5.5,160,160,-0.02,170.08,-0.02,170.09
5.6,160,160,-0.02,170.07,-0.02,170.08
5.7,160,160,-0.02,170.06,-0.02,170.07
5.8,159,162,-2.78,170.05,-2.50,168.68
5.9,160,158,1.74,166.17,1.56,169.54
6.0,159,157,2.49,171.11,2.24,170.79
6.1,160,155,5.25,173.03,4.73,173.42
6.2,160,157,3.49,178.14,3.14,175.16
6.3,160,158,1.74,178.31,1.56,176.03
6.5,160,158,1.74,177.59,1.56,176.90
6.6,160,160,-0.02,178.46,-0.02,176.89
6.7,160,162,-1.78,176.87,-1.60,176.00
6.8,160,164,-3.54,174.39,-3.19,174.23
6.9,160,162,-1.78,171.04,-1.60,173.33
7.0,160,160,-0.02,171.73,-0.02,173.32
7.1,160,162,-1.78,173.30,-1.60,172.43
7.2,159,160,-1.02,170.83,-0.92,171.92
7.3,160,160,-0.02,171.00,-0.02,171.91
7.5,160,160,-0.02,171.89,-0.02,171.90
7.6,160,160,-0.02,171.88,-0.02,171.88
7.7,160,162,-1.78,171.86,-1.60,170.99
7.8,160,160,-0.02,169.39,-0.02,170.98
7.9,160,162,-1.78,170.96,-1.60,170.09
8.0,160,160,-0.02,168.49,-0.02,170.08
8.1,160,162,-1.78,170.06,-1.60,169.19
8.2,160,160,-0.02,167.58,-0.02,169.18
8.3,160,160,-0.02,169.16,-0.02,169.17
8.5,160,160,-0.02,169.14,-0.02,169.15
8.6,160,160,-0.02,169.13,-0.02,169.14
8.7,160,162,-1.78,169.12,-1.60,168.25
8.8,160,162,-1.78,166.65,-1.60,167.36
8.9,160,160,-0.02,165.76,-0.02,167.35
9.0,160,160,-0.02,167.33,-0.02,167.34
9.1,160,162,-1.78,167.32,-1.60,166.45
9.2,160,160,-0.02,164.84,-0.02,166.43
9.3,160,160,-0.02,166.41,-0.02,166.42
9.5,159,160,-1.02,166.40,-0.92,165.91
9.6,160,162,-1.78,164.99,-1.60,165.02
9.7,160,160,-0.02,163.42,-0.02,165.01
9.8,160,158,1.74,164.99,1.56,165.87
9.9,160,155,5.25,167.44,4.73,168.50
10.0,160,157,3.49,173.23,3.14,170.25
10.1,157,158,-1.26,173.39,-1.14,169.62
10.2,154,164,-9.54,168.48,-8.59,164.85
10.3,151,164,-12.54,156.26,-11.29,158.57
10.5,148,164,-15.54,147.29,-13.99,150.80
10.6,145,162,-16.78,136.82,-15.10,142.41
10.7,142,157,-14.51,127.31,-13.06,135.16
10.8,140,153,-12.99,122.10,-11.69,128.67
10.9,137,149,-12.47,116.98,-11.23,122.43
11.0,135,146,-10.96,111.20,-9.86,116.95
11.1,132,141,-8.68,107.09,-7.81,112.61
11.3,129,137,-8.16,104.80,-7.35,108.53
11.4,127,135,-8.40,101.18,-7.56,104.33
11.5,125,132,-6.89,96.76,-6.20,100.88
11.6,123,128,-5.37,94.69,-4.83,98.20
11.7,122,125,-2.85,93.37,-2.57,96.77
11.8,121,121,-0.34,94.20,-0.30,96.60
11.9,119,121,-2.34,96.30,-2.10,95.44
12.0,119,121,-2.34,93.33,-2.10,94.27
12.1,118,121,-3.34,92.16,-3.00,92.60
12.3,119,120,-0.58,89.60,-0.52,92.31
12.4,118,118,0.18,91.79,0.16,92.40
12.5,118,116,1.94,92.56,1.75,93.37
12.6,119,114,4.70,95.12,4.23,95.72
12.7,119,116,2.94,99.95,2.65,97.19
12.8,118,118,0.18,99.83,0.16,97.28
12.9,116,118,-1.82,97.44,-1.64,96.37
13.0,114,123,-9.09,94.73,-8.19,91.82
13.1,111,121,-10.34,83.64,-9.30,86.65
13.2,109,120,-10.58,77.35,-9.52,81.36
13.3,107,114,-7.30,71.84,-6.57,77.71
13.5,105,107,-2.27,71.14,-2.04,76.58
13.6,104,102,02.01,74.54,1.81,77.58
13.7,104,98,5.52,79.39,4.97,80.34
13.8,103,97,6.28,85.32,5.65,83.49
13.9,104,100,3.77,89.14,3.39,85.37
14.0,104,106,-1.51,88.76,-1.36,84.61
14.1,104,109,-5.03,83.25,-4.52,82.10
14.2,104,111,-6.79,77.58,-6.11,78.71
14.3,104,107,-3.27,72.60,-2.94,77.07
14.4,104,106,-1.51,74.13,-1.36,76.32
14.6,104,100,3.77,74.96,3.39,78.20
14.7,104,98,5.52,81.59,4.97,80.96
14.8,104,97,7.28,85.93,6.55,84.60
14.9,104,102,02.01,91.16,1.81,85.61
15.0,104,106,-1.51,87.41,-1.36,84.85
15.1,104,111,-6.79,83.49,-6.11,81.46
15.2,104,109,-5.03,75.35,-4.52,78.95
15.3,104,109,-5.03,74.42,-4.52,76.43
15.4,103,104,-0.75,71.91,-0.68,76.06
15.5,104,100,3.77,75.38,3.39,77.94
15.6,104,97,7.28,81.33,6.55,81.58
15.7,104,97,7.28,88.14,6.55,85.22
15.9,103,102,01.01,91.78,0.91,85.73
16.0,104,106,-1.51,86.63,-1.36,84.97
16.1,104,113,-8.54,83.61,-7.69,80.70
16.2,104,111,-6.79,73.01,-6.11,77.31
16.3,104,107,-3.27,71.20,-2.94,75.67
16.4,104,102,02.01,72.73,1.81,76.68
16.5,104,97,7.28,78.48,6.55,80.32
16.6,104,97,7.28,86.87,6.55,83.96
16.7,104,98,5.52,90.51,4.97,86.72
16.8,104,106,-1.51,91.69,-1.36,85.97
16.9,104,111,-6.79,84.61,-6.11,82.57
17.1,104,111,-6.79,76.47,-6.11,79.18
17.2,104,109,-5.03,73.07,-4.52,76.67
17.3,104,106,-1.51,72.14,-1.36,75.91
17.4,104,102,02.01,74.55,1.81,76.91
17.5,104,98,5.52,78.72,4.97,79.68
17.6,104,97,7.28,84.65,6.55,83.32
17.7,104,98,5.52,89.87,4.97,86.08
17.8,104,104,0.25,91.05,0.22,86.20
17.9,104,109,-5.03,86.43,-4.52,83.69
18.0,104,113,-8.54,79.17,-7.69,79.42
18.1,104,111,-6.79,71.73,-6.11,76.03
18.3,104,106,-1.51,69.92,-1.36,75.27
18.4,106,100,5.77,73.91,5.19,78.15
18.5,104,97,7.28,83.34,6.55,81.80
18.6,104,97,7.28,88.35,6.55,85.44
18.7,106,100,5.77,91.99,5.19,88.32
18.8,104,107,-3.27,93.51,-2.94,86.69
18.9,104,114,-10.30,83.74,-9.27,81.53
19.0,104,113,-8.54,72.26,-7.69,77.26
19.1,104,109,-5.03,69.57,-4.52,74.75
19.2,104,102,02.01,70.22,1.81,75.75
19.3,104,95,09.04,77.56,8.14,80.27
19.5,104,93,10.80,88.41,9.72,85.67
19.6,104,98,5.52,95.39,4.97,88.43
19.7,104,106,-1.51,93.41,-1.36,87.68
19.8,104,113,-8.54,86.32,-7.69,83.41
19.9,104,113,-8.54,75.72,-7.69,79.14
20.0,104,109,-5.03,71.45,-4.52,76.62
20.1,104,106,-1.51,72.10,-1.36,75.87
20.2,104,100,3.77,74.51,3.39,77.75
20.3,106,95,11.04,81.14,9.94,83.27
20.4,106,98,7.52,93.21,6.77,87.03
20.5,104,102,02.01,93.80,1.81,88.04
20.6,104,109,-5.03,89.84,-4.52,85.52
20.8,104,113,-8.54,81.00,-7.69,81.25
20.9,104,113,-8.54,73.56,-7.69,76.98
21.0,104,107,-3.27,69.29,-2.94,75.34
21.1,104,102,02.01,72.40,1.81,76.35
21.2,103,97,6.28,78.15,5.65,79.49
21.3,104,95,09.04,85.14,8.14,84.01
21.4,104,100,3.77,92.15,3.39,85.89
21.5,104,106,-1.51,89.28,-1.36,85.14
21.6,104,111,-6.79,83.78,-6.11,81.74
21.7,104,113,-8.54,75.64,-7.69,77.47
21.9,104,109,-5.03,69.78,-4.52,74.96
22.0,104,102,02.01,70.43,1.81,75.96
22.1,104,98,5.52,77.77,4.97,78.72
22.2,104,95,09.04,83.70,8.14,83.25
22.3,104,98,5.52,91.38,4.97,86.01
22.4,104,104,0.25,90.98,0.22,86.13
22.5,104,107,-3.27,86.36,-2.94,84.50
22.6,104,113,-8.54,81.56,-7.69,80.23
22.7,104,111,-6.79,72.54,-6.11,76.83
22.8,104,107,-3.27,70.73,-2.94,75.20
22.9,104,102,02.01,72.26,1.81,76.20
23.0,104,95,09.04,78.01,8.14,80.72
23.2,104,95,09.04,88.86,8.14,85.24
23.3,104,100,3.77,93.38,3.39,87.13
23.4,103,107,-4.27,90.51,-3.84,84.99
23.5,104,111,-6.79,81.15,-6.11,81.60
23.6,104,111,-6.79,75.49,-6.11,78.21
23.7,104,107,-3.27,72.10,-2.94,76.57
23.8,104,104,0.25,73.63,0.22,76.70
23.9,104,98,5.52,76.92,4.97,79.46
24.0,104,97,7.28,84.43,6.55,83.10
24.1,104,98,5.52,89.65,4.97,85.86
24.2,104,102,02.01,90.83,1.81,86.86
24.3,104,107,-3.27,88.67,-2.94,85.23
24.5,104,111,-6.79,82.29,-6.11,81.84
24.6,104,113,-8.54,75.73,-7.69,77.57
24.7,104,107,-3.27,69.88,-2.94,75.93
24.8,104,104,0.25,72.99,0.22,76.06
24.9,104,97,7.28,76.28,6.55,79.70
25.0,104,97,7.28,86.25,6.55,83.34
25.1,104,98,5.52,89.89,4.97,86.10
25.2,104,104,0.25,91.07,0.22,86.22
25.3,104,109,-5.03,86.45,-4.52,83.71
25.4,104,113,-8.54,79.19,-7.69,79.44
25.5,104,109,-5.03,71.75,-4.52,76.93
25.7,104,106,-1.51,72.40,-1.36,76.17
25.8,104,102,02.01,74.81,1.81,77.17
25.9,104,98,5.52,78.98,4.97,79.94
26.0,104,97,7.28,84.91,6.55,83.58
26.1,104,100,3.77,90.13,3.39,85.46
26.2,104,104,0.25,88.85,0.22,85.58
26.3,104,107,-3.27,85.81,-2.94,83.95
26.4,104,111,-6.79,81.01,-6.11,80.56
26.5,104,111,-6.79,74.45,-6.11,77.16
26.6,104,106,-1.51,71.06,-1.36,76.41
26.7,104,104,0.25,75.05,0.22,76.53
26.9,104,97,7.28,76.76,6.55,80.18
27.0,104,97,7.28,86.73,6.55,83.82
27.1,104,100,3.77,90.37,3.39,85.70
27.2,104,106,-1.51,89.09,-1.36,84.94
27.3,104,111,-6.79,83.59,-6.11,81.55
27.4,104,111,-6.79,75.44,-6.11,78.16
27.5,103,109,-6.03,72.05,-5.42,75.15
27.6,104,104,0.25,69.72,0.22,75.27
27.7,104,97,7.28,75.49,6.55,78.91
27.8,104,95,09.04,85.47,8.14,83.43
27.9,104,98,5.52,91.57,4.97,86.19
28.0,104,102,02.01,91.17,1.81,87.20
28.2,104,109,-5.03,89.00,-4.52,84.68
28.3,104,114,-10.30,80.16,-9.27,79.53
28.4,104,113,-8.54,70.26,-7.69,75.26
28.5,104,107,-3.27,67.57,-2.94,73.63
28.6,106,102,04.01,70.68,3.61,75.63
28.7,104,95,09.04,79.24,8.14,80.15
28.8,104,95,09.04,88.29,8.14,84.67
28.9,106,98,7.52,92.81,6.77,88.43
29.0,104,106,-1.51,95.20,-1.36,87.68
29.1,104,113,-8.54,86.32,-7.69,83.41
29.2,104,114,-10.30,75.72,-9.27,78.25
29.4,104,113,-8.54,68.98,-7.69,73.98
29.5,104,106,-1.51,66.29,-1.36,73.23
29.6,104,98,5.52,71.87,4.97,75.99
29.7,104,93,10.80,80.96,9.72,81.39
29.8,104,95,09.04,91.11,8.14,85.91
29.9,104,100,3.77,94.05,3.39,87.79
30.0,104,107,-3.27,91.18,-2.94,86.16
30.1,104,114,-10.30,83.22,-9.27,81.01
30.2,104,116,-12.06,71.74,-10.85,74.98
30.3,104,111,-6.79,64.12,-6.11,71.58
30.5,105,102,03.01,65.48,2.71,73.09
30.6,104,95,09.04,75.79,8.14,77.61
30.7,104,91,12.56,85.75,11.30,83.89
30.8,104,98,5.52,95.19,4.97,86.65
30.9,104,104,0.25,91.62,0.22,86.77
31.0,104,109,-5.03,87.00,-4.52,84.26
31.1,104,114,-10.30,79.74,-9.27,79.11
31.2,104,113,-8.54,69.84,-7.69,74.84
31.3,104,107,-3.27,67.15,-2.94,73.20
31.4,104,100,3.77,70.26,3.39,75.09
31.5,104,95,09.04,78.47,8.14,79.61
31.7,104,95,09.04,87.74,8.14,84.13
31.8,104,98,5.52,92.26,4.97,86.89
31.9,104,104,0.25,91.86,0.22,87.01
32.0,104,111,-6.79,87.24,-6.11,83.62
32.1,104,113,-8.54,77.51,-7.69,79.35
32.2,104,111,-6.79,71.66,-6.11,75.96
32.3,104,106,-1.51,69.85,-1.36,75.20
32.4,104,102,02.01,73.84,1.81,76.20
32.5,106,95,11.04,78.01,9.94,81.72
32.6,105,97,8.28,91.66,7.45,85.87
32.7,104,98,5.52,93.32,4.97,88.63
32.8,106,106,0.49,93.60,0.44,88.87
33.0,104,111,-6.79,89.31,-6.11,85.48
33.1,104,114,-10.30,79.37,-9.27,80.33
33.2,104,114,-10.30,71.06,-9.27,75.18
33.3,104,107,-3.27,65.91,-2.94,73.54
33.4,104,100,3.77,70.60,3.39,75.43
33.5,104,95,09.04,78.81,8.14,79.95
33.6,103,93,9.80,88.08,8.82,84.85
33.7,102,98,3.52,93.67,3.17,86.61
33.8,100,106,-5.51,89.78,-4.96,83.85
33.9,99,111,-11.79,78.89,-10.61,77.96
34.0,97,111,-13.79,67.35,-12.41,71.07
34.2,95,107,-12.27,58.66,-11.04,64.93
34.3,93,97,-3.72,53.89,-3.35,63.07
34.4,93,84,8.59,59.73,7.73,67.37
34.5,93,79,13.87,75.10,12.48,74.30
34.6,93,81,12.11,86.79,10.90,80.36
34.7,92,90,2.32,91.26,02.08,81.52
34.8,93,98,-5.48,83.60,-4.93,78.78
34.9,93,104,-10.75,73.85,-9.68,73.40
35.0,93,104,-10.75,63.73,-9.68,68.03
35.1,93,98,-5.48,58.35,-4.93,65.29
35.2,93,88,05.08,60.36,4.57,67.83
35.4,92,81,11.11,72.40,10.00,73.38
35.5,92,83,9.35,83.38,8.42,78.06
35.6,90,88,02.08,86.47,1.87,79.09
35.7,90,95,-4.96,80.96,-4.46,76.62
35.8,89,100,-11.23,72.15,-10.11,71.00
35.9,88,102,-13.99,60.89,-12.59,64.00
36.0,87,95,-7.96,51.41,-7.16,60.02
36.1,87,84,2.59,52.86,2.33,61.32
36.2,86,74,12.14,63.65,10.93,67.39
36.3,86,74,12.14,78.32,10.93,73.46
36.4,86,79,6.87,84.39,6.18,76.89
36.5,86,88,-1.92,83.08,-1.73,75.93
36.6,86,95,-8.96,74.20,-8.06,71.45
36.8,86,98,-12.48,63.39,-11.23,65.21
36.9,88,97,-8.72,53.99,-7.85,60.86
37.0,87,86,0.83,53.01,0.75,61.27
37.1,87,77,9.63,62.02,8.66,66.09
37.2,86,74,12.14,74.75,10.93,72.16
37.3,86,79,6.87,83.09,6.18,75.59
37.4,85,86,-1.17,81.77,-1.05,75.01
37.5,85,95,-9.96,73.96,-8.96,70.03
37.6,87,98,-11.48,61.07,-10.33,64.29
37.7,85,93,-8.20,53.96,-7.38,60.19
37.8,85,86,-1.17,52.81,-1.05,59.61
37.9,86,77,8.63,58.56,7.76,63.92
38.0,86,72,13.90,71.68,12.51,70.87
38.2,86,76,10.38,83.38,9.35,76.06
38.3,85,84,0.59,85.41,0.53,76.36
38.4,85,93,-8.20,76.89,-7.38,72.26
38.5,85,98,-13.48,64.88,-12.13,65.52
38.6,85,97,-11.72,53.39,-10.55,59.66
38.7,85,88,-2.92,49.12,-2.63,58.20
38.8,84,77,6.63,55.57,5.96,61.51
38.9,84,70,13.66,67.48,12.29,68.34
39.0,83,72,10.90,80.64,9.81,73.79
39.1,83,79,3.87,83.60,3.48,75.73
39.2,83,88,-4.92,79.21,-4.43,73.26
39.3,83,95,-11.96,68.83,-10.76,67.29
39.5,82,97,-14.72,56.52,-13.25,59.93
39.6,82,90,-7.68,46.68,-6.92,56.08
39.7,82,77,4.63,49.17,4.16,58.40
39.8,81,69,12.42,62.56,11.18,64.61
39.9,81,67,14.18,75.78,12.76,71.70
40.0,81,74,7.14,84.46,6.43,75.27
40.1,81,84,-3.41,81.70,-3.07,73.56
40.2,80,91,-11.44,70.50,-10.30,67.84
40.3,81,97,-15.72,57.54,-14.15,59.98
40.4,80,91,-11.44,45.84,-10.30,54.26
40.5,82,79,2.87,43.96,2.58,55.70
40.6,81,67,14.18,58.28,12.76,62.78
40.8,81,63,17.69,75.54,15.92,71.63
40.9,81,70,10.66,87.56,9.59,76.96
41.0,81,83,-1.65,86.56,-1.48,76.14
41.1,81,95,-13.96,74.65,-12.56,69.16
41.2,81,100,-19.23,56.59,-17.31,59.54
41.3,80,95,-14.96,42.23,-13.46,52.06
41.4,81,81,0.11,38.60,0.10,52.12
41.5,80,67,13.18,52.21,11.86,58.70
41.6,80,58,21.97,70.56,19.77,69.69
41.7,80,65,14.94,89.46,13.44,77.16
41.8,80,79,0.87,90.60,0.78,77.59
41.9,80,93,-13.20,78.37,-11.88,70.99
42.1,80,102,-21.99,59.11,-19.79,59.99
42.2,79,98,-19.48,40.20,-17.53,50.26
42.3,79,84,-5.41,32.73,-4.87,47.55
42.4,79,67,12.18,42.68,10.96,53.64
42.5,78,55,23.49,64.60,21.14,65.38
42.6,78,55,23.49,86.52,21.14,77.13
42.7,78,72,5.90,98.26,5.31,80.08
42.8,79,90,-10.68,85.39,-9.62,74.74
42.9,81,100,-19.23,65.12,-17.31,65.12
43.0,79,102,-22.99,47.81,-20.69,53.62
43.1,79,90,-10.68,32.93,-9.62,48.28
43.3,79,72,6.90,38.67,6.21,51.73
43.4,79,56,22.73,57.94,20.46,63.09
43.5,79,55,24.49,83.55,22.04,75.34
43.6,78,67,11.18,97.38,10.06,80.93
43.7,78,88,-9.92,90.99,-8.93,75.96
43.8,78,100,-22.23,67.03,-20.01,64.85
43.9,79,104,-24.75,44.84,-22.28,52.47
44.0,78,91,-13.44,30.19,-12.10,45.75
44.1,78,74,4.14,33.65,3.73,47.82
44.2,78,55,23.49,51.55,21.14,59.57
44.3,79,49,29.76,80.70,26.79,74.45
44.5,79,62,17.45,101.23,15.71,83.17
44.6,79,84,-5.41,98.88,-4.87,80.47
44.7,79,102,-22.99,75.60,-20.69,68.97
44.8,81,107,-26.27,48.28,-23.64,55.84
44.9,79,98,-19.48,32.20,-17.53,46.10
45.0,79,77,1.63,28.57,1.46,46.91
45.1,79,58,20.97,48.38,18.87,57.40
45.2,79,49,29.76,76.27,26.79,72.28
45.3,79,60,19.21,99.06,17.29,81.88
45.4,78,81,-2.89,99.17,-2.60,80.44
45.5,78,98,-20.48,77.84,-18.43,70.20
45.6,78,107,-29.27,51.77,-26.34,55.57
45.8,79,98,-19.48,29.22,-17.53,45.83
45.9,79,79,-0.13,28.30,-0.12,45.76
46.0,79,58,20.97,45.64,18.87,56.25
46.1,79,47,31.52,75.12,28.37,72.01
46.2,79,58,20.97,100.38,18.87,82.49
46.3,79,81,-1.89,101.36,-1.70,81.55
46.4,79,100,-21.23,79.84,-19.11,70.93
46.5,79,109,-30.03,51.82,-27.02,55.92
46.6,79,98,-19.48,28.89,-17.53,46.18
46.7,79,81,-1.89,28.65,-1.70,45.23
46.9,79,60,19.21,43.53,17.29,54.84
47.0,79,47,31.52,72.13,28.37,70.60
47.1,79,53,26.25,98.97,23.62,83.72
47.2,78,77,0.63,107.34,0.56,84.03
47.3,79,97,-17.72,84.60,-15.95,75.17
47.4,79,109,-30.03,59.23,-27.02,60.16
47.5,79,104,-24.75,33.14,-22.28,47.79
47.6,79,88,-8.92,25.51,-8.03,43.32
47.7,79,65,13.94,35.29,12.54,50.29
47.8,79,49,29.76,62.83,26.79,65.17
47.9,79,49,29.76,91.96,26.79,80.05
48.1,79,69,10.42,106.84,9.38,85.26
48.2,79,93,-14.20,94.64,-12.78,78.16
48.3,79,109,-30.03,65.38,-27.02,63.15
48.4,79,107,-28.27,36.12,-25.44,49.01
48.5,79,93,-14.20,23.57,-12.78,41.91
48.6,79,70,8.66,29.13,7.79,46.24
48.7,79,49,29.76,54.04,26.79,61.12
48.8,79,46,33.28,87.91,29.95,77.76
48.9,79,62,17.45,107.72,15.71,86.49
49.0,79,90,-10.68,102.20,-9.62,81.15
49.1,79,109,-30.03,71.53,-27.02,66.14
49.3,78,109,-31.03,39.11,-27.92,50.62
49.4,79,95,-15.96,22.70,-14.36,42.64
49.5,79,72,6.90,28.28,6.21,46.09
49.6,79,51,28.00,52.30,25.20,60.10
49.7,79,44,35.04,85.30,31.53,77.61
49.8,79,62,17.45,109.15,15.71,86.34
49.9,79,88,-8.92,102.05,-8.03,81.88
50.0,79,107,-28.27,73.85,-25.44,67.74
50.1,79,111,-31.79,42.30,-28.61,51.85
50.2,79,97,-17.72,23.24,-15.95,42.99
50.4,79,74,5.14,27.05,4.63,45.56
50.5,79,53,26.25,50.19,23.62,58.69
50.6,79,46,33.28,82.31,29.95,75.33
50.7,79,58,20.97,105.28,18.87,85.81
50.8,79,84,-5.41,104.68,-4.87,83.11
50.9,78,104,-25.75,78.24,-23.18,70.23
51.0,79,111,-31.79,47.05,-28.61,54.34
51.1,79,100,-21.23,25.73,-19.11,43.72
51.2,79,81,-1.89,24.61,-1.70,42.78
51.3,79,56,22.73,41.07,20.46,54.14
51.4,79,44,35.04,74.59,31.53,71.66
51.6,79,53,26.25,103.19,23.62,84.78
51.7,79,79,-0.13,108.40,-0.12,84.71
51.8,79,102,-22.99,84.59,-20.69,73.22
51.9,79,113,-33.54,52.52,-30.19,56.45
52.0,79,104,-24.75,26.26,-22.28,44.07
52.1,79,84,-5.41,21.79,-4.87,41.37
52.2,79,60,19.21,36.50,17.29,50.97
52.3,79,46,33.28,68.26,29.95,67.61
52.4,79,47,31.52,97.56,28.37,83.37
52.5,79,72,6.90,111.74,6.21,86.82
52.6,78,97,-18.72,93.03,-16.85,77.46
52.8,78,111,-32.79,60.62,-29.51,61.07
52.9,79,106,-26.51,31.56,-23.86,47.82
53.0,79,86,-7.17,23.96,-6.45,44.23
53.1,79,63,15.69,37.78,14.12,52.08
53.2,78,47,30.52,66.20,27.47,67.34
53.3,78,49,28.76,94.81,25.89,81.72
53.4,78,70,7.66,107.61,6.89,85.55
53.5,78,93,-15.20,92.44,-13.68,77.95
53.6,79,107,-28.27,64.27,-25.44,63.82
53.7,79,106,-26.51,38.37,-23.86,50.56
53.8,79,91,-12.44,26.70,-11.20,44.34
54.0,79,69,10.42,33.14,9.38,49.55
54.1,79,49,29.76,58.93,26.79,64.43
