39.9,93,121,-28.34,71.48,-2.83,60.15
40.0,93,114,-21.30,57.32,-2.13,49.50
40.1,93,104,-10.75,47.37,-1.08,44.12
40.2,93,91,1.56,43.05,0.16,44.90
40.4,93,76,17.38,45.06,1.74,53.59
40.5,92,65,26.94,55.33,2.69,67.06
40.6,92,62,30.45,69.76,03.05,82.29
40.7,78,67,11.18,85.33,1.12,87.88
40.8,50,81,-30.89,88.99,-3.09,72.43
40.9,9,93,-84.20,69.34,-8.42,30.33
41.0,-38,97,-134.72,21.91,-13.47,-37.03
41.1,-68,88,-155.92,-50.50,-15.59,-114.99
41.2,-100,33,-133.41,-130.58,-13.34,-181.70
41.3,-137,-49,-87.76,-195.04,-8.78,-225.58
41.5,-160,-123,-36.91,-234.35,-3.69,-244.03
41.6,-160,-164,3.54,-247.72,0.35,-242.26
41.7,-160,-174,14.09,-241.90,1.41,-235.21
41.8,-160,-183,22.88,-233.80,2.29,-223.77
41.9,-160,-183,22.88,-221.48,2.29,-212.33
42.0,-160,-183,22.88,-210.04,2.29,-200.89
42.2,-160,-183,22.88,-198.60,2.29,-189.45
42.3,-160,-181,21.13,-187.16,2.11,-178.88
42.4,-160,-183,22.88,-176.77,2.29,-167.44
42.5,-160,-181,21.13,-165.15,2.11,-156.88
42.6,-160,-174,14.09,-154.77,1.41,-149.83
42.7,-160,-169,8.82,-148.42,0.88,-145.42
42.8,-160,-164,3.54,-144.54,0.35,-143.65
43.0,-160,-162,1.78,-143.30,0.18,-142.76
43.1,-160,-160,0.02,-142.58,0.00,-142.75
43.2,-159,-158,-0.74,-142.75,-0.07,-143.12
43.3,-159,-162,2.78,-143.19,0.28,-141.73
43.4,-159,-160,01.02,-141.45,0.10,-141.22
43.5,-159,-158,-0.74,-141.11,-0.07,-141.58
43.7,-159,-164,4.54,-141.66,0.45,-139.31
43.8,-160,-160,0.02,-138.86,0.00,-139.30
43.9,-160,-158,-1.74,-139.30,-0.17,-140.17
44.0,-160,-160,0.02,-140.34,0.00,-140.16
44.1,-160,-158,-1.74,-140.16,-0.17,-141.03
44.2,-160,-160,0.02,-141.20,0.00,-141.01
44.3,-160,-160,0.02,-141.01,0.00,-141.00
44.5,-160,-158,-1.74,-141.00,-0.17,-141.87
44.6,-160,-162,1.78,-142.04,0.18,-140.98
44.7,-160,-160,0.02,-140.80,0.00,-140.97
