Tempo(s),Setpoint(RPM),Vel(RPM),erro(RPM),Controle,AcaoP,AcaoD
112.3,124,60,64.21,51.36,51.37,0.00
112.4,124,62,62.45,51.37,49.96,-0.01
112.6,124,62,62.45,49.95,49.96,0.00
112.7,124,60,64.21,49.96,51.37,0.01
112.8,124,58,65.97,51.38,52.78,0.01
112.9,126,58,67.97,52.79,54.38,0.02
113.0,124,62,62.45,54.39,49.96,-0.04
113.2,124,62,62.45,49.92,49.96,0.00
113.3,125,63,61.69,49.96,49.36,-0.01
113.4,124,62,62.45,49.35,49.96,0.01
113.5,124,58,65.97,49.97,52.78,0.03
113.7,125,58,66.97,52.80,53.58,0.01
113.8,124,58,65.97,53.58,52.78,-0.01
113.9,124,62,62.45,52.77,49.96,-0.03
114.0,124,62,62.45,49.93,49.96,0.00
114.2,124,60,64.21,49.96,51.37,0.01
114.3,124,60,64.21,51.38,51.37,0.00
114.4,124,58,65.97,51.37,52.78,0.01
114.5,124,60,64.21,52.79,51.37,-0.01
114.6,124,62,62.45,51.35,49.96,-0.01
114.8,124,62,62.45,49.95,49.96,0.00
114.9,123,60,63.21,49.96,50.57,0.01
115.0,124,60,64.21,50.57,51.37,0.01
115.1,124,58,65.97,51.38,52.78,0.01
115.3,124,58,65.97,52.79,52.78,0.00
115.4,124,62,62.45,52.78,49.96,-0.03
115.5,124,62,62.45,49.93,49.96,0.00
115.6,126,62,64.45,49.96,51.56,0.02
115.8,124,60,64.21,51.58,51.37,-0.00
115.9,124,60,64.21,51.37,51.37,0.00
116.0,126,60,66.21,51.37,52.97,0.02
116.1,124,60,64.21,52.98,51.37,-0.02
116.2,124,62,62.45,51.35,49.96,-0.01
116.4,123,62,61.45,49.95,49.16,-0.01
116.5,124,62,62.45,49.15,49.96,0.01
116.6,124,58,65.97,49.97,52.78,0.03
116.7,124,58,65.97,52.80,52.78,0.00
116.9,124,58,65.97,52.78,52.78,0.00
117.0,124,60,64.21,52.78,51.37,-0.01
117.1,124,63,60.69,51.35,48.56,-0.03
117.2,124,62,62.45,48.53,49.96,0.01
117.4,124,60,64.21,49.98,51.37,0.01
117.5,124,58,65.97,51.38,52.78,0.01
117.6,124,60,64.21,52.79,51.37,-0.01
117.7,124,60,64.21,51.35,51.37,0.00
117.8,124,60,64.21,51.37,51.37,0.00
118.0,124,62,62.45,51.37,49.96,-0.01
118.1,124,62,62.45,49.95,49.96,0.00
118.2,124,60,64.21,49.96,51.37,0.01
118.3,123,58,64.97,51.38,51.98,0.01
118.5,124,60,64.21,51.98,51.37,-0.01
118.6,124,60,64.21,51.36,51.37,0.00
118.7,124,60,64.21,51.37,51.37,0.00
118.8,124,60,64.21,51.37,51.37,0.00
119.0,124,60,64.21,51.37,51.37,0.00
119.1,125,62,63.45,51.37,50.76,-0.01
119.2,123,62,61.45,50.76,49.16,-0.02
119.3,123,62,61.45,49.15,49.16,0.00
119.4,124,60,64.21,49.16,51.37,0.02
119.6,124,58,65.97,51.39,52.78,0.01
119.7,124,58,65.97,52.79,52.78,0.00
119.8,125,58,66.97,52.78,53.58,0.01
119.9,124,60,64.21,53.58,51.37,-0.02
120.1,124,62,62.45,51.35,49.96,-0.01
