Tempo(s),Setpoint(RPM),Vel(RPM),erro(RPM),Controle,AcaoP,AcaoD
70.4,-160,-83,-77.35,-63.30,-61.88,0.02
70.5,-160,-83,-77.35,-61.86,-61.88,0.00
70.6,-160,-84,-75.59,-61.88,-60.47,0.02
70.8,-160,-83,-77.35,-60.46,-61.88,-0.02
70.9,-160,-84,-75.59,-61.90,-60.47,0.02
71.0,-160,-81,-79.11,-60.46,-63.29,-0.03
71.2,-160,-83,-77.35,-63.32,-61.88,0.02
71.3,-160,-81,-79.11,-61.86,-63.29,-0.02
71.4,-160,-83,-77.35,-63.30,-61.88,0.02
71.5,-160,-84,-75.59,-61.86,-60.47,0.02
71.7,-160,-84,-75.59,-60.46,-60.47,0.00
71.8,-160,-84,-75.59,-60.47,-60.47,0.00
71.9,-160,-83,-77.35,-60.47,-61.88,-0.02
72.0,-160,-84,-75.59,-61.90,-60.47,0.02
72.2,-160,-83,-77.35,-60.46,-61.88,-0.02
72.3,-160,-83,-77.35,-61.90,-61.88,0.00
72.4,-160,-81,-79.11,-61.88,-63.29,-0.02
72.6,-160,-83,-77.35,-63.30,-61.88,0.02
72.7,-160,-84,-75.59,-61.86,-60.47,0.02
72.8,-160,-84,-75.59,-60.46,-60.47,0.00
72.9,-160,-84,-75.59,-60.47,-60.47,0.00
73.1,-160,-84,-75.59,-60.47,-60.47,0.00
73.2,-160,-83,-77.35,-60.47,-61.88,-0.02
73.3,-160,-83,-77.35,-61.90,-61.88,0.00
73.4,-160,-84,-75.59,-61.88,-60.47,0.02
73.6,-160,-84,-75.59,-60.46,-60.47,0.00
73.7,-160,-83,-77.35,-60.47,-61.88,-0.02
73.8,-160,-83,-77.35,-61.90,-61.88,0.00
73.9,-160,-83,-77.35,-61.88,-61.88,0.00
74.1,-160,-84,-75.59,-61.88,-60.47,0.02
74.2,-160,-84,-75.59,-60.46,-60.47,0.00
74.3,-160,-84,-75.59,-60.47,-60.47,0.00
74.5,-160,-84,-75.59,-60.47,-60.47,0.00
74.6,-160,-83,-77.35,-60.47,-61.88,-0.02
74.7,-160,-84,-75.59,-61.90,-60.47,0.02
74.8,-160,-84,-75.59,-60.46,-60.47,0.00
75.0,-160,-83,-77.35,-60.47,-61.88,-0.02
75.1,-160,-84,-75.59,-61.90,-60.47,0.02
75.2,-160,-83,-77.35,-60.46,-61.88,-0.02
75.3,-160,-83,-77.35,-61.90,-61.88,0.00
75.5,-160,-84,-75.59,-61.88,-60.47,0.02
75.6,-160,-86,-73.83,-60.46,-59.07,0.02
75.7,-160,-84,-75.59,-59.05,-60.47,-0.02
75.9,-160,-84,-75.59,-60.49,-60.47,0.00
76.0,-160,-83,-77.35,-60.47,-61.88,-0.02
76.1,-160,-83,-77.35,-61.90,-61.88,0.00
76.2,-160,-84,-75.59,-61.88,-60.47,0.02
76.4,-160,-84,-75.59,-60.46,-60.47,0.00
76.5,-160,-84,-75.59,-60.47,-60.47,0.00
76.6,-160,-84,-75.59,-60.47,-60.47,0.00
76.7,-160,-84,-75.59,-60.47,-60.47,0.00
76.9,-160,-84,-75.59,-60.47,-60.47,0.00
77.0,-160,-83,-77.35,-60.47,-61.88,-0.02
77.1,-160,-86,-73.83,-61.90,-59.07,0.03
77.3,-160,-83,-77.35,-59.03,-61.88,-0.03
77.4,-160,-84,-75.59,-61.91,-60.47,0.02
77.5,-160,-84,-75.59,-60.46,-60.47,0.00
77.6,-160,-84,-75.59,-60.47,-60.47,0.00
77.8,-160,-83,-77.35,-60.47,-61.88,-0.02
77.9,-160,-83,-77.35,-61.90,-61.88,0.00
78.0,-160,-84,-75.59,-61.88,-60.47,0.02
78.1,-160,-84,-75.59,-60.46,-60.47,0.00
78.3,-160,-86,-73.83,-60.47,-59.07,0.02
78.4,-160,-84,-75.59,-59.05,-60.47,-0.02
78.5,-160,-86,-73.83,-60.49,-59.07,0.02
78.7,-160,-84,-75.59,-59.05,-60.47,-0.02
78.8,-160,-84,-75.59,-60.49,-60.47,0.00
78.9,-160,-84,-75.59,-60.47,-60.47,0.00
79.0,-160,-86,-73.83,-60.47,-59.07,0.02
79.2,-160,-84,-75.59,-59.05,-60.47,-0.02
79.3,-160,-86,-73.83,-60.49,-59.07,0.02
79.4,-160,-84,-75.59,-59.05,-60.47,-0.02
79.5,-160,-86,-73.83,-60.49,-59.07,0.02
79.7,-160,-84,-75.59,-59.05,-60.47,-0.02
79.8,-160,-84,-75.59,-60.49,-60.47,0.00
79.9,-160,-86,-73.83,-60.47,-59.07,0.02
80.1,-160,-84,-75.59,-59.05,-60.47,-0.02
80.2,-160,-83,-77.35,-60.49,-61.88,-0.02
80.3,-160,-83,-77.35,-61.90,-61.88,0.00
80.4,-160,-84,-75.59,-61.88,-60.47,0.02
80.6,-160,-86,-73.83,-60.46,-59.07,0.02
80.7,-160,-84,-75.59,-59.05,-60.47,-0.02
80.8,-160,-86,-73.83,-60.49,-59.07,0.02
80.9,-160,-86,-73.83,-59.05,-59.07,0.00
81.1,-160,-84,-75.59,-59.07,-60.47,-0.02
81.2,-160,-86,-73.83,-60.49,-59.07,0.02
81.3,-160,-84,-75.59,-59.05,-60.47,-0.02
81.5,-160,-86,-73.83,-60.49,-59.07,0.02
81.6,-160,-84,-75.59,-59.05,-60.47,-0.02
81.7,-160,-84,-75.59,-60.49,-60.47,0.00
81.8,-160,-84,-75.59,-60.47,-60.47,0.00
82.0,-160,-84,-75.59,-60.47,-60.47,0.00
82.1,-160,-84,-75.59,-60.47,-60.47,0.00
82.2,-160,-86,-73.83,-60.47,-59.07,0.02
82.3,-160,-84,-75.59,-59.05,-60.47,-0.02
82.5,-160,-84,-75.59,-60.49,-60.47,0.00
82.6,-160,-84,-75.59,-60.47,-60.47,0.00
82.7,-160,-83,-77.35,-60.47,-61.88,-0.02
82.9,-160,-84,-75.59,-61.90,-60.47,0.02
83.0,-160,-84,-75.59,-60.46,-60.47,0.00
83.1,-160,-84,-75.59,-60.47,-60.47,0.00
83.2,-160,-83,-77.35,-60.47,-61.88,-0.02
83.4,-160,-84,-75.59,-61.90,-60.47,0.02
83.5,-160,-84,-75.59,-60.46,-60.47,0.00
83.6,-160,-84,-75.59,-60.47,-60.47,0.00
83.7,-160,-83,-77.35,-60.47,-61.88,-0.02
83.9,-160,-84,-75.59,-61.90,-60.47,0.02
84.0,-160,-83,-77.35,-60.46,-61.88,-0.02
84.1,-160,-84,-75.59,-61.90,-60.47,0.02
84.3,-160,-84,-75.59,-60.46,-60.47,0.00
84.4,-160,-84,-75.59,-60.47,-60.47,0.00
84.5,-160,-84,-75.59,-60.47,-60.47,0.00
84.6,-160,-86,-73.83,-60.47,-59.07,0.02
84.8,-160,-84,-75.59,-59.05,-60.47,-0.02
84.9,-160,-86,-73.83,-60.49,-59.07,0.02
85.0,-160,-84,-75.59,-59.05,-60.47,-0.02
85.1,-160,-86,-73.83,-60.49,-59.07,0.02
85.3,-160,-84,-75.59,-59.05,-60.47,-0.02
85.4,-160,-86,-73.83,-60.49,-59.07,0.02
85.5,-160,-86,-73.83,-59.05,-59.07,0.00
85.6,-160,-84,-75.59,-59.07,-60.47,-0.02
85.8,-160,-86,-73.83,-60.49,-59.07,0.02
85.9,-160,-84,-75.59,-59.05,-60.47,-0.02
86.0,-160,-86,-73.83,-60.49,-59.07,0.02
86.2,-160,-84,-75.59,-59.05,-60.47,-0.02
86.3,-160,-86,-73.83,-60.49,-59.07,0.02
86.4,-160,-86,-73.83,-59.05,-59.07,0.00
86.5,-160,-84,-75.59,-59.07,-60.47,-0.02
86.7,-160,-84,-75.59,-60.49,-60.47,0.00
86.8,-160,-83,-77.35,-60.47,-61.88,-0.02
86.9,-160,-86,-73.83,-61.90,-59.07,0.03
87.1,-160,-84,-75.59,-59.03,-60.47,-0.02
87.2,-160,-86,-73.83,-60.49,-59.07,0.02
87.3,-160,-86,-73.83,-59.05,-59.07,0.00
87.4,-149,-86,-62.83,-59.07,-50.27,0.11
87.6,-138,-86,-51.83,-50.16,-41.47,0.11
87.7,-127,-81,-46.11,-41.36,-36.89,0.06
87.8,-120,-70,-49.66,-36.83,-39.73,-0.03
87.9,-116,-56,-59.73,-39.76,-47.78,-0.10
88.1,-116,-46,-70.28,-47.88,-56.22,-0.10
88.2,-116,-42,-73.80,-56.33,-59.04,-0.03
88.3,-116,-51,-65.00,-59.07,-52.00,0.09
88.5,-116,-60,-56.21,-51.92,-44.97,0.09
88.6,-116,-65,-50.94,-44.88,-40.75,0.05
88.7,-116,-62,-54.45,-40.70,-43.56,-0.03
88.8,-116,-53,-63.25,-43.60,-50.60,-0.09
89.0,-116,-47,-68.52,-50.68,-54.82,-0.05
89.1,-117,-49,-67.76,-54.87,-54.21,0.01
89.2,-117,-55,-62.49,-54.20,-49.99,0.05
89.3,-119,-60,-59.21,-49.94,-47.37,0.03
89.5,-123,-62,-61.45,-47.34,-49.16,-0.02
89.6,-123,-60,-63.21,-49.18,-50.57,-0.02
89.7,-123,-58,-64.97,-50.59,-51.98,-0.02
89.9,-124,-60,-64.21,-51.99,-51.37,0.01
90.0,-123,-58,-64.97,-51.36,-51.98,-0.01
90.1,-123,-58,-64.97,-51.98,-51.98,0.00
90.2,-123,-58,-64.97,-51.98,-51.98,0.00
90.4,-123,-58,-64.97,-51.98,-51.98,0.00
90.5,-123,-58,-64.97,-51.98,-51.98,0.00
90.6,-123,-58,-64.97,-51.98,-51.98,0.00
90.7,-123,-58,-64.97,-51.98,-51.98,0.00
90.9,-123,-60,-63.21,-51.98,-50.57,0.02
91.0,-123,-58,-64.97,-50.55,-51.98,-0.02
91.1,-123,-58,-64.97,-51.99,-51.98,0.00
91.3,-123,-60,-63.21,-51.98,-50.57,0.02
91.4,-123,-60,-63.21,-50.55,-50.57,0.00
91.5,-123,-60,-63.21,-50.57,-50.57,0.00
91.6,-123,-60,-63.21,-50.57,-50.57,0.00
91.8,-123,-60,-63.21,-50.57,-50.57,0.00
91.9,-123,-60,-63.21,-50.57,-50.57,0.00
92.0,-123,-60,-63.21,-50.57,-50.57,0.00
92.1,-123,-60,-63.21,-50.57,-50.57,0.00
92.3,-123,-60,-63.21,-50.57,-50.57,0.00
92.4,-123,-60,-63.21,-50.57,-50.57,0.00
92.5,-123,-60,-63.21,-50.57,-50.57,0.00
92.6,-123,-60,-63.21,-50.57,-50.57,0.00
92.8,-123,-60,-63.21,-50.57,-50.57,0.00
92.9,-123,-60,-63.21,-50.57,-50.57,0.00
93.0,-123,-60,-63.21,-50.57,-50.57,0.00
93.2,-123,-60,-63.21,-50.57,-50.57,0.00
93.3,-123,-62,-61.45,-50.57,-49.16,0.02
93.4,-123,-60,-63.21,-49.14,-50.57,-0.02
93.5,-123,-60,-63.21,-50.59,-50.57,0.00
93.7,-123,-58,-64.97,-50.57,-51.98,-0.02
93.8,-123,-60,-63.21,-51.99,-50.57,0.02
93.9,-123,-58,-64.97,-50.55,-51.98,-0.02
94.0,-124,-62,-62.45,-51.99,-49.96,0.02
94.2,-123,-58,-64.97,-49.94,-51.98,-0.02
94.3,-123,-60,-63.21,-52.00,-50.57,0.02
94.4,-123,-58,-64.97,-50.55,-51.98,-0.02
94.6,-123,-60,-63.21,-51.99,-50.57,0.02
94.7,-124,-60,-64.21,-50.55,-51.37,-0.01
94.8,-123,-62,-61.45,-51.38,-49.16,0.03
94.9,-123,-60,-63.21,-49.13,-50.57,-0.02
95.1,-123,-60,-63.21,-50.59,-50.57,0.00
95.2,-123,-60,-63.21,-50.57,-50.57,0.00
95.3,-124,-58,-65.97,-50.57,-52.78,-0.03
95.4,-123,-58,-64.97,-52.80,-51.98,0.01
95.6,-123,-60,-63.21,-51.97,-50.57,0.02
95.7,-123,-62,-61.45,-50.55,-49.16,0.02
95.8,-123,-60,-63.21,-49.14,-50.57,-0.02
96.0,-124,-62,-62.45,-50.59,-49.96,0.01
96.1,-123,-60,-63.21,-49.95,-50.57,-0.01
96.2,-123,-58,-64.97,-50.58,-51.98,-0.02
96.3,-123,-58,-64.97,-51.99,-51.98,0.00
96.5,-123,-56,-66.73,-51.98,-53.38,-0.02
96.6,-123,-56,-66.73,-53.40,-53.38,0.00
96.7,-123,-60,-63.21,-53.38,-50.57,0.03
96.8,-123,-62,-61.45,-50.53,-49.16,0.02
97.0,-123,-62,-61.45,-49.14,-49.16,0.00
97.1,-123,-60,-63.21,-49.16,-50.57,-0.02
97.2,-124,-58,-65.97,-50.59,-52.78,-0.03
97.4,-123,-60,-63.21,-52.80,-50.57,0.03
97.5,-123,-60,-63.21,-50.54,-50.57,0.00
97.6,-123,-60,-63.21,-50.57,-50.57,0.00
97.7,-123,-58,-64.97,-50.57,-51.98,-0.02
97.9,-124,-60,-64.21,-51.99,-51.37,0.01
98.0,-123,-58,-64.97,-51.36,-51.98,-0.01
98.1,-123,-60,-63.21,-51.98,-50.57,0.02
98.2,-123,-60,-63.21,-50.55,-50.57,0.00
98.4,-123,-58,-64.97,-50.57,-51.98,-0.02
98.5,-124,-60,-64.21,-51.99,-51.37,0.01
98.6,-123,-60,-63.21,-51.36,-50.57,0.01
98.8,-123,-60,-63.21,-50.56,-50.57,0.00
98.9,-123,-60,-63.21,-50.57,-50.57,0.00
99.0,-123,-60,-63.21,-50.57,-50.57,0.00
99.1,-124,-60,-64.21,-50.57,-51.37,-0.01
99.3,-123,-60,-63.21,-51.38,-50.57,0.01
99.4,-123,-58,-64.97,-50.56,-51.98,-0.02
99.5,-123,-62,-61.45,-51.99,-49.16,0.03
99.6,-123,-60,-63.21,-49.13,-50.57,-0.02
99.8,-123,-60,-63.21,-50.59,-50.57,0.00
99.9,-123,-58,-64.97,-50.57,-51.98,-0.02
100.0,-123,-60,-63.21,-51.99,-50.57,0.02
100.2,-123,-60,-63.21,-50.55,-50.57,0.00
100.3,-123,-60,-63.21,-50.57,-50.57,0.00
100.4,-123,-62,-61.45,-50.57,-49.16,0.02
100.5,-123,-60,-63.21,-49.14,-50.57,-0.02
100.7,-123,-60,-63.21,-50.59,-50.57,0.00
100.8,-123,-60,-63.21,-50.57,-50.57,0.00
100.9,-123,-60,-63.21,-50.57,-50.57,0.00
101.1,-123,-58,-64.97,-50.57,-51.98,-0.02
101.2,-123,-60,-63.21,-51.99,-50.57,0.02
101.3,-123,-60,-63.21,-50.55,-50.57,0.00
101.4,-123,-60,-63.21,-50.57,-50.57,0.00
101.6,-123,-60,-63.21,-50.57,-50.57,0.00
101.7,-123,-60,-63.21,-50.57,-50.57,0.00
101.8,-123,-60,-63.21,-50.57,-50.57,0.00
101.9,-124,-60,-64.21,-50.57,-51.37,-0.01
102.1,-123,-62,-61.45,-51.38,-49.16,0.03
102.2,-123,-60,-63.21,-49.13,-50.57,-0.02
102.3,-123,-60,-63.21,-50.59,-50.57,0.00
102.5,-123,-58,-64.97,-50.57,-51.98,-0.02
102.6,-123,-58,-64.97,-51.99,-51.98,0.00
102.7,-123,-58,-64.97,-51.98,-51.98,0.00
102.8,-123,-58,-64.97,-51.98,-51.98,0.00
103.0,-123,-58,-64.97,-51.98,-51.98,0.00
103.1,-123,-60,-63.21,-51.98,-50.57,0.02
103.2,-123,-60,-63.21,-50.55,-50.57,0.00
103.4,-123,-58,-64.97,-50.57,-51.98,-0.02
103.5,-123,-60,-63.21,-51.99,-50.57,0.02
103.6,-123,-60,-63.21,-50.55,-50.57,0.00
103.7,-123,-60,-63.21,-50.57,-50.57,0.00
103.9,-123,-60,-63.21,-50.57,-50.57,0.00
104.0,-123,-60,-63.21,-50.57,-50.57,0.00
104.1,-123,-60,-63.21,-50.57,-50.57,0.00
104.3,-123,-60,-63.21,-50.57,-50.57,0.00
104.4,-123,-60,-63.21,-50.57,-50.57,0.00
104.5,-123,-58,-64.97,-50.57,-51.98,-0.02
104.6,-123,-60,-63.21,-51.99,-50.57,0.02
104.8,-123,-60,-63.21,-50.55,-50.57,0.00
104.9,-123,-62,-61.45,-50.57,-49.16,0.02
105.0,-123,-60,-63.21,-49.14,-50.57,-0.02
105.2,-123,-58,-64.97,-50.59,-51.98,-0.02
105.3,-123,-58,-64.97,-51.99,-51.98,0.00
105.4,-123,-58,-64.97,-51.98,-51.98,0.00
105.5,-123,-58,-64.97,-51.98,-51.98,0.00
105.7,-123,-58,-64.97,-51.98,-51.98,0.00
105.8,-123,-60,-63.21,-51.98,-50.57,0.02
105.9,-123,-58,-64.97,-50.55,-51.98,-0.02
106.1,-123,-60,-63.21,-51.99,-50.57,0.02
106.2,-123,-60,-63.21,-50.55,-50.57,0.00
106.3,-123,-58,-64.97,-50.57,-51.98,-0.02
106.4,-123,-58,-64.97,-51.99,-51.98,0.00
106.6,-124,-60,-64.21,-51.98,-51.37,0.01
106.7,-123,-58,-64.97,-51.36,-51.98,-0.01
106.8,-123,-62,-61.45,-51.98,-49.16,0.03
106.9,-123,-60,-63.21,-49.13,-50.57,-0.02
107.1,-123,-60,-63.21,-50.59,-50.57,0.00
107.2,-123,-60,-63.21,-50.57,-50.57,0.00
107.3,-123,-58,-64.97,-50.57,-51.98,-0.02
107.5,-123,-60,-63.21,-51.99,-50.57,0.02
107.6,-123,-60,-63.21,-50.55,-50.57,0.00
107.7,-123,-60,-63.21,-50.57,-50.57,0.00
107.8,-123,-58,-64.97,-50.57,-51.98,-0.02
108.0,-123,-60,-63.21,-51.99,-50.57,0.02
108.1,-123,-60,-63.21,-50.55,-50.57,0.00
108.2,-123,-60,-63.21,-50.57,-50.57,0.00
108.4,-123,-58,-64.97,-50.57,-51.98,-0.02
108.5,-123,-60,-63.21,-51.99,-50.57,0.02
108.6,-123,-58,-64.97,-50.55,-51.98,-0.02
108.7,-123,-60,-63.21,-51.99,-50.57,0.02
108.9,-123,-60,-63.21,-50.55,-50.57,0.00
109.0,-123,-60,-63.21,-50.57,-50.57,0.00
109.1,-123,-60,-63.21,-50.57,-50.57,0.00
109.3,-123,-60,-63.21,-50.57,-50.57,0.00
109.4,-123,-60,-63.21,-50.57,-50.57,0.00
109.5,-123,-60,-63.21,-50.57,-50.57,0.00
109.6,-124,-62,-62.45,-50.57,-49.96,0.01
109.8,-123,-58,-64.97,-49.95,-51.98,-0.02
109.9,-123,-58,-64.97,-52.00,-51.98,0.00
110.0,-123,-60,-63.21,-51.98,-50.57,0.02
110.2,-123,-60,-63.21,-50.55,-50.57,0.00
110.3,-123,-58,-64.97,-50.57,-51.98,-0.02
110.4,-123,-62,-61.45,-51.99,-49.16,0.03
110.5,-123,-60,-63.21,-49.13,-50.57,-0.02
110.7,-123,-60,-63.21,-50.59,-50.57,0.00
110.8,-123,-60,-63.21,-50.57,-50.57,0.00
110.9,-123,-60,-63.21,-50.57,-50.57,0.00
111.0,-123,-60,-63.21,-50.57,-50.57,0.00
111.2,-124,-60,-64.21,-50.57,-51.37,-0.01
111.3,-123,-60,-63.21,-51.38,-50.57,0.01
111.4,-123,-60,-63.21,-50.56,-50.57,0.00
111.6,-123,-62,-61.45,-50.57,-49.16,0.02
111.7,-123,-60,-63.21,-49.14,-50.57,-0.02
111.8,-123,-62,-61.45,-50.59,-49.16,0.02
111.9,-123,-60,-63.21,-49.14,-50.57,-0.02
112.1,-123,-58,-64.97,-50.59,-51.98,-0.02
112.2,-123,-60,-63.21,-51.99,-50.57,0.02
112.3,-123,-60,-63.21,-50.55,-50.57,0.00
112.5,-123,-62,-61.45,-50.57,-49.16,0.02
112.6,-123,-60,-63.21,-49.14,-50.57,-0.02
112.7,-123,-60,-63.21,-50.59,-50.57,0.00
112.8,-123,-60,-63.21,-50.57,-50.57,0.00
113.0,-123,-60,-63.21,-50.57,-50.57,0.00
113.1,-123,-60,-63.21,-50.57,-50.57,0.00
113.2,-123,-60,-63.21,-50.57,-50.57,0.00
113.4,-123,-60,-63.21,-50.57,-50.57,0.00
113.5,-123,-60,-63.21,-50.57,-50.57,0.00
113.6,-123,-62,-61.45,-50.57,-49.16,0.02
113.7,-123,-60,-63.21,-49.14,-50.57,-0.02
113.9,-123,-60,-63.21,-50.59,-50.57,0.00
114.0,-123,-60,-63.21,-50.57,-50.57,0.00
114.1,-123,-58,-64.97,-50.57,-51.98,-0.02
114.3,-123,-60,-63.21,-51.99,-50.57,0.02
114.4,-123,-58,-64.97,-50.55,-51.98,-0.02
114.5,-123,-60,-63.21,-51.99,-50.57,0.02
114.6,-123,-62,-61.45,-50.55,-49.16,0.02
114.8,-123,-60,-63.21,-49.14,-50.57,-0.02
114.9,-123,-62,-61.45,-50.59,-49.16,0.02
115.0,-123,-60,-63.21,-49.14,-50.57,-0.02
115.2,-124,-60,-64.21,-50.59,-51.37,-0.01
115.3,-123,-58,-64.97,-51.38,-51.98,-0.01
115.4,-123,-62,-61.45,-51.98,-49.16,0.03
115.5,-123,-60,-63.21,-49.13,-50.57,-0.02
115.7,-123,-62,-61.45,-50.59,-49.16,0.02
115.8,-123,-60,-63.21,-49.14,-50.57,-0.02
115.9,-123,-60,-63.21,-50.59,-50.57,0.00
116.1,-123,-60,-63.21,-50.57,-50.57,0.00
116.2,-123,-58,-64.97,-50.57,-51.98,-0.02
116.3,-123,-60,-63.21,-51.99,-50.57,0.02
116.4,-123,-58,-64.97,-50.55,-51.98,-0.02
116.6,-123,-58,-64.97,-51.99,-51.98,0.00
116.7,-123,-58,-64.97,-51.98,-51.98,0.00
116.8,-123,-58,-64.97,-51.98,-51.98,0.00
117.0,-123,-58,-64.97,-51.98,-51.98,0.00
117.1,-123,-60,-63.21,-51.98,-50.57,0.02
117.2,-123,-62,-61.45,-50.55,-49.16,0.02
117.3,-123,-60,-63.21,-49.14,-50.57,-0.02
117.5,-123,-60,-63.21,-50.59,-50.57,0.00
117.6,-123,-58,-64.97,-50.57,-51.98,-0.02
117.7,-123,-60,-63.21,-51.99,-50.57,0.02
117.8,-123,-62,-61.45,-50.55,-49.16,0.02
118.0,-123,-60,-63.21,-49.14,-50.57,-0.02
118.1,-123,-60,-63.21,-50.59,-50.57,0.00
118.2,-123,-58,-64.97,-50.57,-51.98,-0.02
118.4,-123,-60,-63.21,-51.99,-50.57,0.02
118.5,-123,-58,-64.97,-50.55,-51.98,-0.02
118.6,-123,-60,-63.21,-51.99,-50.57,0.02
118.7,-123,-58,-64.97,-50.55,-51.98,-0.02
118.9,-123,-58,-64.97,-51.99,-51.98,0.00
119.0,-123,-58,-64.97,-51.98,-51.98,0.00
119.1,-124,-60,-64.21,-51.98,-51.37,0.01
119.3,-123,-58,-64.97,-51.36,-51.98,-0.01
119.4,-123,-62,-61.45,-51.98,-49.16,0.03
119.5,-123,-60,-63.21,-49.13,-50.57,-0.02
119.6,-123,-60,-63.21,-50.59,-50.57,0.00
119.8,-123,-60,-63.21,-50.57,-50.57,0.00
119.9,-123,-60,-63.21,-50.57,-50.57,0.00
120.0,-123,-58,-64.97,-50.57,-51.98,-0.02
