Tempo(s),Setpoint(RPM),Vel(RPM),erro(RPM),Controle,AcaoP,AcaoD
68.5,-160,-65,-94.94,-56.96,-56.96,0.00
68.6,-160,-65,-94.94,-56.96,-56.96,0.00
68.7,-160,-67,-93.18,-56.96,-55.91,0.02
68.9,-160,-67,-93.18,-55.89,-55.91,0.00
69.0,-160,-69,-91.42,-55.91,-54.85,0.02
69.1,-160,-67,-93.18,-54.83,-55.91,-0.02
69.2,-160,-67,-93.18,-55.92,-55.91,0.00
69.4,-160,-65,-94.94,-55.91,-56.96,-0.02
69.5,-160,-67,-93.18,-56.98,-55.91,0.02
69.6,-160,-65,-94.94,-55.89,-56.96,-0.02
69.8,-160,-69,-91.42,-56.98,-54.85,0.03
69.9,-160,-67,-93.18,-54.82,-55.91,-0.02
70.0,-160,-69,-91.42,-55.92,-54.85,0.02
70.1,-160,-67,-93.18,-54.83,-55.91,-0.02
70.3,-160,-65,-94.94,-55.92,-56.96,-0.02
70.4,-160,-67,-93.18,-56.98,-55.91,0.02
70.5,-160,-65,-94.94,-55.89,-56.96,-0.02
70.6,-160,-69,-91.42,-56.98,-54.85,0.03
70.8,-160,-67,-93.18,-54.82,-55.91,-0.02
70.9,-160,-69,-91.42,-55.92,-54.85,0.02
71.0,-160,-65,-94.94,-54.83,-56.96,-0.03
71.2,-160,-67,-93.18,-57.00,-55.91,0.02
71.3,-160,-65,-94.94,-55.89,-56.96,-0.02
71.4,-160,-69,-91.42,-56.98,-54.85,0.03
71.5,-160,-67,-93.18,-54.82,-55.91,-0.02
71.7,-160,-67,-93.18,-55.92,-55.91,0.00
71.8,-160,-69,-91.42,-55.91,-54.85,0.02
71.9,-160,-67,-93.18,-54.83,-55.91,-0.02
72.0,-160,-67,-93.18,-55.92,-55.91,0.00
72.2,-160,-69,-91.42,-55.91,-54.85,0.02
72.3,-160,-67,-93.18,-54.83,-55.91,-0.02
72.4,-160,-69,-91.42,-55.92,-54.85,0.02
72.6,-160,-67,-93.18,-54.83,-55.91,-0.02
72.7,-160,-67,-93.18,-55.92,-55.91,0.00
72.8,-160,-69,-91.42,-55.91,-54.85,0.02
72.9,-160,-67,-93.18,-54.83,-55.91,-0.02
73.1,-160,-67,-93.18,-55.92,-55.91,0.00
73.2,-160,-69,-91.42,-55.91,-54.85,0.02
73.3,-160,-67,-93.18,-54.83,-55.91,-0.02
73.4,-160,-69,-91.42,-55.92,-54.85,0.02
73.6,-160,-67,-93.18,-54.83,-55.91,-0.02
73.7,-160,-69,-91.42,-55.92,-54.85,0.02
73.8,-160,-67,-93.18,-54.83,-55.91,-0.02
74.0,-160,-69,-91.42,-55.92,-54.85,0.02
74.1,-160,-67,-93.18,-54.83,-55.91,-0.02
74.2,-160,-69,-91.42,-55.92,-54.85,0.02
74.3,-160,-67,-93.18,-54.83,-55.91,-0.02
74.5,-160,-69,-91.42,-55.92,-54.85,0.02
74.6,-160,-65,-94.94,-54.83,-56.96,-0.03
74.7,-160,-65,-94.94,-57.00,-56.96,0.00
74.9,-160,-65,-94.94,-56.96,-56.96,0.00
75.0,-160,-67,-93.18,-56.96,-55.91,0.02
75.1,-160,-69,-91.42,-55.89,-54.85,0.02
75.2,-160,-67,-93.18,-54.83,-55.91,-0.02
75.4,-160,-69,-91.42,-55.92,-54.85,0.02
75.5,-160,-69,-91.42,-54.83,-54.85,0.00
75.6,-160,-67,-93.18,-54.85,-55.91,-0.02
75.7,-160,-69,-91.42,-55.92,-54.85,0.02
75.9,-160,-67,-93.18,-54.83,-55.91,-0.02
76.0,-160,-69,-91.42,-55.92,-54.85,0.02
76.1,-160,-67,-93.18,-54.83,-55.91,-0.02
76.3,-160,-69,-91.42,-55.92,-54.85,0.02
76.4,-160,-67,-93.18,-54.83,-55.91,-0.02
76.5,-160,-69,-91.42,-55.92,-54.85,0.02
76.6,-160,-69,-91.42,-54.83,-54.85,0.00
76.8,-160,-69,-91.42,-54.85,-54.85,0.00
76.9,-160,-67,-93.18,-54.85,-55.91,-0.02
77.0,-160,-69,-91.42,-55.92,-54.85,0.02
77.1,-160,-69,-91.42,-54.83,-54.85,0.00
77.3,-160,-67,-93.18,-54.85,-55.91,-0.02
77.4,-160,-69,-91.42,-55.92,-54.85,0.02
77.5,-160,-69,-91.42,-54.83,-54.85,0.00
77.6,-160,-67,-93.18,-54.85,-55.91,-0.02
77.8,-160,-69,-91.42,-55.92,-54.85,0.02
77.9,-160,-69,-91.42,-54.83,-54.85,0.00
78.0,-160,-67,-93.18,-54.85,-55.91,-0.02
78.2,-160,-67,-93.18,-55.92,-55.91,0.00
78.3,-160,-67,-93.18,-55.91,-55.91,0.00
78.4,-160,-67,-93.18,-55.91,-55.91,0.00
78.5,-160,-69,-91.42,-55.91,-54.85,0.02
78.7,-160,-69,-91.42,-54.83,-54.85,0.00
78.8,-160,-69,-91.42,-54.85,-54.85,0.00
78.9,-160,-69,-91.42,-54.85,-54.85,0.00
79.0,-160,-69,-91.42,-54.85,-54.85,0.00
79.2,-160,-69,-91.42,-54.85,-54.85,0.00
79.3,-160,-67,-93.18,-54.85,-55.91,-0.02
79.4,-160,-69,-91.42,-55.92,-54.85,0.02
79.6,-160,-67,-93.18,-54.83,-55.91,-0.02
79.7,-160,-67,-93.18,-55.92,-55.91,0.00
79.8,-160,-67,-93.18,-55.91,-55.91,0.00
79.9,-160,-67,-93.18,-55.91,-55.91,0.00
80.1,-160,-69,-91.42,-55.91,-54.85,0.02
80.2,-160,-69,-91.42,-54.83,-54.85,0.00
80.3,-160,-69,-91.42,-54.85,-54.85,0.00
80.4,-160,-67,-93.18,-54.85,-55.91,-0.02
80.6,-160,-69,-91.42,-55.92,-54.85,0.02
80.7,-160,-69,-91.42,-54.83,-54.85,0.00
80.8,-160,-69,-91.42,-54.85,-54.85,0.00
81.0,-160,-69,-91.42,-54.85,-54.85,0.00
81.1,-160,-69,-91.42,-54.85,-54.85,0.00
81.2,-160,-69,-91.42,-54.85,-54.85,0.00
81.3,-160,-67,-93.18,-54.85,-55.91,-0.02
81.5,-160,-69,-91.42,-55.92,-54.85,0.02
81.6,-160,-69,-91.42,-54.83,-54.85,0.00
81.7,-160,-70,-89.66,-54.85,-53.80,0.02
81.8,-160,-69,-91.42,-53.78,-54.85,-0.02
82.0,-160,-69,-91.42,-54.87,-54.85,0.00
82.1,-160,-69,-91.42,-54.85,-54.85,0.00
82.2,-160,-67,-93.18,-54.85,-55.91,-0.02
82.4,-160,-69,-91.42,-55.92,-54.85,0.02
82.5,-160,-69,-91.42,-54.83,-54.85,0.00
82.6,-160,-69,-91.42,-54.85,-54.85,0.00
82.7,-160,-70,-89.66,-54.85,-53.80,0.02
82.9,-160,-69,-91.42,-53.78,-54.85,-0.02
83.0,-160,-69,-91.42,-54.87,-54.85,0.00
83.1,-160,-67,-93.18,-54.85,-55.91,-0.02
83.2,-160,-67,-93.18,-55.92,-55.91,0.00
83.4,-160,-69,-91.42,-55.91,-54.85,0.02
83.5,-160,-69,-91.42,-54.83,-54.85,0.00
83.6,-160,-69,-91.42,-54.85,-54.85,0.00
83.7,-160,-69,-91.42,-54.85,-54.85,0.00
83.9,-160,-70,-89.66,-54.85,-53.80,0.02
84.0,-160,-69,-91.42,-53.78,-54.85,-0.02
84.1,-160,-69,-91.42,-54.87,-54.85,0.00
84.3,-160,-69,-91.42,-54.85,-54.85,0.00
84.4,-160,-67,-93.18,-54.85,-55.91,-0.02
84.5,-160,-69,-91.42,-55.92,-54.85,0.02
84.6,-160,-67,-93.18,-54.83,-55.91,-0.02
84.8,-160,-69,-91.42,-55.92,-54.85,0.02
84.9,-160,-69,-91.42,-54.83,-54.85,0.00
85.0,-160,-67,-93.18,-54.85,-55.91,-0.02
85.1,-160,-69,-91.42,-55.92,-54.85,0.02
85.3,-160,-69,-91.42,-54.83,-54.85,0.00
85.4,-160,-69,-91.42,-54.85,-54.85,0.00
85.5,-160,-67,-93.18,-54.85,-55.91,-0.02
85.7,-160,-69,-91.42,-55.92,-54.85,0.02
85.8,-160,-69,-91.42,-54.83,-54.85,0.00
85.9,-160,-69,-91.42,-54.85,-54.85,0.00
86.0,-160,-69,-91.42,-54.85,-54.85,0.00
86.2,-160,-70,-89.66,-54.85,-53.80,0.02
86.3,-160,-69,-91.42,-53.78,-54.85,-0.02
86.4,-160,-69,-91.42,-54.87,-54.85,0.00
86.5,-160,-69,-91.42,-54.85,-54.85,0.00
86.7,-160,-69,-91.42,-54.85,-54.85,0.00
86.8,-160,-69,-91.42,-54.85,-54.85,0.00
86.9,-160,-69,-91.42,-54.85,-54.85,0.00
87.1,-160,-69,-91.42,-54.85,-54.85,0.00
87.2,-160,-69,-91.42,-54.85,-54.85,0.00
87.3,-160,-69,-91.42,-54.85,-54.85,0.00
87.4,-160,-69,-91.42,-54.85,-54.85,0.00
87.6,-160,-70,-89.66,-54.85,-53.80,0.02
87.7,-160,-69,-91.42,-53.78,-54.85,-0.02
87.8,-160,-69,-91.42,-54.87,-54.85,0.00
87.9,-160,-69,-91.42,-54.85,-54.85,0.00
88.1,-160,-69,-91.42,-54.85,-54.85,0.00
88.2,-160,-69,-91.42,-54.85,-54.85,0.00
88.3,-160,-69,-91.42,-54.85,-54.85,0.00
88.5,-160,-69,-91.42,-54.85,-54.85,0.00
88.6,-160,-70,-89.66,-54.85,-53.80,0.02
88.7,-160,-69,-91.42,-53.78,-54.85,-0.02
88.8,-160,-70,-89.66,-54.87,-53.80,0.02
89.0,-160,-67,-93.18,-53.78,-55.91,-0.03
89.1,-160,-69,-91.42,-55.94,-54.85,0.02
89.2,-160,-67,-93.18,-54.83,-55.91,-0.02
89.3,-160,-67,-93.18,-55.92,-55.91,0.00
89.5,-160,-67,-93.18,-55.91,-55.91,0.00
89.6,-160,-67,-93.18,-55.91,-55.91,0.00
89.7,-160,-67,-93.18,-55.91,-55.91,0.00
89.9,-160,-69,-91.42,-55.91,-54.85,0.02
90.0,-160,-70,-89.66,-54.83,-53.80,0.02
90.1,-160,-69,-91.42,-53.78,-54.85,-0.02
90.2,-160,-70,-89.66,-54.87,-53.80,0.02
90.4,-160,-69,-91.42,-53.78,-54.85,-0.02
90.5,-160,-69,-91.42,-54.87,-54.85,0.00
90.6,-160,-67,-93.18,-54.85,-55.91,-0.02
90.7,-160,-69,-91.42,-55.92,-54.85,0.02
90.9,-160,-70,-89.66,-54.83,-53.80,0.02
91.0,-160,-69,-91.42,-53.78,-54.85,-0.02
91.1,-160,-69,-91.42,-54.87,-54.85,0.00
91.3,-160,-69,-91.42,-54.85,-54.85,0.00
91.4,-160,-69,-91.42,-54.85,-54.85,0.00
91.5,-160,-67,-93.18,-54.85,-55.91,-0.02
91.6,-160,-69,-91.42,-55.92,-54.85,0.02
91.8,-160,-69,-91.42,-54.83,-54.85,0.00
91.9,-160,-69,-91.42,-54.85,-54.85,0.00
92.0,-160,-69,-91.42,-54.85,-54.85,0.00
92.1,-160,-69,-91.42,-54.85,-54.85,0.00
92.3,-160,-69,-91.42,-54.85,-54.85,0.00
92.4,-160,-69,-91.42,-54.85,-54.85,0.00
92.5,-160,-70,-89.66,-54.85,-53.80,0.02
92.6,-160,-70,-89.66,-53.78,-53.80,0.00
92.8,-160,-69,-91.42,-53.80,-54.85,-0.02
92.9,-160,-69,-91.42,-54.87,-54.85,0.00
93.0,-160,-69,-91.42,-54.85,-54.85,0.00
93.2,-160,-70,-89.66,-54.85,-53.80,0.02
93.3,-160,-69,-91.42,-53.78,-54.85,-0.02
93.4,-160,-70,-89.66,-54.87,-53.80,0.02
93.5,-160,-69,-91.42,-53.78,-54.85,-0.02
93.7,-160,-69,-91.42,-54.87,-54.85,0.00
93.8,-160,-69,-91.42,-54.85,-54.85,0.00
93.9,-160,-70,-89.66,-54.85,-53.80,0.02
94.0,-160,-69,-91.42,-53.78,-54.85,-0.02
94.2,-160,-70,-89.66,-54.87,-53.80,0.02
94.3,-160,-69,-91.42,-53.78,-54.85,-0.02
94.4,-160,-69,-91.42,-54.87,-54.85,0.00
94.6,-160,-67,-93.18,-54.85,-55.91,-0.02
94.7,-160,-70,-89.66,-55.92,-53.80,0.03
94.8,-160,-69,-91.42,-53.76,-54.85,-0.02
94.9,-160,-70,-89.66,-54.87,-53.80,0.02
95.1,-160,-70,-89.66,-53.78,-53.80,0.00
95.2,-160,-69,-91.42,-53.80,-54.85,-0.02
95.3,-160,-70,-89.66,-54.87,-53.80,0.02
95.4,-160,-67,-93.18,-53.78,-55.91,-0.03
95.6,-160,-69,-91.42,-55.94,-54.85,0.02
95.7,-160,-69,-91.42,-54.83,-54.85,0.00
95.8,-148,-70,-77.66,-54.85,-46.60,0.13
96.0,-138,-69,-69.42,-46.46,-41.65,0.08
96.1,-129,-65,-63.94,-41.57,-38.36,0.05
96.2,-123,-56,-66.73,-38.31,-40.04,-0.03
96.3,-118,-46,-72.28,-40.06,-43.37,-0.05
96.5,-115,-40,-74.55,-43.42,-44.73,-0.02
96.6,-115,-35,-79.83,-44.76,-47.90,-0.05
96.7,-115,-37,-78.07,-47.95,-46.84,0.02
96.8,-115,-37,-78.07,-46.83,-46.84,0.00
97.0,-115,-40,-74.55,-46.84,-44.73,0.03
97.1,-115,-42,-72.80,-44.70,-43.68,0.02
97.2,-115,-42,-72.80,-43.66,-43.68,0.00
97.4,-115,-40,-74.55,-43.68,-44.73,-0.02
97.5,-115,-39,-76.31,-44.75,-45.79,-0.02
97.6,-115,-39,-76.31,-45.81,-45.79,0.00
97.7,-115,-39,-76.31,-45.79,-45.79,0.00
97.9,-116,-40,-75.55,-45.79,-45.33,0.01
98.0,-115,-42,-72.80,-45.33,-43.68,0.03
98.1,-115,-40,-74.55,-43.65,-44.73,-0.02
98.2,-115,-40,-74.55,-44.75,-44.73,0.00
98.4,-115,-39,-76.31,-44.73,-45.79,-0.02
98.5,-115,-39,-76.31,-45.81,-45.79,0.00
98.6,-115,-39,-76.31,-45.79,-45.79,0.00
98.8,-115,-40,-74.55,-45.79,-44.73,0.02
98.9,-115,-40,-74.55,-44.72,-44.73,0.00
99.0,-115,-40,-74.55,-44.73,-44.73,0.00
99.1,-116,-40,-75.55,-44.73,-45.33,-0.01
99.3,-115,-40,-74.55,-45.34,-44.73,0.01
99.4,-115,-40,-74.55,-44.72,-44.73,0.00
99.5,-115,-40,-74.55,-44.73,-44.73,0.00
99.6,-115,-39,-76.31,-44.73,-45.79,-0.02
99.8,-116,-40,-75.55,-45.81,-45.33,0.01
99.9,-115,-40,-74.55,-45.33,-44.73,0.01
100.0,-115,-40,-74.55,-44.72,-44.73,0.00
100.2,-115,-42,-72.80,-44.73,-43.68,0.02
100.3,-115,-40,-74.55,-43.66,-44.73,-0.02
100.4,-115,-40,-74.55,-44.75,-44.73,0.00
100.5,-115,-39,-76.31,-44.73,-45.79,-0.02
100.7,-115,-39,-76.31,-45.81,-45.79,0.00
100.8,-115,-40,-74.55,-45.79,-44.73,0.02
100.9,-115,-40,-74.55,-44.72,-44.73,0.00
101.1,-115,-40,-74.55,-44.73,-44.73,0.00
101.2,-115,-40,-74.55,-44.73,-44.73,0.00
101.3,-115,-40,-74.55,-44.73,-44.73,0.00
101.4,-115,-40,-74.55,-44.73,-44.73,0.00
101.6,-115,-39,-76.31,-44.73,-45.79,-0.02
101.7,-115,-40,-74.55,-45.81,-44.73,0.02
101.8,-115,-40,-74.55,-44.72,-44.73,0.00
101.9,-115,-40,-74.55,-44.73,-44.73,0.00
102.1,-115,-40,-74.55,-44.73,-44.73,0.00
102.2,-115,-39,-76.31,-44.73,-45.79,-0.02
102.3,-115,-39,-76.31,-45.81,-45.79,0.00
102.5,-115,-39,-76.31,-45.79,-45.79,0.00
102.6,-115,-40,-74.55,-45.79,-44.73,0.02
102.7,-115,-40,-74.55,-44.72,-44.73,0.00
102.8,-115,-40,-74.55,-44.73,-44.73,0.00
103.0,-115,-40,-74.55,-44.73,-44.73,0.00
103.1,-115,-40,-74.55,-44.73,-44.73,0.00
103.2,-115,-39,-76.31,-44.73,-45.79,-0.02
103.4,-115,-39,-76.31,-45.81,-45.79,0.00
103.5,-116,-40,-75.55,-45.79,-45.33,0.01
103.6,-115,-40,-74.55,-45.33,-44.73,0.01
103.7,-115,-40,-74.55,-44.72,-44.73,0.00
103.9,-115,-42,-72.80,-44.73,-43.68,0.02
104.0,-115,-40,-74.55,-43.66,-44.73,-0.02
104.1,-115,-39,-76.31,-44.75,-45.79,-0.02
104.3,-115,-40,-74.55,-45.81,-44.73,0.02
104.4,-115,-39,-76.31,-44.72,-45.79,-0.02
104.5,-115,-40,-74.55,-45.81,-44.73,0.02
104.6,-115,-40,-74.55,-44.72,-44.73,0.00
104.8,-115,-40,-74.55,-44.73,-44.73,0.00
104.9,-115,-39,-76.31,-44.73,-45.79,-0.02
105.0,-115,-40,-74.55,-45.81,-44.73,0.02
105.2,-115,-40,-74.55,-44.72,-44.73,0.00
105.3,-115,-40,-74.55,-44.73,-44.73,0.00
105.4,-115,-40,-74.55,-44.73,-44.73,0.00
105.5,-115,-40,-74.55,-44.73,-44.73,0.00
105.7,-115,-39,-76.31,-44.73,-45.79,-0.02
105.8,-115,-40,-74.55,-45.81,-44.73,0.02
105.9,-115,-40,-74.55,-44.72,-44.73,0.00
106.0,-115,-40,-74.55,-44.73,-44.73,0.00
106.2,-115,-40,-74.55,-44.73,-44.73,0.00
106.3,-115,-40,-74.55,-44.73,-44.73,0.00
106.4,-115,-39,-76.31,-44.73,-45.79,-0.02
106.6,-116,-40,-75.55,-45.81,-45.33,0.01
106.7,-115,-40,-74.55,-45.33,-44.73,0.01
106.8,-115,-39,-76.31,-44.72,-45.79,-0.02
106.9,-115,-40,-74.55,-45.81,-44.73,0.02
107.1,-115,-39,-76.31,-44.72,-45.79,-0.02
107.2,-115,-40,-74.55,-45.81,-44.73,0.02
107.3,-115,-40,-74.55,-44.72,-44.73,0.00
107.5,-115,-40,-74.55,-44.73,-44.73,0.00
107.6,-115,-40,-74.55,-44.73,-44.73,0.00
107.7,-115,-39,-76.31,-44.73,-45.79,-0.02
107.8,-115,-40,-74.55,-45.81,-44.73,0.02
108.0,-115,-40,-74.55,-44.72,-44.73,0.00
108.1,-116,-40,-75.55,-44.73,-45.33,-0.01
108.2,-115,-40,-74.55,-45.34,-44.73,0.01
108.4,-115,-40,-74.55,-44.72,-44.73,0.00
108.5,-115,-40,-74.55,-44.73,-44.73,0.00
108.6,-115,-40,-74.55,-44.73,-44.73,0.00
108.7,-115,-39,-76.31,-44.73,-45.79,-0.02
108.9,-115,-40,-74.55,-45.81,-44.73,0.02
109.0,-115,-39,-76.31,-44.72,-45.79,-0.02
109.1,-115,-40,-74.55,-45.81,-44.73,0.02
109.3,-115,-39,-76.31,-44.72,-45.79,-0.02
109.4,-115,-39,-76.31,-45.81,-45.79,0.00
109.5,-115,-39,-76.31,-45.79,-45.79,0.00
109.6,-115,-39,-76.31,-45.79,-45.79,0.00
109.8,-115,-40,-74.55,-45.79,-44.73,0.02
109.9,-115,-39,-76.31,-44.72,-45.79,-0.02
110.0,-115,-40,-74.55,-45.81,-44.73,0.02
110.2,-115,-40,-74.55,-44.72,-44.73,0.00
110.3,-115,-40,-74.55,-44.73,-44.73,0.00
110.4,-115,-40,-74.55,-44.73,-44.73,0.00
110.5,-115,-40,-74.55,-44.73,-44.73,0.00
110.7,-115,-39,-76.31,-44.73,-45.79,-0.02
110.8,-115,-40,-74.55,-45.81,-44.73,0.02
110.9,-115,-40,-74.55,-44.72,-44.73,0.00
111.0,-115,-40,-74.55,-44.73,-44.73,0.00
111.2,-116,-40,-75.55,-44.73,-45.33,-0.01
111.3,-115,-40,-74.55,-45.34,-44.73,0.01
111.4,-115,-40,-74.55,-44.72,-44.73,0.00
111.6,-115,-40,-74.55,-44.73,-44.73,0.00
111.7,-115,-40,-74.55,-44.73,-44.73,0.00
111.8,-115,-40,-74.55,-44.73,-44.73,0.00
111.9,-115,-40,-74.55,-44.73,-44.73,0.00
112.1,-115,-40,-74.55,-44.73,-44.73,0.00
112.2,-115,-39,-76.31,-44.73,-45.79,-0.02
112.3,-115,-40,-74.55,-45.81,-44.73,0.02
112.5,-115,-39,-76.31,-44.72,-45.79,-0.02
112.6,-115,-40,-74.55,-45.81,-44.73,0.02
112.7,-116,-42,-73.80,-44.72,-44.28,0.01
112.8,-115,-40,-74.55,-44.27,-44.73,-0.01
113.0,-115,-40,-74.55,-44.74,-44.73,0.00
113.1,-115,-40,-74.55,-44.73,-44.73,0.00
113.2,-115,-39,-76.31,-44.73,-45.79,-0.02
113.4,-115,-40,-74.55,-45.81,-44.73,0.02
113.5,-115,-40,-74.55,-44.72,-44.73,0.00
113.6,-115,-42,-72.80,-44.73,-43.68,0.02
113.7,-115,-40,-74.55,-43.66,-44.73,-0.02
113.9,-115,-39,-76.31,-44.75,-45.79,-0.02
114.0,-115,-40,-74.55,-45.81,-44.73,0.02
114.1,-115,-39,-76.31,-44.72,-45.79,-0.02
114.3,-115,-42,-72.80,-45.81,-43.68,0.03
114.4,-115,-40,-74.55,-43.64,-44.73,-0.02
114.5,-115,-39,-76.31,-44.75,-45.79,-0.02
114.6,-115,-40,-74.55,-45.81,-44.73,0.02
114.8,-115,-40,-74.55,-44.72,-44.73,0.00
114.9,-115,-39,-76.31,-44.73,-45.79,-0.02
115.0,-115,-39,-76.31,-45.81,-45.79,0.00
115.2,-115,-39,-76.31,-45.79,-45.79,0.00
115.3,-115,-39,-76.31,-45.79,-45.79,0.00
115.4,-115,-39,-76.31,-45.79,-45.79,0.00
115.5,-115,-39,-76.31,-45.79,-45.79,0.00
115.7,-115,-40,-74.55,-45.79,-44.73,0.02
115.8,-116,-42,-73.80,-44.72,-44.28,0.01
115.9,-115,-40,-74.55,-44.27,-44.73,-0.01
116.0,-115,-40,-74.55,-44.74,-44.73,0.00
116.2,-115,-39,-76.31,-44.73,-45.79,-0.02
116.3,-115,-39,-76.31,-45.81,-45.79,0.00
116.4,-115,-39,-76.31,-45.79,-45.79,0.00
116.6,-115,-39,-76.31,-45.79,-45.79,0.00
116.7,-115,-40,-74.55,-45.79,-44.73,0.02
116.8,-115,-39,-76.31,-44.72,-45.79,-0.02
116.9,-115,-40,-74.55,-45.81,-44.73,0.02
117.1,-115,-39,-76.31,-44.72,-45.79,-0.02
117.2,-115,-40,-74.55,-45.81,-44.73,0.02
117.3,-115,-40,-74.55,-44.72,-44.73,0.00
117.5,-115,-40,-74.55,-44.73,-44.73,0.00
117.6,-115,-40,-74.55,-44.73,-44.73,0.00
117.7,-115,-40,-74.55,-44.73,-44.73,0.00
117.8,-115,-40,-74.55,-44.73,-44.73,0.00
118.0,-115,-39,-76.31,-44.73,-45.79,-0.02
118.1,-115,-40,-74.55,-45.81,-44.73,0.02
118.2,-115,-40,-74.55,-44.72,-44.73,0.00
118.4,-115,-40,-74.55,-44.73,-44.73,0.00
118.5,-115,-40,-74.55,-44.73,-44.73,0.00
118.6,-115,-40,-74.55,-44.73,-44.73,0.00
118.7,-115,-40,-74.55,-44.73,-44.73,0.00
118.9,-115,-39,-76.31,-44.73,-45.79,-0.02
119.0,-115,-40,-74.55,-45.81,-44.73,0.02
119.1,-115,-39,-76.31,-44.72,-45.79,-0.02
119.3,-115,-40,-74.55,-45.81,-44.73,0.02
119.4,-115,-39,-76.31,-44.72,-45.79,-0.02
119.5,-115,-37,-78.07,-45.81,-46.84,-0.02
119.6,-115,-39,-76.31,-46.86,-45.79,0.02
119.8,-115,-39,-76.31,-45.77,-45.79,0.00
119.9,-115,-40,-74.55,-45.79,-44.73,0.02
120.0,-115,-39,-76.31,-44.72,-45.79,-0.02
