Tempo(s),Setpoint(RPM),Vel(RPM),erro(RPM),Controle,AcaoP,AcaoD
66.3,-125,-46,-79.28,-47.59,-47.57,0.00
66.4,-125,-46,-79.28,-47.57,-47.57,0.00
66.5,-125,-47,-77.52,-47.57,-46.51,0.01
66.7,-125,-46,-79.28,-46.50,-47.57,-0.01
66.8,-125,-47,-77.52,-47.58,-46.51,0.01
66.9,-125,-47,-77.52,-46.50,-46.51,0.00
67.1,-125,-47,-77.52,-46.51,-46.51,0.00
67.2,-125,-46,-79.28,-46.51,-47.57,-0.01
67.3,-125,-46,-79.28,-47.58,-47.57,0.00
67.4,-125,-46,-79.28,-47.57,-47.57,0.00
67.6,-125,-47,-77.52,-47.57,-46.51,0.01
67.7,-124,-47,-76.52,-46.50,-45.91,0.01
67.8,-125,-47,-77.52,-45.90,-46.51,-0.01
67.9,-124,-46,-78.28,-46.52,-46.97,-0.01
68.1,-125,-46,-79.28,-46.97,-47.57,-0.01
68.2,-125,-46,-79.28,-47.58,-47.57,0.00
68.3,-125,-46,-79.28,-47.57,-47.57,0.00
68.5,-125,-47,-77.52,-47.57,-46.51,0.01
68.6,-124,-46,-78.28,-46.50,-46.97,-0.01
68.7,-125,-46,-79.28,-46.97,-47.57,-0.01
68.8,-124,-46,-78.28,-47.58,-46.97,0.01
69.0,-125,-46,-79.28,-46.96,-47.57,-0.01
69.1,-125,-44,-81.04,-47.58,-48.62,-0.01
69.2,-124,-46,-78.28,-48.64,-46.97,0.02
69.3,-124,-47,-76.52,-46.95,-45.91,0.01
69.5,-125,-46,-79.28,-45.90,-47.57,-0.02
69.6,-125,-46,-79.28,-47.59,-47.57,0.00
69.7,-125,-46,-79.28,-47.57,-47.57,0.00
69.9,-125,-44,-81.04,-47.57,-48.62,-0.01
70.0,-125,-46,-79.28,-48.64,-47.57,0.01
70.1,-125,-46,-79.28,-47.55,-47.57,0.00
70.2,-124,-47,-76.52,-47.57,-45.91,0.02
70.4,-124,-46,-78.28,-45.89,-46.97,-0.01
70.5,-125,-46,-79.28,-46.98,-47.57,-0.01
70.6,-125,-44,-81.04,-47.58,-48.62,-0.01
70.7,-125,-44,-81.04,-48.64,-48.62,0.00
70.9,-125,-46,-79.28,-48.62,-47.57,0.01
71.0,-125,-47,-77.52,-47.55,-46.51,0.01
71.1,-125,-49,-75.76,-46.50,-45.46,0.01
71.3,-125,-47,-77.52,-45.44,-46.51,-0.01
71.4,-125,-46,-79.28,-46.53,-47.57,-0.01
71.5,-125,-46,-79.28,-47.58,-47.57,0.00
71.6,-125,-46,-79.28,-47.57,-47.57,0.00
71.8,-125,-47,-77.52,-47.57,-46.51,0.01
71.9,-125,-46,-79.28,-46.50,-47.57,-0.01
72.0,-125,-46,-79.28,-47.58,-47.57,0.00
72.1,-125,-46,-79.28,-47.57,-47.57,0.00
72.3,-125,-46,-79.28,-47.57,-47.57,0.00
72.4,-124,-46,-78.28,-47.57,-46.97,0.01
72.5,-125,-47,-77.52,-46.96,-46.51,0.01
72.7,-125,-46,-79.28,-46.51,-47.57,-0.01
72.8,-125,-47,-77.52,-47.58,-46.51,0.01
72.9,-125,-46,-79.28,-46.50,-47.57,-0.01
73.0,-124,-46,-78.28,-47.58,-46.97,0.01
73.2,-125,-46,-79.28,-46.96,-47.57,-0.01
73.3,-124,-47,-76.52,-47.58,-45.91,0.02
73.4,-125,-46,-79.28,-45.89,-47.57,-0.02
73.5,-125,-46,-79.28,-47.59,-47.57,0.00
73.7,-124,-46,-78.28,-47.57,-46.97,0.01
73.8,-125,-46,-79.28,-46.96,-47.57,-0.01
73.9,-125,-47,-77.52,-47.58,-46.51,0.01
74.1,-124,-46,-78.28,-46.50,-46.97,-0.01
74.2,-125,-46,-79.28,-46.97,-47.57,-0.01
74.3,-125,-46,-79.28,-47.58,-47.57,0.00
74.4,-125,-44,-81.04,-47.57,-48.62,-0.01
74.6,-125,-47,-77.52,-48.64,-46.51,0.03
74.7,-125,-46,-79.28,-46.48,-47.57,-0.01
74.8,-125,-47,-77.52,-47.58,-46.51,0.01
74.9,-125,-47,-77.52,-46.50,-46.51,0.00
75.1,-125,-47,-77.52,-46.51,-46.51,0.00
75.2,-125,-46,-79.28,-46.51,-47.57,-0.01
75.3,-125,-47,-77.52,-47.58,-46.51,0.01
75.5,-125,-46,-79.28,-46.50,-47.57,-0.01
75.6,-125,-47,-77.52,-47.58,-46.51,0.01
75.7,-125,-46,-79.28,-46.50,-47.57,-0.01
75.8,-125,-46,-79.28,-47.58,-47.57,0.00
76.0,-125,-47,-77.52,-47.57,-46.51,0.01
76.1,-125,-46,-79.28,-46.50,-47.57,-0.01
76.2,-125,-47,-77.52,-47.58,-46.51,0.01
76.3,-125,-46,-79.28,-46.50,-47.57,-0.01
76.5,-125,-47,-77.52,-47.58,-46.51,0.01
76.6,-125,-46,-79.28,-46.50,-47.57,-0.01
76.7,-125,-46,-79.28,-47.58,-47.57,0.00
76.9,-125,-46,-79.28,-47.57,-47.57,0.00
77.0,-125,-46,-79.28,-47.57,-47.57,0.00
77.1,-124,-47,-76.52,-47.57,-45.91,0.02
77.2,-125,-46,-79.28,-45.89,-47.57,-0.02
77.4,-125,-47,-77.52,-47.59,-46.51,0.01
77.5,-124,-46,-78.28,-46.50,-46.97,-0.01
77.6,-124,-46,-78.28,-46.97,-46.97,0.00
77.7,-124,-46,-78.28,-46.97,-46.97,0.00
77.9,-125,-44,-81.04,-46.97,-48.62,-0.02
78.0,-125,-46,-79.28,-48.64,-47.57,0.01
78.1,-124,-46,-78.28,-47.55,-46.97,0.01
78.3,-125,-47,-77.52,-46.96,-46.51,0.01
78.4,-125,-47,-77.52,-46.51,-46.51,0.00
78.5,-125,-46,-79.28,-46.51,-47.57,-0.01
78.6,-125,-47,-77.52,-47.58,-46.51,0.01
78.8,-125,-46,-79.28,-46.50,-47.57,-0.01
78.9,-125,-47,-77.52,-47.58,-46.51,0.01
79.0,-125,-46,-79.28,-46.50,-47.57,-0.01
79.1,-124,-47,-76.52,-47.58,-45.91,0.02
79.3,-125,-46,-79.28,-45.89,-47.57,-0.02
79.4,-124,-46,-78.28,-47.59,-46.97,0.01
79.5,-125,-44,-81.04,-46.96,-48.62,-0.02
79.7,-124,-46,-78.28,-48.64,-46.97,0.02
79.8,-124,-47,-76.52,-46.95,-45.91,0.01
79.9,-124,-46,-78.28,-45.90,-46.97,-0.01
80.0,-124,-46,-78.28,-46.98,-46.97,0.00
80.2,-125,-44,-81.04,-46.97,-48.62,-0.02
80.3,-124,-46,-78.28,-48.64,-46.97,0.02
80.4,-124,-46,-78.28,-46.95,-46.97,0.00
80.5,-125,-47,-77.52,-46.97,-46.51,0.01
80.7,-125,-46,-79.28,-46.51,-47.57,-0.01
80.8,-125,-47,-77.52,-47.58,-46.51,0.01
80.9,-125,-46,-79.28,-46.50,-47.57,-0.01
81.1,-125,-47,-77.52,-47.58,-46.51,0.01
81.2,-125,-46,-79.28,-46.50,-47.57,-0.01
81.3,-124,-46,-78.28,-47.58,-46.97,0.01
81.4,-125,-46,-79.28,-46.96,-47.57,-0.01
81.6,-125,-47,-77.52,-47.58,-46.51,0.01
81.7,-124,-46,-78.28,-46.50,-46.97,-0.01
81.8,-125,-46,-79.28,-46.97,-47.57,-0.01
81.9,-125,-47,-77.52,-47.58,-46.51,0.01
82.1,-125,-46,-79.28,-46.50,-47.57,-0.01
82.2,-125,-46,-79.28,-47.58,-47.57,0.00
82.3,-125,-46,-79.28,-47.57,-47.57,0.00
82.5,-124,-47,-76.52,-47.57,-45.91,0.02
82.6,-120,-46,-74.28,-45.89,-44.57,0.02
82.7,-109,-46,-63.28,-44.55,-37.97,0.09
82.8,-98,-42,-55.80,-37.88,-33.48,0.06
83.0,-91,-37,-54.07,-33.42,-32.44,0.01
83.1,-87,-26,-60.62,-32.43,-36.37,-0.05
83.2,-84,-16,-68.17,-36.43,-40.90,-0.06
83.3,-80,-9,-71.21,-40.96,-42.72,-0.02
83.5,-79,-4,-75.48,-42.75,-45.29,-0.03
83.6,-73,-14,-58.93,-45.32,-35.36,0.13
83.7,-64,-19,-44.66,-35.23,-26.79,0.11
83.8,-59,-21,-37.90,-26.68,-22.74,0.05
84.0,-59,-7,-51.97,-22.68,-31.18,-0.11
84.1,-59,0,-59.00,-31.29,-35.40,-0.06
84.2,-59,0,-59.00,-35.46,-35.40,0.00
84.3,-54,0,-54.00,-35.40,-32.40,0.04
84.5,-39,0,-39.00,-32.36,-23.40,0.12
84.6,-5,0,-5.00,-23.28,-3.00,0.27
84.7,26,0,26.00,-2.73,15.60,0.25
84.8,46,0,46.00,15.85,27.60,0.16
85.0,66,0,66.00,27.76,39.60,0.16
85.1,78,0,78.00,39.76,46.80,0.10
85.2,91,2,89.24,46.90,53.54,0.09
85.3,100,0,100.00,53.63,60.00,0.09
85.4,111,0,111.00,60.09,66.60,0.09
85.6,123,0,123.00,66.69,73.80,0.10
85.7,122,0,122.00,73.90,73.20,-0.01
85.8,126,0,126.00,73.19,75.60,0.03
85.9,129,0,129.00,75.63,77.40,0.02
86.0,145,0,145.00,77.42,87.00,0.13
86.2,137,0,137.00,87.13,82.20,-0.06
86.3,141,0,141.00,82.14,84.60,0.03
86.4,138,0,138.00,84.63,82.80,-0.02
86.5,141,0,141.00,82.78,84.60,0.02
86.7,149,0,149.00,84.62,89.40,0.06
86.8,158,0,158.00,89.46,94.80,0.07
86.9,148,0,148.00,94.87,88.80,-0.08
87.0,149,0,149.00,88.72,89.40,0.01
87.1,149,0,149.00,89.41,89.40,0.00
87.3,160,0,160.00,89.40,96.00,0.09
87.4,149,0,149.00,96.09,89.40,-0.09
87.5,153,0,153.00,89.31,91.80,0.03
87.6,149,0,149.00,91.83,89.40,-0.03
87.7,150,11,139.45,89.37,83.67,-0.08
87.9,150,47,102.52,83.59,61.51,-0.30
88.0,156,70,85.66,61.22,51.40,-0.13
88.1,152,76,76.38,51.26,45.83,-0.07
88.2,151,65,85.94,45.76,51.56,0.08
88.4,155,55,100.49,51.64,60.29,0.12
88.5,153,46,107.28,60.41,64.37,0.05
88.6,151,49,101.76,64.42,61.06,-0.04
88.7,155,58,96.97,61.01,58.18,-0.04
88.9,154,60,94.21,58.14,56.53,-0.02
89.0,151,62,89.45,56.50,53.67,-0.04
89.1,151,60,91.21,53.63,54.73,0.01
89.2,153,56,96.73,54.74,58.04,0.04
89.3,151,53,98.25,58.08,58.95,0.01
89.5,151,55,96.49,58.96,57.89,-0.01
89.6,150,56,93.73,57.88,56.24,-0.02
89.7,146,58,87.97,56.21,52.78,-0.05
89.8,142,58,83.97,52.74,50.38,-0.03
90.0,145,56,88.73,50.35,53.24,0.04
90.1,140,51,89.00,53.27,53.40,0.00
90.2,140,49,90.76,53.40,54.46,0.01
90.3,143,47,95.52,54.47,57.31,0.04
90.4,139,49,89.76,57.35,53.86,-0.05
90.6,140,53,87.25,53.81,52.35,-0.02
90.7,142,53,89.25,52.33,53.55,0.02
90.8,140,49,90.76,53.56,54.46,0.01
90.9,140,51,89.00,54.47,53.40,-0.01
91.1,137,51,86.00,53.39,51.60,-0.02
91.2,128,51,77.00,51.58,46.20,-0.07
91.3,117,51,66.00,46.13,39.60,-0.09
91.4,112,47,64.52,39.51,38.71,-0.01
91.5,114,39,75.31,38.70,45.19,0.09
91.7,108,28,79.86,45.27,47.92,0.04
91.8,106,26,79.62,47.95,47.77,-0.00
91.9,105,28,76.86,47.77,46.12,-0.02
92.0,105,28,76.86,46.10,46.12,0.00
92.2,105,32,73.35,46.12,44.01,-0.03
92.3,105,32,73.35,43.98,44.01,0.00
92.4,107,28,78.86,44.01,47.32,0.04
92.5,105,28,76.86,47.36,46.12,-0.02
92.6,105,30,75.11,46.10,45.06,-0.01
92.8,109,32,77.35,45.05,46.41,0.02
92.9,105,30,75.11,46.43,45.06,-0.02
93.0,105,32,73.35,45.05,44.01,-0.01
93.1,107,30,77.11,43.99,46.26,0.03
93.3,105,30,75.11,46.29,45.06,-0.02
93.4,105,28,76.86,45.05,46.12,0.01
93.5,105,30,75.11,46.13,45.06,-0.01
93.6,105,30,75.11,45.05,45.06,0.00
93.7,105,30,75.11,45.06,45.06,0.00
93.9,105,32,73.35,45.06,44.01,-0.01
94.0,111,30,81.11,43.99,48.66,0.06
94.1,105,30,75.11,48.73,45.06,-0.05
94.2,105,30,75.11,45.02,45.06,0.00
94.4,105,32,73.35,45.06,44.01,-0.01
94.5,105,30,75.11,43.99,45.06,0.01
94.6,105,30,75.11,45.08,45.06,0.00
94.7,107,28,78.86,45.06,47.32,0.03
94.8,105,28,76.86,47.35,46.12,-0.02
95.0,105,32,73.35,46.10,44.01,-0.03
95.1,106,32,74.35,43.98,44.61,0.01
95.2,105,32,73.35,44.62,44.01,-0.01
95.3,105,30,75.11,44.00,45.06,0.01
95.5,105,30,75.11,45.08,45.06,0.00
95.6,109,28,80.86,45.06,48.52,0.05
95.7,105,30,75.11,48.56,45.06,-0.05
95.8,105,32,73.35,45.02,44.01,-0.01
95.9,107,33,73.59,43.99,44.15,0.00
96.1,105,30,75.11,44.16,45.06,0.01
96.2,105,30,75.11,45.08,45.06,0.00
96.3,106,30,76.11,45.06,45.66,0.01
96.4,105,30,75.11,45.67,45.06,-0.01
96.6,105,30,75.11,45.06,45.06,0.00
96.7,105,30,75.11,45.06,45.06,0.00
96.8,109,30,79.11,45.06,47.46,0.03
96.9,105,32,73.35,47.50,44.01,-0.05
97.0,105,30,75.11,43.96,45.06,0.01
97.2,105,32,73.35,45.08,44.01,-0.01
97.3,105,30,75.11,43.99,45.06,0.01
97.4,105,28,76.86,45.08,46.12,0.01
97.5,106,28,77.86,46.13,46.72,0.01
97.7,108,30,78.11,46.73,46.86,0.00
97.8,113,30,83.11,46.87,49.86,0.04
97.9,116,33,82.59,49.90,49.55,-0.00
98.0,124,33,90.59,49.55,54.35,0.06
98.1,123,37,86.07,54.42,51.64,-0.04
98.3,125,40,84.55,51.61,50.73,-0.01
98.4,130,46,84.28,50.72,50.57,-0.00
98.5,129,47,81.52,50.57,48.91,-0.02
98.6,127,46,81.28,48.89,48.77,-0.00
98.8,129,46,83.28,48.77,49.97,0.02
98.9,132,44,88.04,49.98,52.82,0.04
99.0,132,42,89.80,52.86,53.88,0.01
99.1,134,46,88.28,53.89,52.97,-0.01
99.2,135,47,87.52,52.96,52.51,-0.01
99.4,136,49,86.76,52.51,52.06,-0.01
99.5,136,51,85.00,52.05,51.00,-0.01
99.6,142,53,89.25,50.99,53.55,0.03
99.7,144,49,94.76,53.58,56.86,0.04
99.9,151,51,100.00,56.90,60.00,0.04
100.0,151,55,96.49,60.04,57.89,-0.03
100.1,154,58,95.97,57.86,57.58,-0.00
100.2,151,63,87.69,57.58,52.62,-0.07
100.3,151,65,85.94,52.55,51.56,-0.01
100.5,154,63,90.69,51.55,54.42,0.04
100.6,152,60,92.21,54.45,55.33,0.01
100.7,151,56,94.73,55.34,56.84,0.02
100.8,151,60,91.21,56.86,54.73,-0.03
101.0,151,60,91.21,54.70,54.73,0.00
101.1,151,62,89.45,54.73,53.67,-0.01
101.2,156,60,96.21,53.66,57.73,0.05
101.3,151,60,91.21,57.78,54.73,-0.04
101.5,153,62,91.45,54.69,54.87,0.00
101.6,156,62,94.45,54.87,56.67,0.02
101.7,152,62,90.45,56.70,54.27,-0.03
101.8,152,62,90.45,54.24,54.27,0.00
101.9,156,62,94.45,54.27,56.67,0.03
102.1,152,62,90.45,56.70,54.27,-0.03
102.2,151,62,89.45,54.24,53.67,-0.01
102.3,151,63,87.69,53.66,52.62,-0.01
102.4,152,62,90.45,52.60,54.27,0.02
102.6,151,60,91.21,54.29,54.73,0.01
102.7,151,56,94.73,54.73,56.84,0.03
102.8,151,58,92.97,56.86,55.78,-0.01
102.9,151,58,92.97,55.77,55.78,0.00
103.1,151,60,91.21,55.78,54.73,-0.01
103.2,153,60,93.21,54.71,55.93,0.02
103.3,151,58,92.97,55.94,55.78,-0.00
103.4,155,62,93.45,55.78,56.07,0.00
103.5,153,60,93.21,56.08,55.93,-0.00
103.7,151,62,89.45,55.92,53.67,-0.03
103.8,151,62,89.45,53.64,53.67,0.00
103.9,151,62,89.45,53.67,53.67,0.00
104.0,151,60,91.21,53.67,54.73,0.01
104.2,154,58,95.97,54.74,57.58,0.04
104.3,153,60,93.21,57.62,55.93,-0.02
104.4,151,60,91.21,55.90,54.73,-0.02
104.5,151,63,87.69,54.71,52.62,-0.03
104.7,153,62,91.45,52.59,54.87,0.03
104.8,151,60,91.21,54.90,54.73,-0.00
104.9,153,60,93.21,54.72,55.93,0.02
105.0,157,60,97.21,55.94,58.33,0.03
105.1,151,60,91.21,58.36,54.73,-0.05
105.3,152,65,86.94,54.68,52.16,-0.03
105.4,151,63,87.69,52.13,52.62,0.01
105.5,151,62,89.45,52.62,53.67,0.01
105.6,152,60,92.21,53.69,55.33,0.02
105.8,158,60,98.21,55.35,58.93,0.05
105.9,152,58,93.97,58.97,56.38,-0.03
106.0,151,63,87.69,56.35,52.62,-0.05
106.1,151,63,87.69,52.57,52.62,0.00
106.3,151,63,87.69,52.62,52.62,0.00
106.4,151,62,89.45,52.62,53.67,0.01
106.5,156,60,96.21,53.69,57.73,0.05
106.6,153,58,94.97,57.78,56.98,-0.01
106.7,151,62,89.45,56.97,53.67,-0.04
106.9,151,63,87.69,53.63,52.62,-0.01
107.0,152,63,88.69,52.60,53.22,0.01
107.1,151,62,89.45,53.22,53.67,0.01
107.2,151,60,91.21,53.68,54.73,0.01
107.4,151,62,89.45,54.74,53.67,-0.01
107.5,151,60,91.21,53.66,54.73,0.01
107.6,151,60,91.21,54.74,54.73,0.00
107.7,151,60,91.21,54.73,54.73,0.00
107.9,151,60,91.21,54.73,54.73,0.00
108.0,153,62,91.45,54.73,54.87,0.00
108.1,154,62,92.45,54.87,55.47,0.01
108.2,151,60,91.21,55.48,54.73,-0.01
108.4,152,63,88.69,54.72,53.22,-0.02
108.5,151,63,87.69,53.20,52.62,-0.01
108.6,151,63,87.69,52.61,52.62,0.00
108.7,151,62,89.45,52.62,53.67,0.01
108.8,151,60,91.21,53.69,54.73,0.01
109.0,151,58,92.97,54.74,55.78,0.01
109.1,151,60,91.21,55.80,54.73,-0.01
109.2,151,63,87.69,54.71,52.62,-0.03
109.3,152,62,90.45,52.59,54.27,0.02
109.5,151,62,89.45,54.29,53.67,-0.01
109.6,156,62,94.45,53.66,56.67,0.04
109.7,152,62,90.45,56.71,54.27,-0.03
109.8,151,63,87.69,54.24,52.62,-0.02
110.0,151,63,87.69,52.59,52.62,0.00
110.1,151,62,89.45,52.62,53.67,0.01
110.2,151,60,91.21,53.69,54.73,0.01
110.3,155,58,96.97,54.74,58.18,0.05
110.4,153,60,93.21,58.23,55.93,-0.03
110.6,151,63,87.69,55.90,52.62,-0.04
110.7,151,67,84.18,52.57,50.51,-0.03
110.8,153,63,89.69,50.48,53.82,0.04
110.9,151,62,89.45,53.86,53.67,-0.00
111.1,154,60,94.21,53.67,56.53,0.04
111.2,154,62,92.45,56.56,55.47,-0.01
111.3,151,62,89.45,55.46,53.67,-0.02
111.4,151,63,87.69,53.65,52.62,-0.01
111.6,153,65,87.94,52.60,52.76,0.00
111.7,151,62,89.45,52.76,53.67,0.01
111.8,151,62,89.45,53.68,53.67,0.00
111.9,151,60,91.21,53.67,54.73,0.01
112.0,151,62,89.45,54.74,53.67,-0.01
112.2,151,62,89.45,53.66,53.67,0.00
112.3,151,62,89.45,53.67,53.67,0.00
112.4,151,62,89.45,53.67,53.67,0.00
112.5,152,63,88.69,53.67,53.22,-0.01
112.7,151,62,89.45,53.21,53.67,0.01
112.8,151,60,91.21,53.68,54.73,0.01
112.9,151,62,89.45,54.74,53.67,-0.01
113.0,151,62,89.45,53.66,53.67,0.00
113.2,151,62,89.45,53.67,53.67,0.00
113.3,151,62,89.45,53.67,53.67,0.00
113.4,156,62,94.45,53.67,56.67,0.04
113.5,152,60,92.21,56.71,55.33,-0.02
113.6,151,63,87.69,55.31,52.62,-0.04
113.8,151,63,87.69,52.58,52.62,0.00
113.9,151,63,87.69,52.62,52.62,0.00
114.0,151,63,87.69,52.62,52.62,0.00
114.1,155,62,93.45,52.62,56.07,0.05
114.3,154,62,92.45,56.12,55.47,-0.01
114.4,151,63,87.69,55.46,52.62,-0.04
114.5,151,65,85.94,52.58,51.56,-0.01
114.6,153,65,87.94,51.55,52.76,0.02
114.8,151,65,85.94,52.78,51.56,-0.02
114.9,153,62,91.45,51.55,54.87,0.04
115.0,153,62,91.45,54.92,54.87,0.00
115.1,151,62,89.45,54.87,53.67,-0.02
115.2,153,63,89.69,53.66,53.82,0.00
115.4,153,63,89.69,53.82,53.82,0.00
115.5,152,65,86.94,53.82,52.16,-0.02
115.6,152,63,88.69,52.14,53.22,0.01
115.7,157,63,93.69,53.23,56.22,0.04
115.9,152,63,88.69,56.26,53.22,-0.04
116.0,152,65,86.94,53.18,52.16,-0.01
116.1,151,65,85.94,52.15,51.56,-0.01
116.2,152,63,88.69,51.55,53.22,0.02
116.4,151,63,87.69,53.24,52.62,-0.01
116.5,157,62,95.45,52.61,57.27,0.06
116.6,152,60,92.21,57.33,55.33,-0.03
116.7,151,63,87.69,55.30,52.62,-0.04
116.8,151,67,84.18,52.58,50.51,-0.03
117.0,152,65,86.94,50.48,52.16,0.02
117.1,151,63,87.69,52.18,52.62,0.01
117.2,151,60,91.21,52.62,54.73,0.03
117.3,151,62,89.45,54.75,53.67,-0.01
117.5,151,62,89.45,53.66,53.67,0.00
117.6,151,63,87.69,53.67,52.62,-0.01
117.7,152,63,88.69,52.60,53.22,0.01
117.8,151,62,89.45,53.22,53.67,0.01
118.0,151,62,89.45,53.68,53.67,0.00
118.1,151,60,91.21,53.67,54.73,0.01
118.2,151,62,89.45,54.74,53.67,-0.01
118.3,151,63,87.69,53.66,52.62,-0.01
118.5,153,65,87.94,52.60,52.76,0.00
118.6,151,62,89.45,52.76,53.67,0.01
118.7,151,63,87.69,53.68,52.62,-0.01
118.8,153,63,89.69,52.60,53.82,0.02
118.9,151,62,89.45,53.83,53.67,-0.00
119.1,153,63,89.69,53.67,53.82,0.00
119.2,153,63,89.69,53.82,53.82,0.00
119.3,151,62,89.45,53.82,53.67,-0.00
119.4,152,63,88.69,53.67,53.22,-0.01
119.6,151,65,85.94,53.21,51.56,-0.02
119.7,152,63,88.69,51.54,53.22,0.02
119.8,151,62,89.45,53.24,53.67,0.01
119.9,151,62,89.45,53.68,53.67,0.00
120.1,151,62,89.45,53.67,53.67,0.00
