Tempo: 2.2s	Setpoint: 153 RPM		Vel.: 0 RPM	erro: 153.00 RPM		Controle: 0.00	AcaoP: 91.80	AcaoI: 0.00	 AcaoD: 1.22
Tempo: 2.3s	Setpoint: 149 RPM		Vel.: 5 RPM	erro: 143.72 RPM		Controle: 93.02	AcaoP: 86.23	AcaoI: 0.00	 AcaoD: -0.07
Tempo: 2.4s	Setpoint: 156 RPM		Vel.: 42 RPM	erro: 113.80 RPM		Controle: 86.16	AcaoP: 68.28	AcaoI: 0.00	 AcaoD: -0.24
Tempo: 2.5s	Setpoint: 151 RPM		Vel.: 65 RPM	erro: 85.94 RPM		Controle: 68.04	AcaoP: 51.56	AcaoI: 0.00	 AcaoD: -0.22
Tempo: 2.6s	Setpoint: 151 RPM		Vel.: 86 RPM	erro: 64.83 RPM		Controle: 51.34	AcaoP: 38.90	AcaoI: 0.00	 AcaoD: -0.17
Tempo: 2.7s	Setpoint: 151 RPM		Vel.: 84 RPM	erro: 66.59 RPM		Controle: 38.73	AcaoP: 39.96	AcaoI: 0.00	 AcaoD: 0.01
Tempo: 2.9s	Setpoint: 152 RPM		Vel.: 69 RPM	erro: 83.42 RPM		Controle: 39.97	AcaoP: 50.05	AcaoI: 0.00	 AcaoD: 0.13
Tempo: 3.0s	Setpoint: 152 RPM		Vel.: 56 RPM	erro: 95.73 RPM		Controle: 50.19	AcaoP: 57.44	AcaoI: 0.00	 AcaoD: 0.10
Tempo: 3.1s	Setpoint: 151 RPM		Vel.: 49 RPM	erro: 101.76 RPM		Controle: 57.54	AcaoP: 61.06	AcaoI: 0.00	 AcaoD: 0.05
Tempo: 3.2s	Setpoint: 151 RPM		Vel.: 55 RPM	erro: 96.49 RPM		Controle: 61.11	AcaoP: 57.89	AcaoI: 0.00	 AcaoD: -0.04
Tempo: 3.3s	Setpoint: 156 RPM		Vel.: 63 RPM	erro: 92.69 RPM		Controle: 57.85	AcaoP: 55.62	AcaoI: 0.00	 AcaoD: -0.03
Tempo: 3.5s	Setpoint: 151 RPM		Vel.: 67 RPM	erro: 84.18 RPM		Controle: 55.59	AcaoP: 50.51	AcaoI: 0.00	 AcaoD: -0.07
Tempo: 3.6s	Setpoint: 151 RPM		Vel.: 69 RPM	erro: 82.42 RPM		Controle: 50.44	AcaoP: 49.45	AcaoI: 0.00	 AcaoD: -0.01
Tempo: 3.7s	Setpoint: 155 RPM		Vel.: 65 RPM	erro: 89.94 RPM		Controle: 49.44	AcaoP: 53.96	AcaoI: 0.00	 AcaoD: 0.06
Tempo: 3.8s	Setpoint: 153 RPM		Vel.: 62 RPM	erro: 91.45 RPM		Controle: 54.02	AcaoP: 54.87	AcaoI: 0.00	 AcaoD: 0.01
Tempo: 4.0s	Setpoint: 152 RPM		Vel.: 60 RPM	erro: 92.21 RPM		Controle: 54.88	AcaoP: 55.33	AcaoI: 0.00	 AcaoD: 0.01
Tempo: 4.1s	Setpoint: 151 RPM		Vel.: 62 RPM	erro: 89.45 RPM		Controle: 55.33	AcaoP: 53.67	AcaoI: 0.00	 AcaoD: -0.02
Tempo: 4.2s	Setpoint: 157 RPM		Vel.: 63 RPM	erro: 93.69 RPM		Controle: 53.65	AcaoP: 56.22	AcaoI: 0.00	 AcaoD: 0.03
Tempo: 4.3s	Setpoint: 152 RPM		Vel.: 63 RPM	erro: 88.69 RPM		Controle: 56.25	AcaoP: 53.22	AcaoI: 0.00	 AcaoD: -0.04
Tempo: 4.4s	Setpoint: 151 RPM		Vel.: 65 RPM	erro: 85.94 RPM		Controle: 53.18	AcaoP: 51.56	AcaoI: 0.00	 AcaoD: -0.02
Tempo: 4.6s	Setpoint: 151 RPM		Vel.: 65 RPM	erro: 85.94 RPM		Controle: 51.54	AcaoP: 51.56	AcaoI: 0.00	 AcaoD: 0.00
