Tempo: 2.2s	Setpoint: 158 RPM		Vel.: 0 RPM	erro: 158.00 RPM		Controle: 0.00	AcaoP: 94.80	AcaoI: 0.00	 AcaoD: 1.55
Tempo: 2.3s	Setpoint: 156 RPM		Vel.: 7 RPM	erro: 148.97 RPM		Controle: 96.35	AcaoP: 89.38	AcaoI: 0.00	 AcaoD: -0.09
Tempo: 2.4s	Setpoint: 160 RPM		Vel.: 44 RPM	erro: 116.04 RPM		Controle: 89.29	AcaoP: 69.62	AcaoI: 0.00	 AcaoD: -0.32
Tempo: 2.5s	Setpoint: 158 RPM		Vel.: 67 RPM	erro: 91.18 RPM		Controle: 69.30	AcaoP: 54.71	AcaoI: 0.00	 AcaoD: -0.24
Tempo: 2.6s	Setpoint: 157 RPM		Vel.: 91 RPM	erro: 65.56 RPM		Controle: 54.46	AcaoP: 39.33	AcaoI: 0.00	 AcaoD: -0.25
Tempo: 2.7s	Setpoint: 157 RPM		Vel.: 88 RPM	erro: 69.08 RPM		Controle: 39.08	AcaoP: 41.45	AcaoI: 0.00	 AcaoD: 0.03
Tempo: 2.9s	Setpoint: 158 RPM		Vel.: 76 RPM	erro: 82.38 RPM		Controle: 41.48	AcaoP: 49.43	AcaoI: 0.00	 AcaoD: 0.13
Tempo: 3.0s	Setpoint: 158 RPM		Vel.: 62 RPM	erro: 96.45 RPM		Controle: 49.56	AcaoP: 57.87	AcaoI: 0.00	 AcaoD: 0.14
Tempo: 3.1s	Setpoint: 158 RPM		Vel.: 56 RPM	erro: 101.73 RPM		Controle: 58.01	AcaoP: 61.04	AcaoI: 0.00	 AcaoD: 0.05
Tempo: 3.2s	Setpoint: 157 RPM		Vel.: 60 RPM	erro: 97.21 RPM		Controle: 61.09	AcaoP: 58.33	AcaoI: 0.00	 AcaoD: -0.04
Tempo: 3.3s	Setpoint: 160 RPM		Vel.: 67 RPM	erro: 93.18 RPM		Controle: 58.28	AcaoP: 55.91	AcaoI: 0.00	 AcaoD: -0.04
Tempo: 3.5s	Setpoint: 157 RPM		Vel.: 72 RPM	erro: 84.90 RPM		Controle: 55.87	AcaoP: 50.94	AcaoI: 0.00	 AcaoD: -0.08
Tempo: 3.6s	Setpoint: 157 RPM		Vel.: 74 RPM	erro: 83.14 RPM		Controle: 50.86	AcaoP: 49.89	AcaoI: 0.00	 AcaoD: -0.02
Tempo: 3.7s	Setpoint: 159 RPM		Vel.: 69 RPM	erro: 90.42 RPM		Controle: 49.87	AcaoP: 54.25	AcaoI: 0.00	 AcaoD: 0.07
Tempo: 3.8s	Setpoint: 158 RPM		Vel.: 67 RPM	erro: 91.18 RPM		Controle: 54.32	AcaoP: 54.71	AcaoI: 0.00	 AcaoD: 0.01
Tempo: 4.0s	Setpoint: 157 RPM		Vel.: 63 RPM	erro: 93.69 RPM		Controle: 54.71	AcaoP: 56.22	AcaoI: 0.00	 AcaoD: 0.02
Tempo: 4.1s	Setpoint: 157 RPM		Vel.: 65 RPM	erro: 91.94 RPM		Controle: 56.24	AcaoP: 55.16	AcaoI: 0.00	 AcaoD: -0.02
Tempo: 4.2s	Setpoint: 160 RPM		Vel.: 67 RPM	erro: 93.18 RPM		Controle: 55.14	AcaoP: 55.91	AcaoI: 0.00	 AcaoD: 0.01
Tempo: 4.3s	Setpoint: 158 RPM		Vel.: 69 RPM	erro: 89.42 RPM		Controle: 55.92	AcaoP: 53.65	AcaoI: 0.00	 AcaoD: -0.04
Tempo: 4.4s	Setpoint: 158 RPM		Vel.: 70 RPM	erro: 87.66 RPM		Controle: 53.61	AcaoP: 52.60	AcaoI: 0.00	 AcaoD: -0.02
Tempo: 4.6s	Setpoint: 157 RPM		Vel.: 69 RPM	erro: 88.42 RPM		Controle: 52.58	AcaoP: 53.05	AcaoI: 0.00	 AcaoD: 0.01
Tempo: 4.7s	Setpoint: 157 RPM		Vel.: 67 RPM	erro: 90.18 RPM		Controle: 53.06	AcaoP: 54.11	AcaoI: 0.00	 AcaoD: 0.02
Tempo: 4.8s	Setpoint: 157 RPM		Vel.: 67 RPM	erro: 90.18 RPM		Controle: 54.12	AcaoP: 54.11	AcaoI: 0.00	 AcaoD: 0.00
Tempo: 4.9s	Setpoint: 158 RPM		Vel.: 67 RPM	erro: 91.18 RPM		Controle: 54.11	AcaoP: 54.71	AcaoI: 0.00	 AcaoD: 0.01
Tempo: 5.0s	Setpoint: 160 RPM		Vel.: 67 RPM	erro: 93.18 RPM		Controle: 54.72	AcaoP: 55.91	AcaoI: 0.00	 AcaoD: 0.02
Tempo: 5.2s	Setpoint: 158 RPM		Vel.: 69 RPM	erro: 89.42 RPM		Controle: 55.93	AcaoP: 53.65	AcaoI: 0.00	 AcaoD: -0.04
Tempo: 5.3s	Setpoint: 157 RPM		Vel.: 69 RPM	erro: 88.42 RPM		Controle: 53.61	AcaoP: 53.05	AcaoI: 0.00	 AcaoD: -0.01
Tempo: 5.4s	Setpoint: 157 RPM		Vel.: 69 RPM	erro: 88.42 RPM		Controle: 53.04	AcaoP: 53.05	AcaoI: 0.00	 AcaoD: 0.00
Tempo: 5.5s	Setpoint: 157 RPM		Vel.: 69 RPM	erro: 88.42 RPM		Controle: 53.05	AcaoP: 53.05	AcaoI: 0.00	 AcaoD: 0.00
Tempo: 5.6s	Setpoint: 158 RPM		Vel.: 65 RPM	erro: 92.94 RPM		Controle: 53.05	AcaoP: 55.76	AcaoI: 0.00	 AcaoD: 0.04
Tempo: 5.8s	Setpoint: 157 RPM		Vel.: 67 RPM	erro: 90.18 RPM		Controle: 55.81	AcaoP: 54.11	AcaoI: 0.00	 AcaoD: -0.03
Tempo: 5.9s	Setpoint: 157 RPM		Vel.: 67 RPM	erro: 90.18 RPM		Controle: 54.08	AcaoP: 54.11	AcaoI: 0.00	 AcaoD: 0.00
Tempo: 6.0s	Setpoint: 157 RPM		Vel.: 67 RPM	erro: 90.18 RPM		Controle: 54.11	AcaoP: 54.11	AcaoI: 0.00	 AcaoD: 0.00
Tempo: 6.1s	Setpoint: 157 RPM		Vel.: 67 RPM	erro: 90.18 RPM		Controle: 54.11	AcaoP: 54.11	AcaoI: 0.00	 AcaoD: 0.00
Tempo: 6.3s	Setpoint: 159 RPM		Vel.: 67 RPM	erro: 92.18 RPM		Controle: 54.11	AcaoP: 55.31	AcaoI: 0.00	 AcaoD: 0.02
Tempo: 6.4s	Setpoint: 160 RPM		Vel.: 69 RPM	erro: 91.42 RPM		Controle: 55.33	AcaoP: 54.85	AcaoI: 0.00	 AcaoD: -0.01
