Tempo(s),Setpoint(RPM),Vel(RPM),erro(RPM),Controle,AcaoP,AcaoI,AcaoD
67.7,-118,-120,2.28,-103.52,1.37,-102.51,0.00
68.2,-118,-119,1.23,-101.14,0.74,-101.90,-0.00
68.7,-118,-120,1.93,-101.17,1.16,-100.94,0.00
69.2,-119,-120,0.58,-99.78,0.35,-100.65,-0.00
69.7,-119,-120,0.58,-100.30,0.35,-100.36,0.00
70.2,-118,-120,1.58,-100.01,0.95,-99.57,0.00
70.7,-118,-119,0.87,-98.62,0.52,-99.13,-0.00
71.2,-118,-119,0.87,-98.61,0.52,-98.69,0.00
71.7,-119,-119,-0.48,-98.17,-0.29,-98.93,-0.00
72.2,-118,-116,-2.29,-99.22,-1.37,-100.08,-0.00
72.7,-118,-117,-0.88,-101.45,-0.53,-100.52,0.00
73.2,-118,-118,0.17,-101.05,0.10,-100.43,0.00
73.7,-118,-118,0.17,-100.33,0.10,-100.35,0.00
74.2,-118,-119,0.87,-100.25,0.52,-99.91,0.00
74.7,-119,-119,-0.13,-99.39,-0.08,-99.97,-0.00
75.2,-119,-119,-0.13,-100.05,-0.08,-100.04,0.00
75.7,-119,-120,0.93,-100.11,0.56,-99.57,0.00
76.2,-118,-120,1.93,-99.01,1.16,-98.61,0.00
76.7,-118,-118,-0.18,-97.45,-0.11,-98.70,-0.00
77.2,-118,-118,-0.18,-98.81,-0.11,-98.79,0.00
77.7,-118,-119,0.87,-98.90,0.52,-98.35,0.00
78.2,-118,-119,0.87,-97.82,0.52,-97.91,0.00
78.7,-118,-118,0.17,-97.39,0.10,-97.83,-0.00
79.2,-118,-117,-0.88,-97.73,-0.53,-98.27,-0.00
79.7,-98,-118,20.17,-98.80,12.10,-88.18,0.03
80.2,-94,-108,13.97,-76.05,8.38,-81.20,-0.01
80.7,-121,-95,-25.69,-72.82,-15.41,-94.04,-0.06
81.2,-150,-111,-38.51,-109.52,-23.11,-113.30,-0.02
81.7,-160,-135,-24.60,-136.43,-14.76,-125.60,0.02
82.2,-160,-143,-16.51,-140.33,-9.90,-133.85,0.01
82.7,-160,-145,-14.75,-143.74,-8.85,-141.22,0.00
83.2,-160,-147,-12.99,-150.07,-7.79,-147.72,0.00
83.7,-160,-148,-11.58,-155.51,-6.95,-153.51,0.00
84.2,-160,-149,-10.53,-160.46,-6.32,-158.77,0.00
84.7,-160,-152,-8.42,-165.09,-5.05,-162.98,0.00
85.2,-160,-152,-7.71,-168.03,-4.63,-166.84,0.00
85.7,-160,-152,-8.42,-171.47,-5.05,-171.05,-0.00
86.2,-160,-155,-4.90,-176.10,-2.94,-173.50,0.01
86.7,-160,-158,-2.44,-176.43,-1.46,-174.72,0.00
87.2,-160,-158,-2.09,-176.18,-1.25,-175.76,0.00
87.7,-160,-158,-2.09,-177.01,-1.25,-176.80,0.00
88.2,-160,-158,-2.09,-178.06,-1.25,-177.85,0.00
88.7,-160,-159,-1.38,-179.10,-0.83,-178.54,0.00
89.2,-160,-158,-2.09,-179.37,-1.25,-179.58,-0.00
89.7,-160,-158,-2.09,-180.84,-1.25,-180.63,0.00
90.2,-160,-158,-2.09,-181.88,-1.25,-181.67,0.00
90.7,-160,-158,-1.74,-182.92,-1.04,-182.54,0.00
91.2,-160,-158,-2.09,-183.58,-1.25,-183.58,-0.00
91.7,-160,-158,-2.09,-184.83,-1.25,-184.62,0.00
92.2,-160,-158,-1.74,-185.87,-1.04,-185.49,0.00
92.7,-160,-158,-2.09,-186.53,-1.25,-186.53,-0.00
93.2,-160,-158,-2.09,-187.79,-1.25,-187.58,0.00
93.7,-160,-158,-1.74,-188.83,-1.04,-188.44,0.00
94.2,-160,-158,-1.74,-189.49,-1.04,-189.31,0.00
94.7,-160,-158,-2.09,-190.35,-1.25,-190.36,-0.00
95.2,-160,-158,-2.09,-191.61,-1.25,-191.40,0.00
95.7,-160,-158,-1.74,-192.65,-1.04,-192.27,0.00
96.2,-160,-158,-2.09,-193.31,-1.25,-193.31,-0.00
96.7,-160,-158,-2.09,-194.56,-1.25,-194.35,0.00
97.2,-160,-158,-2.09,-195.61,-1.25,-195.40,0.00
97.7,-160,-158,-1.74,-196.65,-1.04,-196.26,0.00
98.2,-160,-158,-2.09,-197.30,-1.25,-197.31,-0.00
98.7,-160,-158,-2.09,-198.56,-1.25,-198.35,0.00
99.2,-160,-158,-2.09,-199.60,-1.25,-199.39,0.00
99.7,-160,-158,-1.74,-200.65,-1.04,-200.26,0.00
100.2,-160,-159,-1.03,-201.30,-0.62,-200.78,0.00
100.7,-160,-162,1.78,-201.40,01.07,-199.89,0.00
101.2,-160,-163,2.84,-198.81,1.70,-198.47,0.00
101.7,-160,-162,2.49,-196.76,1.49,-197.23,-0.00
102.2,-160,-162,2.49,-195.73,1.49,-195.98,0.00
102.7,-160,-162,2.13,-194.49,1.28,-194.92,-0.00
103.2,-160,-161,0.73,-193.64,0.44,-194.55,-0.00
103.7,-160,-158,-2.09,-194.12,-1.25,-195.60,-0.00
104.2,-160,-158,-2.09,-196.85,-1.25,-196.64,0.00
104.7,-160,-158,-1.74,-197.89,-1.04,-197.51,0.00
105.2,-160,-158,-1.74,-198.55,-1.04,-198.37,0.00
105.7,-160,-159,-0.68,-199.42,-0.41,-198.71,0.00
106.2,-160,-163,2.84,-199.12,1.70,-197.30,0.01
106.7,-160,-163,2.84,-195.59,1.70,-195.88,0.00
107.2,-160,-162,2.49,-194.18,1.49,-194.63,-0.00
107.7,-160,-160,0.38,-193.14,0.23,-194.45,-0.00
108.2,-160,-158,-1.74,-194.23,-1.04,-195.31,-0.00
108.7,-160,-158,-2.09,-196.36,-1.25,-196.36,-0.00
109.2,-160,-158,-2.09,-197.61,-1.25,-197.40,0.00
109.7,-160,-158,-1.74,-198.65,-1.04,-198.27,0.00
110.2,-160,-158,-2.09,-199.31,-1.25,-199.31,-0.00
110.7,-160,-158,-1.74,-200.57,-1.04,-200.18,0.00
111.2,-160,-158,-2.09,-201.22,-1.25,-201.22,-0.00
111.7,-160,-160,0.02,-202.48,0.01,-201.21,0.00
112.2,-160,-161,01.08,-201.19,0.65,-200.67,0.00
112.7,-160,-159,-0.68,-200.02,-0.41,-201.01,-0.00
113.2,-160,-162,1.78,-201.42,01.07,-200.12,0.00
113.7,-160,-162,2.49,-199.05,1.49,-198.88,0.00
114.2,-160,-161,1.43,-197.39,0.86,-198.16,-0.00
114.7,-160,-162,2.13,-197.31,1.28,-197.10,0.00
115.2,-160,-161,1.43,-195.82,0.86,-196.38,-0.00
115.7,-160,-162,2.13,-195.52,1.28,-195.31,0.00
116.2,-160,-161,0.73,-194.03,0.44,-194.95,-0.00
116.7,-160,-161,0.73,-194.52,0.44,-194.59,0.00
117.2,-160,-160,0.38,-194.15,0.23,-194.40,-0.00
117.7,-160,-161,0.73,-194.18,0.44,-194.04,0.00
118.2,-160,-160,-0.33,-193.60,-0.20,-194.20,-0.00
118.7,-160,-158,-1.74,-194.40,-1.04,-195.07,-0.00
119.2,-160,-158,-1.74,-196.11,-1.04,-195.94,0.00
119.7,-160,-158,-2.09,-196.98,-1.25,-196.98,-0.00
120.2,-160,-158,-2.09,-198.23,-1.25,-198.02,0.00
120.7,-160,-158,-1.74,-199.27,-1.04,-198.89,0.00
