Tempo(s),Setpoint(RPM),Vel(RPM),erro(RPM),Controle,AcaoP,AcaoI,AcaoD
9.4,158,152,5.60,178.41,3.36,176.60,0.01
9.6,158,154,4.42,179.96,2.65,177.26,-0.01
9.7,158,152,5.60,179.91,3.36,178.10,0.01
9.9,158,154,4.42,181.46,2.65,178.76,-0.01
10.0,158,151,6.77,181.41,04.06,179.78,0.01
10.1,158,152,5.60,183.85,3.36,180.62,-0.01
10.3,158,152,5.60,183.97,3.36,181.46,0.00
10.5,158,154,4.42,184.82,2.65,182.12,-0.01
10.6,158,150,7.94,184.77,4.76,183.31,0.02
10.8,158,152,5.60,188.10,3.36,184.15,-0.01
10.9,157,151,5.77,187.50,3.46,185.02,0.00
11.1,158,155,3.25,188.48,1.95,185.51,-0.01
11.2,158,155,3.25,187.44,1.95,185.99,0.00
11.4,158,154,4.42,187.94,2.65,186.66,0.01
11.5,158,155,3.25,189.32,1.95,187.14,-0.01
11.7,159,154,5.42,189.09,3.25,187.96,0.01
11.8,159,155,4.25,191.22,2.55,188.60,-0.01
12.0,158,154,4.42,191.14,2.65,189.26,0.00
12.1,158,155,3.25,191.92,1.95,189.75,-0.01
12.3,157,154,3.42,191.69,02.05,190.26,0.00
12.4,158,157,0.91,192.32,0.54,190.40,-0.01
12.6,157,154,3.42,190.93,02.05,190.91,0.01
12.7,159,155,4.25,192.98,2.55,191.55,0.00
12.9,157,155,2.25,194.10,1.35,191.89,-0.01
13.0,158,152,5.60,193.23,3.36,192.73,0.02
13.2,158,151,6.77,196.10,04.06,193.74,0.01
13.3,157,154,3.42,197.81,02.05,194.26,-0.02
13.5,158,154,4.42,196.29,2.65,194.92,0.01
13.6,157,156,01.08,197.58,0.65,195.08,-0.02
13.8,158,154,4.42,195.71,2.65,195.74,0.02
13.9,157,155,2.25,198.42,1.35,196.08,-0.01
14.1,158,154,4.42,197.42,2.65,196.75,0.01
14.2,158,156,02.08,199.41,1.25,197.06,-0.01
14.4,158,154,4.42,198.29,2.65,197.72,0.01
14.5,158,155,3.25,200.39,1.95,198.21,-0.01
14.7,158,155,3.25,200.15,1.95,198.70,0.00
14.8,158,156,02.08,200.65,1.25,199.01,-0.01
15.0,158,157,0.91,200.25,0.54,199.15,-0.01
15.1,158,156,02.08,199.68,1.25,199.46,0.01
15.3,158,156,02.08,200.71,1.25,199.77,0.00
15.4,158,157,0.91,201.02,0.54,199.91,-0.01
15.6,158,154,4.42,200.44,2.65,200.57,0.02
15.7,158,156,02.08,203.24,1.25,200.88,-0.01
15.9,158,158,-0.26,202.12,-0.16,200.84,-0.01
16.0,158,157,0.91,200.67,0.54,200.98,0.01
16.2,159,157,1.91,201.53,1.14,201.26,0.01
16.3,158,157,0.91,202.41,0.54,201.40,-0.01
16.5,158,157,0.91,201.94,0.54,201.54,0.00
16.6,158,156,02.08,202.08,1.25,201.85,0.01
16.8,158,158,-0.26,203.10,-0.16,201.81,-0.01
16.9,158,157,0.91,201.64,0.54,201.94,0.01
17.1,158,158,-0.26,202.49,-0.16,201.90,-0.01
17.2,158,158,-0.26,201.74,-0.16,201.86,0.00
17.4,158,158,-0.26,201.71,-0.16,201.82,0.00
17.5,157,158,-1.26,201.67,-0.76,201.64,-0.01
17.7,158,158,-0.26,200.87,-0.16,201.60,0.01
17.8,157,157,-0.09,201.44,-0.06,201.58,0.00
18.0,158,158,-0.26,201.53,-0.16,201.54,-0.00
18.1,157,157,-0.09,201.38,-0.06,201.53,0.00
18.3,158,155,3.25,201.47,1.95,202.02,0.02
18.4,158,154,4.42,203.98,2.65,202.68,0.01
18.6,157,156,01.08,205.34,0.65,202.84,-0.02
18.7,158,156,02.08,203.47,1.25,203.15,0.01
18.9,157,158,-1.26,204.41,-0.76,202.96,-0.02
19.0,158,156,02.08,202.19,1.25,203.28,0.02
19.2,157,157,-0.09,204.54,-0.06,203.26,-0.01
19.3,158,156,02.08,203.19,1.25,203.57,0.01
19.5,158,159,-1.44,204.83,-0.86,203.36,-0.02
19.6,158,158,-0.26,202.48,-0.16,203.32,0.01
19.8,158,158,-0.26,203.17,-0.16,203.28,0.00
19.9,158,157,0.91,203.12,0.54,203.41,0.01
20.1,158,158,-0.26,203.97,-0.16,203.37,-0.01
20.2,158,157,0.91,203.21,0.54,203.51,0.01
20.4,157,156,01.08,204.06,0.65,203.67,0.00
20.5,158,156,02.08,204.32,1.25,203.98,0.01
20.7,157,156,01.08,205.24,0.65,204.15,-0.01
20.8,158,157,0.91,204.79,0.54,204.28,-0.00
21.0,157,156,01.08,204.83,0.65,204.44,0.00
21.1,158,158,-0.26,205.09,-0.16,204.41,-0.01
21.3,157,156,01.08,204.24,0.65,204.57,0.01
21.4,157,159,-2.44,205.22,-1.46,204.20,-0.02
21.6,158,157,0.91,202.72,0.54,204.34,0.02
21.7,157,159,-2.44,204.90,-1.46,203.97,-0.02
21.9,158,157,0.91,202.49,0.54,204.11,0.02
22.0,157,158,-1.26,204.67,-0.76,203.92,-0.01
22.2,158,158,-0.26,203.15,-0.16,203.88,0.01
22.3,158,158,-0.26,203.73,-0.16,203.84,0.00
22.5,158,157,0.91,203.68,0.54,203.98,0.01
22.6,158,157,0.91,204.53,0.54,204.11,0.00
22.8,159,157,1.91,204.66,1.14,204.40,0.01
22.9,158,159,-1.44,205.55,-0.86,204.18,-0.02
23.1,158,155,3.25,203.30,1.95,204.67,0.03
23.2,158,156,02.08,206.65,1.25,204.98,-0.01
23.4,158,156,02.08,206.22,1.25,205.29,0.00
23.5,158,156,02.08,206.54,1.25,205.61,0.00
23.7,158,155,3.25,206.85,1.95,206.09,0.01
23.8,158,157,0.91,208.05,0.54,206.23,-0.01
24.0,158,156,02.08,206.76,1.25,206.54,0.01
24.1,158,158,-0.26,207.80,-0.16,206.50,-0.01
24.3,157,158,-1.26,206.33,-0.76,206.31,-0.01
24.4,158,158,-0.26,205.55,-0.16,206.27,0.01
24.6,157,157,-0.09,206.12,-0.06,206.26,0.00
24.7,158,159,-1.44,206.20,-0.86,206.04,-0.01
24.9,157,157,-0.09,205.17,-0.06,206.03,0.01
25.0,158,158,-0.26,205.98,-0.16,205.99,-0.00
25.2,158,158,-0.26,205.83,-0.16,205.95,0.00
25.3,157,158,-1.26,205.79,-0.76,205.76,-0.01
25.5,158,158,-0.26,205.00,-0.16,205.72,0.01
25.6,157,157,-0.09,205.57,-0.06,205.71,0.00
25.8,158,159,-1.44,205.65,-0.86,205.49,-0.01
25.9,157,157,-0.09,204.62,-0.06,205.48,0.01
26.1,158,158,-0.26,205.43,-0.16,205.44,-0.00
26.2,158,157,0.91,205.28,0.54,205.57,0.01
26.4,157,159,-2.44,206.12,-1.46,205.21,-0.02
26.5,158,157,0.91,203.73,0.54,205.34,0.02
26.7,157,158,-1.26,205.91,-0.76,205.15,-0.01
26.8,158,157,0.91,204.38,0.54,205.29,0.01
27.0,157,156,01.08,205.85,0.65,205.45,0.00
27.1,158,156,02.08,206.10,1.25,205.76,0.01
27.3,157,159,-2.44,207.02,-1.46,205.40,-0.02
27.4,158,157,0.91,203.91,0.54,205.53,0.02
27.6,158,159,-1.44,206.10,-0.86,205.32,-0.01
27.7,158,157,0.91,204.44,0.54,205.45,0.01
27.9,158,158,-0.26,206.01,-0.16,205.41,-0.01
28.0,158,158,-0.26,205.25,-0.16,205.38,0.00
28.2,158,157,0.91,205.22,0.54,205.51,0.01
28.3,158,155,3.25,206.06,1.95,206.00,0.01
28.5,158,155,3.25,207.96,1.95,206.49,0.00
28.6,158,156,02.08,208.44,1.25,206.80,-0.01
28.8,159,157,1.91,208.04,1.14,207.08,-0.00
28.9,158,156,02.08,208.23,1.25,207.40,0.00
29.1,158,157,0.91,208.65,0.54,207.53,-0.01
29.2,157,158,-1.26,208.07,-0.76,207.34,-0.01
29.4,158,159,-1.44,206.57,-0.86,207.13,-0.00
29.5,157,157,-0.09,206.26,-0.06,207.11,0.01
29.7,158,158,-0.26,207.07,-0.16,207.07,-0.00
29.8,158,159,-1.44,206.91,-0.86,206.86,-0.01
30.0,158,157,0.91,205.99,0.54,206.99,0.01
30.1,158,158,-0.26,207.55,-0.16,206.95,-0.01
30.3,158,157,0.91,206.79,0.54,207.09,0.01
30.4,158,158,-0.26,207.64,-0.16,207.05,-0.01
30.6,157,156,01.08,206.89,0.65,207.21,0.01
30.7,158,157,0.91,207.87,0.54,207.35,-0.00
30.9,157,157,-0.09,207.89,-0.06,207.34,-0.01
31.0,158,158,-0.26,207.27,-0.16,207.30,-0.00
31.2,157,157,-0.09,207.14,-0.06,207.28,0.00
31.3,157,159,-2.44,207.23,-1.46,206.92,-0.01
31.5,158,157,0.91,205.44,0.54,207.05,0.02
31.6,157,158,-1.26,207.61,-0.76,206.86,-0.01
31.8,158,157,0.91,206.09,0.54,207.00,0.01
31.9,157,156,01.08,207.55,0.65,207.16,0.00
32.1,158,156,02.08,207.81,1.25,207.47,0.01
32.2,157,159,-2.44,208.73,-1.46,207.11,-0.02
32.4,158,157,0.91,205.62,0.54,207.24,0.02
32.5,158,159,-1.44,207.81,-0.86,207.03,-0.01
32.7,158,157,0.91,206.15,0.54,207.16,0.01
32.8,158,158,-0.26,207.72,-0.16,207.12,-0.01
33.0,158,158,-0.26,206.96,-0.16,207.08,0.00
33.1,158,158,-0.26,206.92,-0.16,207.04,0.00
33.3,158,158,-0.26,206.89,-0.16,207.00,0.00
33.4,158,158,-0.26,206.85,-0.16,206.96,0.00
33.6,158,157,0.91,206.81,0.54,207.10,0.01
33.7,158,158,-0.26,207.65,-0.16,207.06,-0.01
33.9,158,157,0.91,206.90,0.54,207.20,0.01
34.0,159,157,1.91,207.75,1.14,207.48,0.01
34.2,158,157,0.91,208.63,0.54,207.62,-0.01
34.3,158,158,-0.26,208.16,-0.16,207.58,-0.01
34.5,157,158,-1.26,207.41,-0.76,207.39,-0.01
34.6,158,157,0.91,206.63,0.54,207.53,0.01
34.8,157,157,-0.09,208.08,-0.06,207.51,-0.01
34.9,158,157,0.91,207.45,0.54,207.65,0.01
35.1,157,157,-0.09,208.20,-0.06,207.63,-0.01
35.2,158,157,0.91,207.57,0.54,207.77,0.01
35.4,158,159,-1.44,208.32,-0.86,207.55,-0.01
35.5,158,157,0.91,206.68,0.54,207.69,0.01
35.7,158,158,-0.26,208.25,-0.16,207.65,-0.01
35.8,158,156,02.08,207.49,1.25,207.96,0.01
36.0,158,158,-0.26,209.22,-0.16,207.92,-0.01
36.1,158,157,0.91,207.75,0.54,208.06,0.01
36.3,158,159,-1.44,208.61,-0.86,207.84,-0.01
36.4,158,157,0.91,206.97,0.54,207.98,0.01
36.6,158,157,0.91,208.54,0.54,208.12,0.00
36.7,158,156,02.08,208.66,1.25,208.43,0.01
36.9,158,159,-1.44,209.68,-0.86,208.21,-0.02
37.0,158,157,0.91,207.33,0.54,208.35,0.01
37.2,158,158,-0.26,208.91,-0.16,208.31,-0.01
37.3,157,158,-1.26,208.14,-0.76,208.12,-0.01
37.5,158,158,-0.26,207.35,-0.16,208.08,0.01
37.6,157,158,-1.26,207.93,-0.76,207.89,-0.01
37.8,158,158,-0.26,207.13,-0.16,207.85,0.01
37.9,157,157,-0.09,207.70,-0.06,207.84,0.00
38.1,158,159,-1.44,207.78,-0.86,207.62,-0.01
38.2,158,157,0.91,206.75,0.54,207.76,0.01
38.4,157,158,-1.26,208.31,-0.76,207.57,-0.01
38.5,158,158,-0.26,206.80,-0.16,207.53,0.01
38.7,157,158,-1.26,207.37,-0.76,207.34,-0.01
38.8,158,157,0.91,206.57,0.54,207.47,0.01
39.0,157,158,-1.26,208.03,-0.76,207.28,-0.01
39.1,158,159,-1.44,206.51,-0.86,207.07,-0.00
39.3,158,157,0.91,206.20,0.54,207.20,0.01
39.4,157,158,-1.26,207.76,-0.76,207.01,-0.01
39.6,158,158,-0.26,206.24,-0.16,206.97,0.01
39.7,158,156,02.08,206.82,1.25,207.29,0.01
39.9,158,156,02.08,208.55,1.25,207.60,0.00
40.0,157,157,-0.09,208.85,-0.06,207.58,-0.01
40.2,158,158,-0.26,207.52,-0.16,207.54,-0.00
40.3,158,159,-1.44,207.39,-0.86,207.33,-0.01
40.5,159,157,1.91,206.46,1.14,207.62,0.02
40.6,158,158,-0.26,208.78,-0.16,207.58,-0.01
40.8,158,157,0.91,207.41,0.54,207.71,0.01
40.9,158,158,-0.26,208.26,-0.16,207.67,-0.01
41.1,158,156,02.08,207.51,1.25,207.98,0.01
41.2,158,158,-0.26,209.24,-0.16,207.94,-0.01
41.4,158,155,3.25,207.77,1.95,208.43,0.02
41.5,158,155,3.25,210.40,1.95,208.92,0.00
41.7,158,156,02.08,210.87,1.25,209.23,-0.01
41.8,158,158,-0.26,210.47,-0.16,209.19,-0.01
42.0,158,158,-0.26,209.02,-0.16,209.15,0.00
42.1,158,158,-0.26,208.99,-0.16,209.11,0.00
42.3,158,157,0.91,208.95,0.54,209.25,0.01
42.4,158,159,-1.44,209.80,-0.86,209.03,-0.01
42.6,158,157,0.91,208.16,0.54,209.17,0.01
42.7,158,158,-0.26,209.73,-0.16,209.13,-0.01
42.9,157,155,2.25,208.96,1.35,209.47,0.01
43.0,158,157,0.91,210.83,0.54,209.60,-0.01
43.2,157,156,01.08,210.14,0.65,209.77,0.00
43.3,157,158,-1.26,210.41,-0.76,209.58,-0.01
43.5,158,158,-0.26,208.80,-0.16,209.54,0.01
43.6,157,157,-0.09,209.38,-0.06,209.52,0.00
43.8,158,158,-0.26,209.47,-0.16,209.48,-0.00
43.9,157,156,01.08,209.32,0.65,209.64,0.01
44.1,158,155,3.25,210.30,1.95,210.13,0.01
44.2,157,155,2.25,212.09,1.35,210.47,-0.01
44.4,158,157,0.91,211.82,0.54,210.61,-0.01
44.5,157,157,-0.09,211.14,-0.06,210.59,-0.01
44.7,157,159,-2.44,210.53,-1.46,210.23,-0.01
44.8,158,157,0.91,208.75,0.54,210.36,0.02
45.0,157,158,-1.26,210.92,-0.76,210.17,-0.01
45.1,158,158,-0.26,209.40,-0.16,210.13,0.01
45.3,157,158,-1.26,209.98,-0.76,209.94,-0.01
45.4,158,157,0.91,209.18,0.54,210.08,0.01
45.6,158,158,-0.26,210.64,-0.16,210.04,-0.01
45.7,158,156,02.08,209.87,1.25,210.35,0.01
45.9,158,157,0.91,211.61,0.54,210.49,-0.01
46.0,158,156,02.08,211.03,1.25,210.80,0.01
46.2,158,158,-0.26,212.05,-0.16,210.76,-0.01
46.3,158,156,02.08,210.59,1.25,211.07,0.01
46.5,158,156,02.08,212.33,1.25,211.38,0.00
46.6,158,156,02.08,212.63,1.25,211.70,0.00
46.8,158,159,-1.44,212.94,-0.86,211.48,-0.02
46.9,158,157,0.91,210.60,0.54,211.62,0.01
47.1,158,159,-1.44,212.17,-0.86,211.40,-0.01
47.2,158,157,0.91,210.53,0.54,211.54,0.01
47.4,158,158,-0.26,212.09,-0.16,211.50,-0.01
47.5,158,155,3.25,211.33,1.95,211.99,0.02
47.7,158,157,0.91,213.95,0.54,212.12,-0.01
47.8,157,156,01.08,212.65,0.65,212.28,0.00
48.0,144,157,-13.09,212.93,-7.86,210.32,-0.08
48.1,119,156,-36.92,202.39,-22.15,204.78,-0.13
48.3,96,154,-57.58,182.50,-34.55,196.14,-0.11
48.4,74,152,-78.40,161.49,-47.04,184.38,-0.11
48.6,66,147,-80.54,137.23,-48.32,172.30,-0.01
48.7,66,141,-74.68,123.97,-44.81,161.10,0.03
48.9,66,135,-68.82,116.32,-41.29,150.78,0.03
49.0,49,131,-82.30,109.52,-49.38,138.43,-0.07
49.2,-19,125,-144.44,88.98,-86.66,116.77,-0.33
49.3,-79,114,-192.72,29.77,-115.63,87.86,-0.26
49.5,-122,79,-200.55,-28.03,-120.33,57.78,-0.04
49.6,-160,19,-178.76,-62.59,-107.25,30.96,0.12
49.8,-160,0,-160.00,-76.17,-96.00,6.96,0.10
49.9,-160,0,-160.00,-88.94,-96.00,-17.04,0.00
50.1,-160,-5,-155.31,-113.04,-93.19,-40.33,0.03
50.2,-160,-55,-104.90,-133.49,-62.94,-56.07,0.27
50.4,-160,-95,-65.04,-118.74,-39.02,-65.82,0.21
50.5,-160,-108,-52.15,-104.64,-31.29,-73.65,0.07
50.7,-160,-108,-52.15,-104.86,-31.29,-81.47,0.00
50.8,-160,-111,-48.63,-112.75,-29.18,-88.76,0.02
51.0,-160,-114,-46.28,-117.92,-27.77,-95.70,0.01
51.1,-160,-120,-40.42,-123.46,-24.25,-101.77,0.03
51.3,-160,-123,-36.91,-125.99,-22.14,-107.30,0.02
51.4,-160,-128,-32.22,-129.43,-19.33,-112.14,0.03
51.6,-160,-129,-31.04,-131.44,-18.63,-116.79,0.01
51.7,-160,-132,-27.53,-135.41,-16.52,-120.92,0.02
51.9,-160,-134,-26.35,-137.42,-15.81,-124.87,0.01
52.0,-160,-137,-22.84,-140.68,-13.70,-128.30,0.02
52.2,-160,-137,-22.84,-141.98,-13.70,-131.73,0.00
52.3,-160,-140,-20.49,-145.43,-12.30,-134.80,0.01
52.5,-160,-141,-19.32,-147.08,-11.59,-137.70,0.01
52.6,-160,-143,-16.98,-149.28,-10.19,-140.24,0.01
52.8,-160,-143,-16.98,-150.42,-10.19,-142.79,0.00
52.9,-160,-145,-14.63,-152.97,-8.78,-144.98,0.01
53.1,-160,-147,-13.46,-153.75,-8.08,-147.00,0.01
53.2,-160,-147,-13.46,-155.07,-8.08,-149.02,0.00
53.4,-160,-147,-13.46,-157.10,-8.08,-151.04,0.00
53.5,-160,-145,-14.63,-159.12,-8.78,-153.24,-0.01
53.7,-160,-148,-12.29,-162.02,-7.37,-155.08,0.01
53.8,-160,-149,-11.11,-162.44,-6.67,-156.75,0.01
54.0,-160,-151,-8.77,-163.41,-5.26,-158.06,0.01
54.1,-160,-150,-9.94,-163.31,-5.96,-159.55,-0.01
54.3,-160,-151,-8.77,-165.52,-5.26,-160.87,0.01
54.4,-160,-151,-8.77,-166.12,-5.26,-162.18,0.00
54.6,-160,-152,-7.60,-167.44,-4.56,-163.32,0.01
54.7,-160,-152,-7.60,-167.87,-4.56,-164.46,0.00
54.9,-160,-155,-5.25,-169.02,-3.15,-165.25,0.01
55.0,-160,-155,-5.25,-168.39,-3.15,-166.04,0.00
55.2,-160,-156,-4.08,-169.19,-2.45,-166.65,0.01
55.3,-160,-154,-6.42,-169.09,-3.85,-167.61,-0.01
55.5,-160,-155,-5.25,-171.48,-3.15,-168.40,0.01
55.6,-160,-155,-5.25,-171.55,-3.15,-169.19,0.00
55.8,-160,-157,-2.91,-172.34,-1.74,-169.62,0.01
55.9,-160,-157,-2.91,-171.36,-1.74,-170.06,0.00
56.1,-160,-158,-1.74,-171.80,-1.04,-170.32,0.01
56.2,-160,-157,-2.91,-171.36,-1.74,-170.76,-0.01
56.4,-160,-159,-0.56,-172.51,-0.34,-170.84,0.01
56.5,-160,-157,-2.91,-171.17,-1.74,-171.28,-0.01
56.7,-160,-158,-1.74,-173.03,-1.04,-171.54,0.01
56.8,-160,-158,-1.74,-172.57,-1.04,-171.80,0.00
57.0,-160,-158,-1.74,-172.84,-1.04,-172.06,0.00
57.1,-160,-157,-2.91,-173.10,-1.74,-172.49,-0.01
57.3,-160,-159,-0.56,-174.24,-0.34,-172.58,0.01
57.4,-160,-157,-2.91,-172.90,-1.74,-173.01,-0.01
57.6,-160,-158,-1.74,-174.77,-1.04,-173.28,0.01
57.7,-160,-159,-0.56,-174.31,-0.34,-173.36,0.01
57.9,-160,-157,-2.91,-173.69,-1.74,-173.80,-0.01
58.0,-160,-158,-1.74,-175.55,-1.04,-174.06,0.01
58.2,-160,-157,-2.91,-175.09,-1.74,-174.49,-0.01
58.3,-160,-159,-0.56,-176.24,-0.34,-174.58,0.01
58.5,-160,-157,-2.91,-174.90,-1.74,-175.01,-0.01
58.6,-160,-159,-0.56,-176.77,-0.34,-175.10,0.01
58.8,-160,-157,-2.91,-175.42,-1.74,-175.53,-0.01
58.9,-160,-158,-1.74,-177.29,-1.04,-175.79,0.01
59.1,-160,-157,-2.91,-176.83,-1.74,-176.23,-0.01
59.2,-160,-159,-0.56,-177.98,-0.34,-176.31,0.01
59.4,-160,-157,-2.91,-176.64,-1.74,-176.75,-0.01
59.5,-160,-158,-1.74,-178.51,-1.04,-177.01,0.01
59.7,-160,-158,-1.74,-178.04,-1.04,-177.27,0.00
59.8,-160,-158,-1.74,-178.31,-1.04,-177.53,0.00
60.0,-160,-157,-2.91,-178.57,-1.74,-177.97,-0.01
60.1,-160,-159,-0.56,-179.72,-0.34,-178.05,0.01
60.3,-160,-157,-2.91,-178.38,-1.74,-178.49,-0.01
60.4,-160,-159,-0.56,-180.24,-0.34,-178.57,0.01
60.6,-160,-157,-2.91,-178.90,-1.74,-179.01,-0.01
60.7,-160,-158,-1.74,-180.76,-1.04,-179.27,0.01
60.9,-160,-157,-2.91,-180.30,-1.74,-179.70,-0.01
61.0,-160,-159,-0.56,-181.45,-0.34,-179.79,0.01
61.2,-160,-157,-2.91,-180.11,-1.74,-180.22,-0.01
61.3,-160,-159,-0.56,-181.98,-0.34,-180.31,0.01
61.5,-160,-157,-2.91,-180.63,-1.74,-180.75,-0.01
61.6,-160,-158,-1.74,-182.50,-1.04,-181.01,0.01
61.8,-160,-157,-2.91,-182.04,-1.74,-181.44,-0.01
61.9,-160,-159,-0.56,-183.19,-0.34,-181.53,0.01
62.1,-160,-157,-2.91,-181.85,-1.74,-181.96,-0.01
62.2,-160,-157,-2.91,-183.72,-1.74,-182.40,0.00
62.4,-160,-159,-0.56,-184.14,-0.34,-182.48,0.01
62.5,-160,-157,-2.91,-182.81,-1.74,-182.92,-0.01
62.7,-160,-158,-1.74,-184.68,-1.04,-183.18,0.01
62.8,-160,-158,-1.74,-184.21,-1.04,-183.44,0.00
63.0,-160,-158,-1.74,-184.48,-1.04,-183.70,0.00
63.1,-160,-157,-2.91,-184.74,-1.74,-184.14,-0.01
63.3,-160,-159,-0.56,-185.89,-0.34,-184.22,0.01
63.4,-160,-157,-2.91,-184.55,-1.74,-184.66,-0.01
63.6,-160,-158,-1.74,-186.41,-1.04,-184.92,0.01
63.7,-160,-158,-1.74,-185.95,-1.04,-185.18,0.00
63.9,-160,-158,-1.74,-186.22,-1.04,-185.44,0.00
64.0,-160,-157,-2.91,-186.48,-1.74,-185.87,-0.01
64.2,-160,-159,-0.56,-187.62,-0.34,-185.96,0.01
64.3,-160,-157,-2.91,-186.28,-1.74,-186.39,-0.01
64.5,-160,-158,-1.74,-188.15,-1.04,-186.65,0.01
64.6,-160,-158,-1.74,-187.69,-1.04,-186.91,0.00
64.8,-160,-158,-1.74,-187.96,-1.04,-187.17,0.00
64.9,-160,-157,-2.91,-188.22,-1.74,-187.61,-0.01
65.1,-160,-159,-0.56,-189.36,-0.34,-187.69,0.01
65.2,-160,-156,-4.08,-188.02,-2.45,-188.31,-0.02
65.4,-160,-159,-0.56,-190.77,-0.34,-188.39,0.02
65.5,-160,-157,-2.91,-188.71,-1.74,-188.83,-0.01
65.7,-160,-159,-0.56,-190.58,-0.34,-188.91,0.01
65.8,-160,-157,-2.91,-189.24,-1.74,-189.35,-0.01
66.0,-160,-158,-1.74,-191.10,-1.04,-189.61,0.01
66.1,-160,-158,-1.74,-190.64,-1.04,-189.87,0.00
66.3,-160,-158,-1.74,-190.91,-1.04,-190.13,0.00
66.4,-160,-157,-2.91,-191.17,-1.74,-190.56,-0.01
66.6,-160,-159,-0.56,-192.32,-0.34,-190.65,0.01
66.7,-160,-157,-2.91,-190.97,-1.74,-191.09,-0.01
66.9,-160,-158,-1.74,-192.84,-1.04,-191.35,0.01
67.0,-160,-159,-0.56,-192.38,-0.34,-191.43,0.01
67.2,-160,-157,-2.91,-191.76,-1.74,-191.87,-0.01
67.3,-160,-158,-1.74,-193.62,-1.04,-192.13,0.01
67.5,-160,-158,-1.74,-193.16,-1.04,-192.39,0.00
67.6,-160,-162,1.78,-193.43,01.07,-192.12,0.02
67.8,-160,-163,2.95,-191.03,1.77,-191.68,0.01
67.9,-160,-163,2.95,-189.90,1.77,-191.23,0.00
68.1,-160,-159,-0.56,-189.46,-0.34,-191.32,-0.02
68.2,-160,-158,-1.74,-191.67,-1.04,-191.58,-0.01
68.4,-160,-157,-2.91,-192.62,-1.74,-192.01,-0.01
68.5,-160,-159,-0.56,-193.76,-0.34,-192.10,0.01
68.7,-160,-157,-2.91,-192.42,-1.74,-192.53,-0.01
68.8,-160,-158,-1.74,-194.29,-1.04,-192.79,0.01
69.0,-160,-158,-1.74,-193.83,-1.04,-193.05,0.00
69.1,-160,-158,-1.74,-194.10,-1.04,-193.31,0.00
69.3,-160,-157,-2.91,-194.36,-1.74,-193.75,-0.01
69.4,-160,-159,-0.56,-195.50,-0.34,-193.84,0.01
69.6,-160,-162,1.78,-194.16,01.07,-193.57,0.01
69.7,-160,-163,2.95,-192.49,1.77,-193.13,0.01
