Tempo(s),Setpoint(RPM),Vel(RPM),erro(RPM),Controle,AcaoP,AcaoI,AcaoD
15.0,158,155,3.25,222.87,1.95,221.31,-0.00
15.2,158,155,2.55,223.26,1.53,221.95,-0.00
15.5,158,155,3.25,223.48,1.95,222.76,0.00
15.7,157,156,0.85,224.71,0.51,222.97,-0.01
16.0,158,155,2.55,223.47,1.53,223.61,0.01
16.2,158,154,3.96,225.14,2.37,224.60,0.00
16.5,158,155,2.55,226.98,1.53,225.24,-0.00
16.7,158,155,3.25,226.76,1.95,226.05,0.00
17.0,158,156,1.85,228.00,1.11,226.51,-0.00
17.2,158,155,2.55,227.61,1.53,227.15,0.00
17.5,158,157,1.14,228.68,0.69,227.43,-0.00
17.7,158,158,0.44,228.11,0.26,227.54,-0.00
18.0,158,157,1.14,227.80,0.69,227.83,0.00
18.2,158,155,3.25,228.52,1.95,228.64,0.01
18.5,158,155,3.25,230.60,1.95,229.45,0.00
18.7,158,156,1.85,231.41,1.11,229.92,-0.00
19.0,158,157,1.14,231.02,0.69,230.20,-0.00
19.2,158,158,0.44,230.88,0.26,230.31,-0.00
19.5,158,159,-0.97,230.57,-0.58,230.07,-0.00
19.7,158,158,-0.26,229.48,-0.16,230.00,0.00
20.0,158,156,1.85,229.85,1.11,230.46,0.01
20.2,158,157,1.14,231.58,0.69,230.75,-0.00
20.5,158,158,0.44,231.43,0.26,230.86,-0.00
20.7,158,157,1.14,231.12,0.69,231.14,0.00
21.0,158,158,0.44,231.83,0.26,231.25,-0.00
21.2,158,157,1.14,231.51,0.69,231.54,0.00
21.5,158,158,0.44,232.23,0.26,231.65,-0.00
21.7,158,158,-0.26,231.91,-0.16,231.58,-0.00
22.0,157,158,-0.56,231.42,-0.34,231.44,-0.00
22.2,158,158,-0.26,231.10,-0.16,231.38,0.00
22.5,158,158,-0.26,231.22,-0.16,231.31,0.00
22.7,158,157,1.14,231.15,0.69,231.59,0.00
23.0,158,158,0.44,232.28,0.26,231.70,-0.00
23.2,158,157,1.14,231.97,0.69,231.99,0.00
23.5,158,158,-0.26,232.68,-0.16,231.92,-0.00
23.7,158,158,0.44,231.76,0.26,232.03,0.00
24.0,158,158,-0.26,232.30,-0.16,231.97,-0.00
24.2,158,158,0.44,231.81,0.26,232.08,0.00
24.5,158,158,-0.26,232.34,-0.16,232.01,-0.00
24.7,158,158,-0.26,231.85,-0.16,231.94,0.00
25.0,158,158,-0.26,231.79,-0.16,231.88,0.00
25.2,158,158,0.44,231.72,0.26,231.99,0.00
25.5,158,158,-0.26,232.25,-0.16,231.92,-0.00
25.7,158,157,1.14,231.76,0.69,232.21,0.00
26.0,158,158,0.44,232.90,0.26,232.32,-0.00
26.2,158,158,-0.26,232.58,-0.16,232.25,-0.00
26.5,158,158,-0.26,232.09,-0.16,232.18,0.00
26.7,158,158,-0.26,232.02,-0.16,232.12,0.00
27.0,158,158,-0.26,231.96,-0.16,232.05,0.00
27.2,158,158,0.44,231.89,0.26,232.16,0.00
27.5,158,158,-0.26,232.43,-0.16,232.09,-0.00
27.7,159,158,1.44,231.93,0.86,232.45,0.01
28.0,158,158,-0.26,233.32,-0.16,232.39,-0.01
28.2,158,156,1.85,232.22,1.11,232.85,0.01
28.5,158,155,2.55,233.96,1.53,233.49,0.00
28.7,158,155,2.55,235.02,1.53,234.12,0.00
29.0,158,157,1.14,235.65,0.69,234.41,-0.00
29.2,158,158,0.44,235.09,0.26,234.52,-0.00
29.5,158,158,0.44,234.78,0.26,234.63,0.00
29.7,158,158,-0.26,234.89,-0.16,234.56,-0.00
30.0,158,158,-0.26,234.40,-0.16,234.50,0.00
30.2,158,158,-0.26,234.34,-0.16,234.43,0.00
30.5,158,158,-0.26,234.27,-0.16,234.36,0.00
30.7,158,158,-0.26,234.20,-0.16,234.30,0.00
31.0,158,158,0.44,234.14,0.26,234.41,0.00
31.2,158,158,-0.26,234.67,-0.16,234.34,-0.00
31.5,158,158,0.44,234.18,0.26,234.45,0.00
31.7,158,158,-0.26,234.72,-0.16,234.38,-0.00
32.0,158,158,-0.26,234.22,-0.16,234.32,0.00
32.2,158,157,1.14,234.16,0.69,234.60,0.00
32.5,158,158,0.44,235.29,0.26,234.71,-0.00
32.7,158,158,-0.26,234.97,-0.16,234.65,-0.00
33.0,158,158,0.44,234.49,0.26,234.76,0.00
33.2,158,159,-0.97,235.02,-0.58,234.51,-0.00
33.5,158,158,0.44,233.93,0.26,234.62,0.00
33.7,158,158,-0.26,234.89,-0.16,234.56,-0.00
34.0,158,158,-0.26,234.40,-0.16,234.49,0.00
34.2,158,158,0.44,234.33,0.26,234.60,0.00
34.5,158,158,-0.26,234.87,-0.16,234.53,-0.00
34.7,158,158,0.44,234.37,0.26,234.64,0.00
35.0,158,158,-0.26,234.91,-0.16,234.58,-0.00
35.2,158,158,-0.26,234.42,-0.16,234.51,0.00
35.5,158,159,-0.97,234.35,-0.58,234.27,-0.00
35.7,158,158,-0.26,233.69,-0.16,234.20,0.00
36.0,158,158,-0.26,234.05,-0.16,234.14,0.00
36.2,158,160,-1.67,233.98,-1.00,233.72,-0.00
36.5,158,158,0.44,232.71,0.26,233.83,0.01
36.7,158,158,-0.26,234.10,-0.16,233.76,-0.00
37.0,158,158,0.44,233.60,0.26,233.87,0.00
37.2,158,158,-0.26,234.14,-0.16,233.81,-0.00
37.5,158,158,-0.26,233.64,-0.16,233.74,0.00
37.7,158,158,0.44,233.58,0.26,233.85,0.00
38.0,158,158,-0.26,234.11,-0.16,233.78,-0.00
38.2,158,158,-0.26,233.62,-0.16,233.72,0.00
38.5,158,160,-1.67,233.56,-1.00,233.30,-0.00
38.7,157,158,-1.26,232.29,-0.76,232.98,0.00
39.0,158,158,-0.26,232.23,-0.16,232.92,0.00
39.2,158,156,1.85,232.76,1.11,233.38,0.01
39.5,158,158,0.44,234.49,0.26,233.49,-0.00
39.7,158,158,-0.26,233.75,-0.16,233.42,-0.00
40.0,154,158,-3.56,233.26,-2.14,232.53,-0.01
40.2,149,158,-9.26,230.38,-5.56,230.21,-0.02
40.5,144,158,-13.56,224.64,-8.14,226.82,-0.01
40.7,138,158,-20.26,218.67,-12.16,221.76,-0.02
41.0,134,158,-23.56,209.58,-14.14,215.87,-0.01
41.2,129,153,-23.64,201.72,-14.18,209.96,-0.00
41.5,128,152,-23.93,195.78,-14.36,203.97,-0.00
41.7,128,153,-24.64,189.61,-14.78,197.82,-0.00
42.0,128,153,-24.64,183.03,-14.78,191.66,0.00
42.2,128,151,-23.23,176.87,-13.94,185.85,0.00
42.5,127,151,-24.23,171.91,-14.54,179.79,-0.00
42.7,124,148,-23.71,165.25,-14.23,173.86,0.00
43.0,124,145,-20.90,159.64,-12.54,168.64,0.01
43.2,123,143,-20.49,156.11,-12.30,163.51,0.00
43.5,124,143,-18.79,151.22,-11.27,158.82,0.01
43.7,123,141,-18.38,147.55,-11.03,154.22,0.00
44.0,124,141,-16.68,143.19,-10.01,150.05,0.01
44.2,124,141,-16.68,140.05,-10.01,145.88,0.00
44.5,124,140,-15.98,135.87,-9.59,141.89,0.00
44.7,123,139,-15.57,132.30,-9.34,137.99,0.00
45.0,124,136,-12.46,128.65,-7.48,134.88,0.01
45.2,123,136,-12.76,127.41,-7.65,131.69,-0.00
45.5,124,134,-10.35,124.03,-6.21,129.10,0.01
45.7,123,133,-9.94,122.90,-5.97,126.62,0.00
46.0,124,132,-8.24,120.65,-4.94,124.56,0.01
46.2,124,132,-7.54,119.62,-4.52,122.67,0.00
46.5,123,130,-7.13,118.15,-4.28,120.89,0.00
46.7,123,130,-7.13,116.61,-4.28,119.11,0.00
47.0,123,129,-6.43,114.83,-3.86,117.50,0.00
47.2,123,129,-5.72,113.65,-3.43,116.07,0.00
47.5,123,129,-5.72,112.64,-3.43,114.64,0.00
47.7,123,127,-4.32,111.21,-2.59,113.56,0.00
48.0,123,128,-5.02,110.98,-3.01,112.31,-0.00
48.2,123,126,-2.91,109.29,-1.75,111.58,0.01
48.5,123,125,-2.21,109.84,-1.32,111.03,0.00
48.7,123,126,-2.91,109.71,-1.75,110.30,-0.00
49.0,123,125,-2.21,108.55,-1.32,109.75,0.00
49.2,123,126,-2.91,108.43,-1.75,109.02,-0.00
49.5,123,125,-1.50,107.28,-0.90,108.65,0.00
49.7,123,125,-1.50,107.75,-0.90,108.27,0.00
50.0,124,125,-0.50,107.37,-0.30,108.15,0.00
50.2,123,125,-2.21,107.85,-1.32,107.60,-0.01
50.5,124,125,-0.50,106.27,-0.30,107.47,0.01
50.7,123,125,-1.50,107.17,-0.90,107.09,-0.00
51.0,124,124,0.20,106.19,0.12,107.15,0.01
51.2,123,122,0.61,107.27,0.37,107.30,0.00
51.5,123,123,-0.09,107.66,-0.06,107.27,-0.00
51.7,124,124,0.20,107.21,0.12,107.32,0.00
52.0,123,125,-1.50,107.45,-0.90,106.95,-0.01
52.2,124,123,0.91,106.04,0.54,107.17,0.01
52.5,123,125,-1.50,107.73,-0.90,106.80,-0.01
52.7,124,125,-0.50,105.89,-0.30,106.67,0.00
53.0,123,124,-0.80,106.38,-0.48,106.47,-0.00
53.2,123,125,-1.50,105.99,-0.90,106.10,-0.00
53.5,123,123,-0.09,105.20,-0.06,106.08,0.00
53.7,123,123,-0.09,106.02,-0.06,106.05,0.00
54.0,123,124,-0.80,105.99,-0.48,105.85,-0.00
54.2,123,123,-0.09,105.37,-0.06,105.83,0.00
54.5,123,122,0.61,105.77,0.37,105.98,0.00
54.7,124,122,1.61,106.35,0.97,106.38,0.00
55.0,123,123,-0.09,107.35,-0.06,106.36,-0.01
55.2,123,123,-0.09,106.30,-0.06,106.34,0.00
55.5,124,125,-0.50,106.28,-0.30,106.21,-0.00
55.7,123,123,-0.09,105.91,-0.06,106.19,0.00
56.0,124,125,-0.50,106.13,-0.30,106.06,-0.00
56.2,123,124,-0.80,105.76,-0.48,105.86,-0.00
56.5,124,125,-0.50,105.38,-0.30,105.74,0.00
56.7,124,124,0.20,105.44,0.12,105.79,0.00
57.0,124,125,-0.50,105.91,-0.30,105.66,-0.00
57.2,123,125,-1.50,105.36,-0.90,105.28,-0.00
57.5,124,124,0.20,104.38,0.12,105.34,0.01
57.7,121,123,-2.09,105.46,-1.26,104.81,-0.01
58.0,108,123,-15.09,103.55,-9.06,101.04,-0.04
58.2,91,120,-29.28,91.94,-17.57,93.72,-0.05
58.5,77,111,-34.14,76.10,-20.48,85.18,-0.02
58.7,57,100,-42.88,64.69,-25.73,74.46,-0.03
59.0,20,84,-63.70,48.70,-38.22,58.54,-0.07
59.2,-21,58,-78.68,20.25,-47.21,38.87,-0.05
59.5,-51,15,-66.47,-8.39,-39.88,22.25,0.04
59.7,-75,0,-75.00,-17.60,-45.00,3.50,-0.03
60.0,-92,-2,-89.89,-41.53,-53.93,-18.97,-0.05
60.2,-102,-2,-99.89,-72.96,-59.93,-43.95,-0.03
60.5,-113,-21,-91.90,-103.91,-55.14,-66.92,0.03
60.7,-121,-84,-37.30,-122.03,-22.38,-76.25,0.17
61.0,-123,-106,-16.79,-98.45,-10.07,-80.44,0.07
61.2,-126,-104,-21.90,-90.45,-13.14,-85.92,-0.02
61.5,-125,-103,-22.30,-99.07,-13.38,-91.49,-0.00
61.7,-127,-110,-17.27,-104.88,-10.36,-95.81,0.02
62.0,-125,-113,-12.46,-106.16,-7.47,-98.92,0.02
62.2,-125,-115,-10.35,-106.38,-6.21,-101.51,0.01
62.5,-125,-116,-8.94,-107.71,-5.36,-103.74,0.00
62.7,-119,-117,-2.24,-109.10,-1.34,-104.30,0.02
63.0,-119,-117,-1.53,-105.62,-0.92,-104.69,0.00
63.2,-118,-117,-0.53,-105.60,-0.32,-104.82,0.00
63.5,-119,-117,-2.24,-105.14,-1.34,-105.38,-0.01
63.7,-118,-119,0.87,-106.73,0.52,-105.16,0.01
64.0,-118,-120,1.58,-104.63,0.95,-104.77,0.00
64.2,-118,-118,0.17,-103.82,0.10,-104.72,-0.00
64.5,-118,-118,0.17,-104.62,0.10,-104.68,0.00
64.7,-118,-119,0.87,-104.58,0.52,-104.46,0.00
65.0,-118,-118,0.17,-103.93,0.10,-104.42,-0.00
65.2,-118,-119,0.87,-104.32,0.52,-104.20,0.00
65.5,-118,-119,0.87,-103.67,0.52,-103.98,0.00
65.7,-118,-120,1.58,-103.46,0.95,-103.59,0.00
66.0,-118,-119,0.87,-102.64,0.52,-103.37,-0.00
66.2,-119,-119,-0.13,-102.85,-0.08,-103.40,-0.00
66.5,-119,-117,-1.53,-103.48,-0.92,-103.78,-0.00
66.7,-120,-117,-2.53,-104.71,-1.52,-104.42,-0.00
67.0,-119,-120,1.28,-105.94,0.77,-104.10,0.01
67.2,-120,-120,0.28,-103.31,0.17,-104.02,-0.00
67.5,-120,-122,1.69,-103.86,01.01,-103.60,0.00
67.7,-119,-120,0.58,-102.59,0.35,-103.46,-0.00
68.0,-120,-120,0.28,-103.12,0.17,-103.39,-0.00
68.2,-119,-120,1.28,-103.22,0.77,-103.07,0.00
68.5,-119,-120,1.28,-102.30,0.77,-102.75,0.00
68.7,-119,-120,1.28,-101.98,0.77,-102.43,0.00
69.0,-119,-120,0.58,-101.66,0.35,-102.28,-0.00
69.2,-119,-121,1.98,-101.94,1.19,-101.79,0.00
69.5,-119,-120,0.58,-100.59,0.35,-101.64,-0.00
69.7,-119,-120,1.28,-101.30,0.77,-101.32,0.00
70.0,-119,-120,0.58,-100.55,0.35,-101.18,-0.00
70.2,-119,-120,0.58,-100.83,0.35,-101.03,0.00
70.5,-119,-120,0.58,-100.69,0.35,-100.89,0.00
70.7,-119,-120,0.58,-100.54,0.35,-100.74,0.00
71.0,-119,-121,1.98,-100.40,1.19,-100.25,0.00
71.2,-119,-121,1.98,-99.05,1.19,-99.75,0.00
71.5,-119,-120,1.28,-98.56,0.77,-99.43,-0.00
71.7,-119,-120,0.58,-98.66,0.35,-99.29,-0.00
72.0,-119,-120,0.58,-98.94,0.35,-99.14,0.00
72.2,-119,-120,0.58,-98.80,0.35,-99.00,0.00
72.5,-119,-120,0.58,-98.65,0.35,-98.85,0.00
72.7,-119,-120,1.28,-98.51,0.77,-98.53,0.00
73.0,-119,-120,1.28,-97.76,0.77,-98.21,0.00
73.2,-119,-120,0.58,-97.44,0.35,-98.07,-0.00
73.5,-119,-120,0.58,-97.72,0.35,-97.92,0.00
73.7,-120,-119,-1.13,-97.58,-0.68,-98.20,-0.01
74.0,-119,-120,0.58,-98.89,0.35,-98.06,0.01
74.2,-119,-119,-0.13,-97.71,-0.08,-98.09,-0.00
74.5,-119,-119,-0.13,-98.17,-0.08,-98.12,0.00
74.7,-119,-120,1.28,-98.20,0.77,-97.80,0.00
75.0,-119,-120,1.28,-97.03,0.77,-97.48,0.00
75.2,-119,-119,-0.13,-96.71,-0.08,-97.51,-0.00
75.5,-119,-119,-0.13,-97.59,-0.08,-97.54,0.00
75.7,-119,-118,-0.83,-97.62,-0.50,-97.75,-0.00
76.0,-119,-119,-0.13,-98.25,-0.08,-97.78,0.00
76.2,-119,-119,-0.13,-97.86,-0.08,-97.81,0.00
76.5,-119,-119,-0.13,-97.89,-0.08,-97.85,0.00
76.7,-119,-117,-2.24,-97.92,-1.34,-98.40,-0.01
77.0,-119,-118,-0.83,-99.75,-0.50,-98.61,0.00
77.2,-119,-120,0.58,-99.11,0.35,-98.47,0.00
77.5,-119,-118,-0.83,-98.12,-0.50,-98.67,-0.00
77.7,-119,-119,-0.13,-99.18,-0.08,-98.71,0.00
78.0,-119,-120,0.58,-98.78,0.35,-98.56,0.00
78.2,-119,-121,1.98,-98.21,1.19,-98.07,0.00
78.5,-119,-120,0.58,-96.87,0.35,-97.92,-0.00
78.7,-120,-119,-1.13,-97.58,-0.68,-98.20,-0.01
79.0,-119,-120,0.58,-98.88,0.35,-98.06,0.01
79.2,-120,-120,0.28,-97.71,0.17,-97.99,-0.00
79.5,-119,-119,-0.13,-97.82,-0.08,-98.02,-0.00
79.7,-120,-120,0.28,-98.10,0.17,-97.95,0.00
80.0,-120,-120,0.28,-97.78,0.17,-97.88,0.00
80.2,-119,-119,-0.13,-97.71,-0.08,-97.91,-0.00
80.5,-119,-118,-0.83,-97.99,-0.50,-98.12,-0.00
80.7,-119,-119,-0.13,-98.62,-0.08,-98.15,0.00
81.0,-119,-120,0.58,-98.22,0.35,-98.00,0.00
81.2,-119,-118,-0.83,-97.65,-0.50,-98.21,-0.00
81.5,-119,-118,-0.83,-98.71,-0.50,-98.42,0.00
81.7,-119,-120,0.58,-98.92,0.35,-98.27,0.00
82.0,-119,-120,0.58,-97.92,0.35,-98.13,0.00
82.2,-119,-120,0.58,-97.78,0.35,-97.98,0.00
82.5,-119,-120,0.58,-97.64,0.35,-97.84,0.00
82.7,-119,-119,-0.13,-97.49,-0.08,-97.87,-0.00
83.0,-119,-120,0.58,-97.95,0.35,-97.73,0.00
83.2,-119,-120,1.28,-97.38,0.77,-97.41,0.00
83.5,-119,-119,-0.13,-96.64,-0.08,-97.44,-0.00
83.7,-119,-119,-0.13,-97.52,-0.08,-97.47,0.00
84.0,-119,-119,-0.13,-97.54,-0.08,-97.50,0.00
84.2,-119,-119,-0.13,-97.58,-0.08,-97.53,0.00
84.5,-120,-120,-0.42,-97.61,-0.25,-97.64,-0.00
84.7,-119,-119,-0.13,-97.89,-0.08,-97.67,0.00
85.0,-120,-118,-1.83,-97.74,-1.10,-98.13,-0.01
85.2,-119,-118,-0.83,-99.23,-0.50,-98.33,0.00
85.5,-119,-120,1.28,-98.83,0.77,-98.01,0.01
85.7,-119,-120,0.58,-97.24,0.35,-97.87,-0.00
86.0,-119,-120,0.58,-97.52,0.35,-97.72,0.00
86.2,-119,-119,-0.13,-97.38,-0.08,-97.76,-0.00
86.5,-119,-120,0.58,-97.83,0.35,-97.61,0.00
86.7,-119,-120,0.58,-97.26,0.35,-97.47,0.00
87.0,-119,-120,0.58,-97.12,0.35,-97.32,0.00
87.2,-119,-120,1.28,-96.98,0.77,-97.00,0.00
87.5,-119,-119,-0.13,-96.23,-0.08,-97.03,-0.00
87.7,-119,-120,0.58,-97.11,0.35,-96.89,0.00
88.0,-119,-118,-0.83,-96.54,-0.50,-97.10,-0.00
88.2,-119,-117,-1.53,-97.60,-0.92,-97.48,-0.00
88.5,-119,-116,-2.94,-98.40,-1.76,-98.21,-0.00
88.7,-119,-117,-2.24,-99.98,-1.34,-98.77,0.00
89.0,-119,-119,-0.13,-100.11,-0.08,-98.80,0.01
89.2,-119,-120,0.58,-98.87,0.35,-98.66,0.00
89.5,-119,-120,0.58,-98.31,0.35,-98.51,0.00
89.7,-119,-120,1.28,-98.17,0.77,-98.19,0.00
90.0,-120,-120,0.28,-97.42,0.17,-98.12,-0.00
90.2,-119,-120,0.58,-97.96,0.35,-97.98,0.00
90.5,-119,-120,0.58,-97.63,0.35,-97.84,0.00
90.7,-120,-120,0.28,-97.49,0.17,-97.76,-0.00
91.0,-119,-120,1.28,-97.60,0.77,-97.44,0.00
91.2,-120,-120,-0.42,-96.67,-0.25,-97.55,-0.01
91.5,-119,-119,-0.13,-97.81,-0.08,-97.58,0.00
91.7,-119,-118,-0.83,-97.66,-0.50,-97.79,-0.00
92.0,-119,-120,0.58,-98.29,0.35,-97.64,0.00
92.2,-119,-120,0.58,-97.29,0.35,-97.50,0.00
92.5,-119,-120,0.58,-97.15,0.35,-97.36,0.00
92.7,-119,-116,-2.94,-97.01,-1.76,-98.09,-0.01
93.0,-119,-115,-3.64,-99.86,-2.19,-99.00,-0.00
93.2,-119,-117,-1.53,-101.19,-0.92,-99.38,0.01
93.5,-119,-120,1.28,-100.30,0.77,-99.06,0.01
93.7,-119,-121,1.98,-98.29,1.19,-98.57,0.00
94.0,-119,-120,1.28,-97.37,0.77,-98.25,-0.00
94.2,-119,-120,1.28,-97.48,0.77,-97.93,0.00
94.5,-119,-120,0.58,-97.16,0.35,-97.78,-0.00
94.7,-119,-120,0.58,-97.44,0.35,-97.64,0.00
95.0,-119,-120,0.58,-97.29,0.35,-97.49,0.00
95.2,-119,-120,0.58,-97.15,0.35,-97.35,0.00
95.5,-119,-120,0.58,-97.00,0.35,-97.20,0.00
95.7,-119,-120,0.58,-96.86,0.35,-97.06,0.00
96.0,-119,-120,0.58,-96.71,0.35,-96.91,0.00
96.2,-123,-119,-4.13,-96.57,-2.48,-97.95,-0.02
96.5,-129,-119,-10.13,-100.44,-6.08,-100.48,-0.02
96.7,-136,-122,-14.31,-106.57,-8.59,-104.06,-0.01
97.0,-145,-126,-19.09,-112.66,-11.45,-108.83,-0.02
97.2,-157,-131,-26.17,-120.30,-15.70,-115.37,-0.02
97.5,-160,-137,-22.84,-131.09,-13.70,-121.08,0.01
97.7,-160,-142,-17.91,-134.77,-10.75,-125.56,0.02
98.0,-160,-141,-18.62,-136.29,-11.17,-130.21,-0.00
98.2,-160,-143,-17.21,-141.38,-10.33,-134.51,0.00
98.5,-160,-145,-15.10,-144.84,-9.06,-138.29,0.01
98.7,-160,-146,-13.69,-147.34,-8.22,-141.71,0.00
99.0,-160,-148,-11.58,-149.92,-6.95,-144.61,0.01
99.2,-160,-149,-10.88,-151.55,-6.53,-147.33,0.00
99.5,-160,-151,-9.47,-153.85,-5.68,-149.70,0.00
99.7,-160,-150,-10.18,-155.38,-6.11,-152.24,-0.00
100.0,-160,-149,-10.88,-158.35,-6.53,-154.96,-0.00
100.2,-160,-151,-9.47,-161.49,-5.68,-157.33,0.00
100.5,-160,-151,-8.77,-163.01,-5.26,-159.52,0.00
100.7,-160,-153,-7.36,-164.78,-4.42,-161.36,0.00
101.0,-160,-153,-6.66,-165.77,-4.00,-163.03,0.00
101.2,-160,-155,-4.55,-167.02,-2.73,-164.16,0.01
101.5,-160,-156,-3.85,-166.89,-2.31,-165.12,0.00
101.7,-160,-155,-4.55,-167.43,-2.73,-166.26,-0.00
102.0,-160,-157,-3.14,-168.99,-1.89,-167.05,0.00
102.2,-160,-158,-1.74,-168.93,-1.04,-167.48,0.00
102.5,-160,-158,-2.44,-168.52,-1.46,-168.09,-0.00
102.7,-160,-158,-1.74,-169.56,-1.04,-168.52,0.00
103.0,-160,-158,-1.74,-169.56,-1.04,-168.96,0.00
103.2,-160,-158,-1.74,-170.00,-1.04,-169.39,0.00
103.5,-160,-158,-1.74,-170.43,-1.04,-169.83,0.00
103.7,-160,-157,-3.14,-170.87,-1.89,-170.61,-0.00
104.0,-160,-153,-7.36,-172.50,-4.42,-172.45,-0.01
104.2,-160,-155,-5.25,-176.88,-3.15,-173.76,0.01
104.5,-160,-158,-1.74,-176.91,-1.04,-174.20,0.01
104.7,-160,-158,-1.74,-175.23,-1.04,-174.63,0.00
105.0,-160,-158,-1.74,-175.67,-1.04,-175.07,0.00
105.2,-160,-158,-1.74,-176.11,-1.04,-175.50,0.00
105.5,-160,-158,-2.44,-176.54,-1.46,-176.11,-0.00
105.7,-160,-158,-1.74,-177.57,-1.04,-176.54,0.00
106.0,-160,-158,-2.44,-177.58,-1.46,-177.15,-0.00
106.2,-160,-158,-1.74,-178.62,-1.04,-177.59,0.00
106.5,-160,-158,-1.74,-178.62,-1.04,-178.02,0.00
106.7,-160,-158,-1.74,-179.06,-1.04,-178.45,0.00
107.0,-160,-158,-1.74,-179.49,-1.04,-178.89,0.00
107.2,-160,-158,-2.44,-179.93,-1.46,-179.50,-0.00
107.5,-160,-158,-1.74,-180.96,-1.04,-179.93,0.00
107.7,-160,-158,-2.44,-180.97,-1.46,-180.54,-0.00
108.0,-160,-158,-1.74,-182.01,-1.04,-180.97,0.00
108.2,-160,-158,-2.44,-182.01,-1.46,-181.58,-0.00
108.5,-160,-159,-1.03,-183.05,-0.62,-181.84,0.00
108.7,-160,-158,-2.44,-182.46,-1.46,-182.45,-0.00
109.0,-160,-158,-1.74,-183.92,-1.04,-182.89,0.00
109.2,-160,-158,-2.44,-183.92,-1.46,-183.49,-0.00
109.5,-160,-158,-1.74,-184.96,-1.04,-183.93,0.00
109.7,-160,-158,-1.74,-184.97,-1.04,-184.36,0.00
110.0,-160,-158,-2.44,-185.40,-1.46,-184.97,-0.00
110.2,-160,-158,-1.74,-186.44,-1.04,-185.41,0.00
110.5,-160,-159,-1.03,-186.44,-0.62,-185.66,0.00
110.7,-160,-158,-1.74,-186.28,-1.04,-186.10,-0.00
111.0,-160,-158,-2.44,-187.14,-1.46,-186.71,-0.00
111.2,-160,-158,-1.74,-188.17,-1.04,-187.14,0.00
111.5,-160,-158,-2.44,-188.18,-1.46,-187.75,-0.00
111.7,-160,-158,-1.74,-189.22,-1.04,-188.18,0.00
112.0,-160,-158,-2.44,-189.22,-1.46,-188.79,-0.00
112.2,-160,-159,-1.03,-190.26,-0.62,-189.05,0.00
